n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
2937	0.06300493286244163	0.0006344648971809342	htan_visium_Ctrl2_D1	TACSTD2	CLDN4	spot						
2937	-0.011637020476896468	0.5284259242585488	htan_visium_Ctrl2_D1	TACSTD2	CD8_Tcell	spot						
2937	-0.032500115744789164	0.07823336066476118	htan_visium_Ctrl2_D1	TACSTD2	CYT	spot						
2937	-0.0441415380119744	0.01674048377236554	htan_visium_Ctrl2_D1	TACSTD2	Cytotoxic_effector	spot						
2937	0.0529893365048302	0.004072318486530054	htan_visium_Ctrl2_D1	TACSTD2	IFNG_6gene	spot						
2937	-0.00943538652785774	0.6092558682696655	htan_visium_Ctrl2_D1	TACSTD2	TLS_12chemokine	spot						
2937	0.03304681475959018	0.0733464399730512	htan_visium_Ctrl2_D1	TACSTD2	TGFB_exclusion	spot						
2937	-0.012474470476397142	0.49917960140039397	htan_visium_Ctrl2_D1	TACSTD2	Immune_general	spot						
2937	0.011915998407611293	0.5185871689700794	htan_visium_Ctrl2_D1	TACSTD2	B_cell	spot						
2937	0.018770659070563293	0.3091936556965019	htan_visium_Ctrl2_D1	TACSTD2	Myeloid	spot						
2937	-0.022514646775859917	0.22254217207486335	htan_visium_Ctrl2_D1	TACSTD2	NK	spot						
2937	-0.040272298362684936	0.029074341240091027	htan_visium_Ctrl2_D1	CLDN4	CD8_Tcell	spot						
2937	-0.01398844765090863	0.4485673491823958	htan_visium_Ctrl2_D1	CLDN4	CYT	spot						
2937	-0.006392764379868957	0.7291126525981819	htan_visium_Ctrl2_D1	CLDN4	Cytotoxic_effector	spot						
2937	0.004285420522816113	0.8164240804553488	htan_visium_Ctrl2_D1	CLDN4	IFNG_6gene	spot						
2937	0.019591619807790037	0.28850815363859755	htan_visium_Ctrl2_D1	CLDN4	TLS_12chemokine	spot						
2937	0.17542594852649007	9.955494901110298e-22	htan_visium_Ctrl2_D1	CLDN4	TGFB_exclusion	spot						
2937	-0.1133256515659361	7.329086236787831e-10	htan_visium_Ctrl2_D1	CLDN4	Immune_general	spot						
2937	-0.08611931110495717	2.9559597494379585e-06	htan_visium_Ctrl2_D1	CLDN4	B_cell	spot						
2937	-0.004467745079664153	0.808761921516097	htan_visium_Ctrl2_D1	CLDN4	Myeloid	spot						
2937	-0.015063524958228824	0.41446988239289717	htan_visium_Ctrl2_D1	CLDN4	NK	spot						
2937	-0.04480869331845302	0.015159223604574454	htan_visium_Ctrl2_D1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
2937	-0.116945356904617	2.0590288824279663e-10	htan_visium_Ctrl2_D1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
2937	-0.021654091246403086	0.24073089415450197	htan_visium_Ctrl2_D1	TACSTD2	neigh8_CYT	spatial_neighbor						
2937	-0.06833947521805722	0.00021026523291332036	htan_visium_Ctrl2_D1	CLDN4	neigh8_CYT	spatial_neighbor						
2937	-0.050300924298527214	0.0063994693509950625	htan_visium_Ctrl2_D1	TACSTD2	neigh8_Immune_general	spatial_neighbor						
2937	-0.2250176134610017	4.986436898075283e-35	htan_visium_Ctrl2_D1	CLDN4	neigh8_Immune_general	spatial_neighbor						
2937	0.09367792354128683	3.6604891697728587e-07	htan_visium_Ctrl2_D1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
2937	-0.045266887659940386	0.014150841609231342	htan_visium_Ctrl2_D1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
2937		0.32906242276410336	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1469.0	1468.0	-0.12131603855499973	-0.12131603855499973	1066032.0	0.011327656212033244
2937		0.000734744215224132	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1469.0	1468.0	-0.026053316176772784	0.008295109501061711	1004229.5	0.06864528131799241
2937		0.2120530989002739	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	CYT	mwu_spot	1469.0	1468.0	-0.08693239351500791	-0.08693239351500791	1069150.0	0.008435922785709371
2937		0.034911026965488125	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1469.0	1468.0	-0.08693239351500791	-0.08693239351500791	1041920.0	0.03368990007846073
2937		0.2659584485463856	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1469.0	1468.0	-0.016540177691498723	0.0219902336962519	1052910.5	0.023496957095134108
2937		7.2975145368476956e-06	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1469.0	1468.0	0.09930391894009555	0.1435198256243787	975194.0	0.09557373734750696
2937		0.0024431145124632035	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1469.0	1468.0	-0.0027077362546689882	-0.19434400930604803	1143867.5	-0.06085948846552647
2937		2.4502198472010525e-06	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1469.0	1468.0	0.06203798991318436	0.03405516516575699	1186521.0	-0.10041771543785005
2937		0.2217287849979248	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1469.0	1468.0	-0.1448534509120409	-0.1448534509120409	1054692.0	0.02184473672983711
