n	rho	p	dataset	subset	pair	gene	signature	x	y	level	q
37048	0.3127719908092117	0.0	luad_histology_scrna	epithelial		CLDN4	Immune_general				0.0
37048	0.10413277627116892	7.790816016163767e-90	luad_histology_scrna	epithelial		CLDN4	B_cell				2.142474404445036e-89
37048	0.3505446126196446	0.0	luad_histology_scrna	epithelial		CLDN4	Myeloid				0.0
37048	0.1779502804838479	3.2272027459258035e-261	luad_histology_scrna	epithelial		CLDN4	NK				1.109350943911995e-260
18	0.3519091847265222	0.15210693918997695	luad_histology_scrna					TACSTD2_epi	frac_immune	sample	0.2040458940353349
18	0.4262125902992776	0.07778293683965697	luad_histology_scrna					TACSTD2_epi	frac_cd8	sample	0.11258056647845088
18	0.25696594427244585	0.30330908061762435	luad_histology_scrna					TACSTD2_epi	frac_t	sample	0.3626521616080291
18	0.7234262125902993	0.0006909021305997826	luad_histology_scrna					TACSTD2_epi	CYT_all	sample	0.0013571291851067157
18	0.7481940144478844	0.00035556828754260204	luad_histology_scrna					TACSTD2_epi	CD8_Tcell_all	sample	0.0007243057709201152
18	0.8286893704850361	2.1461184426396115e-05	luad_histology_scrna					TACSTD2_epi	IFNG_6gene_all	sample	4.918188097715776e-05
18	0.7874097007223942	0.00010501039271078109	luad_histology_scrna					TACSTD2_epi	TLS_12chemokine_all	sample	0.00022213736919588308
18	0.6945304437564499	0.0013817713318639618	luad_histology_scrna					TACSTD2_epi	TGFB_exclusion_all	sample	0.002451529782339287
18	0.17853457172342618	0.4784449329228026	luad_histology_scrna					CLDN4_epi	frac_immune	sample	0.5159700257010617
18	0.2198142414860681	0.3807953913501374	luad_histology_scrna					CLDN4_epi	frac_cd8	sample	0.44561162817569266
18	0.1826625386996904	0.46816133789331493	luad_histology_scrna					CLDN4_epi	frac_t	sample	0.5149774716826464
18	0.5211558307533539	0.026565697103864788	luad_histology_scrna					CLDN4_epi	CYT_all	sample	0.04058648168646009
18	0.5273477812177503	0.024513917732196123	luad_histology_scrna					CLDN4_epi	CD8_Tcell_all	sample	0.038521870722022476
18	0.6449948400412797	0.003849373038824423	luad_histology_scrna					CLDN4_epi	IFNG_6gene_all	sample	0.006415621731374038
18	0.7048503611971104	0.0010886663167765575	luad_histology_scrna					CLDN4_epi	TLS_12chemokine_all	sample	0.002064711980093471
18	0.8121775025799793	4.239283893458813e-05	luad_histology_scrna					CLDN4_epi	TGFB_exclusion_all	sample	9.326424565609389e-05
18	-0.5624355005159958	0.015110986482633102	luad_histology_scrna					TACSTD2_all	frac_immune	sample	0.024444242839553546
18	-0.391124871001032	0.10849983794275488	luad_histology_scrna					TACSTD2_all	frac_cd8	sample	0.14918727717128794
18	-0.41589267285861714	0.08605648033750414	luad_histology_scrna					TACSTD2_all	frac_t	sample	0.12136170304006995
18	-0.07739938080495357	0.7601672386317739	luad_histology_scrna					TACSTD2_all	CYT_all	sample	0.8040230408605301
18	-0.06501547987616099	0.7977151313810279	luad_histology_scrna					TACSTD2_all	CD8_Tcell_all	sample	0.8278175891689913
18	0.2961816305469556	0.23271685741068446	luad_histology_scrna					TACSTD2_all	IFNG_6gene_all	sample	0.2908960717633556
18	0.2115583075335397	0.39938013616939916	luad_histology_scrna					TACSTD2_all	TLS_12chemokine_all	sample	0.4535838056734506
18	0.696594427244582	0.0013184382796678938	luad_histology_scrna					TACSTD2_all	TGFB_exclusion_all	sample	0.0024171368460578053
18	-0.5087719298245614	0.031068538407296186	luad_histology_scrna					CLDN4_all	frac_immune	sample	0.04618296249733217
18	-0.33746130030959753	0.17083764052594708	luad_histology_scrna					CLDN4_all	frac_cd8	sample	0.22371595783159734
18	-0.3085655314757482	0.21282870595868356	luad_histology_scrna					CLDN4_all	frac_t	sample	0.2722227634355255
18	-0.04231166150670795	0.8676065335789527	luad_histology_scrna					CLDN4_all	CYT_all	sample	0.8676065335789527
18	-0.04643962848297213	0.8548139516870751	luad_histology_scrna					CLDN4_all	CD8_Tcell_all	sample	0.8676065335789527
18	0.2652218782249742	0.28748424291745134	luad_histology_scrna					CLDN4_all	IFNG_6gene_all	sample	0.35136963023244056
18	0.20949432404540763	0.40410193596361965	luad_histology_scrna					CLDN4_all	TLS_12chemokine_all	sample	0.4535838056734506
18	0.6594427244582043	0.0029088627228155838	luad_histology_scrna					CLDN4_all	TGFB_exclusion_all	sample	0.004999607804839284
