n	rho	p	dataset	subset	pair	gene	signature	x	y	level	q
117266	0.807021941209439	0.0	luad_histology_scrna	all	TACSTD2_vs_CLDN4						0.0
37048	0.6697700435606456	0.0	luad_histology_scrna	epithelial	TACSTD2_vs_CLDN4						0.0
71443	0.05694739200829893	2.1205292424207003e-52	luad_histology_scrna	immune	TACSTD2_vs_CLDN4						5.070830797092979e-52
37048	0.13019257578591978	9.53690389659736e-140	luad_histology_scrna	epithelial		TACSTD2	CD8_Tcell				2.9140539684047488e-139
37048	0.11028263905789601	1.3669119732972822e-100	luad_histology_scrna	epithelial		TACSTD2	CYT				3.956850449018449e-100
37048	0.18400238430511742	1.8858071568119422e-279	luad_histology_scrna	epithelial		TACSTD2	Cytotoxic_effector				7.408528116046917e-279
37048	0.5134220560718821	0.0	luad_histology_scrna	epithelial		TACSTD2	IFNG_6gene				0.0
37048	0.2705616081898811	0.0	luad_histology_scrna	epithelial		TACSTD2	TLS_12chemokine				0.0
37048	0.5813514241723523	0.0	luad_histology_scrna	epithelial		TACSTD2	TGFB_exclusion				0.0
37048	0.33113107213062304	0.0	luad_histology_scrna	epithelial		TACSTD2	Immune_general				0.0
37048	0.10224297702508382	1.1767016594423197e-86	luad_histology_scrna	epithelial		TACSTD2	B_cell				3.08183767949179e-86
37048	0.37348775321919603	0.0	luad_histology_scrna	epithelial		TACSTD2	Myeloid				0.0
37048	0.1875806772216994	1.543629471238332e-290	luad_histology_scrna	epithelial		TACSTD2	NK				6.530740070623711e-290
37048	0.14708884415459156	3.1384962409456956e-178	luad_histology_scrna	epithelial		CLDN4	CD8_Tcell				1.0153958426589015e-177
37048	0.09254544954988345	2.852718539214975e-71	luad_histology_scrna	epithelial		CLDN4	CYT				7.131796348037438e-71
37048	0.18092453428431457	4.260344239668852e-270	luad_histology_scrna	epithelial		CLDN4	Cytotoxic_effector				1.5621262212119124e-269
37048	0.4781096926058366	0.0	luad_histology_scrna	epithelial		CLDN4	IFNG_6gene				0.0
37048	0.3319240433999345	0.0	luad_histology_scrna	epithelial		CLDN4	TLS_12chemokine				0.0
37048	0.5512778761686674	0.0	luad_histology_scrna	epithelial		CLDN4	TGFB_exclusion				0.0
