n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial	q
3788	0.00468514044809153	0.7731465842132753	htan_visium_DT1_B1	TACSTD2	CYT	spot							0.864738452491094
3788	0.0005856955119484013	0.9712538533944817	htan_visium_DT1_B1	TACSTD2	Cytotoxic_effector	spot							0.9801958270596147
3788	0.07904184460185769	1.1115670376236473e-06	htan_visium_DT1_B1	TACSTD2	IFNG_6gene	spot							3.865221744464046e-06
3788	-0.003912648772517023	0.8097626941543836	htan_visium_DT1_B1	TACSTD2	TLS_12chemokine	spot							0.8944665953680769
3788	-0.05155371574398193	0.0015034017896443522	htan_visium_DT1_B1	TACSTD2	TGFB_exclusion	spot							0.0033579631213954144
3788	0.030615790106335843	0.059548539993977655	htan_visium_DT1_B1	TACSTD2	Immune_general	spot							0.09744306544469071
3788	0.03588951773110824	0.02718403116411597	htan_visium_DT1_B1	TACSTD2	B_cell	spot							0.048082737203580854
3788	0.009122887029475857	0.5745860658345062	htan_visium_DT1_B1	TACSTD2	Myeloid	spot							0.6762436005590726
3788	-0.005317844902073997	0.7435239886251637	htan_visium_DT1_B1	TACSTD2	NK	spot							0.8426605204418521
3788	-0.0021783222313733015	0.8933831838199656	htan_visium_DT1_B1	CLDN4	CD8_Tcell	spot							0.9410292317151668
3788	-0.024468113977930955	0.13215427379595474	htan_visium_DT1_B1	CLDN4	CYT	spot							0.20019409792852547
3788	-0.019173680187061403	0.23808124321568033	htan_visium_DT1_B1	CLDN4	Cytotoxic_effector	spot							0.3357274673916967
3788	0.08331922631489967	2.8174797751406235e-07	htan_visium_DT1_B1	CLDN4	IFNG_6gene	spot							1.0913276091051023e-06
3788	0.15814146224417497	1.2240470263285162e-22	htan_visium_DT1_B1	CLDN4	TLS_12chemokine	spot							1.6285147393761997e-21
3788	0.2186473793792911	3.144107414974911e-42	htan_visium_DT1_B1	CLDN4	TGFB_exclusion	spot							1.2026210862279035e-40
3788	-0.0032553574915088956	0.8412529896955441	htan_visium_DT1_B1	CLDN4	Immune_general	spot							0.9000818700938338
3788	-0.009198803321190732	0.571406434252659	htan_visium_DT1_B1	CLDN4	B_cell	spot							0.6762436005590726
3788	0.07477198081757874	4.087127085638518e-06	htan_visium_DT1_B1	CLDN4	Myeloid	spot							1.2506608882053867e-05
3788	0.019469557992615412	0.2309147995067237	htan_visium_DT1_B1	CLDN4	NK	spot							0.3301865824722311
3788	0.01661910536105695	0.3065042807543955	htan_visium_DT1_B1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.4077839561341088
3788	-0.02721293606043569	0.09400791569355607	htan_visium_DT1_B1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							0.14828052681560905
3788	-0.0007255329833494914	0.9643946966237169	htan_visium_DT1_B1	TACSTD2	neigh8_CYT	spatial_neighbor							0.9780667879549924
3788	-0.07644467652824888	2.4740045300854267e-06	htan_visium_DT1_B1	CLDN4	neigh8_CYT	spatial_neighbor							7.9688988021699e-06
3788	0.09956524581081992	8.192249392744427e-10	htan_visium_DT1_B1	TACSTD2	neigh8_Immune_general	spatial_neighbor							3.9169192409059295e-09
3788	-0.11956841303601697	1.5462727816678634e-13	htan_visium_DT1_B1	CLDN4	neigh8_Immune_general	spatial_neighbor							1.0514654915341471e-12
3788	0.11269506995490859	3.5033809618453642e-12	htan_visium_DT1_B1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							2.1020285771072184e-11
3788	0.0369831486353801	0.022832887771344155	htan_visium_DT1_B1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.04109919798841948
3788		0.3727284666259053	htan_visium_DT1_B1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1894.0	1894.0	-0.10308956796698147	-0.10308956796698147	1806814.0	-0.007357196459892856	0.4874141486646454
3788		0.8949003478075607	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1894.0	1894.0	-0.10308956796698147	-0.10308956796698147	1797596.0	-0.0022178635584610973	0.9410292317151668
3788		0.9599284121499536	htan_visium_DT1_B1	TACSTD2_high_vs_low	CYT	mwu_spot	1894.0	1894.0	-0.11633492774976292	-0.11633492774976292	1793019.5	0.00033368309194037327	0.9780667879549924
3788		0.5016107222004338	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1894.0	1894.0	-0.11633492774976292	-0.11633492774976292	1811634.5	-0.010044780995730473	0.6164372730655933
3788		0.48143568505327317	htan_visium_DT1_B1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1894.0	1894.0	-0.019079738505684993	-0.021200036207740094	1817103.0	-0.013093646473217868	0.6013033454134759
3788		7.871111346142445e-09	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1894.0	1894.0	0.07905843953118313	0.0406502791350999	1987849.0	-0.10829005953330095	3.5420001057641e-08
3788		0.000136116870178391	htan_visium_DT1_B1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1894.0	1894.0	0.050638797624387284	0.0181576378118442	1921320.0	-0.0711979919916057	0.00035599796815886876
3788		5.689638151379562e-10	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1894.0	1894.0	0.06683105411628376	0.022282171106865593	2002240.0	-0.1163135071124397	2.8081117327776545e-09
3788		0.9824199324379246	htan_visium_DT1_B1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1894.0	1894.0	-0.029596158897662032	-0.03513509821191314	1792884.5	0.00040894995478413243	0.9856409813967374
3505	0.07107709676850839	2.533362539193418e-05	htan_visium_DT2_C1	TACSTD2	CLDN4	spot							7.313291858426282e-05
3505	-0.0037333911443262198	0.8251313354133776	htan_visium_DT2_C1	TACSTD2	CD8_Tcell	spot							0.8963594552512175
3505	0.00384306708614475	0.82008088800522	htan_visium_DT2_C1	TACSTD2	CYT	spot							0.8962312561771333
3505	0.008986791490466875	0.5948185694502567	htan_visium_DT2_C1	TACSTD2	Cytotoxic_effector	spot							0.6973734952175422
3505	0.04244836915016201	0.011960455525286295	htan_visium_DT2_C1	TACSTD2	IFNG_6gene	spot							0.02331146108750068
3505	0.006904665034760003	0.6828066412114022	htan_visium_DT2_C1	TACSTD2	TLS_12chemokine	spot							0.7825424427366632
3505	0.021689319373645256	0.19922362021964035	htan_visium_DT2_C1	TACSTD2	TGFB_exclusion	spot							0.2945044820638162
3505	-0.03063072114408457	0.06979937323467282	htan_visium_DT2_C1	TACSTD2	Immune_general	spot							0.11360961813728661
3505	-0.005990282862267932	0.7229494873399456	htan_visium_DT2_C1	TACSTD2	B_cell	spot							0.8254572504702363
3505	0.00783280129067195	0.6429577474586459	htan_visium_DT2_C1	TACSTD2	Myeloid	spot							0.7424342291409269
3505	-0.0005551716477502393	0.9737893183860226	htan_visium_DT2_C1	TACSTD2	NK	spot							0.9801958270596147
3505	-0.03959473950210683	0.01906732706082688	htan_visium_DT2_C1	CLDN4	CD8_Tcell	spot							0.03514820530489774
3505	-0.01938276183325411	0.2512919940292268	htan_visium_DT2_C1	CLDN4	CYT	spot							0.3511203204243991
3505	-0.032574571300566846	0.053813161648431	htan_visium_DT2_C1	CLDN4	Cytotoxic_effector	spot							0.08949362752402112
3505	0.012093193591130806	0.47416140292984105	htan_visium_DT2_C1	CLDN4	IFNG_6gene	spot							0.5970921370227629
3505	0.08411057031557481	6.143094101116295e-07	htan_visium_DT2_C1	CLDN4	TLS_12chemokine	spot							2.211513876401866e-06
3505	0.17146883824690726	1.553615557691379e-24	htan_visium_DT2_C1	CLDN4	TGFB_exclusion	spot							2.160938002970736e-23
3505	-0.11914935449766006	1.476174245613193e-12	htan_visium_DT2_C1	CLDN4	Immune_general	spot							9.218557533829328e-12
3505	-0.049635707684028356	0.003289031199430528	htan_visium_DT2_C1	CLDN4	B_cell	spot							0.006989191298789872
3505	-0.024431895740116758	0.1481372577508804	htan_visium_DT2_C1	CLDN4	Myeloid	spot							0.22330049690526801
3505	-0.020715183345710462	0.22016257163307063	htan_visium_DT2_C1	CLDN4	NK	spot							0.32121653139107637
3505	0.023855147406775343	0.15795160403663336	htan_visium_DT2_C1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.23577166261077953
3505	-0.0672121879200856	6.826590967714698e-05	htan_visium_DT2_C1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							0.0001816466814017998
3505	0.05157161330590872	0.002257070207751359	htan_visium_DT2_C1	TACSTD2	neigh8_CYT	spatial_neighbor							0.004933310596942256
3505	-0.029755913803892694	0.07817035147046184	htan_visium_DT2_C1	CLDN4	neigh8_CYT	spatial_neighbor							0.12533721656239225
3505	0.0037133118696995545	0.8260567528785729	htan_visium_DT2_C1	TACSTD2	neigh8_Immune_general	spatial_neighbor							0.8963594552512175
3505	-0.17798510568902767	2.4475232561802695e-26	htan_visium_DT2_C1	CLDN4	neigh8_Immune_general	spatial_neighbor							3.7447105819558124e-25
3505	0.07773111427176052	4.080318687432549e-06	htan_visium_DT2_C1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.2506608882053867e-05
3505	-0.03892403094687791	0.021196146513416045	htan_visium_DT2_C1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.03860726686372208
3505		0.5173755884319452	htan_visium_DT2_C1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1753.0	1752.0	-0.18004729585106713	-0.18004729585106713	1548355.0	-0.008287814496739987	0.6297129908922392
3505		0.23286144130586361	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1753.0	1752.0	-0.0023235655586908294	-0.018924802092533846	1570889.0	-0.022961941303492717	0.3314214001841594
3505		0.9576486770012659	htan_visium_DT2_C1	TACSTD2_high_vs_low	CYT	mwu_spot	1753.0	1752.0	-0.10702164412970841	-0.10702164412970841	1536143.5	-0.0003356932798828094	0.9780667879549924
3505		0.013440199564310772	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1753.0	1752.0	-0.10702164412970841	-0.10702164412970841	1591711.0	-0.03652121477336956	0.025866044444522618
3505		0.1578091504514011	htan_visium_DT2_C1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1753.0	1752.0	0.01683624588276883	0.037746816714172016	1493343.5	0.027535640142013595	0.23577166261077953
3505		0.6219878585544796	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1753.0	1752.0	0.11985688100335036	0.11817626447706961	1550397.5	-0.009617889228380916	0.7236816909417139
3505		0.02598605197258762	htan_visium_DT2_C1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1753.0	1752.0	0.035338879838099344	0.00765119135793606	1602201.5	-0.04335262185893973	0.04623099943960356
3505		0.00040558630425335834	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1753.0	1752.0	0.1112129111983911	0.07773575452842876	1641563.0	-0.06898480621608871	0.0009772394417443121
3505		0.5432302404233478	htan_visium_DT2_C1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1753.0	1752.0	-0.013081784185273178	-0.01928425805851912	1553718.5	-0.011780522366093837	0.6493298967560329
3072	0.060164040601659446	0.0008490305977178654	htan_visium_DT2_D1	TACSTD2	CLDN4	spot							0.001968207294709597
3072	-0.018690595051761703	0.3003856272050904	htan_visium_DT2_D1	TACSTD2	CD8_Tcell	spot							0.4013886546932649
3072	0.002066277112047944	0.9088587144926292	htan_visium_DT2_D1	TACSTD2	CYT	spot							0.9492321402490348
3072	0.028054120863891495	0.1200436640383702	htan_visium_DT2_D1	TACSTD2	Cytotoxic_effector	spot							0.1836668059787064
3072	0.09295671934485396	2.452858536932191e-07	htan_visium_DT2_D1	TACSTD2	IFNG_6gene	spot							9.622752721810905e-07
3072	0.05339003923601247	0.0030755590947936485	htan_visium_DT2_D1	TACSTD2	TLS_12chemokine	spot							0.006581266314733262
3072	-0.014547935276894207	0.4202181064599459	htan_visium_DT2_D1	TACSTD2	TGFB_exclusion	spot							0.540280422591359
3072	0.01773121794227471	0.32588257836221834	htan_visium_DT2_D1	TACSTD2	Immune_general	spot							0.42982788352947765
3072	0.03446225952562003	0.05614838025853347	htan_visium_DT2_D1	TACSTD2	B_cell	spot							0.09237314171565184
3072	0.030581971277792122	0.09012638006155357	htan_visium_DT2_D1	TACSTD2	Myeloid	spot							0.14289467512349943
3072	0.02749272911181191	0.1276412820749914	htan_visium_DT2_D1	TACSTD2	NK	spot							0.19431956375595705
3072	0.0011679645596745826	0.9484058218764476	htan_visium_DT2_D1	CLDN4	CD8_Tcell	spot							0.9780610023452818
3072	-0.0101697905745066	0.5731270159982526	htan_visium_DT2_D1	CLDN4	CYT	spot							0.6762436005590726
3072	-0.03607691648713187	0.04556263377237344	htan_visium_DT2_D1	CLDN4	Cytotoxic_effector	spot							0.07660530733157292
3072	0.02143599532794263	0.2349293996244477	htan_visium_DT2_D1	CLDN4	IFNG_6gene	spot							0.3328166494679676
3072	0.10224783290497537	1.3490396479097642e-08	htan_visium_DT2_D1	CLDN4	TLS_12chemokine	spot							5.982697568991127e-08
3072	0.13598446058990252	3.757039197645471e-14	htan_visium_DT2_D1	CLDN4	TGFB_exclusion	spot							2.874134986198785e-13
3072	-0.06852844467925591	0.0001440231182833253	htan_visium_DT2_D1	CLDN4	Immune_general	spot							0.00037348367961608083
3072	0.0038927390276413125	0.8292445933410537	htan_visium_DT2_D1	CLDN4	B_cell	spot							0.8966390302556977
3072	0.011757592816078185	0.5147694408135376	htan_visium_DT2_D1	CLDN4	Myeloid	spot							0.6297129908922392
3072	-0.040264080120901644	0.025637539020830522	htan_visium_DT2_D1	CLDN4	NK	spot							0.045877701405696726
3072	0.010819764917176667	0.5488623587439759	htan_visium_DT2_D1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.6535092676095589
3072	-0.049969984366006415	0.0056018251478137686	htan_visium_DT2_D1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							0.011427723301540087
3072	0.04343290842985228	0.016064254502382816	htan_visium_DT2_D1	TACSTD2	neigh8_CYT	spatial_neighbor							0.030343591837834208
3072	-0.08557093963032107	2.0381319080264056e-06	htan_visium_DT2_D1	CLDN4	neigh8_CYT	spatial_neighbor							6.853498503912968e-06
3072	0.03502974223439364	0.05221571732737995	htan_visium_DT2_D1	TACSTD2	neigh8_Immune_general	spatial_neighbor							0.08731152733430746
3072	-0.14943145137741495	8.379887779871559e-17	htan_visium_DT2_D1	CLDN4	neigh8_Immune_general	spatial_neighbor							7.122904612890824e-16
3072	0.12567798699756808	2.7355795180246166e-12	htan_visium_DT2_D1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.6741746650310655e-11
3072	-0.005175564457186544	0.7743082875247052	htan_visium_DT2_D1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.864738452491094
3072		0.4470409751465233	htan_visium_DT2_D1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1536.0	1536.0	-0.17936511728071317	-0.17936511728071317	1166886.5	0.010818057590060715	0.5671967307843517
3072		0.4326929299876736	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1536.0	1536.0	0.01926395504295992	0.012435856919897473	1198757.5	-0.016199323866102455	0.5516834857342838
3072		0.8348818475786718	htan_visium_DT2_D1	TACSTD2_high_vs_low	CYT	mwu_spot	1536.0	1536.0	-0.10248637666330214	-0.10248637666330214	1177955.5	0.0014347500271267855	0.8995557935178647
3072		0.03538088481575266	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1536.0	1536.0	-0.10248637666330214	-0.10248637666330214	1219429.5	-0.033723195393880134	0.06116695341028426
3072		0.10454637968666411	htan_visium_DT2_D1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1536.0	1536.0	0.08559834155209264	0.051159480844906166	1219507.5	-0.033789316813151116	0.1615716776975718
3072		0.012215450965907726	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1536.0	1536.0	0.17397712629681278	0.15141275484288372	1241242.5	-0.052214304606119866	0.02365777212384661
3072		8.028759676505036e-07	htan_visium_DT2_D1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1536.0	1536.0	0.10521503599473347	0.03678670799755169	1300765.5	-0.10267257690429688	2.85674472210528e-06
3072		9.019823384113782e-10	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1536.0	1536.0	0.16783702704077189	0.11188919176349119	1330222.0	-0.12764316134982634	4.2462553162135655e-09
3072		0.006862473647879607	htan_visium_DT2_D1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1536.0	1536.0	0.04844006988098403	-0.0035767866305052485	1245715.0	-0.05600568983289933	0.013724947295759213
2081	0.24803806666058328	1.5126505019428859e-30	hca_visium_LngSP10193347	TACSTD2	CLDN4	spot							3.3062218113894507e-29
2081	0.04414425416524655	0.04405750909140085	hca_visium_LngSP10193347	TACSTD2	CD8_Tcell	spot							0.07448396564623569
2081	0.07230582295322538	0.0009641484599378886	hca_visium_LngSP10193347	TACSTD2	CYT	spot							0.0022182663815112323
2081	0.11217514731854106	2.892373694599738e-07	hca_visium_LngSP10193347	TACSTD2	Cytotoxic_effector	spot							1.1063329381843997e-06
2081	0.2443291566055657	1.1582039798687905e-29	hca_visium_LngSP10193347	TACSTD2	IFNG_6gene	spot							1.9689467657769438e-28
2081	0.07042169670870979	0.0013064613605483842	hca_visium_LngSP10193347	TACSTD2	TLS_12chemokine	spot							0.0029395380612338646
2081	0.18223046744259108	5.3727011777392e-17	hca_visium_LngSP10193347	TACSTD2	TGFB_exclusion	spot							4.697275886823415e-16
2081	0.1874301069518502	6.604912300085833e-18	hca_visium_LngSP10193347	TACSTD2	Immune_general	spot							6.315947386957077e-17
2081	0.0019076648660029023	0.9306940805240848	hca_visium_LngSP10193347	TACSTD2	B_cell	spot							0.9686815940148638
2081	0.1555321583120023	9.73129609506424e-13	hca_visium_LngSP10193347	TACSTD2	Myeloid	spot							6.335694904446079e-12
2081	0.10252442803285738	2.7791570812367894e-06	hca_visium_LngSP10193347	TACSTD2	NK	spot							8.76723780266451e-06
2081	0.036385401507071605	0.09703911575580222	hca_visium_LngSP10193347	CLDN4	CD8_Tcell	spot							0.1514998439860994
2081	0.08127789937232809	0.00020591443590061993	hca_visium_LngSP10193347	CLDN4	CYT	spot							0.0005164739129966369
2081	0.0750631682726502	0.0006102708217287795	hca_visium_LngSP10193347	CLDN4	Cytotoxic_effector	spot							0.0014589286831953635
2081	0.22906787218563063	3.5212905541825e-26	hca_visium_LngSP10193347	CLDN4	IFNG_6gene	spot							5.131023378951643e-25
2081	0.07867753181239263	0.0003274912696411341	hca_visium_LngSP10193347	CLDN4	TLS_12chemokine	spot							0.0008016986280814963
2081	0.1782626168419885	2.5522350732594114e-16	hca_visium_LngSP10193347	CLDN4	TGFB_exclusion	spot							2.1107673849118376e-15
2081	0.14446958492595557	3.56262223470881e-11	hca_visium_LngSP10193347	CLDN4	Immune_general	spot							1.8795903514153376e-10
2081	0.03598425617994424	0.10078201143896293	hca_visium_LngSP10193347	CLDN4	B_cell	spot							0.15654464720975966
2081	0.11339382401171927	2.1436969489433914e-07	hca_visium_LngSP10193347	CLDN4	Myeloid	spot							8.51910735554127e-07
2081	0.04582257321088548	0.03660207061685819	hca_visium_LngSP10193347	CLDN4	NK	spot							0.06292266072336296
2081	0.05721313890992957	0.009040521002147011	hca_visium_LngSP10193347	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.0177333296580576
2081	0.0932622527349885	2.0336038758675438e-05	hca_visium_LngSP10193347	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							5.926502723956842e-05
2081	0.10710595061311103	9.725456729430224e-07	hca_visium_LngSP10193347	TACSTD2	neigh8_CYT	spatial_neighbor							3.4206778841444233e-06
2081	0.09576452839560586	1.2086607109449001e-05	hca_visium_LngSP10193347	CLDN4	neigh8_CYT	spatial_neighbor							3.590778422807179e-05
2081	0.18251860211577167	4.7912282755793696e-17	hca_visium_LngSP10193347	TACSTD2	neigh8_Immune_general	spatial_neighbor							4.3121054480214324e-16
2081	0.16196802011485595	1.058847868657212e-13	hca_visium_LngSP10193347	CLDN4	neigh8_Immune_general	spatial_neighbor							7.687126267096204e-13
2081	0.20716084075036476	1.3178999849782835e-21	hca_visium_LngSP10193347	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.5510669053975185e-20
2081	0.18424364635366328	2.4038534116843765e-17	hca_visium_LngSP10193347	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							2.229027709016422e-16
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	2081.0	0.0	-0.06644151614019977				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	2081.0	0.0	-0.06644151614019977				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	CYT	mwu_spot	2081.0	0.0	-0.0897709368146912				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	2081.0	0.0	-0.0897709368146912				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	Immune_general	mwu_spot	2081.0	0.0	-0.1490829888813787				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	2081.0	0.0	0.021605160859323083				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	2081.0	0.0	-0.07314141844405271				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	2081.0	0.0	0.020099276491077164				
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	2081.0	0.0	-0.10667869109751114				
