n	rho	p	dataset	subset	pair	gene	signature	x	y	level	q
65662	0.678954029126002	0.0	hca_travaglini_10x	all	TACSTD2_vs_CLDN4						0.0
23626	0.683465412755384	0.0	hca_travaglini_10x	epithelial	TACSTD2_vs_CLDN4						0.0
15296	0.04079299750966069	4.4916828439239676e-07	hca_travaglini_10x	immune	TACSTD2_vs_CLDN4						1.0740980713731228e-06
23626	-0.18227528506580168	1.3230609674633806e-175	hca_travaglini_10x	epithelial		TACSTD2	CD8_Tcell				5.197739515034709e-175
23626	-0.05451741808973668	5.0497861695451786e-17	hca_travaglini_10x	epithelial		TACSTD2	CYT				1.388691196624924e-16
23626	-0.12470828313042609	1.6237698737621034e-82	hca_travaglini_10x	epithelial		TACSTD2	Cytotoxic_effector				5.58170894105723e-82
23626	-0.5233857231260329	0.0	hca_travaglini_10x	epithelial		TACSTD2	IFNG_6gene				0.0
23626	-0.3711673819221392	0.0	hca_travaglini_10x	epithelial		TACSTD2	TLS_12chemokine				0.0
23626	-0.32070481647851046	0.0	hca_travaglini_10x	epithelial		TACSTD2	TGFB_exclusion				0.0
23626	-0.6047756038095966	0.0	hca_travaglini_10x	epithelial		TACSTD2	Immune_general				0.0
23626	-0.033464929630791604	2.67549392988107e-07	hca_travaglini_10x	epithelial		TACSTD2	B_cell				6.688734824702674e-07
23626	-0.6062076261621291	0.0	hca_travaglini_10x	epithelial		TACSTD2	Myeloid				0.0
23626	-0.10537659992001344	2.5635208218863123e-59	hca_travaglini_10x	epithelial		TACSTD2	NK				7.8329802890970665e-59
23626	-0.21039280383566555	1.3726599983929547e-234	hca_travaglini_10x	epithelial		CLDN4	CD8_Tcell				5.807407685508655e-234
23626	-0.07041574903792326	2.316280356140304e-27	hca_travaglini_10x	epithelial		CLDN4	CYT				6.705022083564039e-27
23626	-0.150537705459824	8.869919735572492e-120	hca_travaglini_10x	epithelial		CLDN4	Cytotoxic_effector				3.252303903043247e-119
23626	-0.5574472087072078	0.0	hca_travaglini_10x	epithelial		CLDN4	IFNG_6gene				0.0
23626	-0.4526404828055798	0.0	hca_travaglini_10x	epithelial		CLDN4	TLS_12chemokine				0.0
23626	-0.42049070291016855	0.0	hca_travaglini_10x	epithelial		CLDN4	TGFB_exclusion				0.0
23626	-0.6714735085255611	0.0	hca_travaglini_10x	epithelial		CLDN4	Immune_general				0.0
23626	-0.039387293928185046	1.3941573496015052e-09	hca_travaglini_10x	epithelial		CLDN4	B_cell				3.651364487051561e-09
23626	-0.6725501705758332	0.0	hca_travaglini_10x	epithelial		CLDN4	Myeloid				0.0
23626	-0.12295353232266289	3.0250691500456615e-80	hca_travaglini_10x	epithelial		CLDN4	NK				9.786988426618316e-80
7	0.21428571428571433	0.6445115810207203	hca_travaglini_10x					TACSTD2_epi	frac_immune	sample	0.7877363768031025
7	-0.14285714285714288	0.7599453002180927	hca_travaglini_10x					TACSTD2_epi	frac_cd8	sample	0.8833979814970494
7	0.21428571428571433	0.6445115810207203	hca_travaglini_10x					TACSTD2_epi	frac_t	sample	0.7877363768031025
7	0.07142857142857144	0.879048193148154	hca_travaglini_10x					TACSTD2_epi	CYT_all	sample	0.9297625119836244
7	0.03571428571428572	0.9394082054712856	hca_travaglini_10x					TACSTD2_epi	CD8_Tcell_all	sample	0.9568046537207537
7	-0.25	0.5887244480896832	hca_travaglini_10x					TACSTD2_epi	IFNG_6gene_all	sample	0.7709486820222041
7	-0.03571428571428572	0.9394082054712856	hca_travaglini_10x					TACSTD2_epi	TLS_12chemokine_all	sample	0.9568046537207537
7	-0.14285714285714288	0.7599453002180927	hca_travaglini_10x					TACSTD2_epi	TGFB_exclusion_all	sample	0.8833979814970494
7	0.3214285714285715	0.48207203829967776	hca_travaglini_10x					CLDN4_epi	frac_immune	sample	0.6798451822174943
7	-0.10714285714285716	0.8191508555699912	hca_travaglini_10x					CLDN4_epi	frac_cd8	sample	0.8833979814970494
7	0.3214285714285715	0.48207203829967776	hca_travaglini_10x					CLDN4_epi	frac_t	sample	0.6798451822174943
7	0.10714285714285716	0.8191508555699912	hca_travaglini_10x					CLDN4_epi	CYT_all	sample	0.8833979814970494
7	0.10714285714285716	0.8191508555699912	hca_travaglini_10x					CLDN4_epi	CD8_Tcell_all	sample	0.8833979814970494
7	-0.21428571428571433	0.6445115810207203	hca_travaglini_10x					CLDN4_epi	IFNG_6gene_all	sample	0.7877363768031025
7	0.0	1.0	hca_travaglini_10x					CLDN4_epi	TLS_12chemokine_all	sample	1.0
7	-0.10714285714285716	0.8191508555699912	hca_travaglini_10x					CLDN4_epi	TGFB_exclusion_all	sample	0.8833979814970494
7	-0.39285714285714296	0.3833168704269727	hca_travaglini_10x					TACSTD2_all	frac_immune	sample	0.5856229964856527
7	-0.8214285714285715	0.0234488083456915	hca_travaglini_10x					TACSTD2_all	frac_cd8	sample	0.051587378360521303
7	-0.39285714285714296	0.3833168704269727	hca_travaglini_10x					TACSTD2_all	frac_t	sample	0.5856229964856527
7	-0.6071428571428572	0.14823116148116164	hca_travaglini_10x					TACSTD2_all	CYT_all	sample	0.2717571293821297
7	-0.6071428571428572	0.14823116148116164	hca_travaglini_10x					TACSTD2_all	CD8_Tcell_all	sample	0.2717571293821297
7	0.5	0.2531699951003227	hca_travaglini_10x					TACSTD2_all	IFNG_6gene_all	sample	0.4351359290786796
7	0.5357142857142858	0.21521745567801298	hca_travaglini_10x					TACSTD2_all	TLS_12chemokine_all	sample	0.3818374213642166
7	0.6071428571428572	0.14823116148116164	hca_travaglini_10x					TACSTD2_all	TGFB_exclusion_all	sample	0.2717571293821297
7	-0.28571428571428575	0.5345092286010406	hca_travaglini_10x					CLDN4_all	frac_immune	sample	0.7170245749526154
7	-0.642857142857143	0.11939237342741109	hca_travaglini_10x					CLDN4_all	frac_cd8	sample	0.24320668661139297
7	-0.28571428571428575	0.5345092286010406	hca_travaglini_10x					CLDN4_all	frac_t	sample	0.7170245749526154
7	-0.7142857142857144	0.07134356146753766	hca_travaglini_10x					CLDN4_all	CYT_all	sample	0.15091907233517582
