dataset	sample	n	n_epithelial	frac_epithelial	frac_immune	frac_cd8	frac_t	TACSTD2_all	CLDN4_all	TACSTD2_epi	CLDN4_epi	CD8_Tcell_all	CYT_all	Cytotoxic_effector_all	IFNG_6gene_all	TLS_12chemokine_all	TGFB_exclusion_all	Immune_general_all	B_cell_all	Myeloid_all	NK_all
htan_sclc_combined	PleuralEffusion	2549	592	0.23224794036877205	0.767752059631228	0.0	0.7410749313456257	0.0023662670540688037	0.37878946633187405	0.005757431424147374	1.3974186933624584	0.2610340712518618	0.5597613565780201	0.5224733557264564	-0.11326306245345248	-0.015514004948194968	-0.1508490003748675	0.07366728288961466	-0.053959549008628344	-0.15083301779766764	0.7526565604874044
htan_sclc_combined	RU255	2559	292	0.11410707307542009	0.8753419304415787	0.0	0.5494333724110981	0.0640744611638372	0.0768344696726171	0.4824946712549419	0.6417200855196339	-0.07424345578023951	-0.1695821472375703	-0.0824657479317882	-0.04486887750190602	0.03822756731596367	-0.16580034296441676	-0.09353337805531027	-0.1519004307775558	0.2412179026507001	-0.09961045354700657
htan_sclc_combined	RU426	2121	1452	0.6845827439886846	0.22866572371522867	0.0	0.15417256011315417	0.03682894791875567	0.4478918450275495	0.047337722454025066	0.6538759851135498	-0.26819140562050164	-0.13121156901483463	-0.13600983107429945	-0.001309312783995547	-0.06410762234597674	0.056552165879832354	-0.19052751149031166	-0.12010076180729966	-0.11232242054906286	-0.0875418217718701
htan_sclc_combined	RU653	316	168	0.5316455696202531	0.41139240506329117	0.0	0.18670886075949367	0.9215535046414861	0.5976489339306762	1.6376574067842393	1.1108237920062882	-0.2913557666333585	-0.29918895818905034	-0.2924593954189766	0.06994567364975307	0.07666990266921715	0.08148594109843674	-0.092910961932245	-0.17914108978580193	0.2047503838029365	-0.2486751781004941
htan_sclc_combined	RU661	4434	107	0.02413170951736581	0.9749661705006766	0.0	0.8270184934596301	0.04907578243010744	0.035816825008844005	0.8956137661621949	1.119527087033352	0.2968407378108364	-0.04680810236773745	0.05432342474847369	0.16436326410323449	0.03672313545075463	-0.06218984380857328	0.21336233594139573	-0.07012266565674954	0.15284708131255992	-0.03091416513948562
htan_sclc_combined	RU666	1208	771	0.6382450331125827	0.3468543046357616	0.0	0.14155629139072848	0.02380212994650105	0.32954024720863	0.03484022788384545	0.5102400517262683	-0.2954569781684402	-0.2679737284769266	-0.22939057048045247	0.09300599824430765	-0.0855925896278151	0.11611604376745965	-0.12845204083159104	-0.16088217515145883	0.36687604564241183	-0.1741862399408395
htan_sclc_combined	RU675	6175	512	0.08291497975708502	0.8432388663967612	0.0	0.4377327935222672	0.15413084989134598	0.08971553830241384	0.9927301879797596	0.910294504428748	-0.04161138151985025	0.19637062764341512	0.13687260877623947	0.19294063062849595	0.11892093001917522	0.14362077316641125	0.27489033408265695	-0.04102318182458377	0.6771035382906605	0.238229222541607
htan_sclc_combined	RU676	3900	82	0.021025641025641025	0.9707692307692307	0.0	0.75	0.058639978346152186	0.039912971976475836	1.7865775630968372	1.6318266090096496	0.2791985147498802	-0.1536720827884023	0.014489949254661023	0.07010607985118339	0.018313600990945093	-0.10561493660892951	0.18075270917780611	0.39477744690759853	-0.16136065399354063	-0.040543264697661834
htan_sclc_combined	RU681	1300	1049	0.806923076923077	0.17923076923076922	0.0	0.06615384615384616	0.7584885704746613	0.8272092608305124	0.9027350840111706	1.0080076686476842	-0.36950592373499824	-0.3490294323961873	-0.3166894637098432	-0.08346357359147684	-0.08662130030486269	-0.16760673963506742	-0.23162410679794299	-0.15020445859116424	0.007140991531782482	-0.23886687858725988
htan_sclc_combined	RU682	7760	311	0.04007731958762887	0.9264175257731959	0.0	0.4711340206185567	0.08793690087100894	0.08520554537337618	1.3214806176458525	1.4687780466206204	0.0890008117740305	0.10173961500780462	0.2032135222676758	0.5450267811938452	0.4328534912887806	-0.025108660454768273	0.38140704416366544	0.1531727802707496	0.5605162726668094	0.10925508680504578
