n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
3788	-0.046195862506620014	0.004458124570424325	htan_visium_DT1_B1	TACSTD2	CLDN4	spot						
3788	0.013635614041087513	0.401475212045141	htan_visium_DT1_B1	TACSTD2	CD8_Tcell	spot						
3788	0.00468514044809153	0.7731465842132753	htan_visium_DT1_B1	TACSTD2	CYT	spot						
3788	0.0005856955119484013	0.9712538533944817	htan_visium_DT1_B1	TACSTD2	Cytotoxic_effector	spot						
3788	0.07904184460185769	1.1115670376236473e-06	htan_visium_DT1_B1	TACSTD2	IFNG_6gene	spot						
3788	-0.003912648772517023	0.8097626941543836	htan_visium_DT1_B1	TACSTD2	TLS_12chemokine	spot						
3788	-0.05155371574398193	0.0015034017896443522	htan_visium_DT1_B1	TACSTD2	TGFB_exclusion	spot						
3788	0.030615790106335843	0.059548539993977655	htan_visium_DT1_B1	TACSTD2	Immune_general	spot						
3788	0.03588951773110824	0.02718403116411597	htan_visium_DT1_B1	TACSTD2	B_cell	spot						
3788	0.009122887029475857	0.5745860658345062	htan_visium_DT1_B1	TACSTD2	Myeloid	spot						
3788	-0.005317844902073997	0.7435239886251637	htan_visium_DT1_B1	TACSTD2	NK	spot						
3788	-0.0021783222313733015	0.8933831838199656	htan_visium_DT1_B1	CLDN4	CD8_Tcell	spot						
3788	-0.024468113977930955	0.13215427379595474	htan_visium_DT1_B1	CLDN4	CYT	spot						
3788	-0.019173680187061403	0.23808124321568033	htan_visium_DT1_B1	CLDN4	Cytotoxic_effector	spot						
3788	0.08331922631489967	2.8174797751406235e-07	htan_visium_DT1_B1	CLDN4	IFNG_6gene	spot						
3788	0.15814146224417497	1.2240470263285162e-22	htan_visium_DT1_B1	CLDN4	TLS_12chemokine	spot						
3788	0.2186473793792911	3.144107414974911e-42	htan_visium_DT1_B1	CLDN4	TGFB_exclusion	spot						
3788	-0.0032553574915088956	0.8412529896955441	htan_visium_DT1_B1	CLDN4	Immune_general	spot						
3788	-0.009198803321190732	0.571406434252659	htan_visium_DT1_B1	CLDN4	B_cell	spot						
3788	0.07477198081757874	4.087127085638518e-06	htan_visium_DT1_B1	CLDN4	Myeloid	spot						
3788	0.019469557992615412	0.2309147995067237	htan_visium_DT1_B1	CLDN4	NK	spot						
3788	0.01661910536105695	0.3065042807543955	htan_visium_DT1_B1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
3788	-0.02721293606043569	0.09400791569355607	htan_visium_DT1_B1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
3788	-0.0007255329833494914	0.9643946966237169	htan_visium_DT1_B1	TACSTD2	neigh8_CYT	spatial_neighbor						
3788	-0.07644467652824888	2.4740045300854267e-06	htan_visium_DT1_B1	CLDN4	neigh8_CYT	spatial_neighbor						
3788	0.09956524581081992	8.192249392744427e-10	htan_visium_DT1_B1	TACSTD2	neigh8_Immune_general	spatial_neighbor						
3788	-0.11956841303601697	1.5462727816678634e-13	htan_visium_DT1_B1	CLDN4	neigh8_Immune_general	spatial_neighbor						
3788	0.11269506995490859	3.5033809618453642e-12	htan_visium_DT1_B1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
3788	0.0369831486353801	0.022832887771344155	htan_visium_DT1_B1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
3788		0.3727284666259053	htan_visium_DT1_B1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1894.0	1894.0	-0.10308956796698147	-0.10308956796698147	1806814.0	-0.007357196459892856
3788		0.8949003478075607	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1894.0	1894.0	-0.10308956796698147	-0.10308956796698147	1797596.0	-0.0022178635584610973
3788		0.9599284121499536	htan_visium_DT1_B1	TACSTD2_high_vs_low	CYT	mwu_spot	1894.0	1894.0	-0.11633492774976292	-0.11633492774976292	1793019.5	0.00033368309194037327
3788		0.5016107222004338	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1894.0	1894.0	-0.11633492774976292	-0.11633492774976292	1811634.5	-0.010044780995730473
3788		0.48143568505327317	htan_visium_DT1_B1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1894.0	1894.0	-0.019079738505684993	-0.021200036207740094	1817103.0	-0.013093646473217868
3788		7.871111346142445e-09	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1894.0	1894.0	0.07905843953118313	0.0406502791350999	1987849.0	-0.10829005953330095
3788		0.000136116870178391	htan_visium_DT1_B1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1894.0	1894.0	0.050638797624387284	0.0181576378118442	1921320.0	-0.0711979919916057
3788		5.689638151379562e-10	htan_visium_DT1_B1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1894.0	1894.0	0.06683105411628376	0.022282171106865593	2002240.0	-0.1163135071124397
3788		0.9824199324379246	htan_visium_DT1_B1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1894.0	1894.0	-0.029596158897662032	-0.03513509821191314	1792884.5	0.00040894995478413243
