n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
3072	0.060164040601659446	0.0008490305977178654	htan_visium_DT2_D1	TACSTD2	CLDN4	spot						
3072	-0.018690595051761703	0.3003856272050904	htan_visium_DT2_D1	TACSTD2	CD8_Tcell	spot						
3072	0.002066277112047944	0.9088587144926292	htan_visium_DT2_D1	TACSTD2	CYT	spot						
3072	0.028054120863891495	0.1200436640383702	htan_visium_DT2_D1	TACSTD2	Cytotoxic_effector	spot						
3072	0.09295671934485396	2.452858536932191e-07	htan_visium_DT2_D1	TACSTD2	IFNG_6gene	spot						
3072	0.05339003923601247	0.0030755590947936485	htan_visium_DT2_D1	TACSTD2	TLS_12chemokine	spot						
3072	-0.014547935276894207	0.4202181064599459	htan_visium_DT2_D1	TACSTD2	TGFB_exclusion	spot						
3072	0.01773121794227471	0.32588257836221834	htan_visium_DT2_D1	TACSTD2	Immune_general	spot						
3072	0.03446225952562003	0.05614838025853347	htan_visium_DT2_D1	TACSTD2	B_cell	spot						
3072	0.030581971277792122	0.09012638006155357	htan_visium_DT2_D1	TACSTD2	Myeloid	spot						
3072	0.02749272911181191	0.1276412820749914	htan_visium_DT2_D1	TACSTD2	NK	spot						
3072	0.0011679645596745826	0.9484058218764476	htan_visium_DT2_D1	CLDN4	CD8_Tcell	spot						
3072	-0.0101697905745066	0.5731270159982526	htan_visium_DT2_D1	CLDN4	CYT	spot						
3072	-0.03607691648713187	0.04556263377237344	htan_visium_DT2_D1	CLDN4	Cytotoxic_effector	spot						
3072	0.02143599532794263	0.2349293996244477	htan_visium_DT2_D1	CLDN4	IFNG_6gene	spot						
3072	0.10224783290497537	1.3490396479097642e-08	htan_visium_DT2_D1	CLDN4	TLS_12chemokine	spot						
3072	0.13598446058990252	3.757039197645471e-14	htan_visium_DT2_D1	CLDN4	TGFB_exclusion	spot						
3072	-0.06852844467925591	0.0001440231182833253	htan_visium_DT2_D1	CLDN4	Immune_general	spot						
3072	0.0038927390276413125	0.8292445933410537	htan_visium_DT2_D1	CLDN4	B_cell	spot						
3072	0.011757592816078185	0.5147694408135376	htan_visium_DT2_D1	CLDN4	Myeloid	spot						
3072	-0.040264080120901644	0.025637539020830522	htan_visium_DT2_D1	CLDN4	NK	spot						
3072	0.010819764917176667	0.5488623587439759	htan_visium_DT2_D1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
3072	-0.049969984366006415	0.0056018251478137686	htan_visium_DT2_D1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
3072	0.04343290842985228	0.016064254502382816	htan_visium_DT2_D1	TACSTD2	neigh8_CYT	spatial_neighbor						
3072	-0.08557093963032107	2.0381319080264056e-06	htan_visium_DT2_D1	CLDN4	neigh8_CYT	spatial_neighbor						
3072	0.03502974223439364	0.05221571732737995	htan_visium_DT2_D1	TACSTD2	neigh8_Immune_general	spatial_neighbor						
3072	-0.14943145137741495	8.379887779871559e-17	htan_visium_DT2_D1	CLDN4	neigh8_Immune_general	spatial_neighbor						
3072	0.12567798699756808	2.7355795180246166e-12	htan_visium_DT2_D1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
3072	-0.005175564457186544	0.7743082875247052	htan_visium_DT2_D1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
3072		0.4470409751465233	htan_visium_DT2_D1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1536.0	1536.0	-0.17936511728071317	-0.17936511728071317	1166886.5	0.010818057590060715
3072		0.4326929299876736	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1536.0	1536.0	0.01926395504295992	0.012435856919897473	1198757.5	-0.016199323866102455
3072		0.8348818475786718	htan_visium_DT2_D1	TACSTD2_high_vs_low	CYT	mwu_spot	1536.0	1536.0	-0.10248637666330214	-0.10248637666330214	1177955.5	0.0014347500271267855
3072		0.03538088481575266	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1536.0	1536.0	-0.10248637666330214	-0.10248637666330214	1219429.5	-0.033723195393880134
3072		0.10454637968666411	htan_visium_DT2_D1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1536.0	1536.0	0.08559834155209264	0.051159480844906166	1219507.5	-0.033789316813151116
3072		0.012215450965907726	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1536.0	1536.0	0.17397712629681278	0.15141275484288372	1241242.5	-0.052214304606119866
3072		8.028759676505036e-07	htan_visium_DT2_D1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1536.0	1536.0	0.10521503599473347	0.03678670799755169	1300765.5	-0.10267257690429688
3072		9.019823384113782e-10	htan_visium_DT2_D1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1536.0	1536.0	0.16783702704077189	0.11188919176349119	1330222.0	-0.12764316134982634
3072		0.006862473647879607	htan_visium_DT2_D1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1536.0	1536.0	0.04844006988098403	-0.0035767866305052485	1245715.0	-0.05600568983289933
