cell_type	n	TACSTD2_mean	TACSTD2_pct	CLDN4_mean	CLDN4_pct	dataset
fibroblast	4904	0.037597097447339516	0.04139477977161501	0.030411468384267844	0.03588907014681892	htan_sclc_combined
epithelial cell	64302	0.1413534951812631	0.08722901309446052	0.8336546375747574	0.6115517402258095	htan_sclc_combined
T cell	51848	0.008827712941530255	0.007020521524456103	0.015253853716175785	0.012285912667798179	htan_sclc_combined
mast cell	1267	0.015844843664222	0.013417521704814523	0.01204625451856461	0.011838989739542225	htan_sclc_combined
endothelial cell	3078	0.08807907215984631	0.09389213775178687	0.022784871241057207	0.025016244314489927	htan_sclc_combined
erythrocyte	47	0.0	0.0	0.0	0.0	htan_sclc_combined
macrophage	9251	0.09643273724905672	0.08377472705653442	0.0258805142513624	0.03891471192303535	htan_sclc_combined
B cell	5761	0.019696987848525204	0.017358097552508243	0.01313258570177111	0.012324249262280854	htan_sclc_combined
dendritic cell	4908	0.024321611493995934	0.018133659331703342	0.03386868546187829	0.02180114099429503	htan_sclc_combined
neutrophil	1105	0.032197963274442236	0.008144796380090498	0.050671914907602165	0.012669683257918552	htan_sclc_combined
plasma cell	666	0.011757703559534686	0.03303303303303303	0.009152249195375241	0.025525525525525526	htan_sclc_combined
