n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
3505	0.07107709676850839	2.533362539193418e-05	htan_visium_DT2_C1	TACSTD2	CLDN4	spot						
3505	-0.0037333911443262198	0.8251313354133776	htan_visium_DT2_C1	TACSTD2	CD8_Tcell	spot						
3505	0.00384306708614475	0.82008088800522	htan_visium_DT2_C1	TACSTD2	CYT	spot						
3505	0.008986791490466875	0.5948185694502567	htan_visium_DT2_C1	TACSTD2	Cytotoxic_effector	spot						
3505	0.04244836915016201	0.011960455525286295	htan_visium_DT2_C1	TACSTD2	IFNG_6gene	spot						
3505	0.006904665034760003	0.6828066412114022	htan_visium_DT2_C1	TACSTD2	TLS_12chemokine	spot						
3505	0.021689319373645256	0.19922362021964035	htan_visium_DT2_C1	TACSTD2	TGFB_exclusion	spot						
3505	-0.03063072114408457	0.06979937323467282	htan_visium_DT2_C1	TACSTD2	Immune_general	spot						
3505	-0.005990282862267932	0.7229494873399456	htan_visium_DT2_C1	TACSTD2	B_cell	spot						
3505	0.00783280129067195	0.6429577474586459	htan_visium_DT2_C1	TACSTD2	Myeloid	spot						
3505	-0.0005551716477502393	0.9737893183860226	htan_visium_DT2_C1	TACSTD2	NK	spot						
3505	-0.03959473950210683	0.01906732706082688	htan_visium_DT2_C1	CLDN4	CD8_Tcell	spot						
3505	-0.01938276183325411	0.2512919940292268	htan_visium_DT2_C1	CLDN4	CYT	spot						
3505	-0.032574571300566846	0.053813161648431	htan_visium_DT2_C1	CLDN4	Cytotoxic_effector	spot						
3505	0.012093193591130806	0.47416140292984105	htan_visium_DT2_C1	CLDN4	IFNG_6gene	spot						
3505	0.08411057031557481	6.143094101116295e-07	htan_visium_DT2_C1	CLDN4	TLS_12chemokine	spot						
3505	0.17146883824690726	1.553615557691379e-24	htan_visium_DT2_C1	CLDN4	TGFB_exclusion	spot						
3505	-0.11914935449766006	1.476174245613193e-12	htan_visium_DT2_C1	CLDN4	Immune_general	spot						
3505	-0.049635707684028356	0.003289031199430528	htan_visium_DT2_C1	CLDN4	B_cell	spot						
3505	-0.024431895740116758	0.1481372577508804	htan_visium_DT2_C1	CLDN4	Myeloid	spot						
3505	-0.020715183345710462	0.22016257163307063	htan_visium_DT2_C1	CLDN4	NK	spot						
3505	0.023855147406775343	0.15795160403663336	htan_visium_DT2_C1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
3505	-0.0672121879200856	6.826590967714698e-05	htan_visium_DT2_C1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
3505	0.05157161330590872	0.002257070207751359	htan_visium_DT2_C1	TACSTD2	neigh8_CYT	spatial_neighbor						
3505	-0.029755913803892694	0.07817035147046184	htan_visium_DT2_C1	CLDN4	neigh8_CYT	spatial_neighbor						
3505	0.0037133118696995545	0.8260567528785729	htan_visium_DT2_C1	TACSTD2	neigh8_Immune_general	spatial_neighbor						
3505	-0.17798510568902767	2.4475232561802695e-26	htan_visium_DT2_C1	CLDN4	neigh8_Immune_general	spatial_neighbor						
3505	0.07773111427176052	4.080318687432549e-06	htan_visium_DT2_C1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
3505	-0.03892403094687791	0.021196146513416045	htan_visium_DT2_C1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
3505		0.5173755884319452	htan_visium_DT2_C1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1753.0	1752.0	-0.18004729585106713	-0.18004729585106713	1548355.0	-0.008287814496739987
3505		0.23286144130586361	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1753.0	1752.0	-0.0023235655586908294	-0.018924802092533846	1570889.0	-0.022961941303492717
3505		0.9576486770012659	htan_visium_DT2_C1	TACSTD2_high_vs_low	CYT	mwu_spot	1753.0	1752.0	-0.10702164412970841	-0.10702164412970841	1536143.5	-0.0003356932798828094
3505		0.013440199564310772	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1753.0	1752.0	-0.10702164412970841	-0.10702164412970841	1591711.0	-0.03652121477336956
3505		0.1578091504514011	htan_visium_DT2_C1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1753.0	1752.0	0.01683624588276883	0.037746816714172016	1493343.5	0.027535640142013595
3505		0.6219878585544796	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1753.0	1752.0	0.11985688100335036	0.11817626447706961	1550397.5	-0.009617889228380916
3505		0.02598605197258762	htan_visium_DT2_C1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1753.0	1752.0	0.035338879838099344	0.00765119135793606	1602201.5	-0.04335262185893973
3505		0.00040558630425335834	htan_visium_DT2_C1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1753.0	1752.0	0.1112129111983911	0.07773575452842876	1641563.0	-0.06898480621608871
3505		0.5432302404233478	htan_visium_DT2_C1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1753.0	1752.0	-0.013081784185273178	-0.01928425805851912	1553718.5	-0.011780522366093837
