n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
2081	0.24803806666058328	1.5126505019428859e-30	hca_visium_LngSP10193347	TACSTD2	CLDN4	spot						
2081	0.04414425416524655	0.04405750909140085	hca_visium_LngSP10193347	TACSTD2	CD8_Tcell	spot						
2081	0.07230582295322538	0.0009641484599378886	hca_visium_LngSP10193347	TACSTD2	CYT	spot						
2081	0.11217514731854106	2.892373694599738e-07	hca_visium_LngSP10193347	TACSTD2	Cytotoxic_effector	spot						
2081	0.2443291566055657	1.1582039798687905e-29	hca_visium_LngSP10193347	TACSTD2	IFNG_6gene	spot						
2081	0.07042169670870979	0.0013064613605483842	hca_visium_LngSP10193347	TACSTD2	TLS_12chemokine	spot						
2081	0.18223046744259108	5.3727011777392e-17	hca_visium_LngSP10193347	TACSTD2	TGFB_exclusion	spot						
2081	0.1874301069518502	6.604912300085833e-18	hca_visium_LngSP10193347	TACSTD2	Immune_general	spot						
2081	0.0019076648660029023	0.9306940805240848	hca_visium_LngSP10193347	TACSTD2	B_cell	spot						
2081	0.1555321583120023	9.73129609506424e-13	hca_visium_LngSP10193347	TACSTD2	Myeloid	spot						
2081	0.10252442803285738	2.7791570812367894e-06	hca_visium_LngSP10193347	TACSTD2	NK	spot						
2081	0.036385401507071605	0.09703911575580222	hca_visium_LngSP10193347	CLDN4	CD8_Tcell	spot						
2081	0.08127789937232809	0.00020591443590061993	hca_visium_LngSP10193347	CLDN4	CYT	spot						
2081	0.0750631682726502	0.0006102708217287795	hca_visium_LngSP10193347	CLDN4	Cytotoxic_effector	spot						
2081	0.22906787218563063	3.5212905541825e-26	hca_visium_LngSP10193347	CLDN4	IFNG_6gene	spot						
2081	0.07867753181239263	0.0003274912696411341	hca_visium_LngSP10193347	CLDN4	TLS_12chemokine	spot						
2081	0.1782626168419885	2.5522350732594114e-16	hca_visium_LngSP10193347	CLDN4	TGFB_exclusion	spot						
2081	0.14446958492595557	3.56262223470881e-11	hca_visium_LngSP10193347	CLDN4	Immune_general	spot						
2081	0.03598425617994424	0.10078201143896293	hca_visium_LngSP10193347	CLDN4	B_cell	spot						
2081	0.11339382401171927	2.1436969489433914e-07	hca_visium_LngSP10193347	CLDN4	Myeloid	spot						
2081	0.04582257321088548	0.03660207061685819	hca_visium_LngSP10193347	CLDN4	NK	spot						
2081	0.05721313890992957	0.009040521002147011	hca_visium_LngSP10193347	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
2081	0.0932622527349885	2.0336038758675438e-05	hca_visium_LngSP10193347	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
2081	0.10710595061311103	9.725456729430224e-07	hca_visium_LngSP10193347	TACSTD2	neigh8_CYT	spatial_neighbor						
2081	0.09576452839560586	1.2086607109449001e-05	hca_visium_LngSP10193347	CLDN4	neigh8_CYT	spatial_neighbor						
2081	0.18251860211577167	4.7912282755793696e-17	hca_visium_LngSP10193347	TACSTD2	neigh8_Immune_general	spatial_neighbor						
2081	0.16196802011485595	1.058847868657212e-13	hca_visium_LngSP10193347	CLDN4	neigh8_Immune_general	spatial_neighbor						
2081	0.20716084075036476	1.3178999849782835e-21	hca_visium_LngSP10193347	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
2081	0.18424364635366328	2.4038534116843765e-17	hca_visium_LngSP10193347	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	2081.0	0.0	-0.06644151614019977			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	2081.0	0.0	-0.06644151614019977			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	CYT	mwu_spot	2081.0	0.0	-0.0897709368146912			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	2081.0	0.0	-0.0897709368146912			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	Immune_general	mwu_spot	2081.0	0.0	-0.1490829888813787			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	2081.0	0.0	0.021605160859323083			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	2081.0	0.0	-0.07314141844405271			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	2081.0	0.0	0.020099276491077164			
2081			hca_visium_LngSP10193347	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	2081.0	0.0	-0.10667869109751114			
