feature	n_pos	n_neg	median_pos	median_neg	U	p	auc	n_total
CLDN4	168	187	1.8687400047001002	1.9367025212537252	14901.0	0.403492127146615	0.4743124522536287	355
TACSTD2	168	187	8.282705687335504	8.197856053128348	16118.0	0.6714384766503334	0.5130506748153807	355
CXCL9	168	187	4.777418412719905	4.362995326761682	18293.0	0.007425622457436835	0.5822829131652661	355
CXCL10	168	187	5.759296821701194	5.103591246972577	18920.0	0.0008787905272986735	0.6022408963585434	355
CXCL13	168	187	0.6918321622775264	0.4775088886106775	18109.0	0.012884232963591721	0.5764260249554367	355
GEP18_meanz	168	187	0.12427338650573727	-0.11465243730279277	18926.0	0.0008597794897487639	0.6024318818436466	355
CXCL9_10_13_meanz	168	187	0.16668998448718814	-0.07594317596976481	18698.5	0.001953937034724542	0.5951903488668194	355
Ayers6_meanz	168	187	0.08821081805869307	-0.11511506638289297	18982.0	0.0006968824045331699	0.6042144130379424	355
