feature	contrast	n_pos	n_neg	median_pos	median_neg	U	p	auc
CXCL9	CLDN4_Q4_vs_Q1	89	89	4.590656012961794	4.79237657074307	4100.0	0.6859249726490516	0.5176114127004167
CXCL10	CLDN4_Q4_vs_Q1	89	89	5.698185776912357	5.319188378478976	4445.0	0.15906614123271479	0.5611665193788663
CXCL13	CLDN4_Q4_vs_Q1	89	89	0.6822420701720426	0.7738398588260481	3779.0	0.5984242846657315	0.47708622648655474
GEP18_meanz	CLDN4_Q4_vs_Q1	89	89	0.04293910332076557	0.048114435304522675	4125.0	0.6332842403105363	0.520767579851029
CXCL9_10_13_meanz	CLDN4_Q4_vs_Q1	89	89	0.027943076535009326	0.14844174557906128	4035.0	0.8295478392179373	0.5094053781088247
