mouse	cohort	lkb1_restored	gate	family	n	n_q1	n_q4	median_q1	median_q4	delta_median	r_rb	p	usable
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	IFN_A8	2522	630	630	0.2368995040792676	0.2556069149346827	0.01870741085541508	0.29130259511211887	3.5144364130169365e-19	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	IFN_A8	2522	1893	629	0.23705537163833848	0.25559581109336466	0.018540439455026175	0.2774988095208102	1.6027646144441284e-25	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	MHC_A8	2522	630	630	0.5186121503134868	0.5954600414013367	0.07684789108784984	0.347941546989166	1.1131022680765402e-26	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	MHC_A8	2522	1893	629	0.5167820576577554	0.595582235081227	0.07880017742347156	0.3388359927000739	3.1397991293022803e-37	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	TJ_A8	2522	630	630	0.36923763740136495	0.4778583890463246	0.10862075164495966	0.6978684807256237	5.141058878010263e-102	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	TJ_A8	2522	1893	629	0.3704562821375124	0.477898319597616	0.10744203746010356	0.7015613543999859	1.4521390081306863e-153	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	AT2	2522	630	630	2.5930827643438943	1.2876273351039833	-1.305455429239911	-0.49063744016124966	2.310154558988905e-51	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	AT2	2522	1893	629	2.573600920342762	1.2897324876885032	-1.2838684326542587	-0.4680880190342296	1.9634360475141185e-69	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	IFN_CORE	2522	630	630	0.0	0.0464874865941476	0.0464874865941476	0.2382867220962459	4.2920286495887445e-14	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	IFN_CORE	2522	1893	629	0.0	0.046744538684631	0.046744538684631	0.24357582155661772	5.2949779145906025e-22	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	MHC_CORE	2522	630	630	0.5621638749421314	0.6367751831067521	0.0746113081646207	0.2125422020660115	6.529933247538305e-11	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	MHC_CORE	2522	1893	629	0.5757900829305068	0.6371119965605269	0.06132191363002004	0.1905782915384855	7.447158478570061e-13	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	TJ_CORE	2522	630	630	0.7772032144597765	1.0412112705789462	0.2640080561191698	0.6422071050642479	1.098622869686451e-86	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	TJ_CORE	2522	1893	629	0.7720639866128381	1.0410617331965915	0.2689977465837533	0.6406844058564019	2.096393044988309e-128	True
CM0875	NonRestored	False	Q4_vs_Q1_rank_tails	Stk11	2522	630	630	0.0	0.0	0.0	-0.0031897203325774726	0.5895938560420155	True
CM0875	NonRestored	False	Cldn4pos_vs_neg	Stk11	2522	1893	629	0.0	0.0	0.0	-0.0021315246448089242	0.6586749442603382	True
ZR1932	NonRestored	False	Q4_vs_Q1_rank_tails	IFN_A8	972	243	243	0.2601538306391418	0.27321592290627494	0.013062092267133119	0.2039492624769259	0.00010047054164678814	True
ZR1932	NonRestored	False	Cldn4pos_vs_neg	IFN_A8	972	678	294	0.26082018506552895	0.2733684575762752	0.01254827251074625	0.19317520518531905	1.6772515883203855e-06	True
