mouse	gsm	cohort	treatment	sex	restorable	lkb1_restored	n_cells_qc	n_cells_raw	frac_Cldn4_pos	median_n_umi	Cldn4	Stk11	Tacstd2	Epcam	AT2	IFN_CORE	MHC_CORE	TJ_CORE	IFN_A8	MHC_A8	TJ_A8
CM0875	GSM5419465	NonRestored	Tamoxifen	Male	False	False	2522	3011	0.24940523394131642	17332.5	0.26054232835502533	0.005375975872853033	0.7346727921436697	1.40779165681912	2.0065118668734057	0.05004590678499781	0.5953879029065101	0.8110513165490082	0.23749914115082305	0.5369440169742182	0.3923269200325599
ZR1932	GSM5419468	NonRestored	Vehicle	Male	False	False	972	1103	0.30246913580246915	23705.5	0.3403630274271542	0.012654273476014175	0.9569950976574894	1.5793700420813492	2.240399533986554	0.051367644293608385	0.8171461803285448	0.7968028173159845	0.2570382885616602	0.6887012226487998	0.38815451307509463
ZR1966	GSM5419469	NonRestored	Vehicle	Female	True	False	2889	3652	0.297680858428522	18170.0	0.2995715021221076	0.003856682208442951	0.8113422268902202	1.6074813919211641	2.2192782334303045	0.04171530992553763	0.5851840769138988	0.7967965318834715	0.23419794863250892	0.5385760080544013	0.3823564253316233
CM0879	GSM5419466	Restored	Tamoxifen	Male	True	True	3322	4663	0.11438892233594221	13759.0	0.13401608521486807	0.2943805998987329	0.563890547186705	1.2044234063987558	2.4550268030913496	0.04788118204986161	0.666193406007999	0.7135673848025641	0.23437257864444946	0.5300112290880258	0.3423990446620409
CM0884	GSM5419467	Restored	Tamoxifen	Male	True	True	836	952	0.22488038277511962	29493.0	0.21452883783955545	0.3114934272219883	0.6748544176376403	1.4781449497858474	2.7308752331711172	0.05448177391562108	0.7686786266288742	0.7331125311064406	0.2539248584985574	0.6389984550626843	0.3531243715731081
ZR1969	GSM5419470	Restored	Tamoxifen	Female	True	True	2102	2636	0.07754519505233111	23357.5	0.07976149069184602	0.3089964798859067	0.644239386116206	1.3759177098863218	2.809677136003364	0.04489082412316819	0.6950269572767465	0.7012660785829951	0.2472193452796576	0.581347859090335	0.33687416666472586
