stratum	gate	unit	family	n	n_q1	n_q4	median_q1	median_q4	delta_median	r_rb	p	usable	spearman_rho	spearman_p	spearman_n	partial_rho_umi	partial_p_umi	wilcoxon_W	n_mice_delta_neg	n_mice_delta_pos
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_A8	12643	3160.0	3160.0	0.24205659469802143	0.25609860956800934	0.014042014869987907	0.21309806120813968	1.001456733832473e-48	True	0.14608013124971098	2.986005370709748e-61	12643	-0.014062962663260493	0.11383762585010214			
all_cells	Cldn4pos_vs_neg	cell_descriptive	IFN_A8	12643	10129.0	2514.0	0.24433109138432385	0.25757035017495367	0.013239258790629815	0.2190663668587709	5.104144672296155e-65	True	0.14608013124971098	2.986005370709748e-61	12643	-0.014062962663260493	0.11383762585010214			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_A8	12643	3160.0	3160.0	0.5409210274492802	0.6055211141631924	0.06460008671391226	0.234300392565294	1.5764431367494113e-58	True	0.1752541569795251	9.456414111541365e-88	12643	0.04390028664931764	7.889190256365106e-07			
all_cells	Cldn4pos_vs_neg	cell_descriptive	MHC_A8	12643	10129.0	2514.0	0.5512560141279319	0.6143573488208915	0.06310133469295964	0.25670265665202097	1.402992583848541e-88	True	0.1752541569795251	9.456414111541365e-88	12643	0.04390028664931764	7.889190256365106e-07			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_A8	12643	3160.0	3160.0	0.36478973558783934	0.44445088904261953	0.0796611534547802	0.4439935507130268	3.520451482658578e-205	True	0.5031851126162795	0.0	12643	0.3481393284399377	0.0			
all_cells	Cldn4pos_vs_neg	cell_descriptive	TJ_A8	12643	10129.0	2514.0	0.3412741802268588	0.47155964355555485	0.13028546332869606	0.7202390671868302	0.0	True	0.5031851126162795	0.0	12643	0.3481393284399377	0.0			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	AT2	12643	3160.0	3160.0	2.673602960166071	1.7381478729961657	-0.9354550871699052	-0.25502864124339053	5.283352583821338e-69	True	-0.4186705336131978	0.0	12643	-0.4572051613989418	0.0			
all_cells	Cldn4pos_vs_neg	cell_descriptive	AT2	12643	10129.0	2514.0	2.9124677653071167	1.4828257969184757	-1.429641968388641	-0.5777059857826088	0.0	True	-0.4186705336131978	0.0	12643	-0.4572051613989418	0.0			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_CORE	12643	3160.0	3160.0	0.0	0.043304569457920744	0.043304569457920744	0.20650717032526833	5.0265900234736445e-49	True	0.152317920603981	1.7035994287137241e-66	12643	0.09812555476677884	1.9840666169955348e-28			
all_cells	Cldn4pos_vs_neg	cell_descriptive	IFN_CORE	12643	10129.0	2514.0	0.024237005481014373	0.045818459486210245	0.02158145400519587	0.21080338886910965	9.230437534926666e-66	True	0.152317920603981	1.7035994287137241e-66	12643	0.09812555476677884	1.9840666169955348e-28			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_CORE	12643	3160.0	3160.0	0.6067145263247817	0.6543386446539567	0.047624118329175014	0.12981293062009303	4.0116127217582084e-19	True	0.008179235537325759	0.35777834806289494	12643	-0.09662642299468356	1.2978439913481602e-27			
all_cells	Cldn4pos_vs_neg	cell_descriptive	MHC_CORE	12643	10129.0	2514.0	0.6494365715050987	0.6481593144426557	-0.0012772570624429713	0.014533205813659356	0.25861944288342653	True	0.008179235537325759	0.35777834806289494	12643	-0.09662642299468356	1.2978439913481602e-27			
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_CORE	12643	3160.0	3160.0	0.755907910524194	0.942972150681592	0.18706424015739798	0.4199070661752924	9.647235146864856e-184	True	0.46536171864151665	0.0	12643	0.3279633853136459	0.0			
all_cells	Cldn4pos_vs_neg	cell_descriptive	TJ_CORE	12643	10129.0	2514.0	0.7106255964201968	1.008042393900094	0.29741679747989713	0.6594145153612276	0.0	True	0.46536171864151665	0.0	12643	0.3279633853136459	0.0			
NonRestored	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_A8	6383	1595.0	1595.0	0.23692366249785632	0.25486155068490857	0.017937888187052248	0.2641188667564194	3.616356954266181e-38	True	0.16028929338312234	5.327713089120523e-38	6383	-0.02802041328540387	0.02517837289095721			
NonRestored	Cldn4pos_vs_neg	cell_descriptive	IFN_A8	6383	4600.0	1783.0	0.24139774445434675	0.2562250425868465	0.014827298132499722	0.22273842327294013	1.7242814744824603e-43	True	0.16028929338312234	5.327713089120523e-38	6383	-0.02802041328540387	0.02517837289095721			
NonRestored	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_A8	6383	1595.0	1595.0	0.5161118009887135	0.612353979217522	0.09624217822880854	0.38356069614095767	1.658585534721894e-78	True	0.21362927834252624	8.789150632603196e-67	6383	0.07450990585098802	2.522529745135802e-09			
NonRestored	Cldn4pos_vs_neg	cell_descriptive	MHC_A8	6383	4600.0	1783.0	0.5381982438860743	0.6130193713377867	0.07482112745171243	0.28592138311102433	1.7021237976358376e-70	True	0.21362927834252624	8.789150632603196e-67	6383	0.07450990585098802	2.522529745135802e-09			
NonRestored	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_A8	6383	1595.0	1595.0	0.3707098438878074	0.478203168517994	0.10749332463018657	0.6811831644736195	2.45357564585151e-243	True	0.546432594100784	0.0	6383	0.43530698828409026	1.7794232088275023e-293			
NonRestored	Cldn4pos_vs_neg	cell_descriptive	TJ_A8	6383	4600.0	1783.0	0.36280491298462847	0.47316522259745286	0.11036030961282439	0.695535614133483	0.0	True	0.546432594100784	0.0	6383	0.43530698828409026	1.7794232088275023e-293			
