destiny	pt_bin	pt_mean	n_cells	n_units	CLDN4	barrier	IFN	AT2	entropy
AT1	(-0.001, 0.22]	0.14661391789690742	984	29	1.6637543406276447	1.3878073311891472	0.33195046444976983	0.24856760253961396	0.0
AT1	(0.22, 0.23]	0.22510259167185667	984	31	1.6921720237838649	1.2900436079580435	0.29335834271053746	0.8440077327710311	0.0
AT1	(0.23, 0.239]	0.23578072683100668	983	31	0.9904710537797956	1.4295701794368048	0.2793165699028173	0.8341841118170621	0.0
AT1	(0.239, 0.244]	0.24145888994223108	984	31	0.6417783644013308	1.1187340350244588	0.26329670621031465	1.0579032606303633	0.0
AT1	(0.244, 0.253]	0.24844332212240824	983	31	0.7683413002818543	1.0491992826361876	0.22171574700882704	0.07974043705738551	0.0
AT1	(0.253, 0.318]	0.27117220018105187	984	39	0.8821589004760986	1.282093195084257	0.26763193190645496	0.10408373593602588	0.0
AT1	(0.318, 0.4]	0.35279557362469804	983	33	0.635135448633265	0.7636249954840078	0.3419393838815006	0.12081580711141891	0.0
AT1	(0.4, 0.533]	0.46315992595933103	984	20	1.2185756464351403	0.9981724417624186	0.24291279692508966	0.28461784939520623	4.693521183747602e-264
malignant	(0.917, 0.975]	0.9634222410730141	31	1	1.4796201108091764	0.5274171330820502	0.1426994271281805	0.005427534749096991	7.689365221256229e-263
malignant	(0.975, 0.979]	0.9772410220741918	30	1	1.400560709507185	0.5416549313005656	0.16455066288178186	0.003256617400303677	0.0
malignant	(0.979, 0.98]	0.9798727243810333	31	1	1.7322398937084824	0.6589788683956302	0.17611099395950838	0.0021945347238540563	0.0
malignant	(0.98, 0.989]	0.9841369906711527	30	1	1.8974102934758454	0.6463887695795206	0.17398664162197217	0.0	0.0
malignant	(0.989, 0.994]	0.9913819088310425	30	1	1.731322427394193	0.6312641225693297	0.12880624533387872	0.006231478328819754	0.0
malignant	(0.994, 0.997]	0.9954770234535207	31	1	1.4797353925204684	0.567658429938394	0.15429112361973257	0.0031933784850333683	0.0
malignant	(0.997, 0.999]	0.9980767588048033	30	1	1.8014574290362362	0.7022273431678651	0.15847044652031436	0.00599304193134261	0.0
malignant	(0.999, 1.0]	0.9993001888077455	31	1	1.6824867044705267	0.5996455871535986	0.15818804665279756	0.014639302140394293	0.0
