sample	CD274	CLDN4	STC1	TACSTD2	arm
CTL1	3.824703813187623	4.735875820660473	4.187774341473724	5.177870246241558	DMSO
CTL2	3.7933927359648814	4.549779450809151	4.267882189820866	5.299760991297648	DMSO
CTL3	3.782978980235671	4.676519874934637	4.271331131246405	5.312100493921504	DMSO
IBI351_1	2.0913540464984632	3.7523841906719535	2.855982986603602	8.469348433992794	IBI351
IBI351_2	2.2400500767597094	3.822404958745844	2.8894994252396433	8.480567736320689	IBI351
IBI351_3	2.1392632025792366	3.7894381057855573	2.850011445449935	8.428263041927883	IBI351
