cohort,gene,immune_feature,median_Q4_high,median_Q1_low,n_Q4,n_Q1,p_mannwhitney
LUAD,TACSTD2,T cells,2.2215119914995185,2.2860708965394227,129,129,0.28556515866899657
LUAD,TACSTD2,CD8 T cells,1.2404364570778694,1.5273206078770474,129,129,0.01830481769369006
LUAD,TACSTD2,Cytotoxic lymphocytes,1.3443172440358044,1.5889041013186531,129,129,0.011419569987067356
LUAD,TACSTD2,GEP18,-0.0414389992958619,0.038889323273169914,129,129,0.6668337106978469
LUAD,TACSTD2,CYT,4.133170286338363,4.657730143829675,129,129,0.010732735224048077
LUAD,TACSTD2,CD274,3.1945126096049425,2.8664530471229863,129,129,0.015976510860990417
LUAD,CLDN4,T cells,2.180199185798544,2.3546817148215213,129,129,0.049925755623365445
LUAD,CLDN4,CD8 T cells,1.2404364570778694,1.4697297192523544,129,129,0.00305061053109416
LUAD,CLDN4,Cytotoxic lymphocytes,1.3125650550319763,1.5694628682138536,129,129,8.750121164097788e-05
LUAD,CLDN4,GEP18,-0.03744906774548823,0.04204381314871966,129,129,0.4447381320963012
LUAD,CLDN4,CYT,4.0831429643434305,4.643632664279634,129,129,0.0001561764094877251
LUAD,CLDN4,CD274,3.337197281340801,2.930718416848116,129,129,0.020285972722855965
LUSC,TACSTD2,T cells,1.895735094355555,2.3536873502289373,126,126,1.1825155987552666e-05
LUSC,TACSTD2,CD8 T cells,1.1283532139977102,1.8640252528769028,126,126,2.1357661291382515e-07
LUSC,TACSTD2,Cytotoxic lymphocytes,1.400892679303015,1.9404066457126334,126,126,1.289096108584019e-08
LUSC,TACSTD2,GEP18,-0.2082528427150738,0.3014010291738173,126,126,2.5294971522706447e-06
LUSC,TACSTD2,CYT,3.9427379067486727,4.717503079487722,126,126,2.0147368171129494e-05
LUSC,TACSTD2,CD274,3.116888625356922,3.5333966848202567,126,126,0.13922073234590587
LUSC,CLDN4,T cells,1.9511463366794466,2.148412185608143,126,126,0.052565901449350125
LUSC,CLDN4,CD8 T cells,1.2581139265876276,1.4180809688398752,126,126,0.13601442920058227
LUSC,CLDN4,Cytotoxic lymphocytes,1.6301155552108444,1.783093146284267,126,126,0.034302166927334024
LUSC,CLDN4,GEP18,-0.09989548930793742,0.1636771652355371,126,126,0.061336760321831316
LUSC,CLDN4,CYT,4.048357907993845,4.6053808516231225,126,126,0.012842005355658423
LUSC,CLDN4,CD274,3.4453701442275126,3.4183451402606675,126,126,0.41707120278182364
