cohort,gene,immune_feature,spearman_rho,p_value,n,purity_adj_partial_rho,purity_adj_p,n_purity_adj,fdr_bh,purity_adj_fdr_bh
LUSC,TACSTD2,Monocytic lineage,-0.19876365197891074,7.373139789855011e-06,501,-0.22651381360393036,3.820609778514174e-07,493,1.0138067211050641e-05,5.603561008487456e-07
LUSC,TACSTD2,Myeloid dendritic cells,0.07713634086408856,0.08456301296315696,501,0.08354207279506402,0.06408656486194562,493,0.08456301296315696,0.06408656486194562
LUSC,TACSTD2,Neutrophils,0.23874361237684,6.342489329626945e-08,501,0.2462514422341853,3.1360566246848766e-08,493,1.268497865925389e-07,5.749437145255607e-08
LUSC,TACSTD2,Endothelial cells,-0.10706634539685571,0.016512891318244533,501,-0.11008777381142525,0.014562368192965169,493,0.018164180450068988,0.016018605012261686
LUSC,TACSTD2,Fibroblasts,-0.14661478636352793,0.0009972966034533968,501,-0.16591068717765609,0.00021870861244075335,493,0.0011547644882091963,0.0002532415512471881
LUSC,TACSTD2,GEP18,-0.24738440250972163,2.013648637627606e-08,501,-0.27269029673432266,7.742823617796037e-10,493,5.5375337534759166e-08,2.12927649489391e-09
LUSC,TACSTD2,CYT,-0.2038454087840256,4.231738186521146e-06,501,-0.2188035857300421,9.561423905274886e-07,493,6.426201586327639e-06,1.3146957869752967e-06
LUSC,TACSTD2,CD274,-0.09464394147109628,0.034185017826146094,501,-0.09667386720859857,0.03204094471679177,493,0.03581287581786734,0.033566703989019946
LUSC,TACSTD2,PDCD1,-0.256695237175734,5.568689743652052e-09,501,-0.28007333462867906,2.556786511100723e-10,493,1.7501596337192163e-08,9.374883874035987e-10
LUSC,TACSTD2,PDCD1LG2,-0.23965938591308503,5.627877249671662e-08,501,-0.25110903415444796,1.6382328048946784e-08,493,1.2381329949277658e-07,3.6041121707682925e-08
LUSC,TACSTD2,CTLA4,-0.25719852361564666,5.18730591557516e-09,501,-0.28853056489330126,6.897412821622473e-11,493,1.7501596337192163e-08,3.034861641513888e-10
LUSC,TACSTD2,LAG3,-0.2726641891832096,5.442813028012384e-10,501,-0.28920476919555965,6.201534336663647e-11,493,2.993547165406811e-09,3.034861641513888e-10
LUSC,TACSTD2,TIGIT,-0.22455200096743574,3.8022973297047094e-07,501,-0.24738491536639085,2.6984161079794137e-08,493,6.434657019500278e-07,5.3968322159588274e-08
LUSC,TACSTD2,HAVCR2,-0.2035308396004209,4.381501081587026e-06,501,-0.22860363578612392,2.9626736920117036e-07,493,6.426201586327639e-06,4.655630087446963e-07
LUSC,TACSTD2,CD8A,-0.27934413245222706,1.9647234213055613e-10,501,-0.29465559786645523,2.5975399351596735e-11,493,1.4407971756240784e-09,1.904862619117094e-10
LUSC,TACSTD2,GZMB,-0.225452680296777,3.405371400160191e-07,501,-0.24351699864635043,4.493002056802397e-08,493,6.243180900293684e-07,7.60354194228098e-08
LUSC,TACSTD2,CXCL9,-0.31306496171004605,7.451864718203843e-13,501,-0.32748793256313746,9.191284820690486e-14,493,1.6394102380048456e-11,2.022082660551907e-12
LUSC,CLDN4,T cells,-0.07000701386072476,0.11758865642156378,501,-0.04457899639108389,0.32374783617203495,493,0.17235417293832986,0.44515327473654803
LUSC,CLDN4,CD8 T cells,-0.06856688544346624,0.12534848940969445,501,-0.06336495002638205,0.16051605832704663,493,0.17235417293832986,0.2716425602457712
LUSC,CLDN4,Cytotoxic lymphocytes,-0.10087487177040343,0.023945184798038685,501,-0.10567430303972299,0.019048762771382385,493,0.05200606294840757,0.05651878592929979
LUSC,CLDN4,B lineage,-0.08124808550230217,0.06921088625062836,501,-0.030273661523018348,0.50289105797656,493,0.12688662479281868,0.6146446264157955
LUSC,CLDN4,NK cells,-0.09945950330414868,0.026003031474203787,501,-0.08521675244400115,0.05891487389228795,493,0.05200606294840757,0.1178297477845759
LUSC,CLDN4,Monocytic lineage,-0.03917723119498056,0.38154632778219266,501,-0.007142569919959343,0.8744340302927844,493,0.4195848546604173,0.9160737460210122
LUSC,CLDN4,Myeloid dendritic cells,0.04623231624400602,0.30170370673144514,501,0.08271534139040053,0.06677423034011458,493,0.3687489748939885,0.12241942229021006
LUSC,CLDN4,Neutrophils,0.1985182145668822,7.5708435547519855e-06,501,0.21257115800554918,1.959640573685524e-06,493,0.00016655855820454368,4.311209262108153e-05
LUSC,CLDN4,Endothelial cells,-0.01319846363050791,0.7682257315842782,501,0.00896708328176299,0.8427340013221553,493,0.7682257315842782,0.9160737460210122
LUSC,CLDN4,Fibroblasts,-0.18068659493761483,4.747149827228288e-05,501,-0.1656116730279382,0.00022459860542929557,493,0.0005221864809951116,0.0024705846597222513
LUSC,CLDN4,GEP18,-0.07707784431137725,0.08479978821331202,501,-0.059668003489066514,0.1863975768465075,493,0.1435073338994511,0.27338311270821103
LUSC,CLDN4,CYT,-0.11452250876732593,0.010305600415479559,501,-0.10239486813674112,0.023121321516531734,493,0.03238902987722147,0.05651878592929979
LUSC,CLDN4,CD274,0.04231352535519064,0.3445759322479766,501,0.042718225267347955,0.34437429216991516,493,0.39898265839239394,0.44566084869047845
LUSC,CLDN4,PDCD1,-0.04884028076532866,0.2752227189148526,501,-0.026054001732144786,0.5642545561413125,493,0.35617057741922103,0.6533473807952039
LUSC,CLDN4,PDCD1LG2,-0.11056340437356715,0.013280477816700819,501,-0.10307249302622103,0.022222916180721298,493,0.03652131399592725,0.05651878592929979
LUSC,CLDN4,CTLA4,-0.12947568430353737,0.0036955029393536776,501,-0.10904675761238727,0.015527265862085193,493,0.022814178060476725,0.05651878592929979
LUSC,CLDN4,LAG3,-0.10283060115208185,0.021334245131348954,501,-0.09987463066176276,0.026744088343296148,493,0.05200606294840757,0.058836994355251526
LUSC,CLDN4,TIGIT,-0.12017243887139922,0.007083999553425202,501,-0.10563616809150758,0.01909227040795054,493,0.025974665029225744,0.05651878592929979
LUSC,CLDN4,HAVCR2,-0.037640671747517056,0.40051281581221654,501,-0.003013905253142337,0.9468350567270414,493,0.4195848546604173,0.9468350567270414
LUSC,CLDN4,CD8A,-0.07403917265071451,0.09785270532839715,501,-0.06124089159505635,0.17503342331120517,493,0.1537685369446241,0.27338311270821103
LUSC,CLDN4,GZMB,-0.12786707063959732,0.004148032374632132,501,-0.11870864797575768,0.008396068897986065,493,0.022814178060476725,0.0495287811966039
LUSC,CLDN4,CXCL9,-0.12148235799317703,0.006480164829485543,501,-0.11764163865411352,0.009005232944837073,493,0.025974665029225744,0.0495287811966039
POOLED,TACSTD2,T cells,-0.1942856721078059,4.1610836452663496e-10,1017,-0.17795306667676936,1.6181094871923184e-08,996,1.8308768039171938e-09,3.236218974384637e-08
POOLED,TACSTD2,CD8 T cells,-0.1960072518674221,2.8946408682219343e-10,1017,-0.2049805448098808,6.852980243729577e-11,996,1.5920524775220638e-09,3.015311307241014e-10
POOLED,TACSTD2,Cytotoxic lymphocytes,-0.16399487870230034,1.447771618289679e-07,1017,-0.21003738503103914,2.2559019198978587e-11,996,2.654247966864412e-07,3.015311307241014e-10
POOLED,TACSTD2,B lineage,-0.2016487011919379,8.610348345216065e-11,1017,-0.18066192785407903,9.696094427674884e-09,996,9.47138317973767e-10,2.666425967610593e-08
POOLED,TACSTD2,NK cells,-0.169962268829615,4.946364965290514e-08,1017,-0.16720033719096905,1.1442359001878428e-07,996,1.0882002923639131e-07,2.0977658170110452e-07
POOLED,TACSTD2,Monocytic lineage,-0.14445998323353174,3.7367937058697583e-06,1017,-0.09312803230119929,0.0032947177977780276,996,6.32380473301036e-06,0.004026877308395366
POOLED,TACSTD2,Myeloid dendritic cells,0.05071917114816721,0.10598455505432515,1017,0.12925567082831202,4.36664627831951e-05,996,0.11658301055975767,6.0041386326893256e-05
POOLED,TACSTD2,Neutrophils,0.08258696036780543,0.00841378445246982,1017,0.15873532370332435,4.899734634982425e-07,996,0.00974227673443874,8.291858613047181e-07
POOLED,TACSTD2,Endothelial cells,-0.13283383020799922,2.1399500545274686e-05,1017,-0.04261101332602244,0.17948275410735456,996,3.138593413306954e-05,0.19743102951809002
POOLED,TACSTD2,Fibroblasts,-0.005602634336980457,0.8583679114521889,1017,-0.029064910640320272,0.3599858479530343,996,0.8583679114521889,0.37712803118889304
POOLED,TACSTD2,GEP18,-0.12303238020191405,8.365349197272663e-05,1017,-0.13593781028464677,1.7049057328347895e-05,996,0.00011502355146249912,2.5005284081576915e-05
POOLED,TACSTD2,CYT,-0.17532882096207364,1.8221959704973633e-08,1017,-0.177978639558,1.6103642720504348e-08,996,4.454256816771332e-08,3.236218974384637e-08
POOLED,TACSTD2,CD274,0.03031216121971015,0.3341937300846738,1017,0.010672355500759772,0.7368243287135129,996,0.350107717231563,0.7368243287135129
POOLED,TACSTD2,PDCD1,-0.1834900517115746,3.7582461197593765e-09,1017,-0.17882833000050738,1.372511657979005e-08,996,1.1811630662100897e-08,3.236218974384637e-08
POOLED,TACSTD2,PDCD1LG2,-0.09776335953170069,0.0018001666870093777,1017,-0.11449803776951013,0.00029777611126620554,996,0.002200203728567017,0.00038535732046214837
POOLED,TACSTD2,CTLA4,-0.19785790419651328,1.952371030574649e-10,1017,-0.19757294399784225,3.3160882277216417e-10,996,1.4317387557547425e-09,1.2158990168312687e-09
POOLED,TACSTD2,LAG3,-0.18164832239529413,5.400926318789299e-09,1017,-0.2053198592226485,6.366268438062754e-11,996,1.485254737667057e-08,3.015311307241014e-10
POOLED,TACSTD2,TIGIT,-0.13910946856222103,8.488764657381238e-06,1017,-0.13955802464271228,1.0052372637185788e-05,996,1.3339487318741945e-05,1.5796585572720524e-05
POOLED,TACSTD2,HAVCR2,-0.12075366933839093,0.00011325479283695281,1017,-0.07469690700988162,0.018505045266972144,996,0.00014656502602429188,0.021426894519651955
POOLED,TACSTD2,CD8A,-0.20510253570130152,4.026848788362329e-11,1017,-0.2056891178743762,5.874948769589349e-11,996,8.859067334397123e-10,3.015311307241014e-10
POOLED,TACSTD2,GZMB,-0.16480406022604904,1.2543728664508287e-07,1017,-0.20577018068970016,5.7721547836544636e-11,996,2.5087457329016574e-07,3.015311307241014e-10
POOLED,TACSTD2,CXCL9,-0.18745020586632904,1.7016704190763596e-09,1017,-0.19122831971766074,1.2200493419237982e-09,996,6.2394582032799855e-09,3.834440788903366e-09
POOLED,CLDN4,T cells,0.025081937431986896,0.4242811517947139,1017,-0.015616872032936834,0.6228780305296437,996,0.4667092669741853,0.6851658335826082
POOLED,CLDN4,CD8 T cells,-0.08108332827401458,0.009685404234288935,1017,-0.06259176360447855,0.04851493097592145,996,0.01639068408879666,0.08894404012252267
POOLED,CLDN4,Cytotoxic lymphocytes,-0.1873203800478571,1.7469295946612849e-09,1017,-0.11327639230378059,0.0003457291344170031,996,9.608112770637067e-09,0.0013911219622717128
POOLED,CLDN4,B lineage,-0.0162242800565137,0.6052978018004638,1017,-0.06809149460050691,0.031828076926689916,996,0.6052978018004638,0.06365615385337983
POOLED,CLDN4,NK cells,-0.13222494940101467,2.3357531617888125e-05,1017,-0.13398058825137268,2.256060252688949e-05,996,8.564428259892313e-05,0.00016544441853052295
POOLED,CLDN4,Monocytic lineage,0.0995848676851308,0.001473733685466163,1017,0.04483479972668758,0.15781081388793025,996,0.0031157159305136134,0.19449544464437413
POOLED,CLDN4,Myeloid dendritic cells,0.19126933235350205,7.796464767968833e-10,1017,0.1371076418116167,1.4394290905398011e-05,996,8.576111244765717e-09,0.00016544441853052295
POOLED,CLDN4,Neutrophils,0.2001485513104262,1.192776516095123e-10,1017,0.1050642279087457,0.0009084065569054191,996,2.6241083354092704e-09,0.00285499203598846
POOLED,CLDN4,Endothelial cells,0.1758527445748437,1.6501696267436955e-08,1017,0.0506310759089723,0.11064530666991534,996,7.26074635767226e-08,0.1521372966711336
POOLED,CLDN4,Fibroblasts,-0.09908243720434678,0.0015578579652568067,1017,-0.0006582881142167263,0.9834624408629303,996,0.0031157159305136134,0.9834624408629303
POOLED,CLDN4,GEP18,-0.03799335465214734,0.22605958586696673,1017,0.001945629241269358,0.9511487884663837,996,0.29254769935725106,0.9834624408629303
POOLED,CLDN4,CYT,-0.10354701932926186,0.0009430367481714642,1017,-0.11251000053687006,0.0003793968988013762,996,0.00230520093997469,0.0013911219622717128
POOLED,CLDN4,CD274,0.030014126543610308,0.33897022679277333,1017,0.1177725070067991,0.00019812930300298434,996,0.392491841549527,0.0010897111665164139
POOLED,CLDN4,PDCD1,0.023488696412161385,0.45431128682718575,1017,0.023115415704686584,0.46663949898607165,996,0.4759451576284803,0.5403194198786093
POOLED,CLDN4,PDCD1LG2,-0.09455692989089183,0.002540136164974617,1017,-0.044692800324725855,0.1591326365272152,996,0.004656916302453465,0.19449544464437413
POOLED,CLDN4,CTLA4,-0.035104086125947245,0.2633737237718278,1017,-0.06072817023871191,0.05562257185811857,996,0.32190121794334503,0.09413050622143142
POOLED,CLDN4,LAG3,-0.105723912862701,0.0007330674911677792,1017,-0.08284853177654788,0.008968932984876285,996,0.002015935600711393,0.024664565708409785
POOLED,CLDN4,TIGIT,-0.05009070352886434,0.11038787690914853,1017,-0.05598465328785427,0.07769261349244039,996,0.16190221946675118,0.12208839263097776
POOLED,CLDN4,HAVCR2,0.10731777516729897,0.0006078068502285568,1017,0.07530921718104862,0.017562424227932645,996,0.0019102501007183215,0.04293037033494646
POOLED,CLDN4,CD8A,-0.04763320687979183,0.12900497031566804,1017,-0.053525553445146215,0.09167512305791471,996,0.17738183418404355,0.13445684715160824
POOLED,CLDN4,GZMB,-0.18793922649212425,1.5412112868853948e-09,1017,-0.13602005131744369,1.6848143957942062e-05,996,9.608112770637067e-09,0.00016544441853052295
POOLED,CLDN4,CXCL9,-0.06385887874209233,0.04174418103696526,1017,-0.06827522898308565,0.03136831537548404,996,0.06559799877237399,0.06365615385337983
