cohort,gene,immune_feature,spearman_rho,p_value,n,purity_adj_partial_rho,purity_adj_p,n_purity_adj,fdr_bh,purity_adj_fdr_bh
LUAD,TACSTD2,T cells,-0.04836314898333604,0.27282633854916544,516,-0.034161478367369436,0.44503712054177524,503,0.37513621550510245,0.5238322336919762
LUAD,TACSTD2,CD8 T cells,-0.11944822347365515,0.006597747936063028,516,-0.10811042340712053,0.015379352198293127,503,0.02073577922762666,0.03383457483624488
LUAD,TACSTD2,Cytotoxic lymphocytes,-0.11465499283122972,0.00914071711264983,516,-0.10362323120563988,0.020223133299393667,503,0.02234397516425514,0.040446266598787334
LUAD,TACSTD2,B lineage,-0.148370878939712,0.0007225003643205568,516,-0.14950134596105163,0.0007789078353768764,503,0.0039737520037630624,0.00428399309457282
LUAD,TACSTD2,NK cells,-0.1604007873200765,0.00025371186471854476,516,-0.14113575031494102,0.0015233606563305941,503,0.0018605536746026617,0.006702786887854614
LUAD,TACSTD2,Monocytic lineage,0.044145649846951227,0.31689816635718027,516,0.09586335368950381,0.031757792441231954,503,0.4101035094034098,0.058222619475591916
LUAD,TACSTD2,Myeloid dendritic cells,0.18085914316272256,3.588485530897313e-05,516,0.20649823011957408,3.078521229502106e-06,503,0.0007894668167974088,6.772746704904633e-05
LUAD,TACSTD2,Neutrophils,0.060887861915902425,0.16726861708947277,516,0.06405559140815843,0.1518342278847034,503,0.2628506839977429,0.2087720633414672
LUAD,TACSTD2,Endothelial cells,-0.01597576724184238,0.7173201376666506,516,0.013147725497257805,0.7688665486517662,503,0.7514782394603006,0.8054792414447074
LUAD,TACSTD2,Fibroblasts,0.08298348365987666,0.059605452736641217,516,0.13208822123426628,0.003025768030851622,503,0.11177566559445365,0.009509556668390812
LUAD,TACSTD2,GEP18,0.021990983464444166,0.6182106516963297,516,0.05822048197206305,0.19281260459755026,503,0.6800317168659628,0.24952219418506505
LUAD,TACSTD2,CYT,-0.12324528898463745,0.005055116596576736,516,-0.11310555964887217,0.011212819046919821,503,0.018535427520781366,0.030835252379029506
LUAD,TACSTD2,CD274,0.13462666712667912,0.0021790578831251766,516,0.170800486056274,0.00012025793510042238,503,0.009587854685750777,0.0011726753066152783
LUAD,TACSTD2,PDCD1,-0.050225938550470264,0.25475906414321564,516,-0.033611782541321925,0.4524005654612521,503,0.3736466274100496,0.5238322336919762
LUAD,TACSTD2,PDCD1LG2,0.03637245812176035,0.40965976408338634,516,0.07527660256198195,0.09202992668744076,503,0.4743428847281315,0.1446184562231212
LUAD,TACSTD2,CTLA4,-0.07471710488059632,0.0899804550290661,516,-0.06768479711770253,0.12990955137329258,503,0.15227461620303492,0.19053400868082912
LUAD,TACSTD2,LAG3,-0.11636623921900362,0.008146992262545802,516,-0.11095993632829296,0.012861365759653002,503,0.02234397516425514,0.03143889407915178
LUAD,TACSTD2,TIGIT,-0.012134677941077601,0.7833250538490983,516,0.008867238952577874,0.8429024563407902,503,0.7833250538490983,0.8429024563407902
LUAD,TACSTD2,HAVCR2,0.08254545279857173,0.060968544869701984,516,0.13391284992567595,0.002643285356630153,503,0.11177566559445365,0.009509556668390812
LUAD,TACSTD2,CD8A,-0.09532922844990789,0.030376576505164433,516,-0.0852211745771616,0.056375283751448714,503,0.06682846831136176,0.09540432634860552
LUAD,TACSTD2,GZMB,-0.16995195635588017,0.00010468805113465501,516,-0.16771642195833739,0.00015991026908390157,503,0.001151568562481205,0.0011726753066152783
LUAD,TACSTD2,CXCL9,-0.040708745288329545,0.3560776172067225,516,-0.027124746732945668,0.5442915524165683,503,0.43520597658599414,0.5987207076582252
LUAD,CLDN4,T cells,-0.06272907638376043,0.1547719452505077,516,-0.013996071172171857,0.754417004022896,503,0.21547117068807764,0.8298587044251856
LUAD,CLDN4,CD8 T cells,-0.09592247194227758,0.029355353262183404,516,-0.05862845970576776,0.18970740732612626,503,0.05871070652436681,0.3210433047057521
LUAD,CLDN4,Cytotoxic lymphocytes,-0.16455784431169104,0.00017362125931088095,516,-0.1301704429042036,0.0034814354386059816,503,0.000959015201315719,0.00957394745616645
LUAD,CLDN4,B lineage,-0.15344059484852995,0.0004691447542154733,516,-0.12098318604302923,0.006649841693932338,503,0.0020642369185480823,0.016255168585167935
LUAD,CLDN4,NK cells,-0.23086051883292502,1.1377241900562241e-07,516,-0.1993806089923758,6.75296126376192e-06,503,2.502993218123693e-06,0.00012517077424465902
LUAD,CLDN4,Monocytic lineage,0.007034871711111003,0.8733411410651712,516,0.07773193690785249,0.08187597834899994,503,0.923013021043141,0.16375195669799988
LUAD,CLDN4,Myeloid dendritic cells,0.11931812176908566,0.006657386531126667,516,0.1605367911630207,0.00030458759247203567,503,0.020923214812112383,0.001340185406876957
LUAD,CLDN4,Neutrophils,-0.0071724387313613054,0.8708857872569709,516,-0.005669297424087971,0.8991723102358576,503,0.923013021043141,0.8991723102358576
LUAD,CLDN4,Endothelial cells,0.005484076508225852,0.9010990529986266,516,0.048158086984780836,0.2815096598778819,503,0.923013021043141,0.3870757823320876
LUAD,CLDN4,Fibroblasts,0.10193078588326542,0.020566914798715186,516,0.18169024781398396,4.2250123697590376e-05,503,0.050274680619081566,0.0003098342404489961
LUAD,CLDN4,GEP18,-0.01885410602617791,0.6691737399738029,516,0.048532744123494294,0.277778924037865,503,0.8178790155235368,0.3870757823320876
LUAD,CLDN4,CYT,-0.1645114645734352,0.00017436640023922164,516,-0.1352013793274968,0.002400313773483126,503,0.000959015201315719,0.007543843288089824
LUAD,CLDN4,CD274,0.123091825330936,0.0051105340752527735,516,0.19450843513308314,1.1379161294969001e-05,503,0.018738624942593506,0.00012517077424465902
LUAD,CLDN4,PDCD1,0.004264621392951709,0.923013021043141,516,0.0619334475563696,0.16589594860153267,503,0.923013021043141,0.30414257243614323
LUAD,CLDN4,PDCD1LG2,-0.06243691023599076,0.15670630595496557,516,-0.01075316204229505,0.8100707437399438,503,0.21547117068807764,0.8486455410608935
LUAD,CLDN4,CTLA4,-0.07006995981885612,0.11188488113504151,516,-0.021889963489719496,0.6246375188348027,503,0.18934364499776254,0.7634458563536477
LUAD,CLDN4,LAG3,-0.10835267642096903,0.013793965690738947,516,-0.08017885254337784,0.07267792628931992,503,0.037933405649532105,0.15989143783650384
LUAD,CLDN4,TIGIT,-0.06708182938549095,0.12805285948103987,516,-0.016339986303657364,0.7149509638833996,503,0.2012259220416341,0.8278379581807785
LUAD,CLDN4,HAVCR2,0.06041332120414376,0.17060871290298943,516,0.13940296097113455,0.0017427906281282208,503,0.22078774610975102,0.00639023230313681
LUAD,CLDN4,CD8A,-0.09782299098652147,0.02627966714503153,516,-0.05248592478954935,0.24045771792296353,503,0.05781526771906937,0.377862128164657
LUAD,CLDN4,GZMB,-0.1908176852667468,1.2759117270652908e-05,516,-0.16110799326846956,0.00028964827530142477,503,0.000140350289977182,0.001340185406876957
LUAD,CLDN4,CXCL9,-0.07291969186734346,0.09800502527337684,516,-0.0323749925273085,0.4692163406292275,503,0.17967587966785756,0.6072211466966474
LUSC,TACSTD2,T cells,-0.2440668941002457,3.1443122083337935e-08,501,-0.2718704607542161,8.73876462977293e-10,493,7.686096509260384e-08,2.136142465055605e-09
LUSC,TACSTD2,CD8 T cells,-0.27080011789012215,7.197497202370625e-10,501,-0.2742151684773176,6.175731326733955e-10,493,3.1668987690430753e-09,1.940944131259243e-09
LUSC,TACSTD2,Cytotoxic lymphocytes,-0.2978580528186655,1.0078038443556875e-11,501,-0.3045377988220071,5.112499105985371e-12,493,1.1085842287912562e-10,5.6237490165839085e-11
LUSC,TACSTD2,B lineage,-0.1648900446119713,0.0002097924263032319,501,-0.18647682145292035,3.1505853545517405e-05,493,0.00025641296548172785,4.077228105890488e-05
LUSC,TACSTD2,NK cells,-0.17040532480855025,0.0001267301903645612,501,-0.1805094967001688,5.653264484850019e-05,493,0.00016400377576590274,6.909545481483357e-05
