item	value
cells_total	1254749
TACSTD2_pos_cells	15084
CLDN4_pos_cells	7882
both_pos_cells	461
TACSTD2_cell_detection_rate	0.01202152781
CLDN4_cell_detection_rate	0.006281734435
mtx_nnz_scanned	2010550708
mtx_nnz_kept_two_genes	22966
