cell_index_1based	gene	count
1156143	CLDN4	1
1156178	CLDN4	1
1156184	TACSTD2	1
1156237	TACSTD2	1
1156242	CLDN4	2
1156250	TACSTD2	1
1156269	TACSTD2	1
1156269	CLDN4	1
1156271	TACSTD2	1
1156277	TACSTD2	1
1156282	TACSTD2	1
1156286	CLDN4	1
1156288	TACSTD2	1
1156316	TACSTD2	1
1156319	TACSTD2	1
1156327	TACSTD2	1
1156335	TACSTD2	1
1156348	TACSTD2	1
1156396	TACSTD2	1
1156400	TACSTD2	1
1156427	CLDN4	1
1156461	TACSTD2	1
1156482	CLDN4	1
1156495	CLDN4	1
1156498	TACSTD2	1
1156522	CLDN4	1
1156524	CLDN4	1
1156554	CLDN4	1
1156604	TACSTD2	1
1156639	CLDN4	1
1156642	CLDN4	1
1156665	TACSTD2	1
1156673	TACSTD2	1
1156712	TACSTD2	1
1156721	TACSTD2	1
1156751	TACSTD2	1
1156770	CLDN4	2
1156796	CLDN4	2
1156802	CLDN4	1
1156867	CLDN4	1
1156899	TACSTD2	1
1156908	TACSTD2	1
1156910	CLDN4	1
1156938	TACSTD2	1
1156939	CLDN4	1
1156974	TACSTD2	1
1156979	CLDN4	1
1156988	CLDN4	1
1157023	TACSTD2	1
1157031	TACSTD2	1
1157033	CLDN4	1
1157034	TACSTD2	1
1157037	TACSTD2	1
1157068	CLDN4	1
1157078	TACSTD2	1
1157080	CLDN4	1
1157127	CLDN4	1
1157152	TACSTD2	1
1157189	TACSTD2	1
1157189	CLDN4	1
1157203	TACSTD2	1
1157203	CLDN4	1
1157210	CLDN4	1
1157223	CLDN4	1
1157224	TACSTD2	1
1157224	CLDN4	1
1157228	CLDN4	1
1157268	CLDN4	1
1157276	TACSTD2	1
1157287	CLDN4	1
1157290	TACSTD2	1
1157302	CLDN4	1
1157309	CLDN4	1
1157310	TACSTD2	1
1157313	CLDN4	1
1157341	TACSTD2	1
1157346	TACSTD2	1
1157373	TACSTD2	1
1157377	TACSTD2	1
1157387	CLDN4	1
1157400	CLDN4	1
1157441	TACSTD2	1
1157442	CLDN4	1
1157460	TACSTD2	1
1157470	CLDN4	1
1157501	TACSTD2	1
1157526	CLDN4	1
1157532	TACSTD2	1
1157560	CLDN4	1
1157570	CLDN4	1
1157571	TACSTD2	1
1157594	CLDN4	1
1157600	CLDN4	1
1157609	CLDN4	1
1157624	TACSTD2	1
1157637	TACSTD2	1
1157658	CLDN4	1
1157702	TACSTD2	1
1157705	TACSTD2	1
1157711	CLDN4	1
1157719	TACSTD2	1
1157736	TACSTD2	1
1157755	TACSTD2	2
1157834	TACSTD2	1
1157881	CLDN4	1
1157891	TACSTD2	1
1157898	TACSTD2	1
1157900	TACSTD2	1
1157948	CLDN4	1
1157961	TACSTD2	1
1157975	CLDN4	1
1157977	TACSTD2	1
1158005	CLDN4	1
1158023	TACSTD2	1
1158057	TACSTD2	1
1158072	TACSTD2	1
1158084	TACSTD2	1
1158105	TACSTD2	1
1158145	CLDN4	1
1158181	CLDN4	1
1158199	TACSTD2	1
1158239	TACSTD2	2
1158242	TACSTD2	1
1158245	TACSTD2	1
1158283	TACSTD2	15
1158285	TACSTD2	1
1158289	TACSTD2	1
1158289	CLDN4	1
1158290	TACSTD2	1
1158297	TACSTD2	1
1158297	CLDN4	1
1158302	CLDN4	1
1158310	TACSTD2	1
1158310	CLDN4	1
1158314	TACSTD2	9
1158323	TACSTD2	1
1158330	CLDN4	1
1158339	TACSTD2	1
1158341	CLDN4	1
1158347	TACSTD2	1
1158358	TACSTD2	9
1158362	TACSTD2	5
1158391	CLDN4	1
1158394	TACSTD2	1
1158395	TACSTD2	12
1158398	CLDN4	1
1158401	TACSTD2	2
1158401	CLDN4	1
1158406	TACSTD2	1
1158407	TACSTD2	6
1158412	TACSTD2	1
1158421	TACSTD2	9
1158427	TACSTD2	15
1158430	TACSTD2	11
1158454	TACSTD2	1
1158465	TACSTD2	8
1158478	TACSTD2	17
1158485	TACSTD2	1
1158491	TACSTD2	1
1158494	TACSTD2	4
1158514	TACSTD2	8
1158545	TACSTD2	7
1158548	TACSTD2	10
1158555	TACSTD2	4
1158557	CLDN4	2
1158577	CLDN4	1
1158588	TACSTD2	15
1158598	TACSTD2	1
1158602	TACSTD2	8
1158622	CLDN4	1
1158624	TACSTD2	3
1158629	TACSTD2	1
1158636	TACSTD2	1
1158640	CLDN4	1
1158646	TACSTD2	1
1158652	TACSTD2	1
1158657	TACSTD2	2
1158659	TACSTD2	5
1158669	TACSTD2	1
1158684	CLDN4	1
1158718	CLDN4	1
1158719	TACSTD2	1
1158748	TACSTD2	2
1158750	TACSTD2	3
1158751	CLDN4	1
1158756	TACSTD2	9
1158760	TACSTD2	19
1158772	CLDN4	1
1158775	TACSTD2	6
1158778	CLDN4	1
1158790	CLDN4	1
1158794	TACSTD2	1
1158807	TACSTD2	1
1158824	CLDN4	1
1158840	TACSTD2	1
1158841	TACSTD2	23
1158850	TACSTD2	1
1158853	TACSTD2	14
1158858	TACSTD2	5
1158867	TACSTD2	7
1158870	TACSTD2	1
1158870	CLDN4	1
1158897	TACSTD2	2
1158906	TACSTD2	7
1158908	CLDN4	1
1158920	TACSTD2	3
1158921	TACSTD2	8
1158931	TACSTD2	34
1158970	TACSTD2	2
1158971	TACSTD2	10
1158973	TACSTD2	10
1158990	TACSTD2	5
1159006	TACSTD2	2
1159011	TACSTD2	2
1159025	TACSTD2	1
1159026	CLDN4	1
1159028	TACSTD2	1
1159033	TACSTD2	6
1159034	CLDN4	1
1159040	CLDN4	1
1159041	TACSTD2	1
1159047	TACSTD2	1
1159053	TACSTD2	1
1159058	TACSTD2	2
1159060	CLDN4	1
1159065	CLDN4	1
1159068	TACSTD2	7
1159075	TACSTD2	1
1159081	TACSTD2	32
1159095	TACSTD2	1
1159098	TACSTD2	1
1159100	TACSTD2	1
1159107	TACSTD2	1
1159117	CLDN4	1
1159119	TACSTD2	3
1159125	TACSTD2	1
1159129	TACSTD2	1
1159137	TACSTD2	4
1159140	TACSTD2	1
1159158	CLDN4	1
1159162	TACSTD2	4
1159166	CLDN4	1
1159173	TACSTD2	7
1159179	TACSTD2	7
1159185	TACSTD2	1
1159189	CLDN4	1
1159192	TACSTD2	6
1159204	TACSTD2	10
1159218	TACSTD2	6
1159222	TACSTD2	13
1159239	CLDN4	1
1159244	CLDN4	1
1159248	TACSTD2	37
1159256	TACSTD2	1
1159256	CLDN4	1
1159264	TACSTD2	2
1159269	TACSTD2	1
1159269	CLDN4	1
1159270	TACSTD2	7
1159282	TACSTD2	9
1159289	TACSTD2	7
1159294	TACSTD2	26
1159307	TACSTD2	1
1159307	CLDN4	1
1159311	CLDN4	1
1159314	CLDN4	1
1159335	TACSTD2	1
1159336	TACSTD2	1
1159349	TACSTD2	9
1159364	TACSTD2	1
1159381	TACSTD2	1
1159388	TACSTD2	1
1159396	TACSTD2	10
1159399	CLDN4	1
1159402	TACSTD2	2
1159406	CLDN4	2
1159414	TACSTD2	1
1159418	TACSTD2	2
1159429	CLDN4	1
1159438	TACSTD2	7
1159441	TACSTD2	5
1159446	TACSTD2	1
1159446	CLDN4	2
1159449	TACSTD2	1
1159457	TACSTD2	1
1159461	CLDN4	1
1159462	TACSTD2	1
1159481	TACSTD2	6
1159488	CLDN4	1
1159494	TACSTD2	1
1159513	TACSTD2	2
1159516	TACSTD2	1
1159519	TACSTD2	3
1159546	TACSTD2	1
1159552	CLDN4	1
1159565	TACSTD2	1
1159594	TACSTD2	1
1159595	CLDN4	1
1159656	TACSTD2	1
1159712	TACSTD2	1
1159729	TACSTD2	1
1159732	TACSTD2	1
1159773	TACSTD2	1
1159788	CLDN4	1
1159810	CLDN4	1
1159816	CLDN4	1
1159876	CLDN4	1
1159888	CLDN4	1
1159938	CLDN4	1
1159950	TACSTD2	1
1159979	CLDN4	1
1160077	TACSTD2	1
1160088	CLDN4	1
1160095	CLDN4	1
1160127	CLDN4	1
1160129	TACSTD2	1
1160129	CLDN4	1
1160196	TACSTD2	1
1160262	CLDN4	1
1160278	CLDN4	1
1160314	TACSTD2	1
1160316	TACSTD2	1
1160320	TACSTD2	1
1160327	CLDN4	1
1160329	TACSTD2	1
1160361	CLDN4	1
1160371	TACSTD2	1
1160398	CLDN4	1
1160402	CLDN4	1
1160485	CLDN4	1
1160508	CLDN4	1
1160539	TACSTD2	1
1160578	CLDN4	1
1160579	CLDN4	2
1160613	CLDN4	1
1160661	CLDN4	1
1160712	CLDN4	1
1160802	TACSTD2	1
1160809	TACSTD2	1
1160844	CLDN4	1
1160884	TACSTD2	1
1160889	CLDN4	1
1160907	TACSTD2	1
1161044	TACSTD2	1
1161071	CLDN4	1
1161077	TACSTD2	1
1161146	TACSTD2	1
1161182	TACSTD2	1
1161234	TACSTD2	1
1161240	TACSTD2	1
1161240	CLDN4	1
1161248	TACSTD2	1
1161267	TACSTD2	2
1161329	TACSTD2	1
1161345	TACSTD2	1
1161356	TACSTD2	2
1161367	TACSTD2	1
1161369	TACSTD2	1
1161381	TACSTD2	5
1161381	CLDN4	1
1161411	TACSTD2	15
1161436	TACSTD2	4
1161439	TACSTD2	1
1161468	TACSTD2	1
1161504	TACSTD2	1
1161506	TACSTD2	1
1161518	TACSTD2	1
1161520	CLDN4	1
1161536	TACSTD2	1
1161544	TACSTD2	1
1161545	CLDN4	2
1161546	CLDN4	1
1161549	CLDN4	1
1161552	TACSTD2	1
1161553	TACSTD2	3
1161557	TACSTD2	1
1161559	CLDN4	1
1161561	TACSTD2	1
1161569	TACSTD2	1
1161573	TACSTD2	1
1161574	TACSTD2	1
1161574	CLDN4	1
1161575	CLDN4	1
1161587	TACSTD2	1
1161589	TACSTD2	1
1161593	CLDN4	1
1161598	TACSTD2	1
1161603	CLDN4	1
1161604	TACSTD2	1
1161605	CLDN4	1
1161607	CLDN4	2
1161610	CLDN4	1
1161615	TACSTD2	1
1161619	CLDN4	1
1161621	TACSTD2	1
1161629	TACSTD2	1
1161630	TACSTD2	1
1161633	CLDN4	1
1161634	CLDN4	1
1161636	CLDN4	1
1161637	TACSTD2	1
1161637	CLDN4	1
1161652	CLDN4	1
1161681	CLDN4	2
1161702	CLDN4	1
1161703	CLDN4	1
1161721	TACSTD2	1
1161722	TACSTD2	1
1161724	CLDN4	1
1161730	CLDN4	1
1161736	CLDN4	1
1161740	TACSTD2	1
1161745	TACSTD2	1
1161750	CLDN4	1
1161752	TACSTD2	1
1161792	TACSTD2	2
1161800	TACSTD2	1
1161812	TACSTD2	1
1161823	CLDN4	1
1161838	CLDN4	1
1161848	TACSTD2	1
1161853	TACSTD2	1
1161868	CLDN4	1
1161872	TACSTD2	1
1161877	CLDN4	1
1161883	CLDN4	1
1161903	CLDN4	1
1161909	CLDN4	1
1161915	TACSTD2	1
1161927	TACSTD2	1
1161932	TACSTD2	1
1161938	TACSTD2	1
1161951	CLDN4	1
1161952	TACSTD2	2
1161964	TACSTD2	1
1161981	CLDN4	1
1161987	TACSTD2	1
1161988	CLDN4	1
1162009	CLDN4	1
1162017	CLDN4	1
1162020	CLDN4	1
1162021	TACSTD2	1
1162023	TACSTD2	1
1162033	TACSTD2	1
1162033	CLDN4	1
1162051	CLDN4	1
1162055	TACSTD2	1
1162072	CLDN4	1
1162073	TACSTD2	2
1162079	CLDN4	1
1162081	TACSTD2	1
1162099	TACSTD2	1
1162102	CLDN4	1
1162106	CLDN4	1
1162119	CLDN4	2
1162123	TACSTD2	1
1162124	CLDN4	1
1162127	CLDN4	1
1162130	TACSTD2	1
1162141	CLDN4	1
1162145	TACSTD2	1
1162156	CLDN4	1
1162157	CLDN4	1
1162170	CLDN4	1
1162180	CLDN4	1
1162184	TACSTD2	3
1162186	TACSTD2	5
1162187	TACSTD2	1
1162207	TACSTD2	1
1162208	TACSTD2	1
1162213	TACSTD2	1
1162222	CLDN4	1
1162232	TACSTD2	1
1162235	TACSTD2	1
1162237	CLDN4	1
1162250	CLDN4	1
1162263	CLDN4	1
1162270	CLDN4	1
1162271	TACSTD2	1
1162271	CLDN4	1
1162274	CLDN4	1
1162276	TACSTD2	1
1162277	TACSTD2	1
1162286	CLDN4	1
1162294	CLDN4	1
1162311	CLDN4	1
1162322	TACSTD2	2
1162324	TACSTD2	1
1162329	CLDN4	1
1162332	CLDN4	1
1162333	TACSTD2	1
1162343	TACSTD2	1
1162348	CLDN4	2
1162349	TACSTD2	5
1162349	CLDN4	16
1162350	TACSTD2	1
1162351	TACSTD2	1
1162356	CLDN4	2
1162363	CLDN4	1
1162368	CLDN4	1
1162375	CLDN4	1
1162378	TACSTD2	1
1162379	CLDN4	1
1162382	TACSTD2	1
1162389	TACSTD2	1
1162390	TACSTD2	1
1162410	TACSTD2	1
1162412	CLDN4	1
1162421	CLDN4	1
1162423	TACSTD2	1
1162425	CLDN4	1
1162426	TACSTD2	1
1162426	CLDN4	1
1162428	TACSTD2	1
1162433	TACSTD2	1
1162434	TACSTD2	1
1162435	TACSTD2	1
1162441	CLDN4	1
1162442	CLDN4	1
1162448	CLDN4	1
1162454	CLDN4	1
1162478	CLDN4	1
1162485	CLDN4	1
1162488	TACSTD2	1
1162500	TACSTD2	1
1162508	CLDN4	1
1162511	CLDN4	1
1162513	TACSTD2	2
1162514	TACSTD2	1
1162527	TACSTD2	1
1162527	CLDN4	2
1162531	CLDN4	2
1162533	CLDN4	1
1162538	TACSTD2	1
1162539	CLDN4	1
1162550	CLDN4	1
1162559	TACSTD2	1
1162560	CLDN4	2
1162561	TACSTD2	1
1162562	CLDN4	1
1162568	TACSTD2	1
1162568	CLDN4	1
1162575	TACSTD2	1
1162592	TACSTD2	1
1162607	CLDN4	1
1162609	TACSTD2	1
1162614	TACSTD2	1
1162621	TACSTD2	1
1162625	CLDN4	1
1162627	TACSTD2	1
1162635	CLDN4	1
1162638	CLDN4	1
1162643	CLDN4	1
1162644	TACSTD2	1
1162651	TACSTD2	1
1162656	CLDN4	1
1162660	TACSTD2	1
1162677	TACSTD2	1
1162678	TACSTD2	1
1162693	CLDN4	1
1162698	CLDN4	1
1162701	TACSTD2	1
1162703	TACSTD2	1
1162712	TACSTD2	1
1162712	CLDN4	3
1162717	CLDN4	1
1162719	TACSTD2	1
1162732	CLDN4	1
1162755	CLDN4	1
1162766	TACSTD2	1
1162768	TACSTD2	1
1162769	CLDN4	1
1162770	CLDN4	1
1162773	TACSTD2	1
1162775	TACSTD2	1
1162777	CLDN4	1
1162786	TACSTD2	1
1162787	CLDN4	1
1162791	CLDN4	1
1162804	TACSTD2	1
1162809	TACSTD2	1
1162826	TACSTD2	1
1162837	TACSTD2	1
1162837	CLDN4	1
1162840	TACSTD2	1
1162851	TACSTD2	1
1162866	CLDN4	1
1162873	TACSTD2	1
1162874	CLDN4	1
1162882	TACSTD2	1
1162883	CLDN4	1
1162884	TACSTD2	1
1162884	CLDN4	1
1162886	TACSTD2	2
1162906	CLDN4	1
1162912	CLDN4	1
1162913	TACSTD2	1
1162916	CLDN4	2
1162918	TACSTD2	1
1162919	TACSTD2	1
1162926	TACSTD2	1
1162926	CLDN4	1
1162927	CLDN4	1
1162932	CLDN4	1
1162938	CLDN4	1
1162944	CLDN4	1
1162955	CLDN4	1
1162989	TACSTD2	1
1162990	CLDN4	1
1163000	CLDN4	1
1163001	TACSTD2	1
1163037	CLDN4	1
1163061	TACSTD2	1
1163087	CLDN4	1
1163132	TACSTD2	1
1163135	CLDN4	1
1163153	CLDN4	2
1163157	TACSTD2	1
1163158	CLDN4	1
1163176	CLDN4	1
1163209	CLDN4	1
1163224	CLDN4	2
1163240	CLDN4	2
1163257	TACSTD2	1
1163257	CLDN4	3
1163302	CLDN4	1
1163319	CLDN4	1
1163337	CLDN4	1
1163339	CLDN4	1
1163340	CLDN4	2
1163375	CLDN4	1
1163948	CLDN4	1
1165509	TACSTD2	1
1166980	TACSTD2	4
1167026	TACSTD2	3
1167058	TACSTD2	40
1167160	TACSTD2	1
1167169	TACSTD2	3
1167206	TACSTD2	1
1167303	TACSTD2	1
1167456	TACSTD2	10
1167477	TACSTD2	5
1167523	TACSTD2	1
1167564	TACSTD2	16
1167571	TACSTD2	15
1167574	TACSTD2	2
1167628	TACSTD2	42
1167660	TACSTD2	3
1167713	CLDN4	1
1167728	TACSTD2	1
1167730	TACSTD2	1
1167734	TACSTD2	1
1167743	TACSTD2	1
1167799	TACSTD2	1
1167802	CLDN4	1
1167813	CLDN4	1
1167819	TACSTD2	1
1167819	CLDN4	1
1167824	TACSTD2	1
1167829	TACSTD2	1
1167845	TACSTD2	1
1167851	TACSTD2	1
1167851	CLDN4	1
1167862	CLDN4	1
1167876	TACSTD2	1
1167888	TACSTD2	1
1167889	TACSTD2	1
1167892	TACSTD2	1
1167892	CLDN4	1
1167894	TACSTD2	1
1167901	TACSTD2	1
1167985	TACSTD2	2
1167989	TACSTD2	1
1167999	TACSTD2	1
1168010	TACSTD2	1
1168029	TACSTD2	1
1168098	CLDN4	1
1168112	TACSTD2	1
1168135	TACSTD2	1
1168154	TACSTD2	1
1168185	TACSTD2	2
1168222	CLDN4	1
1168232	TACSTD2	1
1168247	TACSTD2	1
1168276	CLDN4	1
1168280	TACSTD2	1
1168304	TACSTD2	1
1168306	TACSTD2	1
1168329	TACSTD2	1
1168331	CLDN4	1
1168361	TACSTD2	1
1168373	TACSTD2	1
1168394	TACSTD2	1
1168408	TACSTD2	1
1168411	TACSTD2	1
1168421	TACSTD2	1
1168427	TACSTD2	1
1168458	TACSTD2	1
1168476	TACSTD2	1
1168496	TACSTD2	1
1168500	CLDN4	1
1168519	TACSTD2	1
1168533	TACSTD2	1
1168536	TACSTD2	1
1168553	TACSTD2	1
1168556	TACSTD2	1
1168560	TACSTD2	2
1168565	TACSTD2	1
1168581	TACSTD2	1
1168585	TACSTD2	1
1168662	TACSTD2	1
1168673	TACSTD2	1
1168678	TACSTD2	1
1168699	TACSTD2	1
1168709	TACSTD2	1
1168710	TACSTD2	1
1168723	TACSTD2	1
1168739	TACSTD2	1
1168768	TACSTD2	1
1168769	TACSTD2	1
1168774	TACSTD2	1
1168782	TACSTD2	2
1168784	TACSTD2	3
1168784	CLDN4	1
1168810	TACSTD2	1
1168810	CLDN4	1
1168877	TACSTD2	1
1168938	CLDN4	1
1168942	TACSTD2	1
1168945	TACSTD2	1
1168948	TACSTD2	1
1168952	TACSTD2	1
1168957	TACSTD2	1
1168998	TACSTD2	1
1169014	TACSTD2	1
1169026	TACSTD2	2
1169029	CLDN4	1
1169044	TACSTD2	1
1169078	TACSTD2	1
1169082	TACSTD2	1
1169088	TACSTD2	1
1169123	TACSTD2	1
1169144	TACSTD2	1
1169151	TACSTD2	1
1169161	TACSTD2	2
1169167	TACSTD2	1
1169182	TACSTD2	1
1169193	TACSTD2	1
1169196	TACSTD2	1
1169206	TACSTD2	1
1169211	CLDN4	1
1169225	CLDN4	1
1169234	CLDN4	1
1169247	TACSTD2	1
1169282	CLDN4	1
1169289	TACSTD2	1
1169297	TACSTD2	1
1169345	TACSTD2	1
1169348	TACSTD2	1
1169349	TACSTD2	1
1169355	CLDN4	1
1169356	TACSTD2	1
1169365	TACSTD2	1
1169391	TACSTD2	1
1169417	TACSTD2	2
1169426	TACSTD2	1
1169476	CLDN4	1
1169496	TACSTD2	1
1169496	CLDN4	1
1169504	CLDN4	1
1169505	TACSTD2	1
1169549	TACSTD2	2
1169552	TACSTD2	1
1169558	CLDN4	1
1169565	TACSTD2	1
1169597	TACSTD2	1
1169605	TACSTD2	1
1169615	TACSTD2	1
1169616	TACSTD2	1
1169626	TACSTD2	1
1169629	TACSTD2	1
1169631	TACSTD2	1
1169642	TACSTD2	1
1169649	TACSTD2	1
1169656	TACSTD2	2
1169657	TACSTD2	4
1169657	CLDN4	2
1169674	CLDN4	1
1169683	TACSTD2	1
1169705	TACSTD2	1
1169707	TACSTD2	1
1169708	CLDN4	1
1169721	TACSTD2	1
1169735	TACSTD2	1
1169740	TACSTD2	1
1169740	CLDN4	1
1169742	TACSTD2	1
1169744	TACSTD2	1
1169765	TACSTD2	1
1169789	TACSTD2	1
1169796	TACSTD2	1
1169809	TACSTD2	1
1169811	CLDN4	1
1169827	TACSTD2	1
1169863	TACSTD2	1
1169878	TACSTD2	1
1169883	TACSTD2	1
1169897	TACSTD2	1
1169898	TACSTD2	1
1169917	CLDN4	1
1169926	TACSTD2	1
1169932	CLDN4	1
1169942	TACSTD2	1
1169942	CLDN4	1
1169966	TACSTD2	1
1169974	TACSTD2	1
1169978	CLDN4	1
1169984	TACSTD2	1
1170021	TACSTD2	1
1170027	TACSTD2	1
1170031	TACSTD2	1
1170041	TACSTD2	1
1170062	TACSTD2	2
1170074	TACSTD2	1
1170116	TACSTD2	1
1170151	CLDN4	2
1170170	TACSTD2	1
1170172	TACSTD2	2
1170178	TACSTD2	1
1170197	TACSTD2	1
1170203	TACSTD2	1
1170241	TACSTD2	1
1170251	CLDN4	1
1170259	TACSTD2	1
1170261	TACSTD2	1
1170268	TACSTD2	1
1170277	TACSTD2	1
1170285	TACSTD2	1
1170291	TACSTD2	1
1170296	TACSTD2	1
1170345	TACSTD2	1
1170348	TACSTD2	1
1170355	TACSTD2	1
1170360	TACSTD2	1
1170364	TACSTD2	1
1170384	TACSTD2	1
1170385	TACSTD2	1
1170394	TACSTD2	1
1170399	TACSTD2	1
1170415	TACSTD2	1
1170424	TACSTD2	1
1170425	TACSTD2	1
1170464	TACSTD2	1
1170467	TACSTD2	1
1170467	CLDN4	1
1170471	TACSTD2	1
1170485	TACSTD2	1
1170522	TACSTD2	1
1170529	TACSTD2	1
1170553	TACSTD2	1
1170561	TACSTD2	1
1170586	TACSTD2	1
1170616	TACSTD2	1
1170623	TACSTD2	1
1170633	TACSTD2	1
1170670	TACSTD2	1
1170732	TACSTD2	2
1170752	CLDN4	1
1170768	TACSTD2	1
1170773	CLDN4	1
1170786	TACSTD2	1
1170808	TACSTD2	1
1170819	TACSTD2	1
1170849	CLDN4	1
1170854	TACSTD2	1
1170870	CLDN4	1
1170874	TACSTD2	1
1170885	TACSTD2	1
1170895	TACSTD2	1
1170909	TACSTD2	1
1170915	TACSTD2	1
1170919	TACSTD2	1
1170950	TACSTD2	1
1170955	TACSTD2	1
1170979	TACSTD2	1
1171001	CLDN4	1
1171020	TACSTD2	1
1171035	TACSTD2	2
1171042	TACSTD2	1
1171073	TACSTD2	1
1171096	CLDN4	1
1171122	TACSTD2	1
1171123	TACSTD2	1
1171130	TACSTD2	1
1171174	TACSTD2	1
1171187	TACSTD2	1
1171200	TACSTD2	1
1171207	TACSTD2	1
1171214	TACSTD2	1
1171219	TACSTD2	2
1171238	CLDN4	1
1171265	TACSTD2	1
1171271	CLDN4	1
1171293	TACSTD2	1
1171341	TACSTD2	1
1171359	CLDN4	1
1171367	TACSTD2	1
1171368	TACSTD2	1
1171379	TACSTD2	1
1171402	TACSTD2	1
1171414	TACSTD2	1
1171415	TACSTD2	1
1171429	CLDN4	1
1171437	TACSTD2	1
1171452	TACSTD2	1
1171462	TACSTD2	1
1171466	TACSTD2	1
1171472	TACSTD2	1
1171473	TACSTD2	1
1171480	TACSTD2	1
1171482	TACSTD2	1
1171508	TACSTD2	17
1171513	TACSTD2	8
1171518	TACSTD2	1
1171523	TACSTD2	2
1171529	TACSTD2	1
1171549	TACSTD2	1
1171554	TACSTD2	1
1171588	TACSTD2	3
1171604	TACSTD2	1
1171629	TACSTD2	1
1171630	CLDN4	1
1171636	TACSTD2	1
1171655	TACSTD2	1
1171658	TACSTD2	2
1171680	TACSTD2	1
1171693	TACSTD2	3
1171702	TACSTD2	1
1171748	TACSTD2	2
1171752	TACSTD2	1
1171754	TACSTD2	1
1171763	TACSTD2	1
1171773	TACSTD2	1
1171781	TACSTD2	2
1171784	TACSTD2	1
1171788	TACSTD2	1
1171793	TACSTD2	1
1171828	TACSTD2	2
1171836	CLDN4	1
1171850	TACSTD2	1
1171859	TACSTD2	2
1171882	CLDN4	2
1171890	TACSTD2	6
1171894	TACSTD2	2
1171896	TACSTD2	1
1171901	TACSTD2	1
1171917	TACSTD2	1
1171982	TACSTD2	4
1171997	TACSTD2	1
1172007	TACSTD2	1
1172021	TACSTD2	1
1172022	TACSTD2	1
1172029	TACSTD2	1
1172034	CLDN4	1
1172069	TACSTD2	1
1172119	CLDN4	1
1172173	TACSTD2	1
1172177	TACSTD2	1
1172190	TACSTD2	2
1172198	TACSTD2	1
1172199	TACSTD2	4
1172216	TACSTD2	1
1172241	TACSTD2	1
1172252	TACSTD2	3
1172258	TACSTD2	2
1172261	TACSTD2	1
1172270	TACSTD2	1
1172271	CLDN4	1
1172274	CLDN4	1
1172280	TACSTD2	1
1172285	TACSTD2	2
1172289	CLDN4	1
1172299	TACSTD2	1
1172301	TACSTD2	2
1172319	TACSTD2	2
1172351	TACSTD2	7
1172352	TACSTD2	1
1172371	TACSTD2	1
1172396	TACSTD2	2
1172397	TACSTD2	2
1172400	TACSTD2	2
1172406	TACSTD2	1
1172418	TACSTD2	2
1172428	TACSTD2	1
1172468	TACSTD2	1
1172471	CLDN4	1
1172491	TACSTD2	1
1172499	TACSTD2	1
1172508	CLDN4	1
1172522	TACSTD2	1
1172566	CLDN4	1
1172594	CLDN4	1
1172601	CLDN4	1
1172602	CLDN4	1
1172609	TACSTD2	1
1172609	CLDN4	1
1172647	TACSTD2	1
1172663	TACSTD2	1
1172673	TACSTD2	1
1172688	CLDN4	1
1172703	CLDN4	1
1172707	CLDN4	1
1172725	CLDN4	1
1172745	TACSTD2	2
1172749	TACSTD2	1
1172752	CLDN4	1
1172778	TACSTD2	1
1172785	TACSTD2	1
1172799	TACSTD2	1
1172805	TACSTD2	1
1172808	CLDN4	1
1172817	CLDN4	1
1172820	CLDN4	1
1172827	CLDN4	1
1172830	TACSTD2	1
1172841	CLDN4	2
1172869	CLDN4	1
1172881	CLDN4	1
1172896	TACSTD2	1
1172901	TACSTD2	1
1172909	TACSTD2	1
1172910	CLDN4	1
1172916	CLDN4	1
1172919	TACSTD2	1
1172930	CLDN4	1
1172953	TACSTD2	1
1172964	TACSTD2	1
1172986	CLDN4	1
1172999	CLDN4	1
1173012	TACSTD2	1
1173016	TACSTD2	1
1173028	TACSTD2	2
1173063	TACSTD2	1
1173066	CLDN4	1
1173070	CLDN4	1
1173076	TACSTD2	1
1173083	CLDN4	1
1173089	CLDN4	1
1173102	TACSTD2	1
1173113	TACSTD2	1
1173115	CLDN4	2
1173134	CLDN4	1
1173141	TACSTD2	1
1173147	TACSTD2	1
1173149	TACSTD2	1
1173189	CLDN4	1
1173204	CLDN4	1
1173208	TACSTD2	1
1173213	TACSTD2	2
1173223	CLDN4	1
1173245	CLDN4	1
1173248	CLDN4	1
1173257	TACSTD2	1
1173280	TACSTD2	1
1173289	TACSTD2	1
1173300	CLDN4	1
1173309	TACSTD2	1
1173316	TACSTD2	1
1173327	TACSTD2	1
1173329	CLDN4	1
1173337	CLDN4	1
1173348	TACSTD2	1
1173357	CLDN4	1
1173358	TACSTD2	1
1173360	TACSTD2	1
1173360	CLDN4	1
1173365	TACSTD2	1
1173379	CLDN4	1
1173391	TACSTD2	1
1173397	TACSTD2	1
1173400	CLDN4	1
1173413	CLDN4	1
1173414	CLDN4	1
1173418	CLDN4	1
1173430	CLDN4	1
1173433	TACSTD2	2
1173458	TACSTD2	1
1173484	TACSTD2	1
1173486	CLDN4	1
1173490	CLDN4	1
1173496	CLDN4	1
1173528	CLDN4	1
1173529	CLDN4	1
1173533	TACSTD2	1
1173538	CLDN4	1
1173545	TACSTD2	1
1173547	TACSTD2	1
1173550	TACSTD2	1
1173552	TACSTD2	2
1173579	CLDN4	1
1173599	TACSTD2	1
1173622	CLDN4	1
1173629	TACSTD2	1
1173640	TACSTD2	1
1173654	TACSTD2	1
