gene,probe,gsm,group,log2_intensity,within_array_percentile
Eomes,1435172_at,GSM2029457,60_Day_G6,7.4998,28.63
Eomes,1435172_at,GSM2029458,60_Day_G6,8.5458,40.29
Eomes,1435172_at,GSM2029459,60_Day_NT,7.7747,31.6
Eomes,1435172_at,GSM2029460,60_Day_NT,8.4763,40.63
Eomes,1435172_at,GSM2029461,60_Day_NT,7.7344,30.1
Eomes,1435172_at,GSM2029462,60_Day_NT,7.3138,23.82
Eomes,1435172_at,GSM2029463,60_Day_NT,10.0249,65.77
Eomes,1435172_at,GSM2029464,60_Day_NT,8.6156,43.58
Eomes,1435172_at,GSM2029465,60_Day_NT,8.6148,42.27
Eomes,1435172_at,GSM2029466,60_Day_NT,8.311,38.58
Krt8,1435989_x_at,GSM2029389,Normal,12.2362,90.33
Krt8,1435989_x_at,GSM2029390,Normal,11.4193,83.46
Krt8,1435989_x_at,GSM2029391,Normal,13.7839,97.1
Krt8,1435989_x_at,GSM2029392,Normal,10.5189,72.2
Krt8,1435989_x_at,GSM2029393,Normal,11.9766,88.53
Krt8,1435989_x_at,GSM2029394,Normal,10.8648,77.02
Krt8,1435989_x_at,GSM2029395,Normal,12.946,94.28
Krt8,1435989_x_at,GSM2029396,Normal,11.8404,87.64
Krt8,1435989_x_at,GSM2029397,5_Day_DC101,5.7557,13.31
Krt8,1435989_x_at,GSM2029398,5_Day_DC101,5.7051,12.28
Krt8,1435989_x_at,GSM2029399,5_Day_DC101,6.2935,17.98
Krt8,1435989_x_at,GSM2029400,5_Day_DC101,5.0972,7.19
Krt8,1435989_x_at,GSM2029401,5_Day_DC101,4.3205,5.69
Krt8,1435989_x_at,GSM2029402,5_Day_DC101,7.2345,26.65
Krt8,1435989_x_at,GSM2029403,5_Day_DC101,7.4391,27.55
Krt8,1435989_x_at,GSM2029404,5_Day_DC101,9.8726,63.61
Krt8,1435989_x_at,GSM2029405,5_Day_G6,5.4925,11.27
Krt8,1435989_x_at,GSM2029406,5_Day_G6,5.4941,11.63
Krt8,1435989_x_at,GSM2029407,5_Day_G6,8.6042,44.89
Krt8,1435989_x_at,GSM2029408,5_Day_G6,8.7106,44.28
Krt8,1435989_x_at,GSM2029409,5_Day_G6,5.2702,10.56
Krt8,1435989_x_at,GSM2029410,5_Day_G6,6.7934,19.85
Krt8,1435989_x_at,GSM2029411,5_Day_G6,7.1172,24.41
Krt8,1435989_x_at,GSM2029412,5_Day_G6,7.9217,34.66
Krt8,1435989_x_at,GSM2029413,5_Day_NT,4.6439,7.82
Krt8,1435989_x_at,GSM2029414,5_Day_NT,6.9837,22.46
Krt8,1435989_x_at,GSM2029415,5_Day_NT,5.2687,9.87
Krt8,1435989_x_at,GSM2029416,5_Day_NT,6.3078,17.3
Krt8,1435989_x_at,GSM2029417,5_Day_NT,5.0665,9.85
Krt8,1435989_x_at,GSM2029418,5_Day_NT,4.627,6.63
Krt8,1435989_x_at,GSM2029419,5_Day_NT,5.0264,7.54
Krt8,1435989_x_at,GSM2029420,5_Day_NT,3.8197,2.91
Krt8,1435989_x_at,GSM2029421,20_Day_DC101,6.7916,18.7
Krt8,1435989_x_at,GSM2029422,20_Day_DC101,7.7323,29.66
Krt8,1435989_x_at,GSM2029423,20_Day_DC101,4.6707,6.74
Krt8,1435989_x_at,GSM2029424,20_Day_DC101,6.2284,15.29
Krt8,1435989_x_at,GSM2029425,20_Day_DC101,9.9381,64.2
Krt8,1435989_x_at,GSM2029426,20_Day_DC101,7.5666,27.55
Krt8,1435989_x_at,GSM2029427,20_Day_DC101,8.1352,35.09
Krt8,1435989_x_at,GSM2029428,20_Day_DC101,7.9094,33.21
Krt8,1435989_x_at,GSM2029429,20_Day_G6,6.6833,17.45
Krt8,1435989_x_at,GSM2029430,20_Day_G6,5.5598,11.89
Krt8,1435989_x_at,GSM2029431,20_Day_G6,5.4588,10.63
Krt8,1435989_x_at,GSM2029432,20_Day_G6,4.2365,4.57
Krt8,1435989_x_at,GSM2029433,20_Day_G6,5.3226,10.88
Krt8,1435989_x_at,GSM2029434,20_Day_G6,6.5922,17.44
Krt8,1435989_x_at,GSM2029435,20_Day_G6,4.7618,7.16
Krt8,1435989_x_at,GSM2029436,20_Day_G6,4.7887,7.05
Krt8,1435989_x_at,GSM2029437,20_Day_NT,4.9364,7.83
Krt8,1435989_x_at,GSM2029438,20_Day_NT,5.6261,12.07
Krt8,1435989_x_at,GSM2029439,20_Day_NT,4.8545,8.01
Krt8,1435989_x_at,GSM2029440,20_Day_NT,5.1334,8.06
Krt8,1435989_x_at,GSM2029441,20_Day_NT,8.7721,45.14
Krt8,1435989_x_at,GSM2029442,20_Day_NT,6.0719,14.81
Krt8,1435989_x_at,GSM2029443,20_Day_NT,4.5059,6.23
Krt8,1435989_x_at,GSM2029444,20_Day_NT,4.408,5.12
Krt8,1435989_x_at,GSM2029445,60_Day_DC101,8.5353,43.48
Krt8,1435989_x_at,GSM2029446,60_Day_DC101,13.0791,94.9
Krt8,1435989_x_at,GSM2029447,60_Day_DC101,4.073,4.29
Krt8,1435989_x_at,GSM2029448,60_Day_DC101,5.0325,7.72
Krt8,1435989_x_at,GSM2029449,60_Day_DC101,7.8015,28.66
Krt8,1435989_x_at,GSM2029450,60_Day_DC101,8.4578,41.73
Krt8,1435989_x_at,GSM2029451,60_Day_G6,8.2441,36.99
Krt8,1435989_x_at,GSM2029452,60_Day_G6,7.8539,32.37
Krt8,1435989_x_at,GSM2029453,60_Day_G6,7.7731,31.52
Krt8,1435989_x_at,GSM2029454,60_Day_G6,11.3968,82.93
Krt8,1435989_x_at,GSM2029455,60_Day_G6,4.8465,7.63
Krt8,1435989_x_at,GSM2029456,60_Day_G6,5.4131,10.59
Krt8,1435989_x_at,GSM2029457,60_Day_G6,4.985,8.48
Krt8,1435989_x_at,GSM2029458,60_Day_G6,4.8089,6.33
Krt8,1435989_x_at,GSM2029459,60_Day_NT,5.9651,14.06
Krt8,1435989_x_at,GSM2029460,60_Day_NT,9.8815,63.33
Krt8,1435989_x_at,GSM2029461,60_Day_NT,8.3279,39.3
Krt8,1435989_x_at,GSM2029462,60_Day_NT,8.4322,38.93
Krt8,1435989_x_at,GSM2029463,60_Day_NT,7.0711,23.89
Krt8,1435989_x_at,GSM2029464,60_Day_NT,6.7514,18.78
Krt8,1435989_x_at,GSM2029465,60_Day_NT,5.0466,8.21
Krt8,1435989_x_at,GSM2029466,60_Day_NT,7.2877,24.89
Cd8a,1440164_x_at,GSM2029389,Normal,9.6919,61.93
Cd8a,1440164_x_at,GSM2029390,Normal,9.5574,59.15
Cd8a,1440164_x_at,GSM2029391,Normal,9.4427,57.56
Cd8a,1440164_x_at,GSM2029392,Normal,9.9454,64.22
Cd8a,1440164_x_at,GSM2029393,Normal,10.1387,66.61
Cd8a,1440164_x_at,GSM2029394,Normal,10.2672,69.1
Cd8a,1440164_x_at,GSM2029395,Normal,10.0914,67.3
Cd8a,1440164_x_at,GSM2029396,Normal,9.6336,62.42
Cd8a,1440164_x_at,GSM2029397,5_Day_DC101,10.1957,68.03
Cd8a,1440164_x_at,GSM2029398,5_Day_DC101,9.8886,63.17
Cd8a,1440164_x_at,GSM2029399,5_Day_DC101,10.1792,68.47
Cd8a,1440164_x_at,GSM2029400,5_Day_DC101,9.9686,64.34
Cd8a,1440164_x_at,GSM2029401,5_Day_DC101,10.0816,66.33
Cd8a,1440164_x_at,GSM2029402,5_Day_DC101,9.7909,62.48
Cd8a,1440164_x_at,GSM2029403,5_Day_DC101,10.6536,74.39
Cd8a,1440164_x_at,GSM2029404,5_Day_DC101,10.0746,66.48
Cd8a,1440164_x_at,GSM2029405,5_Day_G6,10.2609,68.36
Cd8a,1440164_x_at,GSM2029406,5_Day_G6,9.6183,59.44
Cd8a,1440164_x_at,GSM2029407,5_Day_G6,10.4624,71.67
Cd8a,1440164_x_at,GSM2029408,5_Day_G6,10.2952,69.59
Cd8a,1440164_x_at,GSM2029409,5_Day_G6,10.1972,68.08
Cd8a,1440164_x_at,GSM2029410,5_Day_G6,10.114,67.21
Cd8a,1440164_x_at,GSM2029411,5_Day_G6,10.5333,72.74
Cd8a,1440164_x_at,GSM2029412,5_Day_G6,10.1651,68.58
Cd8a,1440164_x_at,GSM2029413,5_Day_NT,10.1297,66.98
Cd8a,1440164_x_at,GSM2029414,5_Day_NT,9.8706,62.54
Cd8a,1440164_x_at,GSM2029415,5_Day_NT,9.8002,61.99
Cd8a,1440164_x_at,GSM2029416,5_Day_NT,9.7095,60.14
Cd8a,1440164_x_at,GSM2029417,5_Day_NT,9.8295,62.8
Cd8a,1440164_x_at,GSM2029418,5_Day_NT,9.947,63.75
Cd8a,1440164_x_at,GSM2029419,5_Day_NT,10.1931,67.48
Cd8a,1440164_x_at,GSM2029420,5_Day_NT,10.2938,68.44
Cd8a,1440164_x_at,GSM2029421,20_Day_DC101,10.3879,70.02
Cd8a,1440164_x_at,GSM2029422,20_Day_DC101,10.0209,64.24
Cd8a,1440164_x_at,GSM2029423,20_Day_DC101,10.3458,69.59
Cd8a,1440164_x_at,GSM2029424,20_Day_DC101,10.3138,69.49
Cd8a,1440164_x_at,GSM2029425,20_Day_DC101,10.1414,67.09
Cd8a,1440164_x_at,GSM2029426,20_Day_DC101,10.0927,65.15
Cd8a,1440164_x_at,GSM2029427,20_Day_DC101,10.2649,67.94
Cd8a,1440164_x_at,GSM2029428,20_Day_DC101,9.881,64.46
Cd8a,1440164_x_at,GSM2029429,20_Day_G6,10.312,68.68
Cd8a,1440164_x_at,GSM2029430,20_Day_G6,9.7146,61.15
Cd8a,1440164_x_at,GSM2029431,20_Day_G6,10.1469,66.33
Cd8a,1440164_x_at,GSM2029432,20_Day_G6,9.7597,59.84
Cd8a,1440164_x_at,GSM2029433,20_Day_G6,10.3563,70.25
Cd8a,1440164_x_at,GSM2029434,20_Day_G6,10.3902,70.07
Cd8a,1440164_x_at,GSM2029435,20_Day_G6,10.3468,69.93
Cd8a,1440164_x_at,GSM2029436,20_Day_G6,9.6842,59.61
Cd8a,1440164_x_at,GSM2029437,20_Day_NT,10.0232,64.19
Cd8a,1440164_x_at,GSM2029438,20_Day_NT,9.7225,59.1
Cd8a,1440164_x_at,GSM2029439,20_Day_NT,9.9048,63.52
Cd8a,1440164_x_at,GSM2029440,20_Day_NT,10.1829,67.23
Cd8a,1440164_x_at,GSM2029441,20_Day_NT,9.9313,63.19
Cd8a,1440164_x_at,GSM2029442,20_Day_NT,9.9115,63.01
Cd8a,1440164_x_at,GSM2029443,20_Day_NT,10.2159,67.23
Cd8a,1440164_x_at,GSM2029444,20_Day_NT,10.1654,65.64
Cd8a,1440164_x_at,GSM2029445,60_Day_DC101,10.2537,69.41
Cd8a,1440164_x_at,GSM2029446,60_Day_DC101,9.8146,62.72
Cd8a,1440164_x_at,GSM2029447,60_Day_DC101,9.9708,66.05
Cd8a,1440164_x_at,GSM2029448,60_Day_DC101,9.8976,63.67
Cd8a,1440164_x_at,GSM2029449,60_Day_DC101,10.3758,69.49
Cd8a,1440164_x_at,GSM2029450,60_Day_DC101,9.7602,61.7
Cd8a,1440164_x_at,GSM2029451,60_Day_G6,10.3246,69.45
Cd8a,1440164_x_at,GSM2029452,60_Day_G6,10.1184,66.79
Cd8a,1440164_x_at,GSM2029453,60_Day_G6,10.0578,65.83
Cd8a,1440164_x_at,GSM2029454,60_Day_G6,10.0816,66.0
Cd8a,1440164_x_at,GSM2029455,60_Day_G6,10.3816,70.22
Cd8a,1440164_x_at,GSM2029456,60_Day_G6,10.4516,72.59
Cd8a,1440164_x_at,GSM2029457,60_Day_G6,10.543,73.74
Cd8a,1440164_x_at,GSM2029458,60_Day_G6,10.6244,74.22
Cd8a,1440164_x_at,GSM2029459,60_Day_NT,10.4126,70.49
Cd8a,1440164_x_at,GSM2029460,60_Day_NT,10.2097,68.07
Cd8a,1440164_x_at,GSM2029461,60_Day_NT,10.5383,73.45
Cd8a,1440164_x_at,GSM2029462,60_Day_NT,10.1354,66.16
Cd8a,1440164_x_at,GSM2029463,60_Day_NT,10.0444,66.05
Cd8a,1440164_x_at,GSM2029464,60_Day_NT,10.3555,69.85
Cd8a,1440164_x_at,GSM2029465,60_Day_NT,10.621,73.73
Cd8a,1440164_x_at,GSM2029466,60_Day_NT,10.3827,70.08
Cd8a,1440811_x_at,GSM2029389,Normal,4.1723,5.08
Cd8a,1440811_x_at,GSM2029390,Normal,4.3441,4.95
Cd8a,1440811_x_at,GSM2029391,Normal,4.3248,6.81
Cd8a,1440811_x_at,GSM2029392,Normal,4.0072,4.25
Cd8a,1440811_x_at,GSM2029393,Normal,6.9801,20.74
Cd8a,1440811_x_at,GSM2029394,Normal,5.1069,8.63
Cd8a,1440811_x_at,GSM2029395,Normal,5.9526,14.56
Cd8a,1440811_x_at,GSM2029396,Normal,4.6993,7.77
Cd8a,1440811_x_at,GSM2029397,5_Day_DC101,4.2257,5.03
Cd8a,1440811_x_at,GSM2029398,5_Day_DC101,4.3653,5.06
Cd8a,1440811_x_at,GSM2029399,5_Day_DC101,4.5759,7.93
Cd8a,1440811_x_at,GSM2029400,5_Day_DC101,5.1152,7.3
Cd8a,1440811_x_at,GSM2029401,5_Day_DC101,5.3388,10.9
Cd8a,1440811_x_at,GSM2029402,5_Day_DC101,3.5336,3.11
Cd8a,1440811_x_at,GSM2029403,5_Day_DC101,4.2257,5.19
Cd8a,1440811_x_at,GSM2029404,5_Day_DC101,4.8022,7.82
Cd8a,1440811_x_at,GSM2029405,5_Day_G6,5.7074,12.46
Cd8a,1440811_x_at,GSM2029406,5_Day_G6,3.8012,3.48
Cd8a,1440811_x_at,GSM2029407,5_Day_G6,4.8963,8.95
Cd8a,1440811_x_at,GSM2029408,5_Day_G6,4.7929,6.22
Cd8a,1440811_x_at,GSM2029409,5_Day_G6,4.916,8.52
Cd8a,1440811_x_at,GSM2029410,5_Day_G6,4.8263,7.37
Cd8a,1440811_x_at,GSM2029411,5_Day_G6,6.9435,22.52
Cd8a,1440811_x_at,GSM2029412,5_Day_G6,4.7735,7.8
Cd8a,1440811_x_at,GSM2029413,5_Day_NT,5.7396,13.79
Cd8a,1440811_x_at,GSM2029414,5_Day_NT,3.7398,3.36
Cd8a,1440811_x_at,GSM2029415,5_Day_NT,6.1048,15.06
Cd8a,1440811_x_at,GSM2029416,5_Day_NT,4.4699,6.67
Cd8a,1440811_x_at,GSM2029417,5_Day_NT,4.7344,8.1
Cd8a,1440811_x_at,GSM2029418,5_Day_NT,6.4589,17.36
Cd8a,1440811_x_at,GSM2029419,5_Day_NT,4.3327,4.31
Cd8a,1440811_x_at,GSM2029420,5_Day_NT,4.6311,6.06
Cd8a,1440811_x_at,GSM2029421,20_Day_DC101,5.3509,9.49
Cd8a,1440811_x_at,GSM2029422,20_Day_DC101,4.4989,5.85
Cd8a,1440811_x_at,GSM2029423,20_Day_DC101,5.1554,9.25
Cd8a,1440811_x_at,GSM2029424,20_Day_DC101,4.6747,5.87
Cd8a,1440811_x_at,GSM2029425,20_Day_DC101,4.1843,4.68
Cd8a,1440811_x_at,GSM2029426,20_Day_DC101,4.3875,5.48
Cd8a,1440811_x_at,GSM2029427,20_Day_DC101,4.8904,7.38
Cd8a,1440811_x_at,GSM2029428,20_Day_DC101,4.6247,6.3
Cd8a,1440811_x_at,GSM2029429,20_Day_G6,6.7131,17.65
Cd8a,1440811_x_at,GSM2029430,20_Day_G6,4.4303,5.96
Cd8a,1440811_x_at,GSM2029431,20_Day_G6,6.7389,19.37
Cd8a,1440811_x_at,GSM2029432,20_Day_G6,3.9383,3.39
Cd8a,1440811_x_at,GSM2029433,20_Day_G6,4.2234,5.5
Cd8a,1440811_x_at,GSM2029434,20_Day_G6,4.4822,5.13
Cd8a,1440811_x_at,GSM2029435,20_Day_G6,4.4416,5.77
Cd8a,1440811_x_at,GSM2029436,20_Day_G6,4.7787,7.01
Cd8a,1440811_x_at,GSM2029437,20_Day_NT,4.5065,5.82
Cd8a,1440811_x_at,GSM2029438,20_Day_NT,5.641,12.15
Cd8a,1440811_x_at,GSM2029439,20_Day_NT,6.4914,18.04
Cd8a,1440811_x_at,GSM2029440,20_Day_NT,4.5317,5.15
Cd8a,1440811_x_at,GSM2029441,20_Day_NT,4.9542,7.68
Cd8a,1440811_x_at,GSM2029442,20_Day_NT,4.5674,6.33
Cd8a,1440811_x_at,GSM2029443,20_Day_NT,5.2388,9.83
Cd8a,1440811_x_at,GSM2029444,20_Day_NT,6.1278,14.14
Cd8a,1440811_x_at,GSM2029445,60_Day_DC101,5.0815,9.25
Cd8a,1440811_x_at,GSM2029446,60_Day_DC101,4.3561,5.02
Cd8a,1440811_x_at,GSM2029447,60_Day_DC101,4.4182,5.82
Cd8a,1440811_x_at,GSM2029448,60_Day_DC101,4.8629,6.77
Cd8a,1440811_x_at,GSM2029449,60_Day_DC101,4.8885,6.58
Cd8a,1440811_x_at,GSM2029450,60_Day_DC101,6.3452,17.36
Cd8a,1440811_x_at,GSM2029451,60_Day_G6,4.4283,5.0
Cd8a,1440811_x_at,GSM2029452,60_Day_G6,3.9607,3.85
Cd8a,1440811_x_at,GSM2029453,60_Day_G6,4.0815,4.27
Cd8a,1440811_x_at,GSM2029454,60_Day_G6,4.5342,5.89
Cd8a,1440811_x_at,GSM2029455,60_Day_G6,5.5416,11.6
Cd8a,1440811_x_at,GSM2029456,60_Day_G6,7.2506,24.4
Cd8a,1440811_x_at,GSM2029457,60_Day_G6,5.4832,11.2
Cd8a,1440811_x_at,GSM2029458,60_Day_G6,5.2784,8.75
Cd8a,1440811_x_at,GSM2029459,60_Day_NT,5.1558,9.47
Cd8a,1440811_x_at,GSM2029460,60_Day_NT,5.4728,10.36
Cd8a,1440811_x_at,GSM2029461,60_Day_NT,5.021,7.87
Cd8a,1440811_x_at,GSM2029462,60_Day_NT,4.6938,6.04
Cd8a,1440811_x_at,GSM2029463,60_Day_NT,5.3865,11.46
Cd8a,1440811_x_at,GSM2029464,60_Day_NT,4.7306,6.21
Cd8a,1440811_x_at,GSM2029465,60_Day_NT,5.2502,9.31
Cd8a,1440811_x_at,GSM2029466,60_Day_NT,4.935,7.92
Cd8a,1444078_at,GSM2029389,Normal,8.3289,41.24
Cd8a,1444078_at,GSM2029390,Normal,7.8119,31.66
Cd8a,1444078_at,GSM2029391,Normal,7.0546,24.81
Cd8a,1444078_at,GSM2029392,Normal,7.2428,25.03
Cd8a,1444078_at,GSM2029393,Normal,7.6919,28.2
Cd8a,1444078_at,GSM2029394,Normal,7.4923,26.91
Cd8a,1444078_at,GSM2029395,Normal,7.5166,28.81
Cd8a,1444078_at,GSM2029396,Normal,7.7357,33.4
Cd8a,1444078_at,GSM2029397,5_Day_DC101,7.589,29.04
Cd8a,1444078_at,GSM2029398,5_Day_DC101,6.5073,17.59
Cd8a,1444078_at,GSM2029399,5_Day_DC101,7.5404,31.12
Cd8a,1444078_at,GSM2029400,5_Day_DC101,7.9834,31.11
Cd8a,1444078_at,GSM2029401,5_Day_DC101,7.2099,25.52
Cd8a,1444078_at,GSM2029402,5_Day_DC101,7.3005,27.48
Cd8a,1444078_at,GSM2029403,5_Day_DC101,7.832,33.07
Cd8a,1444078_at,GSM2029404,5_Day_DC101,7.7116,31.46
Cd8a,1444078_at,GSM2029405,5_Day_G6,7.7936,31.58
Cd8a,1444078_at,GSM2029406,5_Day_G6,7.6449,30.22
Cd8a,1444078_at,GSM2029407,5_Day_G6,8.1255,37.48
Cd8a,1444078_at,GSM2029408,5_Day_G6,8.3576,38.33
Cd8a,1444078_at,GSM2029409,5_Day_G6,8.0267,35.69
Cd8a,1444078_at,GSM2029410,5_Day_G6,7.6146,29.25
Cd8a,1444078_at,GSM2029411,5_Day_G6,7.0695,23.85
Cd8a,1444078_at,GSM2029412,5_Day_G6,7.9914,35.74
Cd8a,1444078_at,GSM2029413,5_Day_NT,7.0948,24.6
Cd8a,1444078_at,GSM2029414,5_Day_NT,8.1153,36.75
Cd8a,1444078_at,GSM2029415,5_Day_NT,7.0506,23.01
Cd8a,1444078_at,GSM2029416,5_Day_NT,5.8071,13.95
Cd8a,1444078_at,GSM2029417,5_Day_NT,6.6933,20.38
Cd8a,1444078_at,GSM2029418,5_Day_NT,7.621,28.91
Cd8a,1444078_at,GSM2029419,5_Day_NT,7.5058,26.11
Cd8a,1444078_at,GSM2029420,5_Day_NT,7.7332,29.38
Cd8a,1444078_at,GSM2029421,20_Day_DC101,8.2951,36.55
Cd8a,1444078_at,GSM2029422,20_Day_DC101,7.3419,24.68
Cd8a,1444078_at,GSM2029423,20_Day_DC101,7.7022,29.56
Cd8a,1444078_at,GSM2029424,20_Day_DC101,8.8631,46.03
Cd8a,1444078_at,GSM2029425,20_Day_DC101,7.9003,33.11
Cd8a,1444078_at,GSM2029426,20_Day_DC101,7.0624,22.21
Cd8a,1444078_at,GSM2029427,20_Day_DC101,7.2475,23.75
Cd8a,1444078_at,GSM2029428,20_Day_DC101,7.1504,23.72
Cd8a,1444078_at,GSM2029429,20_Day_G6,7.8409,29.75
Cd8a,1444078_at,GSM2029430,20_Day_G6,7.6775,31.23
Cd8a,1444078_at,GSM2029431,20_Day_G6,7.2868,24.8
Cd8a,1444078_at,GSM2029432,20_Day_G6,7.5782,27.0
Cd8a,1444078_at,GSM2029433,20_Day_G6,7.0955,24.23
Cd8a,1444078_at,GSM2029434,20_Day_G6,8.2556,36.96
Cd8a,1444078_at,GSM2029435,20_Day_G6,6.9723,21.83
Cd8a,1444078_at,GSM2029436,20_Day_G6,7.9183,31.71
Cd8a,1444078_at,GSM2029437,20_Day_NT,7.1485,23.11
Cd8a,1444078_at,GSM2029438,20_Day_NT,7.6013,28.17
Cd8a,1444078_at,GSM2029439,20_Day_NT,7.106,23.27
Cd8a,1444078_at,GSM2029440,20_Day_NT,7.7611,28.91
Cd8a,1444078_at,GSM2029441,20_Day_NT,8.0384,33.7
Cd8a,1444078_at,GSM2029442,20_Day_NT,8.0846,35.16
Cd8a,1444078_at,GSM2029443,20_Day_NT,6.2211,15.57
Cd8a,1444078_at,GSM2029444,20_Day_NT,8.0938,32.7
Cd8a,1444078_at,GSM2029445,60_Day_DC101,7.1541,24.14
Cd8a,1444078_at,GSM2029446,60_Day_DC101,7.7362,30.46
Cd8a,1444078_at,GSM2029447,60_Day_DC101,7.1915,25.42
Cd8a,1444078_at,GSM2029448,60_Day_DC101,8.0486,33.56
Cd8a,1444078_at,GSM2029449,60_Day_DC101,7.6973,27.31
Cd8a,1444078_at,GSM2029450,60_Day_DC101,6.9984,22.66
Cd8a,1444078_at,GSM2029451,60_Day_G6,7.5742,27.54
Cd8a,1444078_at,GSM2029452,60_Day_G6,7.4593,27.24
Cd8a,1444078_at,GSM2029453,60_Day_G6,7.4106,27.11
Cd8a,1444078_at,GSM2029454,60_Day_G6,7.5285,27.34
Cd8a,1444078_at,GSM2029455,60_Day_G6,7.7857,31.21
Cd8a,1444078_at,GSM2029456,60_Day_G6,7.4577,26.8
Cd8a,1444078_at,GSM2029457,60_Day_G6,7.7378,31.91
Cd8a,1444078_at,GSM2029458,60_Day_G6,7.8946,30.02
Cd8a,1444078_at,GSM2029459,60_Day_NT,7.9832,34.52
Cd8a,1444078_at,GSM2029460,60_Day_NT,8.2287,36.74
Cd8a,1444078_at,GSM2029461,60_Day_NT,7.46,26.47
Cd8a,1444078_at,GSM2029462,60_Day_NT,7.4939,25.82
Cd8a,1444078_at,GSM2029463,60_Day_NT,7.8022,32.68
Cd8a,1444078_at,GSM2029464,60_Day_NT,8.1423,36.05
Cd8a,1444078_at,GSM2029465,60_Day_NT,7.5188,26.52
Cd8a,1444078_at,GSM2029466,60_Day_NT,7.7197,30.07
Epcam,1447899_x_at,GSM2029389,Normal,11.056,79.4
Epcam,1447899_x_at,GSM2029390,Normal,11.1971,81.17
Epcam,1447899_x_at,GSM2029391,Normal,11.698,85.76
Epcam,1447899_x_at,GSM2029392,Normal,11.7608,86.5
Epcam,1447899_x_at,GSM2029393,Normal,12.2182,90.47
Epcam,1447899_x_at,GSM2029394,Normal,11.5798,85.0
Epcam,1447899_x_at,GSM2029395,Normal,11.9072,88.01
Epcam,1447899_x_at,GSM2029396,Normal,10.8146,77.66
Epcam,1447899_x_at,GSM2029397,5_Day_DC101,11.9353,88.18
Epcam,1447899_x_at,GSM2029398,5_Day_DC101,12.6871,93.28
Epcam,1447899_x_at,GSM2029399,5_Day_DC101,11.2618,81.47
Epcam,1447899_x_at,GSM2029400,5_Day_DC101,11.3402,82.59
Epcam,1447899_x_at,GSM2029401,5_Day_DC101,12.2265,90.23
Epcam,1447899_x_at,GSM2029402,5_Day_DC101,12.3017,90.75
Epcam,1447899_x_at,GSM2029403,5_Day_DC101,12.3823,91.33
Epcam,1447899_x_at,GSM2029404,5_Day_DC101,11.8994,87.5
Epcam,1447899_x_at,GSM2029405,5_Day_G6,11.6233,85.12
Epcam,1447899_x_at,GSM2029406,5_Day_G6,11.8341,87.19
Epcam,1447899_x_at,GSM2029407,5_Day_G6,12.4963,92.05
Epcam,1447899_x_at,GSM2029408,5_Day_G6,12.6595,93.04
Epcam,1447899_x_at,GSM2029409,5_Day_G6,12.0766,89.04
Epcam,1447899_x_at,GSM2029410,5_Day_G6,12.7534,93.42
Epcam,1447899_x_at,GSM2029411,5_Day_G6,12.4521,91.76
Epcam,1447899_x_at,GSM2029412,5_Day_G6,12.3254,90.94
Epcam,1447899_x_at,GSM2029413,5_Day_NT,12.4176,91.39
Epcam,1447899_x_at,GSM2029414,5_Day_NT,12.1524,89.71
Epcam,1447899_x_at,GSM2029415,5_Day_NT,11.883,87.54
Epcam,1447899_x_at,GSM2029416,5_Day_NT,11.6076,84.76
Epcam,1447899_x_at,GSM2029417,5_Day_NT,11.8187,86.84
Epcam,1447899_x_at,GSM2029418,5_Day_NT,12.4314,91.69
Epcam,1447899_x_at,GSM2029419,5_Day_NT,12.5695,92.5
Epcam,1447899_x_at,GSM2029420,5_Day_NT,12.2169,90.26
Epcam,1447899_x_at,GSM2029421,20_Day_DC101,12.1099,89.87
Epcam,1447899_x_at,GSM2029422,20_Day_DC101,12.4834,92.16
Epcam,1447899_x_at,GSM2029423,20_Day_DC101,12.5286,92.35
Epcam,1447899_x_at,GSM2029424,20_Day_DC101,11.7728,87.25
Epcam,1447899_x_at,GSM2029425,20_Day_DC101,12.3341,91.2
Epcam,1447899_x_at,GSM2029426,20_Day_DC101,12.2792,90.86
Epcam,1447899_x_at,GSM2029427,20_Day_DC101,12.3384,91.29
Epcam,1447899_x_at,GSM2029428,20_Day_DC101,11.2205,81.68
Epcam,1447899_x_at,GSM2029429,20_Day_G6,12.3621,91.53
Epcam,1447899_x_at,GSM2029430,20_Day_G6,11.4808,83.81
Epcam,1447899_x_at,GSM2029431,20_Day_G6,12.0709,89.13
Epcam,1447899_x_at,GSM2029432,20_Day_G6,12.0794,89.34
Epcam,1447899_x_at,GSM2029433,20_Day_G6,11.6467,85.45
Epcam,1447899_x_at,GSM2029434,20_Day_G6,12.7643,93.68
Epcam,1447899_x_at,GSM2029435,20_Day_G6,11.8368,87.14
Epcam,1447899_x_at,GSM2029436,20_Day_G6,12.2671,90.88
Epcam,1447899_x_at,GSM2029437,20_Day_NT,12.1913,90.31
Epcam,1447899_x_at,GSM2029438,20_Day_NT,11.5734,84.45
Epcam,1447899_x_at,GSM2029439,20_Day_NT,12.0033,88.53
Epcam,1447899_x_at,GSM2029440,20_Day_NT,11.6874,85.71
Epcam,1447899_x_at,GSM2029441,20_Day_NT,11.9651,88.42
Epcam,1447899_x_at,GSM2029442,20_Day_NT,12.1262,89.69
Epcam,1447899_x_at,GSM2029443,20_Day_NT,12.0232,88.71
Epcam,1447899_x_at,GSM2029444,20_Day_NT,11.7614,86.59
