dataset,contrast,gene,unit,n_positive,n_negative,positive_median,negative_median,positive_mean,negative_mean,mann_whitney_u,auc_positive_gt_negative,rank_biserial,exact_permutation_p,bh_q_across_primary_markers
GSE179730,clinical_benefit_vs_progression,TACSTD2,log2(CPM+1),6,5,0.0,0.0,0.03702737447393236,0.13262898567089937,14.0,0.4666666666666667,-0.06666666666666665,0.7272727272727273,0.7272727272727273
GSE179730,clinical_benefit_vs_progression,CLDN4,log2(CPM+1),6,5,0.0,0.45126611983869735,0.04259272614004982,0.3787262660444353,4.0,0.13333333333333333,-0.7333333333333334,0.045454545454545456,0.09090909090909091
GSE179730,pathologic_responder_vs_stable_or_progression,TACSTD2,log2(CPM+1),3,8,0.0,0.0,0.07405474894786472,0.0828931160443121,14.0,0.5833333333333334,0.16666666666666674,1.0,
GSE179730,pathologic_responder_vs_stable_or_progression,CLDN4,log2(CPM+1),3,8,0.0,0.2237685158654404,0.03904714362909719,0.254005782021898,6.0,0.25,-0.5,0.24848484848484848,
