predictor	endpoint	n_Q4	n_Q1	median_Q4	median_Q1	delta	U	p	rank_biserial
CLDN4_quartile	CD8A	23	23	0.068949639	0.332570125	-0.263620486	86.0	9.209986896932963e-05	-0.6748582230623819
CLDN4_quartile	CD274	23	23	0.038778498	0.040313994	-0.0015354959999999973	291.0	0.5678649632170945	0.10018903591682427
CLDN4_quartile	TACSTD2	23	23	0.720886665	0.568839755	0.15204691000000004	363.0	0.031320274455990685	0.3724007561436673
