gene_x	gene_y	gpl_symbol	kind	n	n_luad	rho	p	ci_low	ci_high	rho_adj	p_adj	verdict_unadj	verdict_adj
CLDN4	CD8A	CD8A	primary	90	90	-0.40260937564308347	8.356366549925122e-05	-0.5681410704797204	-0.2114714557816771	-0.39216756798185487	0.00014420576499969603	HOLDS	HOLDS
CLDN4	CD274	PDCD1LG1	primary	90	90	0.025344692760423098	0.8125652879700818	-0.18051003785473152	0.22773515036546568	-0.04804801900536665	0.6547778576534261	NO_EVIDENCE	NO_EVIDENCE
CLDN4	TACSTD2	TACSTD2	companion	90	90	0.23162530353541588	0.028046181367283388	0.013654121974957054	0.4227886806772905	0.15874107029839263	0.13732443985390172	OPPOSITE	NO_EVIDENCE
