accession	sample	group	Cldn4	Sting1	Cgas	Stk11	NHEJ	STING_core	STING_ISG	Actb	Aplf	Aptx	Cxcl10	Dclre1c	Gapdh	Ifit1	Ifnb1	Ikbke	Irf3	Irf7	Isg15	Lig4	Mx1	Nhej1	Pnkp	Poll	Polm	Prkdc	Rsad2	Stat1	Tbk1	Xrcc4	Xrcc5	Xrcc6	design	Paxx
GSE164758	KL35	KL	4.124410855970138	5.333030087628917	0.6861643260613592	3.813832486128809	0.11852090500636064	0.17004438988430076	-0.06222544690319032	9.661680133671627	1.7786291258955675	2.1495845531581366	2.412239566263399	1.1276332797258737	0.7999162029890141	1.860764202628828	0.0	2.456543339312471	4.734601244696875	2.464145456691186	3.4705368650925825	2.4222330006830477	1.8237493603082728	2.811265503776744	3.3090306297887486	2.70310069960416	1.9523335663696857	1.3589588258323293	0.42760617278189944	5.740172024799454	3.847696313775263	3.8423754882062875	4.744376407120827	4.16100083748324	autochthonous_primary_tumor	
GSE164758	Kras493_LJE19	K	2.699773705184328	4.687284691917842	0.8302553241676829	3.816599706534912	0.01760254651987653	-0.34829984317062596	-0.4215679776778864	8.839206938082677	1.8249714654562263	2.023610215182645	1.8217102150346742	1.1110313123887439	0.5868848128521847	1.6653927710418914	0.0	1.7651103618795847	3.6886279834868527	1.5753123306874368	1.790355013710841	2.7678666321766285	1.4249220882106879	2.487743583019698	2.645932176281792	1.7189643357595386	1.7145752388516258	1.5109619192773793	0.5597365244329826	4.242907322122992	3.729008870337863	3.853895872285044	4.941294149634398	3.9296963295837237	autochthonous_primary_tumor	
GSE164758	Kras494_LJE20	K	3.987866548987221	4.1906148602094975	0.5567972465927431	3.924575003392735	0.09300626339667266	-0.6769057075300212	-0.9428216418505848	9.100683361730583	2.023610215182645	1.7642612182171138	0.4168397419128292	0.9811219897943106	0.6590111711981499	1.3091761874785144	0.0	1.6535186707535996	3.973060172804084	1.2060180040208957	1.903038270112912	2.680999407175707	1.8168044748328767	2.872434795840223	2.678522676883494	1.8387501183331383	1.8647309223147512	1.274410769317838	0.2558028366027179	2.9597701552114675	3.8631455429893995	4.1048398377681785	5.333924582555388	4.089074364729987	autochthonous_primary_tumor	
GSE164758	Kras496_LJE21	K	0.7407117333991009	5.272881680631093	0.6590111711981499	3.7053144410863785	-0.13323111014381073	-0.4240951113890574	0.5543021006561988	8.624550569801581	1.8902521151570686	1.8800977497219742	2.721810104914037	1.3368546391254652	0.5646220524369807	2.765746891799855	0.0	1.4818155736178629	3.5046203924035524	1.860764202628828	2.9732438971011663	2.75595576955096	1.274410769317838	2.2488384016402487	2.689299160535892	2.0545012161825604	1.403267722339301	1.4308204965197713	1.299244657796073	4.9041468676630915	3.7891032175013817	3.695102985640479	5.215950338110103	3.857582955384148	autochthonous_primary_tumor	
GSE164758	Kras500_LJE22	K	3.390530122266034	4.171847313573341	0.7916057247045515	4.236033332005834	0.6208381861984978	0.5692560865894644	-0.05597683453774553	8.84709180745054	2.1080225625164055	1.928275561611935	1.7026575433909108	1.3196179342001613	1.12366619645382	1.9541963103868751	0.0	2.0928839656784843	4.137913322088407	1.7895206036003115	2.3983503703459648	2.6271398709655505	2.4709272574751266	2.707524790899608	2.5444853862360906	2.0464910601940334	2.2094533656289497	1.6599245584023783	0.2228045610452611	4.669083474105809	4.364012053558614	4.198101209324823	4.89975568612361	4.444932048942182	autochthonous_primary_tumor	
GSE164758	Kras502_LJE23	K	1.5053828490623045	4.149096744179394	0.41467678042688605	3.8876227468431677	-0.4078718230704977	-1.3039209760223063	-1.1698387192985333	9.484285181261361	2.0527636572095633	2.105007524760974	0.5008020530571576	0.8479969065549501	0.4425454561053042	1.3928669162307998	0.0	0.6516831806321093	3.9552197953512658	1.2515676206082471	1.9811219897943106	2.3892914620069723	0.8757800630684881	2.9028453835505696	2.429749850800216	1.5631581304028077	1.3351402063142133	1.0122110839508744	0.11103131238874395	3.1842802944193824	3.8248696628918197	4.215057280904574	4.817316268460185	3.717319988815573	autochthonous_primary_tumor	
GSE164758	Kras504_LJE24	K	1.3988975712024732	4.322360838491334	0.552868871011303	3.2834773419377563	-0.24795909805319427	-1.285656395913891	-1.3559113919816004	8.425941789723133	2.0593552776164215	1.876566058751721	0.12697285625776553	1.1196881745191958	0.4823320207473761	1.269033146455237	0.0	0.925999418556223	3.5236874023455913	0.9388503370060636	1.0482361856528477	2.7463127664254587	1.0840642647884746	2.438292851579147	2.0257375614136084	1.3328511220721542	0.9619936774202551	1.4016304665847406	0.1801478611584286	3.1710466614406383	3.6964390206557534	4.170485940449364	5.197472275723935	3.9220075066795017	autochthonous_primary_tumor	
GSE164758	Kras511_LJE26	K	1.8832297890327316	4.095840049400489	0.4977400886090932	2.7784188664707417	0.453005150864207	-1.0494020061776212	-1.0640380202514943	7.500483401473115	2.1273031057821306	2.120351940365222	0.7294440068336633	1.8867452247421088	0.3617683594191533	1.5205479681065772	0.0	1.4724877714627436	3.468452986364805	0.9456077031813724	1.1355348697611896	2.961067626267791	1.366252263699564	2.259121806057679	1.5134907455881181	0.922958964236172	1.1348780543431114	1.6690267655096307	0.3080113145521776	3.1602748314085933	3.8613599063221953	4.312011631059839	5.130519083027338	4.219168520462161	autochthonous_primary_tumor	
GSE164758	Kras513_LJE28	K	2.1567201996518173	4.98509051552989	0.6097549621724434	3.444004398583098	-0.12818076834960498	-0.6052889639740228	-0.11074515791484371	8.479000108749936	1.849999259466098	1.9471050515678745	2.183010036762247	1.6825732973475784	0.41359408240917517	1.8355199013869357	0.0	1.0710761620109588	3.3655525716343972	1.7189643357595386	1.8507994231254834	2.9007219275641147	1.54399071966485	2.039840264531791	2.2317395935957007	1.120351940365222	1.6470842126289538	1.4259963213510791	0.6825732973475784	5.0576668767997095	3.9306427315075134	3.850199341990639	5.077285732157413	3.8156778893605305	autochthonous_primary_tumor	
GSE164758	Kras514_LJE29	K	2.358396261956654	5.038611766764447	0.9320611713434245	3.660723298114023	0.16897201124688752	-0.11384737864991812	-1.212707357946839	9.069285952827627	2.2761988650322413	1.9571717072463906	1.2240402742179304	1.258217389536018	0.6951029856404789	1.1814206402801417	0.0	1.36513259345253	3.7013272574129408	0.7277026728372383	1.5230600617952494	2.6728778811975675	0.662661255475094	1.900721927564115	2.4481080437105556	1.7949356628035362	1.8330924834712123	1.2159891541467205	0.2880632003253163	3.492237763720539	3.7875369432829555	4.016050534569629	5.0133729260785	4.597531174224212	autochthonous_primary_tumor	
GSE164758	KL25	KL	3.6835841779501113	5.172327491657617	0.6879564940444818	3.8876227468431677	0.0011956891250153128	0.3090817880804592	1.2530281909410452	9.56797128160717	1.4941595637128438	1.987684677566761	2.8011586560936985	0.9612528840582077	0.7578766597478961	2.8587767453081927	0.0	1.9701173976055	4.7076904306985865	3.259423152281415	4.229280279058734	2.711494906650088	2.176322772640463	2.855989697308481	3.594190219861658	2.572647178287917	2.0898370901196204	1.2461040098839165	1.0786098346963664	5.848021953126437	3.8745019060672066	3.5438670265159864	4.565536249946114	4.1756044381193576	autochthonous_primary_tumor	
GSE164758	KL26	KL	2.9180045185978747	5.1649069266756875	0.6986629998858844	3.6580972053513716	-0.2588755008185109	0.19368439979774082	0.6204923990643059	9.490375581326413	1.5265696604977834	1.8702660703959828	1.8519988371124463	0.892196710465485	0.37183761733042053	2.4412178632621138	0.0	2.097947835534833	4.464210818342161	2.4507493755374963	3.3914927899807217	2.665620164066381	1.9902287934260117	2.7261772795547006	3.1223414075261195	2.5005471374206802	1.7961824107200046	1.3103401206121505	1.1263121303287038	4.960928667311696	3.816497311486011	3.5736168943660256	4.6590111711981494	4.1254031378050176	autochthonous_primary_tumor	
GSE164758	KL27	KL	3.3923174227787602	5.105636177453342	0.9343277783153695	3.7526415625825074	-0.17370048027167329	0.5012577326742591	0.15894523752835646	9.603344454149925	1.9176227017262828	1.8172139242583265	1.6803243568440163	0.8937505017205659	0.5058909297299573	2.026445980303801	0.0	1.8003304729246357	4.728736843366021	2.3859831592978056	3.1689628840069286	2.5909612413425993	2.0840642647884744	2.834711215804725	3.4706670076248876	2.5263192578171427	1.8639384504239715	1.1972363549187066	0.4404207207567671	4.728192635498048	3.8255821300329163	3.5994368230321405	4.483815777264256	4.174326515173915	autochthonous_primary_tumor	
GSE164758	KL28	KL	3.483106344967175	5.105384749247602	0.9145645234939396	3.6726516293283846	-0.24248595023688235	0.5240438059136503	-0.261992052838006	9.739851477262748	1.7420062108667362	1.9836776946980672	1.6672109124808707	0.8188505608954335	0.3807294485035485	1.7402799826728832	0.0	2.0738202332916713	4.6716896628400315	1.9953036053352438	2.939414661300718	2.7246502717329673	1.3912178076028974	2.7482465302666963	3.32955418726354	2.5506544499458608	1.6196477669308753	1.1123665230725632	0.34482849699744117	4.49812318975077	3.8081790837714706	3.618943383301834	4.505890929729957	4.035799837423261	autochthonous_primary_tumor	
GSE164758	KL29	KL	2.2854022188622483	4.812908898561753	0.7924389300646378	3.8422749064067636	0.09939432710696955	0.38278732722942166	0.13315968183979993	9.239584209624303	1.6690267655096307	1.9829479551575266	1.2666366425139892	0.9130329999521413	0.8559896973084807	2.0576235584781313	0.0	2.1551015581257027	4.776156640216047	2.6028844087184186	3.4059923596758366	2.561692721398309	1.411968510360133	2.8890840985981496	3.352758525040637	2.6002697535090045	2.1193561770396756	1.360645202460216	0.903809558578697	4.270005590197837	3.8660177614361637	3.6477749931261774	4.747978106904452	4.1815001517046095	autochthonous_primary_tumor	
GSE164758	KL30	KL	4.564500115654514	5.432458384509866	0.7527485914071338	4.1951113297886415	-0.2150701671631453	0.8781592381376944	1.124106452207051	9.737252414003153	1.729008870337863	1.9880483974831935	3.0636755031628784	0.963474123974886	0.6424705373158217	2.645932176281792	0.0	2.4494293141031993	4.866957418524278	3.503603156302259	4.01818904901106	2.4709272574751266	2.023255352300303	2.75745001623129	3.5642562111668856	2.510202406208567	1.9667995846272035	1.2345013205622104	0.7899378689801948	6.155708761535761	3.9759969576164433	3.4651908879259823	4.299830761822371	4.165429620424185	autochthonous_primary_tumor	
GSE164758	KL32	KL	4.741197298571427	5.471512648045499	0.8065302892595657	3.931493962749175	-0.06172249044327188	0.9869045329296744	1.5079095083898169	9.777201058973596	1.6803243568440163	1.8483975995281934	3.3841879893574887	1.2678353920976149	0.5069065545806933	2.978744774536682	0.0	2.651912744645783	4.7462590137459735	3.8293421939028027	4.191562650700756	2.6417772116921188	2.6843699290130068	2.7441610955704103	3.570827201963689	2.4982508675278257	2.0693584632238227	1.3895668117627256	0.6771699388182449	6.537249467661232	3.9698412044313263	3.5626698261027023	4.415217824888839	4.017209290032223	autochthonous_primary_tumor	
GSE164758	KL34	KL	4.4664313543799095	5.503571356113998	0.7277026728372383	4.103161894986696	0.15494547673508446	0.9465240983667342	0.9150859139176445	9.762171059242672	1.5464623581670918	2.0755326311673574	3.437360921007709	1.2497487150835689	0.6780719051126377	2.225583428756854	0.0	2.713695814843359	4.797583715483616	2.945607703181372	3.73833550385093	2.3857071246579338	2.381560254769462	2.983312871067121	3.4368281188445526	2.6964390206557534	2.1731274334806563	1.3956112485038024	0.3334237337251918	6.713901977947654	3.9803909560614716	3.45048545986112	4.64587455030903	4.252627590772562	autochthonous_primary_tumor	
GSE164758	KL35	KL	4.124410855970138	5.333030087628917	0.6861643260613592	3.813832486128809	0.2601377373573814	0.5157173731083707	0.3285696697533154	9.661680133671627	1.7786291258955675	2.1495845531581366	2.412239566263399	1.1276332797258737	0.7999162029890141	1.860764202628828	0.0	2.456543339312471	4.734601244696875	2.464145456691186	3.4705368650925825	2.4222330006830477	1.8237493603082728	2.811265503776744	3.3090306297887486	2.70310069960416	1.9523335663696857	1.3589588258323293	0.42760617278189944	5.740172024799454	3.847696313775263	3.8423754882062875	4.744376407120827	4.16100083748324	autochthonous_primary_tumor	
GSE164758	KP109_LJE3	KP	4.153805336079036	3.782618243736098	0.5018212654209103	4.277240898332068	-0.1313692013249432	-1.4034306466161663	-1.3037620868844024	9.187121916525758	2.3007094716500966	1.7990873060740036	0.43295940727610627	1.0468402542029724	0.6031218698399965	2.1332347063571437	0.0	0.6959938131099002	3.8619553641448694	1.820485342986379	2.343692069179019	2.4374940908089657	0.8702660703959826	2.333423733725192	3.2963105607080925	1.8535965062025126	1.954568570752994	1.4604804700400107	0.33456827566613295	3.2149019101606964	4.056149961108141	3.926758531986465	4.944671070647734	4.508175081032674	autochthonous_primary_tumor	
GSE164758	KP115_LJE4	KP	4.262959263510233	4.6002697535090045	0.8773516264492625	4.110446768909197	0.2746103757977749	-0.778064803500871	-1.2255624269836654	9.277582651576553	2.354734239970604	1.6313371441274813	0.43509515162009715	1.3132458517875616	1.1699250014423124	1.5670586262991952	0.0	1.228972569760161	4.219865493307409	1.4756037446845998	1.76000798683207	2.604783004209917	2.1628545281905103	3.0837239663930083	2.7316177228406215	1.9145645234939397	2.090175949790207	1.3184614651675828	0.4092551466848378	3.226662655661173	3.972141200200944	4.199750856715837	5.623457213121167	4.6077445666919825	autochthonous_primary_tumor	
GSE164758	KP116_LJE5	KP	3.5108353615299506	4.195977458642588	0.5577776713949258	4.155344470157856	0.13516857306253513	-1.271639120473191	-1.2905953674391033	8.867939694788799	2.011853405743789	1.9111163063782193	0.48645695576873105	1.1170300530101869	0.87263179113525	2.16800012451782	0.0	0.8024000401148393	3.8545941516615954	1.7878503341912995	2.425190721493447	2.5157629055412007	0.7739963251111731	2.672199019115766	3.0679828301843024	2.440686483867197	2.2424500736777015	1.465713319595964	0.27381424458703657	3.538414002087416	4.023166622939539	3.942139121211476	5.051546119577927	4.285993972373781	autochthonous_primary_tumor	
GSE164758	KP119_LJE6	KP	4.014087441064139	4.222495467302056	0.9811219897943106	3.6638000155317627	0.37732731760438454	-0.7700538195156439	-1.387767392964038	8.715251618309855	1.866314561377047	1.6424705373158217	0.3961594890731545	1.4103411046140875	1.065572311593622	2.0068365773966583	0.0	1.6672109124808707	4.146003451138925	1.3109217352303437	1.6708403358815618	3.1009776477248208	0.765534746362977	2.7355221772965375	2.54399071966485	1.8984018599921932	2.036327491817765	1.8535965062025126	0.8937505017205659	2.845791103713712	3.9811219897943104	4.127633279725874	5.289908220707337	4.539220861173239	autochthonous_primary_tumor	
GSE164758	KP137_LJE7	KP	3.5531147081152272	4.802916968366057	1.2473199349798196	3.7343302702514034	-0.04583808552754781	-0.41993617400606514	-0.3648551395776828	9.09599296747652	2.4369613378336026	1.7949356628035362	3.1345495344644543	1.2159891541467205	0.6762674082658896	2.666074842620693	0.07313470463021537	1.7506065048355925	3.9065058256260032	2.094911647025467	2.5784557217795716	2.7710404144367784	1.3487989596121075	2.315566230318949	2.795974694206668	1.6341285575250406	1.74416109557041	1.59741198755465	0.848798181244189	5.19503256501146	4.05528243550119	3.9941271140031285	5.101355927246515	4.338353098387148	autochthonous_primary_tumor	
GSE164758	KP138_LJE8	KP	4.106683323579771	5.056930288382672	0.9568001180515765	3.618943383301834	0.15907979650025808	-0.0817266846095574	0.03995446013778553	9.099124221376293	2.256406853794245	1.6266727526059934	3.1066833235797717	1.3126651735583943	0.7924389300646378	3.5932342386846994	0.08406426478847455	2.23204671335011	3.868094079915283	2.564622052436981	3.4059923596758366	3.2550474593191705	0.925999418556223	2.652830635588716	2.4926223285744458	1.4833643607133495	1.5553253589892455	1.6285403192627603	1.5538519681811258	6.200104107309143	4.262357983984618	4.180466161223898	5.302903907566103	4.465125570663226	autochthonous_primary_tumor	
GSE164758	KP96_LJE1	KP	4.27135096956878	5.2873614734435925	0.8213020398895298	3.727702672837238	-0.28035496384819264	-0.4350118453924686	0.10352161409734892	9.497989514970488	2.1384868442748064	1.6973290237937193	3.166233395051299	0.9963887464476212	0.8375396343794035	4.134713803754798	0.0	2.540771246089236	3.871350840634026	3.568275371788277	4.040278760337996	2.903038270112912	1.761710784363344	2.308302620972327	2.4740465993193057	1.8914191868460786	1.6848187375532226	1.372952097911829	1.688404188397458	6.1408399935537235	3.9928590494706837	4.016407173849831	5.091953658441642	4.271425676092934	autochthonous_primary_tumor	
GSE164758	KP97_LJE2	KP	4.884988577651235	4.954289384483929	0.7484612330040358	4.155506388793367	0.13451761966528575	-0.5749852371602161	-0.6727751132304012	9.46539702614215	2.1775989293277336	1.557287542278308	1.7676547982373463	1.3248106034204836	0.6125884066987176	2.596696660687228	0.0	2.3986239967177454	3.8850862252901703	2.716551985049292	3.3174487937511006	2.870266070395983	1.3109217352303437	2.667438019138701	2.6843699290130068	2.1463293734357785	1.9601409803107686	1.591679416935737	0.8765660587517208	4.864681405572597	4.01292617444427	3.901397911731656	5.40646864261865	4.435228530720723	autochthonous_primary_tumor	
GSE164758	KPL6	KPL	5.41997702674268	5.807535247667599	0.0	3.2338880601742774	-0.6415261344182165	-0.2779038030265185	0.23475650740597703	9.713618496083203	0.0	2.198808432050279	4.261906859828068	1.1322477982984398	2.0513721017210256	3.096430539997022	0.0	3.089159131911238	4.622051819456376	4.700217747982813	5.43722773891291	2.9691965479917455	1.282736320276342	2.5202965179898817	3.6059683588414586	2.1352064994306743	3.201320197717847	0.9619936774202551	1.6355222414597537	6.922578456508557	3.959306489759657	3.5052558009321633	3.5844815222066533	3.101986172785737	autochthonous_primary_tumor	
GSE164758	KPL7	KPL	5.165590411178421	5.364467377861239	0.6789733078541699	3.822526219038832	-0.34704816414909273	0.18316663392718968	0.1639449268637413	9.650303233593169	1.6986629998858844	1.9530789526125074	4.39513136704407	1.219091058246197	0.32192809488736235	3.2393980415665555	0.0	2.89704676223591	4.461528559472877	4.102910035163387	5.011719253550816	2.5056369117627746	1.4977400886090932	2.560714954474479	3.625153572559451	2.2773896988108637	2.214746522682395	1.2533842358000744	1.2141248053528475	7.137892834935829	4.187055089968057	3.3818370839060474	4.305970520984387	3.9389444063857395	autochthonous_primary_tumor	
GSE164758	KPL12	KPL	4.333853043367071	5.739308070860385	1.136847604192881	3.524439851097465	0.1423945036076916	0.2991233083725585	-0.06743325866647623	9.17593621344001	1.766383141001298	2.0214797274104517	3.7802050955831676	1.302757715638036	0.9206744110416182	3.28140152137691	0.0	2.3299846497584205	4.5113415259210345	3.5814717680360535	4.494287592735503	3.084574561925513	0.8591744558664355	2.7716743339083716	3.1073530984482955	2.416029011326229	1.5558161550616396	1.4987614656718524	1.582556003014061	6.585127800057831	4.090345349783461	3.831167876847229	4.674460651560259	4.0232553523003025	autochthonous_primary_tumor	
GSE164758	KPL37	KPL	6.34796677683461	5.3096491485724515	1.2159891541467205	4.072706083740854	0.046538211734150355	1.104038520552608	0.8604206783844228	9.549553664258069	1.6699338356689606	1.6530600171045644	4.701216344859291	1.4467855621431225	1.4372277389129098	3.609873133531881	0.0	3.394239734909789	4.726667760449707	5.368209598099273	5.73308313184512	2.844385653002571	3.0003606286835147	2.619178216059069	3.6473145095471358	2.6371465062531523	3.00863030514344	1.4108837771955804	2.2669364233027856	7.324099519348887	4.44857062600553	3.745882688902259	4.304803055785424	3.6237498312267253	autochthonous_primary_tumor	
GSE164758	KPL38	KPL	5.225814759638595	5.2950617602179335	1.5210507369009632	3.619882485070316	0.14257820543467462	0.23185877471773714	0.09405565343293615	9.689267706086005	2.0154262036096076	1.9741621677965997	3.9028453835505696	0.8937505017205659	0.0	2.978927776381399	0.0	2.3793437073146055	4.444799563975756	4.246864083154165	4.324522611595815	2.726395291650452	1.7680784350164556	2.9666150377717058	4.001081615725451	2.653289362155662	2.203201156316611	1.3740657182225378	1.7110543218120664	6.237869600867509	4.020946613513559	3.6778464663996404	4.537855142874196	3.959399234772121	autochthonous_primary_tumor	
GSE164758	KPL42	KPL	5.292965754717654	5.412307322282708	0.348232419239271	3.70995227069982	-0.32813890597904244	-0.1710490312327633	0.005481874622481803	9.588999399224978	2.028215507130436	1.7132559017309736	3.5683969899161374	1.4162993054798794	1.120351940365222	3.106515831266251	0.0	2.411968510360133	4.5267574339908645	4.115282995399195	4.737686761409861	2.5653534567826277	1.5878450092542775	2.845791103713712	3.8006410973290845	2.2633349359965074	1.6635723354175227	1.1243281350022014	0.8375396343794035	7.036294519071376	4.1128669086631815	3.569612607649745	4.428008355112494	3.853297077987202	autochthonous_primary_tumor	
GSE164758	KPL43	KPL	5.878504654048311	5.8682175761224515	0.8057051848385113	3.5382898298584897	-0.3965644920961202	0.30678157374332476	1.0024693991777573	9.892322714871893	2.259724435573914	1.7350888704781762	5.184875342908284	0.3840498067951597	0.6201171650286842	4.381837083906047	0.0	2.867896463992655	4.756809814294497	5.299647629890913	6.354134755325748	2.642932569358486	2.3317052164988925	3.183168880147036	3.6149453669368707	2.881664619320345	2.0111377831889925	1.0179219079972623	2.282439805006387	8.078278922974691	4.031571640358294	3.1259816538547156	4.417582511602297	4.22009774278459	autochthonous_primary_tumor	
GSE164758	KPL44	KPL	5.107771549894478	6.235363277170098	1.5868848128521846	3.903809558578697	0.19224115255790897	1.2973738150540843	1.1955826457984202	9.585698688449678	1.765534746362977	1.7497487788644959	5.295906655297028	1.658554260650898	0.0	4.836883531255274	0.0	3.373926562684365	4.660266929572175	5.344047299043392	6.261399176478691	2.5983652053236446	2.4841381312016693	2.29130885982897	3.4976123656183598	2.835924074254375	2.2351143203763573	1.5220557491609643	3.1512093928848937	7.580122866744402	4.277240898332068	3.8491986517647034	4.622930350920177	4.411155036957758	autochthonous_primary_tumor	
GSE164758	KPL1	KPL	6.316797415137782	5.234118063369804	0.8984018599921931	4.011316722109022	-0.13589985627673987	-0.056492604145433264	0.3906274022190699	9.955718190571963	1.7861781287987664	1.9608823446851962	2.9900472195737944	1.2442781985781441	0.5772475355931507	3.7050932197348923	0.0	3.1066833235797717	4.57301089820435	4.913607511823099	5.352617298958503	2.577489253787716	2.4195388915137843	2.583037623796664	3.874600266049579	2.4350951516200974	2.1538053360790355	1.155101558125703	1.9924058990316504	5.706502925022708	3.922768722917127	3.5809896241462327	4.620703697963904	3.969288659406997	autochthonous_primary_tumor	
GSE164758	KPL2	KPL	5.297044644599619	4.370582796727708	0.561692721398309	3.777051432769042	0.1550121309564275	-0.18834278706818092	-0.4483215603484783	9.699237549544211	1.9844070653106138	1.6821237896197205	0.8804896266878194	1.065572311593622	1.3425547454773201	1.9726926540042646	0.12300395405481979	3.247016049767345	5.43372730440358	3.237410752719177	3.4796186084694156	2.294253136444514	1.00504061670053	2.7834566543602395	4.296824458649369	2.740711733399101	2.8110599477400795	1.3939652756602425	0.9076598278532894	3.5858038274652246	3.8469946869655733	3.9444836711487516	4.805911505187935	3.916954278953216	autochthonous_primary_tumor	
GSE164758	KPL5	KPL	5.004456447764124	5.362925699953776	0.6580972053513714	3.5205479681065777	0.32255904117453005	0.2887124146374393	0.40067483920482116	9.394524859922049	2.3328511220721544	1.95121476442072	3.9962079462668108	1.5023306017160116	0.8180324746580945	3.2806594324551988	0.0	3.261530815243406	4.67259506081657	4.791188941503361	4.959213738784609	2.631802754924129	2.701770822379045	2.6701605141266334	3.6209382443862856	2.479230561206336	2.01435529297707	1.5926364286065773	1.6726516293283848	6.181738659688658	4.145758961087631	3.677959190159583	4.781254786433382	4.23450132056221	autochthonous_primary_tumor	
GSE164758	KPL8	KPL	6.0850421757918465	5.775761702298035	1.1622100363143069	3.5465858290081007	0.5279706588212678	0.7666434237254622	1.3949857108570387	9.884315544653711	2.1239972036919106	1.8114710305298358	5.359521170427596	1.5945485495503542	0.41467678042688605	4.775840698531255	0.0	3.924289951518217	4.915951063764902	6.87909307886454	6.238844168898018	2.8061177960356294	2.790355013710841	2.811265503776744	3.9921339404319154	2.5486832181571826	2.417109884230048	1.4189994654312656	3.2946942601418474	7.5149901416029	4.024496990698235	3.82364747146746	4.796078556201666	4.425325019379594	autochthonous_primary_tumor	
GSE164758	KPL9	KPL	5.8955692238061115	5.568184151463825	1.0313951962755343	3.8513992547636255	-0.45156225783054804	0.3643158037066349	0.6315790187400634	9.717597603844615	2.1166974432010157	1.5305702039025286	4.628773595201645	0.9478531433870165	0.6897464384935557	4.32077347694587	0.0	3.4269356196483365	4.502967019319031	5.0390506360650935	5.7296071491894285	2.7452373321297494	1.7540323183560396	1.7255230455290278	3.403540417745252	2.5750702474515488	1.9741621677965997	1.3961594890731543	1.9538239539411668	7.001340632457723	4.0529375073080915	3.8190550099910623	4.457200274363615	4.16976469308714	autochthonous_primary_tumor	
GSE164758	KPL39	KPL	7.962016821084736	5.433560405010642	1.4125105712498047	4.161081482277184	0.20643293853718866	0.8998266013246553	0.030947119338390332	9.772314573921653	2.240924864696563	1.8960780553970644	3.2652868575651723	1.6012210855849462	1.7587295684578625	2.838951766951943	0.0	3.824156843728829	4.866314561377047	3.9064096170940155	4.836631104428236	2.9714056004190983	2.6848187375532224	2.5697341131065814	3.636566621587244	2.9244799923590223	2.038084947316969	1.1557492326779446	0.9244799923590225	5.683134985126093	4.12300395405482	3.807354922057604	4.1791925393880245	4.024496990698235	autochthonous_primary_tumor	
GSE164758	KPL41	KPL	6.006140907920249	6.035337981466595	1.0461417816447207	3.5539748082374722	-0.05812846400363451	0.6867956869853706	0.21207049581398987	9.66293713142221	1.956056652412403	1.7974280821523132	3.548559926695253	1.3242345622705314	1.2153679722034796	3.0424692424339614	0.0	3.9658766141901904	4.7629334298773145	4.200378797984026	4.744107262661548	2.6250366462684367	2.349082146391089	2.3167250215787494	3.8231379192985315	2.714355433101084	2.1893501701956675	1.2521734132020268	1.723776969623438	6.2325648297287755	4.001532049723581	3.516771606886882	4.783613802123686	4.199986366721674	autochthonous_primary_tumor	
GSE244452	KP1	KP	2.2859193233556607	9.305856251684533		10.92641322711824	0.45236629250748034	-1.1897191345595794	-0.33355546212580467		8.35586196278249				8.957751253694346			8.742853158715015	8.9689560166868	7.569790672562069			5.8863358940452475		8.828388738178921		7.879848076270635				9.251835956975818		9.91199501600383	10.117278183052123	syngeneic_subcutaneous	8.053046302893645
GSE244452	KP2	KP	4.872316172533853	9.686898116748063		11.031692101237484	0.092304680347623	-0.905670846163835	-0.2363227895005793		8.496737158367361				8.738868629225689			8.881267576195322	9.023991316255588	7.566794437232023			6.220193306230886		8.680380946525702		7.716599845825929				9.230595338185468		9.840211089242093	9.989531224849333	syngeneic_subcutaneous	7.515671241866444
GSE244452	KP3	KP	2.6229248815861026	9.808597336252635		11.287996670882478	0.3794830426498919	-0.5139865459401883	-1.6719507566491245		8.437620737865632				9.309806310758814			9.067718235780536	9.353704920358885	6.08915269853258			4.2128743891571		8.906427154150581		7.376075476669851				9.281376455013115		9.911121771120825	10.053821637259151	syngeneic_subcutaneous	8.062072022288614
GSE244452	KL1	KL	11.985395957441005	10.489353599637012		10.016806995134894	-0.16473132401927446	0.47098302544272486	1.4525452534476662		7.318502566469294				7.371287181152939			8.768895989984898	9.837708192750066	8.864051402971185			9.428394982002457		9.218749818581973		8.794890689336285				9.786803464815542		8.659963854834876	9.053620359894856	syngeneic_subcutaneous	7.479430559325103
GSE244452	KL2	KL	12.405820656735632	10.314424599317121		10.328164821873239	-0.436471793019237	1.250791110539911	0.6919604762216003		7.334865359352069				8.104188508311468			10.369724993390221	9.993642161495993	8.38399752154822			7.783570540757154		9.25330512687705		8.70506164411038				9.942450673216115		8.43144684272286	8.766903139013163	syngeneic_subcutaneous	7.0987734543240215
GSE244452	KL3	KL	12.31848085911575	10.51413493847066		10.171413668211391	-0.32295089846648734	0.8876023906809735	0.09732327860624101		7.591421092546551				7.722678986344198			9.86692850617471	9.774132302286919	7.22880711344124			7.995000442291479		9.143022060137126		8.849447028585868				9.784186201967756		8.817169172120465	9.119391448204741	syngeneic_subcutaneous	6.715550902281628
