accession	design	family	contrast	endpoint	scale	unit	n_kl	n_ref	mean_kl	mean_ref	delta_kl_minus_ref	hedges_g	mannwhitney_p	n_genes_in_module	n_genes_requested	underpowered_mw_floor	note	fdr_family	fdr_bh
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Lig4	log2_FPKM_plus1	tumor	9	9	2.575007099966508	2.722470371481194	-0.1474632715146864	-0.9622054925528316	0.034069195144143936	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Mx1	log2_FPKM_plus1	tumor	9	9	1.9963041161343362	1.391090350725889	0.6052137654084473	1.2024310132123153	0.021684111364991994	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Nhej1	log2_FPKM_plus1	tumor	9	9	2.8167109231309246	2.42859597829812	0.38811494483280473	1.4424438384208444	0.0272753837615853	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Pnkp	log2_FPKM_plus1	tumor	9	9	3.416717056564524	2.356340577227274	1.06037647933725	3.447147683173665	0.00041229480206169127	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Poll	log2_FPKM_plus1	tumor	9	9	2.57315897455299	1.5992180611499072	0.973940913403083	3.221300574734219	0.00041229480206169127	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Polm	log2_FPKM_plus1	tumor	9	9	1.961175660326168	1.5671350981458194	0.39404056218034866	1.2316792976159712	0.034069195144143936	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Prkdc	log2_FPKM_plus1	tumor	9	9	1.289481157512069	1.4001079483400458	-0.11062679082797677	-0.6424736317855575	0.0933976745287926	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Rsad2	log2_FPKM_plus1	tumor	9	9	0.680235383962612	0.4341572850721422	0.24607809889046978	0.6832718644431831	0.052058768750600205	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Stat1	log2_FPKM_plus1	tumor	9	9	5.49470047420321	3.8712682496546913	1.6234322245485187	1.766846205864304	0.006193318174044277	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Tbk1	log2_FPKM_plus1	tumor	9	9	3.884967069408697	3.8717908832274994	0.013176186181197647	0.08439222614532958	0.18532630419857943	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Xrcc4	log2_FPKM_plus1	tumor	9	9	3.5893734202709178	4.046193848221396	-0.45682042795047817	-2.603386284185613	0.0005736335109885613	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Xrcc5	log2_FPKM_plus1	tumor	9	9	4.563059086576	5.0696545602078755	-0.5065954736318758	-3.0237222981128413	0.00041229480206169127	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Xrcc6	log2_FPKM_plus1	tumor	9	9	4.143211268770931	4.065887864242446	0.07732340452848518	0.3376468536461708	0.28931483238198774	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Cldn4	log2_FPKM_plus1	tumor	15	8	5.6893007741684185	4.094728122637296	1.5945726515311227	2.1070234973049	8.1580375024984e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Sting1	log2_FPKM_plus1	tumor	15	8	5.520825372069683	4.612857379733249	0.9079679923364337	1.8940748098038465	0.000122370562537476	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Cgas	log2_FPKM_plus1	tumor	15	8	0.937608839483396	0.8364944848730465	0.10111435461034957	0.2532137466154695	0.4281419661686185	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Stk11	log2_FPKM_plus1	tumor	15	8	3.7231634570353185	3.930414358514341	-0.2072509014790227	-0.7777899295798466	0.10055597025579527	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	NHEJ	log2_FPKM_plus1	tumor	15	8	-0.04154276212863698	0.07789267899119434	-0.11943544111983131	-0.3873469189585763	0.46635829284907226	12	13	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	STING_core	log2_FPKM_plus1	tumor	15	8	0.3823232220849446	-0.7168560414092724	1.099179263494217	2.266711050842741	2.8553131258744395e-05	5	5	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	STING_ISG	log2_FPKM_plus1	tumor	15	8	0.40678943018961033	-0.7627301816055199	1.1695196117951303	2.0371210876757204	0.0005547465501698911	8	8	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Actb	log2_FPKM_plus1	tumor	15	8	9.662156371325828	9.1507999513958	0.5113564199300278	2.2012407803530625	0.000122370562537476	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Aplf	log2_FPKM_plus1	tumor	15	8	1.8496662232944336	2.19288320549649	-0.34321698220205654	-0.7123782989371232	0.02347475291343914	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Aptx	log2_FPKM_plus1	tumor	15	8	1.8418967412503617	1.7075295344221353	0.13436720682822645	0.8288478792713501	0.04730438045823696	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Cxcl10	log2_FPKM_plus1	tumor	15	8	3.9839580254269804	1.61572400688387	2.3682340185431103	1.9005979863755005	0.000183555843806214	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Dclre1c	log2_FPKM_plus1	tumor	15	8	1.248904964110195	1.2171638676485035	0.03174109646169154	0.10692231465335562	0.5062633332925431	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Gapdh	log2_FPKM_plus1	tumor	15	8	0.8858684644844781	0.8287606691774787	0.05710779530699939	0.10841901358249965	0.9228466982600415	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Ifit1	log2_FPKM_plus1	tumor	15	8	3.4978498633559147	2.6082311975397796	0.8896186658161351	1.0569374101420816	0.02347475291343914	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Ifnb1	log2_FPKM_plus1	tumor	15	8	0.008200263603654652	0.019649871177336242	-0.01144960757368159	-0.3302635107085962	0.2949919239089056	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Ikbke	log2_FPKM_plus1	tumor	15	8	3.166670316056214	1.664578224557307	1.5020920914989069	2.440391741147897	7.75013562737348e-05	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Irf3	log2_FPKM_plus1	tumor	15	8	4.695848182993073	3.951681928964785	0.7441662540282881	3.2572330201526474	4.0790187512492e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Irf7	log2_FPKM_plus1	tumor	15	8	4.648386032854834	2.1674027766740798	2.480983256180754	2.8130462130666087	8.1580375024984e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Isg15	log2_FPKM_plus1	tumor	15	8	5.179646690216281	2.692738343616325	2.4869083465999564	2.948120406244294	8.1580375024984e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Lig4	log2_FPKM_plus1	tumor	15	8	2.705878847853805	2.807301232818719	-0.10142238496491363	-0.4174330000962777	0.46635829284907226	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Mx1	log2_FPKM_plus1	tumor	15	8	2.0344277888007487	1.2400103209778326	0.7944174678229161	1.2127096929620365	0.010519789359471683	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Nhej1	log2_FPKM_plus1	tumor	15	8	2.614576692011191	2.5961258003186494	0.01845089169254166	0.05629216716887667	0.7763310857940013	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Pnkp	log2_FPKM_plus1	tumor	15	8	3.703187456876952	2.7608644230639117	0.9423230338130404	3.1989933277999736	8.1580375024984e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Poll	log2_FPKM_plus1	tumor	15	8	2.5678407363228124	1.9078113565095112	0.6600293798133012	2.487592188902365	0.000122370562537476	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Polm	log2_FPKM_plus1	tumor	15	8	2.2460977681493515	1.9084960323077893	0.33760173584156217	0.8250714752055351	0.05558070950452159	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Prkdc	log2_FPKM_plus1	tumor	15	8	1.3018786352831764	1.5361044478338808	-0.2342258125507044	-1.2398977239421018	0.01593264724237937	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Rsad2	log2_FPKM_plus1	tumor	15	8	1.8100583439660665	0.8598760706541334	0.9501822733119331	1.3617564858128375	0.0018885856818283795	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Stat1	log2_FPKM_plus1	tumor	15	8	6.587222701440077	4.40330346788374	2.1839192335563373	1.776818242074361	0.0003915858001199232	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Tbk1	log2_FPKM_plus1	tumor	15	8	4.083026432609257	4.044500677180462	0.038525755428794994	0.2820857665492442	0.4281419661686185	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Xrcc4	log2_FPKM_plus1	tumor	15	8	3.6571362884076057	4.036085018806021	-0.3789487303984149	-1.937626741223086	2.8553131258744395e-05	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Xrcc5	log2_FPKM_plus1	tumor	15	8	4.48666981818054	5.226533094990884	-0.7398632768103441	-2.4535981836564913	4.0790187512492e-06	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE164758	autochthonous_primary_tumor	kpl_vs_kp	KPL_minus_KP	Xrcc6	log2_FPKM_plus1	tumor	15	8	4.004813478933949	4.431408419641963	-0.4265949407080143	-1.4845850924935067	0.000122370562537476	1	1	no	Triple-mutant KPL vs KP. Not a KL contrast. Shown so it is not silently pooled.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Cldn4	log2_depositor_sample_values_plus1	tumor	3	3	12.236565824430796	3.260386792491872	8.976179031938925	7.13409721159271	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.	in_vivo_kl_vs_kp	0.30000000000000004
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Sting1	log2_depositor_sample_values_plus1	tumor	3	3	10.439304379141598	9.60045056822841	0.8388538109131876	3.3420366582202754	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.	in_vivo_kl_vs_kp	0.30000000000000004
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Cgas	log2_depositor_sample_values_plus1	tumor	0	0						0	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Stk11	log2_depositor_sample_values_plus1	tumor	3	3	10.172128495073174	11.082033999746068	-0.9099055046728939	-4.244522680328102	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	NHEJ	log2_depositor_sample_values_plus1	tumor	3	3	-0.30805133850166627	0.30805133850166505	-0.6161026770033313	-2.975840797852326	0.1	6	13	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.	in_vivo_kl_vs_kp	0.30000000000000004
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	STING_core	log2_depositor_sample_values_plus1	tumor	3	3	0.8697921755545365	-0.8697921755545343	1.7395843511090707	3.8061356775236703	0.1	4	5	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.	in_vivo_kl_vs_kp	0.30000000000000004
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	STING_ISG	log2_depositor_sample_values_plus1	tumor	3	3	0.7472763360918359	-0.7472763360918361	1.494552672183672	1.6084920708155395	0.1	2	8	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Aplf	log2_depositor_sample_values_plus1	tumor	3	3	7.414929672789305	8.430073286338494	-1.0151436135491894	-6.811157212702163	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Gapdh	log2_depositor_sample_values_plus1	tumor	3	3	7.732718225269534	9.002142064559616	-1.2694238392900816	-3.0807024275686894	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Ikbke	log2_depositor_sample_values_plus1	tumor	3	3	9.66851649651661	8.897279656896957	0.7712368396196521	1.045320422778886	0.4	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Irf3	log2_depositor_sample_values_plus1	tumor	3	3	9.868494218844326	9.115550751100423	0.7529434677439024	3.5980799119348554	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Irf7	log2_depositor_sample_values_plus1	tumor	3	3	8.158952012653549	7.07524593610889	1.083706076544659	1.0232292875896032	0.4	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Mx1	log2_depositor_sample_values_plus1	tumor	3	3	8.402321988350364	5.439801196477744	2.9625207918726195	2.395501250739508	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Paxx	log2_depositor_sample_values_plus1	tumor	3	3	7.097918305310251	7.8769298556829	-0.7790115503726494	-1.7850485623552121	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Pnkp	log2_depositor_sample_values_plus1	tumor	3	3	9.20502566853205	8.805065612951735	0.39996005558031555	3.5373350071603564	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Polm	log2_depositor_sample_values_plus1	tumor	3	3	8.78313312067751	7.657507799588806	1.1256253210887044	4.766584484092906	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Tbk1	log2_depositor_sample_values_plus1	tumor	3	3	9.837813446666472	9.254602583391467	0.5832108632750046	7.008409994846146	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Xrcc5	log2_depositor_sample_values_plus1	tumor	3	3	8.636193289892732	9.887775958788916	-1.2515826688961837	-7.141323252157628	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE244452	syngeneic_subcutaneous	kl_vs_kp	KL_minus_KP	Xrcc6	log2_depositor_sample_values_plus1	tumor	3	3	8.979971649037585	10.053543681720203	-1.073572032682618	-6.133916496977371	0.1	1	1	yes	Subcutaneous syngeneic KP vs KL tumors. Per-sample columns inside the depositor all-gene table. n=3 cannot reach MW p<0.05.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Cldn4	log2_CPM_plus1	sorted_tumor_cells	3	3	7.149851838811408	6.904096561146957	0.2457552776644505	0.491098803475482	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Sting1	log2_CPM_plus1	sorted_tumor_cells	3	3	5.403133019091537	5.500394018801952	-0.09726099971041524	-0.1855278351966894	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Cgas	log2_CPM_plus1	sorted_tumor_cells	3	3	0.7163175469638032	0.6877463937625455	0.028571153201257693	0.04835098428468281	1.0	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Stk11	log2_CPM_plus1	sorted_tumor_cells	3	3	4.805554568597274	5.750655892688566	-0.9451013240912918	-1.5704983511308848	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	NHEJ	log2_CPM_plus1	sorted_tumor_cells	3	3	0.1449178774918558	-0.14491787749185647	0.2898357549837123	0.36998579518018976	0.4	13	13	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	STING_core	log2_CPM_plus1	sorted_tumor_cells	3	3	0.3036071787184692	-0.30360717871847026	0.6072143574369395	0.612393703335228	0.7	5	5	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	STING_ISG	log2_CPM_plus1	sorted_tumor_cells	3	3	-0.5135287621483747	0.5135287621483746	-1.0270575242967492	-1.1007456765467871	0.2	8	8	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Actb	log2_CPM_plus1	sorted_tumor_cells	3	3	9.823202820422463	9.443619513187818	0.37958330723464506	1.0104469857128635	0.2	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Aplf	log2_CPM_plus1	sorted_tumor_cells	3	3	3.6512260263180907	3.077701488154077	0.5735245381640137	1.7230980970381804	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Aptx	log2_CPM_plus1	sorted_tumor_cells	3	3	3.704289410859777	3.803076507676441	-0.09878709681666376	-0.1926712705088742	1.0	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Cxcl10	log2_CPM_plus1	sorted_tumor_cells	3	3	2.4799631969586007	3.196342530073187	-0.7163793331145865	-0.496285667583046	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Dclre1c	log2_CPM_plus1	sorted_tumor_cells	3	3	2.952930990882829	2.9337041325122803	0.019226858370548605	0.13954424447041236	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Gapdh	log2_CPM_plus1	sorted_tumor_cells	3	3	10.092995384025834	9.317069900457517	0.7759254835683169	1.997388313941259	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Ifit1	log2_CPM_plus1	sorted_tumor_cells	3	3	2.0983112214448334	2.787300548886383	-0.6889893274415497	-0.8036046488240626	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Ifnb1	log2_CPM_plus1	sorted_tumor_cells	3	3	0.0	0.0	0.0		1.0	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Ikbke	log2_CPM_plus1	sorted_tumor_cells	3	3	4.698673915851525	3.5151942952591093	1.1834796205924154	2.2377695347232236	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Irf3	log2_CPM_plus1	sorted_tumor_cells	3	3	5.613281809698148	5.649059267687741	-0.03577745798959242	-0.10223574561836012	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Irf7	log2_CPM_plus1	sorted_tumor_cells	3	3	4.408739494745984	4.521044991455752	-0.11230549670976764	-0.14078567480047724	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Isg15	log2_CPM_plus1	sorted_tumor_cells	3	3	1.9941838940433876	2.6022584622839062	-0.6080745682405186	-0.7170706419881311	0.4	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Lig4	log2_CPM_plus1	sorted_tumor_cells	3	3	4.089752640362529	3.478556607716341	0.611196032646188	1.9822233001659815	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Mx1	log2_CPM_plus1	sorted_tumor_cells	3	3	1.7862489208620698	2.3764973765131443	-0.5902484556510745	-1.630370620704129	0.2	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
