sample	TACSTD2	ABSOLUTE_purity	ESTIMATE_ImmuneScore	ESTIMATE_StromalScore	ESTIMATE_Score	xCell_Myeloid_dendritic_cell_activated	xCell_B_cell	xCell_T_cell_CD4_memory	xCell_T_cell_CD4_naive	xCell_T_cell_CD4_non_regulatory	xCell_T_cell_CD4_central_memory	xCell_T_cell_CD4_effector_memory	xCell_T_cell_CD8_naive	xCell_T_cell_CD8	xCell_T_cell_CD8_central_memory	xCell_T_cell_CD8_effector_memory	xCell_Class_switched_memory_B_cell	xCell_Common_lymphoid_progenitor	xCell_Common_myeloid_progenitor	xCell_Myeloid_dendritic_cell	xCell_Endothelial_cell	xCell_Eosinophil	xCell_Cancer_associated_fibroblast	xCell_Granulocyte_monocyte_progenitor	xCell_Hematopoietic_stem_cell	xCell_Macrophage	xCell_Macrophage_M1	xCell_Macrophage_M2	xCell_Mast_cell	xCell_B_cell_memory	xCell_Monocyte	xCell_B_cell_naive	xCell_Neutrophil	xCell_NK_cell	xCell_T_cell_NK	xCell_Plasmacytoid_dendritic_cell	xCell_B_cell_plasma	xCell_T_cell_gamma_delta	xCell_T_cell_CD4_Th1	xCell_T_cell_CD4_Th2	xCell_T_cell_regulatory_Tregs	xCell_immune_score	xCell_stroma_score	xCell_microenvironment_score	TIMER2_MCP_T_cell	TIMER2_MCP_T_cell_CD8	TIMER2_MCP_cytotoxicity_score	TIMER2_MCP_NK_cell	TIMER2_MCP_B_cell	TIMER2_MCP_Monocyte	TIMER2_MCP_Macrophage_Monocyte	TIMER2_MCP_Myeloid_dendritic_cell	TIMER2_MCP_Neutrophil	TIMER2_MCP_Endothelial_cell	TIMER2_MCP_Cancer_associated_fibroblast	Xena_MCP_T_cells	Xena_MCP_CD8_T_cells	Xena_MCP_Cytotoxic_lymphocytes	Xena_MCP_B_lineage	Xena_MCP_NK_cells	Xena_MCP_Monocytic_lineage	Xena_MCP_Myeloid_dendritic_cells	Xena_MCP_Neutrophils	Xena_MCP_Endothelial_cells	Xena_MCP_Fibroblasts	Danaher_B_cells	Danaher_CD45	Danaher_Cytotoxic_cells	Danaher_DC	Danaher_Exhausted_CD8	Danaher_Macrophages	Danaher_Mast_cells	Danaher_Neutrophils	Danaher_NK_CD56dim	Danaher_NK_cells	Danaher_T_cells	Danaher_Th1_cells	Danaher_Treg	Danaher_CD8_T_cells	Danaher_Total_TILs	Danaher_Total_TILs_empirical	GEP18_ssGSEA	GEP18_zmean	GEP18_logmean
TCGA-69-7978-01	13.4099	0.2	2205.25	939.94	3145.2	0.577700684384877	0.146157109306061	0.0135419745165276	0.0420538894067082	5.0196724398340894e-18	5.814209560576761e-19	0.0329788230911021	0.0	0.0831247491829746	0.21859599264671	0.0161174838422675	0.0779462800319224	0.0066120700344169	0.0	0.136302941942097	0.0561755246943983	3.0899007192648e-18	0.0527251150115132	0.0330426236035741	0.136540166210003	0.154219267880301	0.0873846119501085	0.0273323472963646	0.0224041546781482	0.0262500782291586	0.0857623108067395	0.0	0.0	2.24253709298175e-19	0.0818641288498233	0.122537961957245	0.0246021306123893	3.0883519992385096e-18	0.0632332858912532	0.176377665021221	0.0296195583674628	0.418647022530881	0.0544503198529558	0.473097342383837	13.719907249743	13.5791249280976	15.0287665179464	0.839421732211674	13.2836314155942	58.6900603843964	58.6900603843964	13.9085615083548	14.863800154314	12.792570789865	480.62748139339	7.526192857142857	7.4774	6.178257142857143	7.2902125	3.7470125	10.308157142857143	7.35486	6.896713333333334	8.072160606060606	13.0634375	6.387333333333334	11.9779	8.2518	9.692466666666666	7.7048749999999995	11.369725	8.64392	5.701571428571428	4.23735	4.428833333333333	8.192616666666666	7.0605	8.2243	8.6252	7.630700432900434	7.974616666666668	6671.923140428586	1.3379504089528311	11.009016666666666
TCGA-62-8399-01	11.815	0.5	107.36	-73.15	34.22	0.169310992175451	2.08791978130511e-19	0.0	0.0	0.0	0.0	8.263582878852579e-18	0.0	0.0	0.0	2.87681934684578e-18	8.69006311823589e-19	0.0040724396745149	0.0044451747813307	0.0301239747864245	0.0971871901719353	3.9568391510240304e-21	0.005716852021275	0.0220651033983055	0.218902042914133	0.0049610235390685	0.0121358300005709	0.0075816040736387	0.0083854277594672	0.0	0.0325601609709972	0.0	0.0073454890981653	5.01875934923319e-18	0.043926132724499	0.0493466280017433	0.0082940007357648	0.0	0.0789286918771032	0.0424174116103888	8.23364502110215e-19	0.0555840507694152	0.0630813043000948	0.11866535506951	2.75828511784368	2.91369174915918	4.27497394789811	0.125112008346617	3.16667761454212	18.8690693483084	18.8690693483084	3.7694788049062	29.5068615400582	23.2543074958893	353.320454975212	5.254957142857143	5.1769	4.264428571428572	5.146125	1.4476875	8.289785714285715	4.29468	7.5059733333333325	8.821757575757575	12.15035	4.376522222222222	9.7689	6.176219999999999	6.9333	5.190725	9.259725	8.8817	5.836542857142857	1.9407999999999999	1.9395666666666667	5.527933333333333	3.6696	5.0089	6.5177	5.4731122799422804	5.460142555555556	2413.5847409828193	-0.5850740587515468	8.390822222222223
TCGA-78-7539-01	12.1829	0.52	1514.13	-313.48	1200.65	0.560058010130272	0.0676872707591758	0.0060405567908298	0.04323764519343	3.42206136282246e-18	0.0	0.0522782757304132	0.0	0.119632977250291	0.173755478660668	0.025224023165624	0.0602731825621685	0.0150165067985444	2.8853732840789903e-19	0.0817898184104636	8.87591470227346e-19	2.2600743436736798e-18	0.0259565251234133	1.4197390703070098e-18	0.203235995353961	0.111462654187911	0.0530456374178531	0.0717069963140521	0.0140039238832456	2.3644657665924598e-18	0.0199443742743123	0.0	2.24652742156804e-19	1.3075042649244701e-17	0.0623529551935095	0.0541765033264921	0.0132072478120159	3.57674805139515e-18	0.0598195531701622	0.0479460029732445	6.12341876358906e-20	0.2763473458436	0.0156979384686184	0.292045284312218	9.76771802983144	11.8853294820519	5.94435442652705	0.247936598524314	4.29789127447597	18.1257181129802	18.1257181129802	14.9961080131176	18.7777304146342	4.95341083238822	99.9593742956128	7.041992857142856	7.5436	4.976857142857144	5.9360625	2.0801375	8.795971428571429	7.512960000000001	6.282773333333334	6.948987878787879	11.074124999999999	4.658255555555555	10.9511	7.630039999999999	6.624866666666667	6.818275	9.46595	6.74438	4.0689142857142855	2.6596	3.577	7.931066666666666	5.7155	6.838	8.49495	6.542786500721499	6.683650388888888	5115.425107347164	0.7112746749808805	10.074155555555556
TCGA-73-4658-01	12.4766	0.29	1917.98	1336.99	3254.97	0.509716139376079	0.0073906754752261	0.0115278551689518	0.0	5.87920901697024e-19	5.6595627946014294e-18	0.0437655541673655	1.1126662962627101e-20	0.0107245020975043	0.0906597569365091	0.0	2.05342517305451e-19	0.0117737180722765	1.7742201806483e-20	0.143702256542303	0.0989439190209047	0.0	0.176111682090367	0.0362609680662652	0.371224416905792	0.139115208660282	0.0942847806813115	0.0320525191047236	0.0013753231996064	0.0	0.122645576975661	0.0	0.0	0.0	0.101908081220133	0.071161455020803	0.0087320000223709	0.0	0.0345610951508227	0.0957565769517386	0.030624191441729	0.283302361967055	0.141498151517068	0.424800513484123	7.41927561264033	3.82272748994484	4.59213194247309	0.143921530997985	4.50046212969389	36.1757884401846	36.1757884401846	18.8150381235287	12.1406058785104	16.9005533663964	606.134226248936	6.748471428571427	6.0194	4.498271428571429	5.66345	1.7450875000000001	9.668085714285715	8.4516	7.033313333333334	8.798160606060605	13.3524375	4.210077777777778	11.5473	7.03019	8.233666666666666	6.64865	11.01345	7.44826	6.321785714285714	2.661125	3.248333333333333	7.584283333333333	4.6534	7.6258	7.242900000000001	6.560135923520924	6.690354277777777	4533.950996515589	0.38643846711446256	9.685883333333333
TCGA-44-6775-01	13.3396	0.27	1481.59	1357.55	2839.15	0.498631129644689	0.102167155472552	0.0	1.64271349955315e-19	1.7597191634928999e-19	0.0	1.1208717850706299e-18	5.00527853260771e-19	3.0753101470230497e-18	0.0328994597060417	2.74824086154675e-18	0.0353315934490529	0.0100231089122983	9.47436927126731e-19	0.194304266515877	0.0157970216845819	7.4516994296209e-19	0.104144725577673	0.0321277991401381	0.134904032452295	0.113232565802144	0.0531531092639896	0.041061153090785	0.0089411818537694	0.0022174579738155	0.115445067973339	0.0	3.29782962807239e-20	0.0	0.0472231621822471	0.0287497712459993	0.0198817868205745	0.0	0.019972344555191	0.0678028422883216	0.0068546515391115	0.356060158411788	0.0614709737145211	0.417531132126309	6.39954155189665	2.39261166071759	2.2538967440859	0.198513123395053	9.91773235044127	38.4830608802955	38.4830608802955	18.1046305404612	16.4129270806659	11.4865057735795	1016.55647035396	6.297921428571429	4.9202	3.8752714285714283	6.0829625	1.7792999999999999	9.485028571428572	8.13648	6.77566	7.698339393939394	13.520599999999998	5.243433333333333	11.3241	5.73116	8.605666666666666	5.887874999999999	10.86645	7.717999999999999	5.376457142857143	3.0050499999999998	2.7121666666666666	6.296966666666667	4.1423	8.3959	6.056900000000001	6.0584417099567105	6.423170166666667	3569.0734529177375	0.035370026184911835	9.186516666666666
TCGA-44-2655-01	12.9585	0.33	861.14	-437.38	423.77	0.393526742096536	0.0436952499540821	0.0	0.0	0.0	0.0	0.0220743447870684	8.50589375634186e-19	0.0	0.0383442340007566	8.16500420333867e-18	0.0304780217191602	0.0224117534569221	0.0	0.111148019765567	0.0557111132757094	1.5310822490693101e-19	0.071300908882205	0.0	0.606525069844521	0.0380602475817082	0.0102810438425543	0.0270366489880053	1.03541476672377e-18	0.0151882706399021	0.0139810951786595	1.1295453962390199e-18	0.0007372775533774	5.2414785517510695e-18	0.0544557927253009	0.023273650076883	0.031738742162381	1.68634534922745e-17	0.0132938103308643	0.100215177027168	0.0	0.138414593355596	0.06941019800771	0.207824791363306	4.70222663459443	1.48873119145337	3.16154292868291	0.103022609003416	10.2861966704724	27.1333665783468	27.1333665783468	20.7253225856493	14.3438917807055	11.2741750943575	120.497346168138	6.1233071428571435	4.8172	3.619385714285714	7.6956375	1.488	8.608114285714285	8.362739999999999	7.48184	8.56360606060606	10.6924	6.599022222222222	10.2505	5.7021999999999995	7.0394000000000005	5.6396250000000006	8.9661	7.14332	4.629485714285715	2.0472	2.7716333333333334	6.831816666666666	3.9544	5.9375	5.95465	5.7587848124098135	5.86719138888889	2769.236437791412	-0.3951635915814261	8.619394444444444
TCGA-44-3398-01	12.3358	0.19	1896.59	1230.85	3127.44	0.508405943085578	0.0480700051478831	0.0116337063813056	8.73092471610326e-19	0.0	1.00026429332671e-17	0.0	4.56899728172129e-20	0.0007816093997758	0.10186579602183	9.19952631097947e-18	0.0224862277605566	0.0245032820919	5.820407665302771e-20	0.235904631124242	0.0652374247069959	0.0067721585711713	0.17893727764358	0.0847301859005501	0.398381793084747	0.0722701250291816	0.0146056608862662	0.0439992330029477	1.2624011181253999e-19	0.0076628462925281	0.122174005656835	4.3307127633140602e-19	0.0036768946677857	0.0	0.0847470454122631	0.154608648728666	0.0336307014176025	0.0	0.0120190977777834	0.162417822343474	0.0	0.326432953064583	0.13291081713616	0.459343770200743	5.32270687235274	4.93103532306216	952.262721148742	0.232526410383456	4.74276126678417	20.5016822446857	20.5016822446857	42.4790168094407	10.3941353931518	10.8196189877201	526.321008195343	6.673349999999999	6.7953	7.100714285714287	6.8281375	2.5054625	9.626157142857142	9.680100000000001	7.465233333333332	8.815478787878789	13.694912500000001	6.09911111111111	11.4246	8.38408	9.282333333333334	6.837675	10.50755	9.1425	6.591485714285715	2.907575	3.5256000000000003	7.148983333333334	4.2791	6.4646	7.473800000000001	6.834505468975468	6.938480777777778	4141.382921337261	0.34500161492771864	9.617155555555556
TCGA-62-8397-01	12.9923	0.69	895.35	-240.22	655.14	0.349737678644662	0.0499110391431504	8.873036367418399e-19	8.27954892267939e-19	0.0	0.0364906684815214	0.0576251317633078	2.62421997478786e-19	5.84349021498531e-21	0.0145228976155608	1.43679017231502e-18	0.0158692091332332	0.0143605568896219	0.0319432088109433	0.120289813019423	0.0381766964006417	0.0	0.0753816042942669	0.0251418981501998	0.246980732085382	0.0446617304084301	0.0172830667908658	0.0248016723922619	0.023496445382952	1.42930835027202e-18	0.0852827202342121	0.0	0.0	0.0	0.0884063026928839	2.93795927632571e-19	0.0284918129269527	1.62891694359274e-17	0.0494564182465555	0.0123258711802985	0.0097581907461294	0.215761165458778	0.0628384217072913	0.278599587166069	2.75695726659909	0.688559113527477	0.708077988309323	0.0421587370718688	3.18453259904997	8.96198496295253	8.96198496295253	7.51903752791581	13.5972224749653	11.343891479758	95.3123571003659	5.06347857142857	3.8216	2.4191428571428575	5.35055	0.6279625	7.838614285714286	7.70406	6.085913333333333	7.7085	11.2144625	3.878055555555555	9.6509	5.1292100000000005	6.645933333333333	4.69795	9.307475	9.13858	4.329242857142857	1.5473	0.4328666666666667	5.0489500000000005	2.4275	5.4316	4.7418499999999995	4.653754552669553	4.885582388888889	2165.507833934965	-0.79694215438012	7.890461111111112
TCGA-53-A4EZ-01	11.0072	0.47	-158.97	-1114.01	-1272.99	0.16894356108248	0.0417071277272604	0.000989235605145	2.28382710941063e-18	0.0	0.0	2.60426900007181e-18	0.0030946639562061	5.2431120172174e-19	0.0391643612528273	4.43397271944149e-19	0.0373290494479256	0.0099456327316209	6.12954917098504e-19	0.0273340054606528	1.43462320103708e-19	2.98665147152301e-19	1.44088119246475e-17	2.3701875709808397e-18	0.104068655985288	0.0200296427567134	0.0129907014497627	0.0159482439640394	0.0033663754431595	0.0019910486072714	0.0076864137157364	0.004088422335178	0.0032735204640165	0.0	0.0111182258248812	0.032181316790077	0.0234009979894944	9.74914118841926e-19	0.0803391524893822	0.327738694633664	0.0	0.0689313903783594	7.27613712237561e-18	0.0689313903783594	3.99868800084458	2.55196951842102	2.51457724347119	0.229477411512646	4.71392793444123	12.654031551919	12.654031551919	11.2908414358095	9.8807272988128	3.73624727007295	72.3425144900806	5.168985714285715	5.3758	3.5573714285714284	6.7852125	1.864525	7.843771428571429	6.846939999999999	6.446126666666667	6.622363636363636	10.071825	5.209377777777778	8.8848	5.934490000000001	5.1552999999999995	4.7185	7.3458250000000005	5.65522	3.738914285714285	1.7393	1.6947333333333334	5.6021	3.5869	4.8454	6.366149999999999	4.98373549062049	5.050334277777777	1685.2609411339104	-0.9265467514871655	7.852194444444444
TCGA-50-7109-01	12.2356	0.44	683.67	85.6	769.27	0.30108527742236	0.0862765272569617	0.007257232107271	0.0029957411060687	3.84493843575096e-19	5.67629829672991e-18	0.0	0.0089675017904893	0.0629534317121989	0.124933924813103	0.0	0.0267040288296897	0.0069408468228607	0.0	0.024995034770489	0.0484568169180185	0.0	0.0080087412490542	0.0	0.20704957463358	0.0443595971059726	0.0431002659372097	0.015935883077228	0.0040423733830828	0.014121833825278	0.0403132950438191	1.0081279941495e-18	0.0013245678770308	0.0	1.64731872970302e-20	0.0843052452753515	0.0602430377708375	6.4230107556923396e-18	0.0784041626540598	0.202297768754248	0.0130484838034635	0.176176551433037	0.0306499957494657	0.206826547182502	6.00927363310013	5.48937178939759	10.5297740636223	0.498975752434202	9.55111440529837	13.6385628876863	13.6385628876863	3.48908072940689	14.3319304196645	14.1873892007761	313.057752768015	6.331642857142858	6.2605	5.029642857142858	6.4041500000000005	2.6333375	8.422714285714285	4.5297	6.85232	8.235090909090909	12.324325	5.694944444444445	10.4445	7.570060000000001	5.624433333333333	6.054775	9.5296	5.7504	5.973828571428571	2.89185	3.1504	7.2015	5.2792	5.8207	7.566050000000001	6.486973455988456	6.323311277777779	4411.075357160662	0.029994553335461176	9.325877777777778
