feature	method	role	n_unadjusted	spearman_rho	spearman_p	n_partial	partial_rho_algebraic	partial_p_algebraic	partial_rho_residual	partial_p_residual	partial_ci_low	partial_ci_high	feature_vs_purity_rho	feature_vs_purity_p	spearman_fdr_all	partial_fdr_all	partial_fdr_primary15
ESTIMATE_StromalScore	ESTIMATE	secondary	515	-0.020046378970509166	0.6499260512873973	502	0.007378341603733016	0.8691491394857285	0.0073783416037329986	0.8691491394857287	-0.08027649850941516	0.09491994095664422	-0.5963280882307107	1.1557675418363958e-49	0.7761275557120675	0.9021548030105031	
GEP18_ssGSEA	GEP18	primary	515	-0.03869948239536743	0.3807988453408824	502	-0.035441083861484576	0.42862544692988813	-0.03544108386148458	0.4286254469298882	-0.12266319831817664	0.05232432197482764	-0.5500992814320892	4.773927095892637e-41	0.5681009329329151	0.5928177030053146	0.49456782338064015
GEP18_logmean	GEP18	sensitivity	515	-0.033093303933306395	0.4536239933403212	502	-0.027552016476919686	0.5383738071265805	-0.02755201647691969	0.5383738071265805	-0.11487769554127841	0.060196227658371564	-0.5816857841714536	8.741432306885672e-47	0.619952790898439	0.670863538828979	
GEP18_zmean	GEP18	sensitivity	515	-0.02190479717184131	0.6199292897070214	502	-0.012829994651363977	0.7745192313375192	-0.012829994651363988	0.774519231337519	-0.10032019246541166	0.07485709286822596	-0.5880346045611753	5.145032290388558e-48	0.7715851879684864	0.8356654864431129	
TIMER2_MCP_NK_cell	MCP-counter	all_populations	515	-0.16594553960962735	0.00015494100729517374	502	-0.1647643475436329	0.0002121775143709282	-0.16476434754363287	0.00021217751437092823	-0.24877649878524105	-0.07829144170869852	-0.3693366308747012	1.1388296805503479e-17	0.002776688164915508	0.004537345424244013	
Xena_MCP_NK_cells	MCP-counter	all_populations	515	-0.16498841854502594	0.0001693102539582627	502	-0.16429377234675588	0.0002213339231338543	-0.16429377234675582	0.00022133392313385532	-0.2483227103001425	-0.07781072020118822	-0.41017152842683785	8.6003083465654e-22	0.002776688164915508	0.004537345424244013	
Xena_MCP_Myeloid_dendritic_cells	MCP-counter	all_populations	515	0.1414245840522532	0.0012916735879201884	502	0.15318772171484513	0.0005804938346375112	0.15318772171484513	0.0005804938346375112	0.06647686889713597	0.23760212549672266	-0.3232995186794579	1.1198818887451231e-13	0.015131033458493636	0.007933415740045987	
TIMER2_MCP_Endothelial_cell	MCP-counter	all_populations	515	-0.1419709037433201	0.0012362541100862233	502	-0.12461024416420874	0.005220851167854682	-0.12461024416420872	0.005220851167854688	-0.2099216444387809	-0.03741573047283344	-0.19165731756808516	1.5351020088501957e-05	0.015131033458493636	0.04756775508489822	
TIMER2_MCP_T_cell_CD8	MCP-counter	primary	515	-0.1143973753812807	0.00936821564725128	502	-0.11821797874151047	0.008078746670818128	-0.11821797874151048	0.008078746670818128	-0.20371124760080325	-0.030935401067740852	-0.38806302573476986	1.728047215523064e-19	0.059091821774969605	0.050959959922084616	0.03601963433256972
TIMER2_MCP_cytotoxicity_score	MCP-counter	primary	515	-0.1105538536052115	0.012057073175011448	502	-0.11743507164012593	0.008510986995492726	-0.1174350716401259	0.008510986995492735	-0.20295014202452794	-0.030142212206189182	-0.4243972411545716	2.2861780287909187e-23	0.06565149757405557	0.050959959922084616	0.03601963433256972
Xena_MCP_Endothelial_cells	MCP-counter	all_populations	515	-0.1290372232288088	0.0033518745643047313	502	-0.11277699831407857	0.011535345254740759	-0.11277699831407857	0.011535345254740759	-0.19841964422827876	-0.025425237202845816	-0.3097789059957596	1.2587528128020577e-12	0.030539301585887555	0.05181771956615293	
Xena_MCP_Cytotoxic_lymphocytes	MCP-counter	primary	515	-0.10591653225746228	0.01619216450956934	502	-0.11215162022090829	0.01200654477752324	-0.11215162022090827	0.01200654477752325	-0.19781111523242126	-0.024792247180267575	-0.4616707630524341	7.230194356426385e-28	0.07356194034455514	0.05181771956615293	0.03601963433256972
Xena_MCP_CD8_T_cells	MCP-counter	primary	515	-0.10509233053568323	0.017044839835933506	502	-0.10560315261402911	0.01805789352506081	-0.10560315261402911	0.01805789352506081	-0.19143511032239963	-0.018168277805962026	-0.3746263713290808	3.585511656015183e-18	0.07356194034455514	0.06670588493361211	0.0386954861251303
TIMER2_MCP_B_cell	MCP-counter	all_populations	515	-0.08194439557569351	0.06313754172835306	502	-0.09219537991317946	0.03912664977362718	-0.09219537991317944	0.03912664977362718	-0.17835780969726192	-0.004629820832308925	-0.49240760223814745	5.103772302750743e-32	0.1725759473908317	0.10026204004491966	
Xena_MCP_B_lineage	MCP-counter	all_populations	515	-0.07938749815616547	0.07185223824972457	502	-0.08633746871440381	0.05344912517425488	-0.08633746871440384	0.053449125174254805	-0.17263471260256427	0.0012751278431500142	-0.47872873731708443	4.0491112540155615e-30	0.18412136051491923	0.12522366469396856	
TIMER2_MCP_T_cell	MCP-counter	primary	515	-0.07030379319464981	0.11103855869968371	502	-0.07907310101612015	0.07702010771159844	-0.07907310101612015	0.07702010771159844	-0.16552942478469596	0.00858934996342591	-0.5075685059378339	3.162308452848317e-34	0.2334656875224119	0.16620128506187032	0.1283668461859974
TIMER2_MCP_Myeloid_dendritic_cell	MCP-counter	all_populations	515	0.06378191244749251	0.14834646106047927	502	0.07041054551949472	0.11548313729558664	0.0704105455194947	0.11548313729558667	-0.017299110597926992	0.15704481835596523	-0.3113367033430333	9.58469374009771e-13	0.2896288049276024	0.2236791836111347	
Xena_MCP_T_cells	MCP-counter	primary	515	-0.05914744170001938	0.18018650781415615	502	-0.06596730800175048	0.1403560686130078	-0.06596730800175046	0.1403560686130079	-0.15268788747963236	0.021761401870398503	-0.5515217872651749	2.713471160098404e-41	0.32120203566871314	0.26157267332424183	0.17544508576625975
Xena_MCP_Fibroblasts	MCP-counter	all_populations	515	0.03123383075791724	0.4794057542375875	502	0.0591955532422954	0.1858931203489156	0.0591955532422954	0.1858931203489156	-0.028555479289564988	0.14604117897146948	-0.5045850244505142	8.775519561383392e-34	0.6444470794669209	0.3175674139293975	
TIMER2_MCP_Neutrophil	MCP-counter	all_populations	515	0.057241758081979996	0.1946555148286548	502	0.05299734175442675	0.23636942528126895	0.05299734175442676	0.23636942528126892	-0.03476702416285368	0.13995054230285164	0.13603884326056653	0.002253515179608443	0.3330356708850352	0.3800449582953736	
TIMER2_MCP_Cancer_associated_fibroblast	MCP-counter	all_populations	515	0.014460274405614338	0.7433838340138443	502	0.04144553671345143	0.35457214614433374	0.041445536713451435	0.35457214614433374	-0.04632561230077452	0.128581640977687	-0.4679668012132353	1.103397464546418e-28	0.8585559773117639	0.5191949282827745	
Xena_MCP_Neutrophils	MCP-counter	all_populations	515	-0.033386515712522456	0.44963099493177283	502	-0.0296588575713668	0.507751702668552	-0.029658857571366798	0.5077517026685521	-0.11695792930582379	0.058095037390894264	-0.12032462952529432	0.006954653418204413	0.619952790898439	0.6608831685527183	
TIMER2_MCP_Monocyte	MCP-counter	all_populations	515	0.0007626600045271139	0.9862248429775873	502	0.027444337241051563	0.5399633361306416	0.02744433724105156	0.5399633361306416	-0.060303597200469225	0.1147713556118762	-0.46763364823141784	1.219996719266582e-28	0.9913444474699076	0.670863538828979	
TIMER2_MCP_Macrophage_Monocyte	MCP-counter	all_populations	515	0.0007626600045271139	0.9862248429775873	502	0.027444337241051563	0.5399633361306416	0.02744433724105156	0.5399633361306416	-0.060303597200469225	0.1147713556118762	-0.46763364823141784	1.219996719266582e-28	0.9913444474699076	0.670863538828979	
Xena_MCP_Monocytic_lineage	MCP-counter	all_populations	515	-0.027059758553667733	0.5400722843993417	502	-0.004470931786201088	0.9204844304807515	-0.004470931786201099	0.9204844304807512	-0.09203783585313097	0.08316459325964513	-0.5659531034865254	7.524754503774669e-44	0.701279986862238	0.9374186637496732	
xCell_T_cell_NK	xCell	all_populations	515	0.2556920708189487	3.942000852306115e-09	502	0.2504868331725381	1.3196251169530824e-08	0.2504868331725381	1.3196251169530824e-08	0.16653829504430737	0.33083024951374546	-0.17693844623454044	6.720254966267021e-05	3.2324406988910144e-07	1.0820925959015276e-06	
xCell_B_cell_plasma	xCell	all_populations	515	-0.21014984751955126	1.4995128365467877e-06	502	-0.22595176847732373	3.202921586274692e-07	-0.2259517684773237	3.202921586274692e-07	-0.30746867289200036	-0.14114259876891105	-0.16296604574561785	0.00024565204293789495	6.148002629841829e-05	1.3131978503726237e-05	
xCell_T_cell_CD4_effector_memory	xCell	all_populations	515	0.16932177433799295	0.00011287793137640994	502	0.15835118716019364	0.0003736904130912628	0.15835118716019367	0.00037369041309126116	0.07174346249703271	0.2425889380080045	-0.05726642912684276	0.20021911495574332	0.002776688164915508	0.0061285227746967095	
xCell_T_cell_CD8	xCell	primary	515	-0.11658258822082226	0.008090077096632191	502	-0.12583039885164943	0.004792657679619109	-0.1258303988516494	0.0047926576796191184	-0.21110630216186252	-0.038653528889582775	-0.3146723877452428	5.318354826509793e-13	0.05528219349365331	0.04756775508489822	0.03601963433256972
xCell_Endothelial_cell	xCell	all_populations	515	-0.13482723920174153	0.0021673000058489143	502	-0.11704196570655061	0.008735698611309359	-0.11704196570655062	0.008735698611309359	-0.20256794389592467	-0.029743985147678037	-0.30276088855483496	4.212729759186672e-12	0.02221482505995137	0.050959959922084616	
xCell_Common_myeloid_progenitor	xCell	all_populations	515	0.10961442791991147	0.012810048307132794	502	0.11545159296210293	0.009699694542583712	0.11545159296210293	0.009699694542583712	0.02813317687674839	0.201021434433044	0.031155035607589494	0.4861354034332282	0.06565149757405557	0.050959959922084616	
xCell_Myeloid_dendritic_cell	xCell	all_populations	515	0.09405040623989612	0.032851872015464176	502	0.11500569749644964	0.009986419825385864	0.1150056974964496	0.009986419825385898	0.027681633250549172	0.2005877604140097	-0.4566216318787788	3.174914637606219e-27	0.1077594339493518	0.050959959922084616	
xCell_Cancer_associated_fibroblast	xCell	all_populations	515	0.07955497780622105	0.071252826012509	502	0.11493620068255503	0.01003178012162873	0.11493620068255501	0.01003178012162873	0.02761125932993329	0.200520165401009	-0.37953193197866564	1.2044543986585502e-18	0.18412136051491923	0.050959959922084616	
xCell_Granulocyte_monocyte_progenitor	xCell	all_populations	515	0.11689755277556045	0.007919297942276355	502	0.11413969468557256	0.01056486973994437	0.11413969468557261	0.01056486973994434	0.026804762581883322	0.19974539783550815	-0.1636719647355204	0.00023063985527694954	0.05528219349365331	0.050959959922084616	
xCell_Plasmacytoid_dendritic_cell	xCell	all_populations	515	-0.09932843889927721	0.02418228002598999	502	-0.10139857883744484	0.02322026467804854	-0.10139857883744482	0.02322026467804854	-0.18733744721156584	-0.013919268892220331	-0.4779475377007337	5.167430837468602e-30	0.09288958231127671	0.07323314244615307	
xCell_Myeloid_dendritic_cell_activated	xCell	all_populations	515	0.07385102919898054	0.09409898165320287	502	0.0967612730860503	0.030350642856769583	0.09676127308605031	0.030350642856769538	0.00923661570125733	0.18281458411838467	-0.5542881134006178	8.974463087036574e-42	0.2085436890692604	0.08888402550911091	
xCell_T_cell_CD4_Th2	xCell	all_populations	515	-0.09557390101064892	0.030112076138706402	502	-0.09522482588645367	0.033094052367132525	-0.0952248258864537	0.0330940523671325	-0.18131525067357843	-0.007685989995804058	-0.11025128755090437	0.013450983284421111	0.10735609753799673	0.0935762860036161	
xCell_Monocyte	xCell	all_populations	515	0.06144041486812982	0.16385202333462884	502	0.09275799023593718	0.037940670747197335	0.09275799023593717	0.037940670747197335	0.005197270365207317	0.1789071654237057	-0.4585852738923683	1.7910169058716714e-27	0.2985747980764348	0.10026204004491966	
xCell_Common_lymphoid_progenitor	xCell	all_populations	515	-0.07076092620783822	0.10872948100631499	502	-0.09274659466547788	0.037964386605916604	-0.09274659466547788	0.037964386605916604	-0.17889603885567598	-0.005185776217871663	0.26394858332464977	1.902113364029682e-09	0.2334656875224119	0.10026204004491966	
xCell_T_cell_CD4_Th1	xCell	all_populations	515	-0.07653090172130575	0.08272526410749029	502	-0.08923688205437123	0.04589183057211166	-0.08923688205437119	0.04589183057211177	-0.17546812723823932	-0.0016468035663875738	0.06287007663698432	0.15957374255580117	0.19219951832082424	0.11403424566403503	
xCell_T_cell_CD8_naive	xCell	all_populations	515	-0.08376400205671175	0.05748192500077248	502	-0.086831252123027	0.05209334042034684	-0.08683125212302703	0.05209334042034676	-0.1731173570523848	0.0007776151758978392	-0.0011557182017148803	0.9793931445278539	0.16628202049108598	0.12522366469396856	
xCell_T_cell_CD4_memory	xCell	all_populations	515	-0.07702143563068699	0.08076890092585629	502	-0.08408576910098182	0.060009363862961726	-0.08408576910098181	0.06000936386296174	-0.17043328223338983	0.0035432835319181705	-0.16076060151832713	0.0002986502996409663	0.19219951832082424	0.13668799546563504	
xCell_T_cell_CD4_non_regulatory	xCell	all_populations	515	-0.07749185144858164	0.07892812517647352	502	-0.07298913751681127	0.10271862035052352	-0.07298913751681126	0.10271862035052359	-0.1595717776035537	0.014707857699313582	-0.07609054810554275	0.08855767543863696	0.19219951832082424	0.21597248381392126	
xCell_B_cell	xCell	all_populations	515	-0.0623819932672639	0.15747649310230033	502	-0.0653793107858787	0.14393438173460776	-0.06537931078587873	0.14393438173460762	-0.15211105900076738	0.022351658799825664	-0.4461140592691011	6.384097547960077e-26	0.29718478799432924	0.2622804289386186	
xCell_T_cell_regulatory_Tregs	xCell	all_populations	515	-0.057204362071566026	0.19494770978636208	502	-0.06034238536006562	0.17749740085989518	-0.06034238536006565	0.1774974008598949	-0.14716738561278744	0.02740543670123157	-0.04932242050814167	0.2700258818049523	0.3330356708850352	0.3096763163938597	
xCell_Eosinophil	xCell	all_populations	515	-0.05220243641530601	0.2369718211833633	502	-0.055187333767760804	0.2175332063633749	-0.05518733376776081	0.21753320636337478	-0.1421032772822392	0.03257309548581617	-0.07890949583550724	0.07733831336943654	0.3965650885109345	0.3567544584359348	
xCell_T_cell_CD8_central_memory	xCell	all_populations	515	-0.04392175298846925	0.3198328988337679	502	-0.049712859250174726	0.2667268956201216	-0.049712859250174726	0.2667268956201216	-0.136720395088334	0.03805582584767682	-0.43635252140042446	9.4612562268556e-25	0.5142411314582152	0.42060779693942246	
xCell_Macrophage	xCell	all_populations	515	0.026576172408816132	0.547340477551015	502	0.04780144959880079	0.2855750100543226	0.047801449598800796	0.28557501005432256	-0.03996887421848746	0.13483975387661298	-0.4204598929144871	6.348804752189904e-23	0.701279986862238	0.441833034423669	
xCell_T_cell_CD8_effector_memory	xCell	all_populations	515	-0.04500826230078436	0.3079965995470222	502	-0.043394246728026484	0.33238297480206724	-0.04339424672802649	0.3323829748020672	-0.13050110369802215	0.04437740461727215	-0.270834204013431	6.886736421264008e-10	0.5051144232571164	0.5047297024772133	
xCell_Mast_cell	xCell	all_populations	515	0.03329698850123313	0.45084807694849	502	0.04270680876784776	0.3401062763174888	0.04270680876784774	0.3401062763174889	-0.045064741593699865	0.1298240577156529	-0.10405498082191168	0.019705411198767987	0.619952790898439	0.5070675392369833	
xCell_Class_switched_memory_B_cell	xCell	all_populations	515	0.03962043371016441	0.3695597695228121	502	0.03831028975182717	0.3921789249896196	0.038310289751827174	0.3921789249896195	-0.04945865038563747	0.1254920787125352	-0.34172504354171085	3.388140937439304e-15	0.5681009329329151	0.554459859468083	
xCell_B_cell_naive	xCell	all_populations	515	-0.041140025489622756	0.3514700497184305	502	-0.035047862910177856	0.43376905097949847	-0.035047862910177856	0.43376905097949847	-0.1222753934606541	0.05271694596564032	-0.175911745681524	7.417486368006503e-05	0.5542412322482942	0.5928177030053146	
xCell_stroma_score	xCell	all_populations	515	0.001392045590569303	0.9748597906714555	502	0.030604703002212626	0.4943067639464798	0.03060470300221262	0.4943067639464799	-0.05715147590098772	0.11789158055969248	-0.4058035761881561	2.5310939284929048e-21	0.9913444474699076	0.6569672005089459	
xCell_Macrophage_M1	xCell	all_populations	515	0.008345899683439522	0.8501385294057467	502	0.030433140756144336	0.49673129794578835	0.03043314075614433	0.49673129794578846	-0.05732263551416607	0.11772224161176	-0.4578259686988071	2.2357983097744787e-27	0.9570938717236567	0.6569672005089459	
xCell_Neutrophil	xCell	all_populations	515	-0.02183581231343111	0.6210319805600013	502	-0.025156159756181625	0.5742839899484133	-0.025156159756181618	0.5742839899484133	-0.11251116507544347	0.06258471378224656	0.027443489671336176	0.5395696553080533	0.7715851879684864	0.7028550324741775	
xCell_B_cell_memory	xCell	all_populations	515	-0.029044976852780534	0.5107485663438254	502	-0.02375758084179179	0.595756144139154	-0.023757580841791793	0.595756144139154	-0.11112924708371398	0.06397852568895564	-0.34636772291960916	1.3516541562867112e-15	0.6755061683902207	0.7184118208736857	
xCell_immune_score	xCell	primary	515	0.0019584399056466334	0.964636478693447	502	0.021912241692414725	0.6246321644580379	0.021912241692414725	0.6246321644580379	-0.06581705144360497	0.1093053738377673	-0.5615784248615494	4.622732117695858e-43	0.9913444474699076	0.7206675766582413	0.6692487476336121
xCell_T_cell_CD4_naive	xCell	all_populations	515	0.015032734930842846	0.7336025123117422	502	0.0214382271121718	0.6321457536022386	0.021438227112171807	0.6321457536022385	-0.0662892197223165	0.10883677821848245	-0.34701056621670573	1.1887182472004112e-15	0.8585559773117639	0.7206675766582413	
xCell_NK_cell	xCell	all_populations	515	-0.01985289574199659	0.6530829432211299	502	-0.02139824320956714	0.6327812868218705	-0.021398243209567146	0.6327812868218704	-0.1087972496375945	0.06632904608963497	-0.0031626387333423926	0.9436495908210176	0.7761275557120675	0.7206675766582413	
xCell_microenvironment_score	xCell	primary	515	-0.008238370917466114	0.8520469833637432	502	0.017039850477360483	0.7035903289540422	0.017039850477360476	0.7035903289540423	-0.07066859167526418	0.10448683091298135	-0.6064917446405526	9.462919173129034e-52	0.9570938717236567	0.7896582449754643	0.7035903289540422
xCell_T_cell_CD4_central_memory	xCell	all_populations	515	0.019926585949504957	0.6518798721248728	502	0.014498789357023874	0.746140021828958	0.014498789357023858	0.7461400218289583	-0.07319713324577469	0.10197222292281773	0.10229064928143465	0.021896387126406944	0.7761275557120675	0.8157797571996608	
xCell_Macrophage_M2	xCell	all_populations	515	-0.00198489635754375	0.9641590732907749	502	0.011720707430194056	0.7935538036151855	0.011720707430194063	0.7935538036151853	-0.07596023838915249	0.09922178185657081	-0.2119389335426555	1.6573325868559423e-06	0.9913444474699076	0.8450832713824054	
xCell_Hematopoietic_stem_cell	xCell	all_populations	515	-0.0070195293585665714	0.873737142338937	502	0.00901899779206217	0.8404074460795623	0.009018997792062158	0.8404074460795625	-0.07864609199801832	0.09654567017687071	-0.13638964296162592	0.0021944981618267616	0.9681952117809842	0.8835052638272322	
xCell_T_cell_gamma_delta	xCell	all_populations	515	0.005338871183443312	0.903798180999228	502	0.004160631329378008	0.9259867288258967	0.004160631329378011	0.9259867288258966	-0.08347274535007417	0.09173014942918141	0.10007665727294182	0.024942297244591807	0.9751506689728513	0.9374186637496732	
