symbol	present	ensembl	baseMean	log2FC	lfcSE	stat	pvalue	padj	welch_p	welch_padj
TACSTD2	True	ENSG00000184292	1165.094548292	-3.26327041610181	0.190230852404467	-17.0947928935181	1.62271488282816e-65	1.94563514451096e-61	0.00011250824351959055	0.1830933029457574
DSG2	True	ENSG00000046604	98.1890922045436	-0.10634765489693	0.173067873778208	-0.659669171448706	0.509466154332931	0.80086560902137	0.5593998107275541	0.7993258763377664
DSG3	True	ENSG00000134757	0.32739835364877	0.0146635096035158	0.211151400555843	0.118520656840071	0.9056551286582		0.3910022189557703	0.7015888600946966
MMP14	True	ENSG00000157227	211.991603281206	-0.284474748098274	0.232643041144563	-1.1296947948422	0.258604851291415	0.627031783009923	0.37030849552936546	0.7015888600946966
CLDN1	True	ENSG00000163347	899.25465787107	0.188345378763277	0.380864180129859	0.791054894828695	0.42891195852094	0.756901838600047	0.7418929784001976	0.892646571918088
CLDN3	True	ENSG00000165215	126.948004767934	0.343164058903334	0.212539872939331	1.57150356934618	0.1160657259768	0.445036154289041	0.10188870025216266	0.4982469407935427
CLDN4	True	ENSG00000189143	746.470927429133	0.284440042778056	0.182126289596671	1.51736701724038	0.1291740464809	0.46637365651771	0.041351419908000245	0.40681166474352803
CLDN7	True	ENSG00000181885	430.420328146759	0.51048843124066	0.170143890769393	2.99024281166948	0.0027875576331619	0.0569383577880956	0.04299718886495134	0.4096623240982285
EPCAM	True	ENSG00000119888	310.387501819459	0.0918851538085968	0.15739780289356	0.567561013277824	0.570333086258404	0.833850299050511	0.6206514711072951	0.8300376764646973
ISG15	True	ENSG00000187608	201.182946556651	1.44016729014779	0.337342386176854	4.41783124652845	9.96962098626179e-06	0.0012323273775801	0.09645379867626747	0.48960068862741807
IFI44L	True	ENSG00000137959	100.806949099535	1.64801398577492	0.340884330835628	5.07546867464842	3.8654203705513e-07	0.0001077823028904	0.018151634835944386	0.3535126545021018
IFI44	True	ENSG00000137965	62.4819205011146	1.37170633403748	0.369399875797367	3.86566154851517	0.0001107884865784	0.0068120715593611	0.12188094180698515	0.5273805760870784
IFIT1	True	ENSG00000185745	802.038745576615	0.908430855147506	0.397983504784519	2.4347618010805	0.0149015956799711	0.156043783583278	0.15616339643534918	0.5700128660605961
MX1	True	ENSG00000157601	740.507293343462	0.933901312861352	0.376579883574884	2.66203873412252	0.0077668940207575	0.105513824223238	0.22877468342627727	0.6294233694337164
OAS2	True	ENSG00000111335	320.861509329531	0.814356506613259	0.312476936881331	2.69601301726101	0.0070174924268943	0.0991045161348217	0.27065126559417335	0.667838000891833
STAT1	True	ENSG00000115415	599.036040253244	0.744280479003958	0.307116046859826	2.46670180089502	0.0136363866166786	0.14756342557218	0.24080263752645426	0.6398177896501199
IRF1	True	ENSG00000125347	28.4337666018606	-0.271728974032948	0.314587757991562	-0.807166156288486	0.419570761363363	0.749613087281586	0.5139213154531493	0.7676536384562004
CXCL10	True	ENSG00000169245	12.5334193096274	-0.136493055587544	0.383170734169065	-0.263456943326052	0.79219840581094	0.932193283094193	0.7461544916012162	0.8947764249067557
CD274	True	ENSG00000120217	1.47782877532476	-0.0140152703252349	0.372014906365	0.126147266097255	0.89961535334555		0.9196028304678628	0.9690672587643412
B2M	True	ENSG00000166710	10776.6112810955	0.538924757008079	0.281147459202501	1.97193102886256	0.0486174805703344	0.29970364629219	0.18707324660485472	0.5914460990909389
HLA-A	True	ENSG00000206503	230.432815941531	0.628420754384249	0.390513845408935	1.80831953573956	0.0705567830846006	0.355452029069059	0.12925144816544212	0.5378282941963027
HLA-B	True	ENSG00000234745	3866.53917030144	0.561791689055904	0.300340212458785	1.93068219171256	0.0535223665202389	0.31215738115169	0.21019506435420518	0.6117037062622321
HLA-C	True	ENSG00000204525	86.3257889923133	0.698859043983182	0.314806518741892	2.27712974206901	0.0227784790911015	0.195921064779273	0.08905419309589331	0.4827331920000776
TAP1	True	ENSG00000168394	172.107979044784	0.260317475145335	0.282849708723348	0.946935608714899	0.343671591545761	0.704189296852322	0.3059920996935153	0.6987607450949969
PSMB8	True	ENSG00000204264	37.4746382906888	0.201640563646501	0.31744118721341	0.733365650440612	0.463335443634589	0.77556777456076	0.6017674889164983	0.8216539349138519
PSMB9	True	ENSG00000240065	36.947036375449	0.162048231801873	0.354816301855109	0.599775987654496	0.548655538382127	0.822148630562608	0.9590117896694667	0.9845800976696117
NLRC5	True	ENSG00000140853	4.00383060036279	0.442799112659373	0.424155420162056	1.4810963441266	0.138580901943567		0.11379001429995117	0.5184385187702787
