set	symbol	present	log2FC	lfcSE	pvalue	padj	stat	baseMean
Non-homologous end-joining	NHEJ1	True	-0.0340898157164902	0.20384743784807	0.864728007895514		-0.170358753459647	0.272955372340412
Non-homologous end-joining	POLL	True	0.41384179921004	0.214320375704432	0.0538716722940966	0.312946390894486	1.92786699234616	69.9233300569329
Non-homologous end-joining	POLM	True	1.10165264528402	0.306502838404585	0.0004538948825726	0.0179522933300136	3.50658591435781	37.0325943634864
Non-homologous end-joining	PRKDC	True	-0.489889712200177	0.155330482770766	0.0015466686583726	0.0393727329381908	-3.16578161372591	324.167654340396
Non-homologous end-joining	RAD50	True	-0.135128546572503	0.374192160396468	0.745659645134681	0.915343637868396	-0.32436773358024	11.3634285670361
Non-homologous end-joining	XRCC4	True	-0.545687895567021	0.308752445186472	0.0810669169667296	0.378383462282098	-1.74452884022782	25.6232693636263
Non-homologous end-joining	XRCC5	True	-0.0333875161546503	0.120046564511342	0.784226486327238	0.929607312813385	-0.273815402525587	767.357476030964
Non-homologous end-joining	XRCC6	True	-0.0099909151303575	0.15763659360679	0.942445437672108	0.980141309438003	-0.0721966166492404	268.139730326401
Interferon Alpha Response	MX1	True	0.933901312861352	0.376579883574884	0.0077668940207575	0.105513824223238	2.66203873412252	740.507293343462
Interferon Alpha Response	ISG15	True	1.44016729014779	0.337342386176854	9.96962098626179e-06	0.0012323273775801	4.41783124652845	201.182946556651
Interferon Alpha Response	OAS1	True	0.856968262203625	0.314023349761912	0.0050878537458466	0.081876360794226	2.80141820339145	159.365883317235
Interferon Alpha Response	IFIT3	True	0.962022180681312	0.383638818356463	0.0048631189458415	0.0800359853505303	2.81596351270226	46.2313480087858
Interferon Alpha Response	IFI44	True	1.37170633403748	0.369399875797367	0.0001107884865784	0.0068120715593611	3.86566154851517	62.4819205011146
Interferon Alpha Response	IFI35	True	0.66755594847782	0.302724189480515	0.0212195141088936	0.189161319082256	2.30405575292434	162.183470750806
Interferon Alpha Response	IRF7	True	0.340368143751579	0.396662387055372	0.312090033981795	0.679614876033731	1.01084622721761	11.8575096188051
Interferon Alpha Response	RSAD2	True	0.689966445111152	0.409879586929925	0.053021367192236	0.31071661419106	1.93474685809053	27.7644204676357
Interferon Alpha Response	IFI44L	True	1.64801398577492	0.340884330835628	3.8654203705513e-07	0.0001077823028904	5.07546867464842	100.806949099535
Interferon Alpha Response	IFITM1	True	0.0	0.201510836782877	1.0		0.0	0.263597137977503
Interferon Alpha Response	IFI27	True	0.6607680715232	0.34231083727088	0.0498178742822744	0.30264214277334	1.96152446216636	10997.1749346132
Interferon Alpha Response	IRF9	True	0.460776619231396	0.389842865787817	0.165827926612443		1.38573470561806	1.41908690567838
Interferon Alpha Response	OASL	True	0.677851464437761	0.357480495764384	0.0408468595223923	0.274833807897578	2.0450811379814	52.228819110088
Interferon Alpha Response	EIF2AK2	True	0.3384699808932	0.263496141127489	0.188834520368069	0.544261033464699	1.31403472016601	276.212969735408
Interferon Alpha Response	IFIT2	True	0.603736349196265	0.373446427441641	0.0711359081194443	0.357019480264603	1.80460887616847	48.6096091802847
Interferon Alpha Response	CXCL10	True	-0.136493055587544	0.383170734169065	0.79219840581094	0.932193283094193	-0.263456943326052	12.5334193096274
Interferon Alpha Response	TAP1	True	0.260317475145335	0.282849708723348	0.343671591545761	0.704189296852322	0.946935608714899	172.107979044784
Interferon Alpha Response	SP110	True	0.501603819821065	0.268993049202632	0.0619182636342176	0.334565110849152	1.86688059967551	161.836002034056
Interferon Alpha Response	DDX60	True	0.681841231775058	0.328117472380016	0.031536039929466	0.237064024297365	2.15024247574353	287.378673962348
Interferon Alpha Response	UBE2L6	True	0.821854851481958	0.296033823174682	0.0041782598633061	0.072710211554486	2.86438033947442	514.59745320882
Interferon Alpha Response	USP18	True	0.37268232155432	0.320096912577984	0.199120889819536	0.557028221943239	1.28406020765044	34.3374530600398
Interferon Alpha Response	PSMB8	True	0.201640563646501	0.31744118721341	0.463335443634589	0.77556777456076	0.733365650440612	37.4746382906888
Interferon Alpha Response	IFIH1	True	0.430985247520358	0.314301052554355	0.162392578424906	0.510376675049705	1.39706981292207	85.5257133892974
Interferon Alpha Response	BST2	True	0.710523945809789	0.292898216946127	0.0139305295903944	0.149531826131449	2.45904979162597	1335.60360382936
Interferon Alpha Response	LGALS3BP	True	0.354453572709608	0.311763974412416	0.22964630141996	0.594611270578609	1.2012704699275	81.7668939061534
Interferon Alpha Response	ADAR	True	0.0549371227962738	0.197134047422886	0.777093972134657	0.926642492817956	0.283108100606977	564.157833235457
Interferon Alpha Response	ISG20	True	0.79515587189584	0.367118843909362	0.0302699662226244	0.232651855775171	2.16653974393501	11.5716692323679
Interferon Alpha Response	GBP2	True	-0.528587027749663	0.334033527284728	0.131243632241779	0.467769602942775	-1.50921584515647	82.5642490732617
Interferon Alpha Response	IRF1	True	-0.271728974032948	0.314587757991562	0.419570761363363	0.749613087281586	-0.807166156288486	28.4337666018606
Interferon Alpha Response	PLSCR1	True	0.590127387962954	0.311640772450899	0.0497209880158064	0.30264214277334	1.96235654693588	111.562452001816
Interferon Alpha Response	PSMB9	True	0.162048231801873	0.354816301855109	0.548655538382127	0.822148630562608	0.599775987654496	36.947036375449
Interferon Alpha Response	HERC6	True	0.727917006089129	0.385046201641858	0.0475977827435831	0.295067172892005	1.98094196047565	184.778757199129
Interferon Alpha Response	SAMD9	True	0.338190332458773	0.355991263826466	0.335996229724766	0.699052189235902	0.962106260343054	89.0507942777528
Interferon Alpha Response	CMPK2	True	0.840624960371931	0.379020539606125	0.0135024511485619	0.146643468542805	2.47023448877016	27.9921820000408
Interferon Alpha Response	IFITM3	True	1.05205843004792	0.41161170276824	0.0008261526074465	0.0264854806504918	3.34388068359554	170.477889484109
Interferon Alpha Response	RTP4	True	0.231151553202112	0.42559392981974	0.331794513915485	0.694884929580203	0.970505642169109	8.23074185284872
Interferon Alpha Response	STAT2	True	0.711350351172487	0.219524735455702	0.0010543376546247	0.0309293515934681	3.27561075254264	73.8312729158261
Interferon Alpha Response	SAMD9L	True	-0.148273976790663	0.355536276216363	0.73007022347256	0.908734073086392	-0.345032120044356	26.9896460369914
Interferon Alpha Response	LY6E	True	0.495681535556017	0.270384714820816	0.0729049489592147	0.360873509461614	1.79342527617184	79.2775729102509
Interferon Alpha Response	IFITM2	True	0.281751293781768	0.297593806367825	0.252198494779731	0.61986397016896	1.14502574036826	47.2328055615259
Interferon Alpha Response	HELZ2	True	0.267035138087381	0.266585246794318	0.30586000876898	0.67373656405795	1.02394763566524	66.8869008893571
Interferon Alpha Response	CXCL11	True	-0.139546892290121	0.393816403517041	0.956448842479112		0.0546104133598422	3.19803018504206
Interferon Alpha Response	TRIM21	True	0.35593888135887	0.287804237830209	0.215480936330002	0.577215466174424	1.23863436291471	32.0638309496193
Interferon Alpha Response	PARP14	True	0.351701965533723	0.2787073795181	0.185279984082524	0.540596732580794	1.32467193918704	447.465362962953
Interferon Alpha Response	TRIM26	True	0.235154531214808	0.224375968734947	0.296620295562749	0.665259510624272	1.04370845775887	73.7372477048752
Interferon Alpha Response	PARP12	True	0.601228160235564	0.299824764574097	0.0399660044139339	0.273156281178682	2.05410009978184	32.1349593967424
Interferon Alpha Response	NMI	True	-0.153641191824799	0.265396303297856	0.597715501476657	0.848521058809509	-0.527688579024469	42.0809401800274
Interferon Alpha Response	RNF31	True	0.0	0.160546279937931	1.0		0.0	0.157414551731135
Interferon Alpha Response	HLA-C	True	0.698859043983182	0.314806518741892	0.0227784790911015	0.195921064779273	2.27712974206901	86.3257889923133
Interferon Alpha Response	CASP1	True	-1.14393647728874	0.40241072957408	0.0039869430336615	0.0701492361668827	-2.87919296594672	29.0307128773339
Interferon Alpha Response	TRIM14	True	-0.0595260423494398	0.276553259136389	0.846652272056074	0.953701263517457	-0.193391627372093	37.3800138081621
Interferon Alpha Response	TDRD7	True	0.871079067683131	0.416843973422395	0.0392158800978713		2.06191446533073	5.31833336916146
Interferon Alpha Response	DHX58	True	0.576926976266252	0.361869084599959	0.0819808873737659	0.380091872098808	1.73930637045127	15.2228455735336
Interferon Alpha Response	PARP9	True	0.149522596908698	0.292177079586088	0.565730095207744	0.831364608596746	0.574351308618117	263.234785199151
Interferon Alpha Response	PNPT1	True	0.029527599495365	0.257548044264739	0.881746626835459	0.963556512555337	0.148755422539082	48.9987211114269
Interferon Alpha Response	TRIM25	True	0.125210186296397	0.238012175365415	0.606136042202468	0.852843245688742	0.515596805087026	102.414884011154
Interferon Alpha Response	PSME1	True	-0.303692898165271	0.17946146201559	0.0975113658009665	0.410972326388755	-1.65704011136462	287.087384912109
Interferon Alpha Response	EPSTI1	True	0.374830405390986	0.347381213240995	0.216153111884865	0.577854138572918	1.23682216364017	57.0179887658258
Interferon Alpha Response	UBA7	True	-0.0557466362831167	0.420830475813689	0.987670832019205	0.995151580575187	-0.0154529355190009	8.90895466699265
Interferon Alpha Response	PSME2	True	0.148387776135965	0.220840669522836	0.480814519788567	0.784600950840593	0.704993116679666	133.411117261998
Interferon Alpha Response	B2M	True	0.538924757008079	0.281147459202501	0.0486174805703344	0.29970364629219	1.97193102886256	10776.6112810955
Interferon Alpha Response	TRIM5	True	0.484461004480609	0.35606738547705	0.110327155433816	0.436357592501865	1.59672439450169	18.3706216768351
Interferon Alpha Response	C1S	True	-0.0184746847127583	0.32986669479278	0.852692611263268		0.185683955369906	1.34364341511402
Interferon Alpha Response	LAP3	True	0.0623702937747296	0.305242799724649	0.791422770240709	0.931986715898437	0.264463521265224	45.8114855728131
Interferon Alpha Response	LAMP3	True	0.468547878000028	0.422028853161021	0.0997984586429333	0.415910828633947	1.64583148249404	53.3354378151137
Interferon Alpha Response	GBP4	True	-0.450019598388449	0.409473591615181	0.305866500381733	0.67373656405795	-1.02393389266398	12.0694288822661
Interferon Alpha Response	NCOA7	True	0.183213706943919	0.240608257180709	0.45951325200368	0.774298881204276	0.739648586877101	60.8851878119662
Interferon Alpha Response	TMEM140	True	0.404847565975444	0.425784863986257	0.290781347929448		1.0564091051266	5.37825611910121
Interferon Alpha Response	CD74	True	-0.316328748745382	0.423352978921607	0.538806000608079	0.81713685141549	-0.614619549732009	126.209512011708
Interferon Alpha Response	GMPR	True	-0.218490269307308	0.24723889539231	0.448008028064682		-0.758740126690454	0.428438505945092
Interferon Alpha Response	PSMA3	True	0.115661039214066	0.177948549003368	0.514240799184136	0.803149020096917	0.652248620614215	157.618346807636
Interferon Alpha Response	PROCR	True	-0.389136427432536	0.407529146704499	0.413096180089952	0.746052580525179	-0.818457185083953	13.5311414194225
Interferon Alpha Response	IL7	True	0.454735822164122	0.376283403085992	0.186934979459469		1.31970066042421	2.23564806196617
Interferon Alpha Response	IFI30	True	0.0	0.160546279937931	1.0		0.0	0.0604519281129214
Interferon Alpha Response	IRF2	True	-0.648727407705188	0.252044987546395	0.0100758644943992	0.121906776274315	-2.57321482366865	63.6501333879368
Interferon Alpha Response	CSF1	True	0.0648647300098724	0.324889266968555	0.851501885041927	0.95487351306142	0.18720247414941	66.1246424093807
Interferon Alpha Response	IL15	True	0.481699135994521	0.408056918727402	0.100104476467463		1.6443473374911	2.35155748807124
Interferon Alpha Response	CNP	True	-0.0981771080306552	0.207711932872305	0.644705918945028	0.872365310210683	-0.461129192141961	66.8907052762595
Interferon Alpha Response	IL4R	True	0.676152572396732	0.308610235854435	0.027046224049367	0.216378142357623	2.21085002926919	88.1859628650417
Interferon Alpha Response	CMTR1	True	-0.21908189089418	0.265947199917483	0.399334090999145	0.736831145182068	-0.84281111440205	132.523742996483
Interferon Alpha Response	CD47	True	0.016448128854749	0.221812151862526	0.918130559792576	0.973418110523741	0.102788843709352	195.926447019044
Interferon Alpha Response	LPAR6	True	-0.222663670622601	0.408319159169905	0.627695696047605	0.864854817257638	-0.484972720998174	6.45923335730291
Interferon Alpha Response	MOV10	True	0.767906448532045	0.252469532006838	0.0026460821147886	0.0552726908646617	3.00611579433539	117.927654538794
Interferon Alpha Response	CASP8	True	-0.212828391624316	0.291763675297385	0.468634978795601	0.777709930386748	-0.724701819276303	35.2633392085907
Interferon Alpha Response	TXNIP	True	-0.022708710224309	0.314926979968734	0.972091095220528	0.99076608565914	-0.0349857607222411	244.040222343846
Interferon Alpha Response	SLC25A28	True	0.114389715761462	0.286253787925194	0.69417897651479	0.894978574578711	0.393190241706093	22.9759664524635
Interferon Alpha Response	SELL	True	-0.353402973544566	0.368184304537797	0.250344934291801		-1.14951196889667	1.41604120382177
Interferon Alpha Response	TRAFD1	True	0.243972165165498	0.36431482193152	0.50900213461505	0.800654143265249	0.660392265057278	10.8790910443422
Interferon Alpha Response	BATF2	True	0.0307159069929349	0.387158338831352	0.770964708051851	0.924913594191518	0.291113248035149	12.0375937132358
Interferon Alpha Response	RIPK2	True	0.0483342599230785	0.254038323336996	0.877828448996511	0.96222698562434	0.153722619487097	36.0956046331885
Interferon Alpha Response	CCRL2	True	0.0	0.174712877776545	1.0		0.0	0.258989699358215
Interferon Alpha Response	NUB1	True	-0.269047446496968	0.141856802410232	0.0596043682089337	0.329790666739785	-1.8837088534866	152.978575842753
Interferon Alpha Response	OGFR	True	0.241520900024989	0.189255790623396	0.198828018039753	0.556737023889921	1.28489774792989	155.538840166969
Interferon Alpha Response	MVB12A	True	-0.155086932524996	0.212783201836535	0.493789214730756	0.792200318287615	-0.684294507253777	124.713034613485
Interferon Alpha Response	ELF1	True	-0.14296463591419	0.24033615880287	0.568696957997168	0.832815575608789	-0.569971603704153	46.4357659250439
