set	symbol	present	ensembl	baseMean	log2FC	lfcSE	stat	pvalue	padj	welch_p	welch_padj
HALLMARK_INTERFERON_GAMMA_RESPONSE	ADAR	True	ENSG00000160710	564.157833235457	0.0549371227962738	0.197134047422886	0.283108100606977	0.777093972134657	0.926642492817956	0.8601172792669874	0.9436026360909578
HALLMARK_INTERFERON_GAMMA_RESPONSE	APOL6	True	ENSG00000221963	45.2987068982481	0.0205998104229605	0.35859340527332	0.115835954430944	0.907782554791126	0.970659373521458	0.7813170046825672	0.9113999661422247
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARID5B	True	ENSG00000150347	144.970767604922	-0.273033740900682	0.272859960415851	-1.01241260346827	0.311340814688064	0.678722976019979	0.10539937069751135	0.5060404434690935
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARL4A	True	ENSG00000122644	27.5890352437056	0.354074383589551	0.34604862237427	1.14768612715714	0.251098160198695	0.619323499392376	0.35042024804213634	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	AUTS2	True	ENSG00000158321	265.190084558982	-0.299808708622261	0.223720368902987	-1.31895974597309	0.187182570347709	0.542368056662404	0.3481850910984034	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	B2M	True	ENSG00000166710	10776.6112810955	0.538924757008079	0.281147459202501	1.97193102886256	0.0486174805703344	0.29970364629219	0.18707324660485472	0.5914460990909389
HALLMARK_INTERFERON_GAMMA_RESPONSE	BANK1	True	ENSG00000153064	8.68770666586344	-1.00292354370822	0.393957569809952	-2.52635444373365	0.0115253136512815	0.131514023242021	0.025282371266244538	0.37039223008079775
HALLMARK_INTERFERON_GAMMA_RESPONSE	BATF2	True	ENSG00000168062	12.0375937132358	0.0307159069929349	0.387158338831352	0.291113248035149	0.770964708051851	0.924913594191518	0.838408259343072	0.9353806996811833
HALLMARK_INTERFERON_GAMMA_RESPONSE	BPGM	True	ENSG00000172331	7.43445670062302	-0.216015117782028	0.406709414127738	-0.511307815348868	0.609135533354973	0.85396191008219	0.8996715731522337	0.9612077816987701
HALLMARK_INTERFERON_GAMMA_RESPONSE	BST2	True	ENSG00000130303	1335.60360382936	0.710523945809789	0.292898216946127	2.45904979162597	0.0139305295903944	0.149531826131449	0.2191047897552867	0.6184337625785509
HALLMARK_INTERFERON_GAMMA_RESPONSE	BTG1	True	ENSG00000133639	1043.53195565914	-0.47374587922533	0.179433494947631	-2.63790049129327	0.0083421056773676	0.110202287237714	0.04909016390501386	0.41982175472236016
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1R	True	ENSG00000159403	5.93940023743199	-0.888395418759687	0.427450300839309	-2.21652003642768	0.0266559072095826		0.009405952248769216	0.2984908565594463
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1S	True	ENSG00000182326	1.34364341511402	-0.0184746847127583	0.32986669479278	0.185683955369906	0.852692611263268		0.3910022189557705	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP1	True	ENSG00000137752	29.0307128773339	-1.14393647728874	0.40241072957408	-2.87919296594672	0.0039869430336615	0.0701492361668827	0.01752022083392105	0.35109375829179773
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP3	True	ENSG00000164305	33.1246384083549	-0.0081938617086622	0.275885486733942	-0.0151788333734556	0.987889508238899	0.995193682052126	0.9658394024989257	0.9864075671616114
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP4	True	ENSG00000196954	38.3216261416608	-0.350356699897852	0.342432199423182	-0.888230180397545	0.374416947545661	0.721629834604159	0.33281081097903226	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP7	True	ENSG00000165806	103.366687768236	0.257407317579155	0.254750233149021	0.996136658556198	0.319183750421939	0.683439203818143	0.40308933282847254	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP8	True	ENSG00000064012	35.2633392085907	-0.212828391624316	0.291763675297385	-0.724701819276303	0.468634978795601	0.777709930386748	0.44682102637758	0.7202688352132901
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL2	True	ENSG00000108691	2.3827470637524	-0.19342098503599	0.385375342097133	-0.312828263611765	0.754411141071513		0.8094294170273572	0.9225613011650161
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL5	True	ENSG00000271503	5.43275740002189	0.804321681130584	0.420581072669777	1.82789511820904	0.0675652938686254		0.08446227070604463	0.4745670513155285
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL7	True	ENSG00000108688	0.0639135009466506	0.0	0.160546279937931	0.0	1.0			
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD274	True	ENSG00000120217	1.47782877532476	-0.0140152703252349	0.372014906365	0.126147266097255	0.89961535334555		0.9196028304678628	0.9690672587643412
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD38	True	ENSG00000004468	0.892320913098795	-0.0469184531393037	0.255495187450436	-0.188583758577737	0.85041906317805		0.9766456068747713	0.9894794457691177
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD40	True	ENSG00000101017	7.90469394942452	-0.892623943304936	0.414407473528812	-2.14400288463856	0.0320326556519954	0.238799578265454	0.029306032489422623	0.3806851176169786
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD69	True	ENSG00000110848	15.388737186166	-0.310755809252485	0.424786582475847	0.242004577091694	0.80877661662786	0.938926378134009	0.3910022189557703	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD74	True	ENSG00000019582	126.209512011708	-0.316328748745382	0.423352978921607	-0.614619549732009	0.538806000608079	0.81713685141549	0.3548859290321253	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD86	True	ENSG00000114013	0.68046496324677	-0.198170793154453	0.306544579744194	-0.620200845014332	0.535125565256769		0.4777538530676059	0.7413585993352558
HALLMARK_INTERFERON_GAMMA_RESPONSE	CDKN1A	True	ENSG00000124762	38.5216370989629	0.312940790128073	0.289531387546461	1.13969936331904	0.25441157251459	0.623065427515147	0.25417551999130417	0.6536961234915064
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFB	True	ENSG00000243649	17.5660900997784	0.61065905950723	0.40257736433231	2.01880712325848	0.0435072704094739	0.283198790558953	0.17705976707507587	0.5912813061128057
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFH	True	ENSG00000000971	1.49558532512863	-0.403214191545961	0.373504448537539	-1.22562715611727	0.220339013757368		0.18427850485507685	0.5912813061128057
HALLMARK_INTERFERON_GAMMA_RESPONSE	CIITA	True	ENSG00000179583	0.816613684860932	0.002348573387432	0.290809425392778	0.0791103291878504	0.936944867761099		0.9104912620976943	0.9655162081634822
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMKLR1	True	ENSG00000174600	0.127827001893301	0.0	0.160546279937931	0.0	1.0			
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMPK2	True	ENSG00000134326	27.9921820000408	0.840624960371931	0.379020539606125	2.47023448877016	0.0135024511485619	0.146643468542805	0.24073925511384847	0.6398177896501199
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMTR1	True	ENSG00000137200	132.523742996483	-0.21908189089418	0.265947199917483	-0.84281111440205	0.399334090999145	0.736831145182068	0.3548547748812393	0.7015888600946966
HALLMARK_INTERFERON_GAMMA_RESPONSE	CSF2RB	False									
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL10	True	ENSG00000169245	12.5334193096274	-0.136493055587544	0.383170734169065	-0.263456943326052	0.79219840581094	0.932193283094193	0.7461544916012162	0.8947764249067557
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL11	True	ENSG00000169248	3.19803018504206	-0.139546892290121	0.393816403517041	0.0546104133598422	0.956448842479112		0.982396079558141	0.9913235299827705
