slice	n_targets	median_logFC	mean_logFC	frac_logFC_neg
all_STAT1_targets	1062	-0.02288250432438471	-0.08095373820375691	0.5216572504708098
positive_weight	1044	-0.02288250432438471	-0.08188490552352032	0.5220306513409961
negative_weight	18	-0.06390441040344531	-0.026946033657480176	0.5
IFN_hallmark_overlap	83	-0.6217971481929434	-0.6568513139817512	0.9036144578313253
not_IFN_hallmark	979	0.015592250431331205	-0.03212891819397806	0.48927477017364657
positive_and_IFN	82	-0.6074655531541031	-0.6474151183549108	0.9024390243902439
positive_not_IFN	962	0.01418665740657286	-0.03367962750670741	0.4896049896049896
