method	tf	n_targets	n	n_q1	n_q4	mean_q1	mean_q4	delta	coef	se	t	p	df	n_continuous	coef_continuous	se_continuous	p_continuous	fdr	fdr_continuous
collectri_ulm	CIITA	28	34	18	16	4.6090173011960385	3.304046071539419	-1.3049712296566196	-1.2056767858809323	0.5242716863290573	-2.299717526847699	0.02885533561071334	29	64	-0.24266340340607453	0.20979944673110643	0.2520793936663297	0.1137329983379712	0.4839140691884723
collectri_ulm	ELF3	31	34	18	16	1.2471755776942128	0.784352641446453	-0.46282293624775983	-0.280066544637772	0.3738753079604871	-0.7490907761883293	0.4598358994819814	29	64	0.06417257414624883	0.15616274438365046	0.6826097097331678	0.6392840553773887	0.8375456288679127
collectri_ulm	GRHL2	10	34	18	16	2.1170205764083647	3.5453717021591586	1.428351125750794	1.461194670098568	0.32320242965961116	4.520989126342467	9.581179326169717e-05	29	64	0.7793712244847146	0.09849614573839256	7.687762937582875e-11	0.0036560126268317993	5.6966323367489105e-08
collectri_ulm	IRF1	147	34	18	16	2.2095246731486267	0.06611627637848833	-2.1434083967701385	-1.8964877055453855	0.6191524263281107	-3.06303847792784	0.00469587410987541	29	64	-0.5529468451856236	0.25867284168943316	0.03670078476684389	0.04093697312256093	0.15343000258841216
collectri_ulm	IRF9	23	34	18	16	-0.014692219914589771	-1.0507124935472625	-1.0360202736326727	-1.0659413756525549	0.2748518637112826	-3.8782395769827125	0.0005562590966750516	29	64	-0.39728474030985905	0.10325341525911741	0.0002953416260662904	0.010847052385163505	0.008357673413920316
collectri_ulm	KLF4	117	34	18	16	1.6526145132363625	1.8086634536492134	0.1560489404128509	0.2914913340075286	0.2370501325308118	1.2296611307299754	0.22870731972716882	29	64	0.17375878403914607	0.09073817414420667	0.06035119559666103	0.43063654044528205	0.19700544465694195
collectri_ulm	RFX5	24	34	18	16	3.076713061751354	1.4797546870750766	-1.5969583746762774	-1.3082597671540643	0.6726785216284787	-1.9448514038874247	0.061547396835857734	29	64	-0.17157297068959285	0.26840278837493736	0.5251429930480673	0.18768156812909703	0.7126940619938056
collectri_ulm	RFXANK	18	34	18	16	3.3248623203949923	1.5429660964032328	-1.7818962239917595	-1.4327263589729144	0.7210847126539072	-1.986904359267103	0.056452870854096594	29	64	-0.15699039168721707	0.29226913175750124	0.5931887189150511	0.17650454558179568	0.7697948173661171
collectri_ulm	RFXAP	16	34	18	16	3.709611896047949	1.9695252338652431	-1.7400866621827058	-1.391216558582747	0.7503753156967132	-1.854027617221152	0.07393190051833648	29	64	-0.10428944697943496	0.3038489952913564	0.7326470503062671	0.211519452834314	0.8528032704610667
collectri_ulm	STAT1	284	34	18	16	5.469195660486069	2.7127288876328803	-2.756466772853189	-2.485851771203693	0.6203686303116752	-4.007055885393163	0.0003924702951474882	29	64	-0.7307790290106102	0.2699838659771868	0.008872235211823894	0.009088140272009024	0.06087339159223616
collectri_ulm	STAT2	44	34	18	16	1.553627927119762	0.5062328675074999	-1.047395059612262	-0.9478722297616761	0.3026694776024517	-3.131707357048671	0.003948327132001125	29	64	-0.2877105076968702	0.13067354914275253	0.03160539909839201	0.03799623902354329	0.14642349088836956
collectri_ulm	TFAP2A	285	34	18	16	2.1657784211109594	0.9435249643554056	-1.2222534567555539	-1.0269178912523271	0.361768167216124	-2.83860766179252	0.00819109715728753	29	64	-0.324789201975233	0.15204854938018553	0.036831631024079756	0.057805742795714855	0.15343000258841216
