method	tf	n_targets	n	n_q1	n_q4	mean_q1	mean_q4	delta	coef	se	t	p	df	n_continuous	coef_continuous	se_continuous	p_continuous	fdr	fdr_continuous
ulm_sign_only	ELF3	52	34	18	16	1.8232525975989797	2.215373202735469	0.39212060513648916	0.48569674738067764	0.48929002566395363	0.992656138292621	0.32908841294996677	29	64	0.3760185632586438	0.1707263691653192	0.031552413321346444	0.6828121800303735	0.19938439907318925
ulm_sign_only	GRHL2	74	34	18	16	3.0311991700683762	3.4380407189840496	0.40684154891567337	0.49297104612621806	0.6084606208416364	0.8101938387472462	0.42442760581051886	29	64	0.5151090564934775	0.20150757837687194	0.013174502902707578	0.742382833005841	0.13042757873680502
ulm_sign_only	IRF1	74	34	18	16	4.345150549892159	2.89450689638698	-1.4506436535051788	-1.3500398764165475	0.5151772606726286	-2.6205346770428126	0.013828994584411596	29	64	-0.3739818329657773	0.2111497832646006	0.08169759953072604	0.11822755861376888	0.3699778020266554
ulm_sign_only	IRF2	73	34	18	16	4.963337050927173	4.523716188173317	-0.4396208627538556	-0.37428978594872114	0.28564936534497504	-1.3103119816026765	0.2003741571802231	29	64	-0.08892143754974857	0.11421166889585302	0.4393462415187081	0.5089236970679198	0.7861660705083442
ulm_sign_only	IRF3	69	34	18	16	3.168785792035625	3.220846151180824	0.05206035914519935	-0.03584845566968864	0.21007880761591813	-0.1706428938573827	0.8656895709579011	29	64	0.027034527979033607	0.07638299629023722	0.7246501961258593	0.9739007673276389	0.915834503188852
ulm_sign_only	IRF8	8	34	18	16	-0.15366509520994784	-0.30294959104142194	-0.1492844958314741	-0.11249275140024151	0.11670441756251405	-0.9639116817491804	0.3430597486397175	29	64	-0.01941156249587041	0.04956124887941656	0.6967145210739605	0.6828121800303735	0.9036310638133497
ulm_sign_only	IRF9	45	34	18	16	2.911467501815905	2.552937574182576	-0.3585299276333287	-0.3627099495849153	0.27688210986601197	-1.309979722996321	0.20048509278433205	29	64	-0.06613561391880998	0.12399569634268905	0.5957809531272089	0.5089236970679198	0.8763635960935714
ulm_sign_only	KLF4	48	34	18	16	3.0671983066749027	3.0540234809645685	-0.013174825710334126	0.03910738279509571	0.271826742192215	0.14386878376904497	0.8865991920980809	29	64	0.050727830663501755	0.10550451148701415	0.6324283816944377	0.9810746693424091	0.8833137039946863
ulm_sign_only	RFX5	87	34	18	16	6.3301749051137115	5.291197254089433	-1.038977651024278	-0.9119974714433491	0.5057856105615485	-1.8031305209153814	0.08176826115421756	29	64	-0.14198456851577168	0.19655416837020395	0.4729214741428198	0.3146060883272088	0.7994496002524101
ulm_sign_only	STAT1	1062	34	18	16	7.620936880013237	5.4734580021846275	-2.1474788778286094	-1.8341678068160894	0.7533527444609307	-2.4346732925603756	0.02129171396154227	29	64	-0.4377338640632268	0.2965960882324002	0.14529918687057025	0.14706137317623383	0.4448851391810244
ulm_sign_only	STAT2	102	34	18	16	5.193187825711411	3.2236840201009946	-1.9695038056104166	-2.0121082982381147	0.6544513243337059	-3.0744964880109817	0.004562405104983726	29	64	-0.6546039903015108	0.2784456506932448	0.022088084023796768	0.08468964476126041	0.1861994734061525
ulm_sign_only	STAT3	168	34	18	16	8.011442202174122	6.422752277456895	-1.5886899247172268	-1.271149541035005	0.6759127498521805	-1.8806414604740043	0.07009772921394715	29	64	-0.18662964236853824	0.28139210175417556	0.5097619434503494	0.280921105899121	0.8183095731388951
ulm_sign_only	TFAP2A	123	34	18	16	2.040107294105118	2.1530533483386876	0.11294605423356963	0.1741971658677381	0.3615559336282109	0.4817986642334173	0.6335651304147166	29	64	0.22394391844257197	0.1374156091198116	0.10849649408317548	0.8704609037948079	0.40279323428378894
ulm_sign_only	TP63	86	34	18	16	0.10536063608613827	0.21006997132356983	0.10470933523743156	0.13591204220999703	0.5155251905173844	0.2636380233400328	0.7939232069740361	29	64	0.14873355715056627	0.19381124308913675	0.4458954340500125	0.9469686444630069	0.7882794280527007
