network	method	feature	n_targets	cutoff	scope	n_low	n_high	n	coef	se	p	note	fdr_within_spec	ifn_vs_thesis	tj_vs_thesis
dorothea_A	ulm	STAT1	280	tertile	GSE189357	3	3	6	-0.10640300997747354	0.3308327853560703	0.7638446037247134		0.977739975819737	match	
dorothea_A	ulm	STAT1	280	tertile	meta_ivw	21	21	4	-0.49592500169085485	0.27359840439239735	0.06989323663202723	cohorts=4	0.16380439242951644	match	
dorothea_A	ulm	STAT1	280	median	stacked	30	30	60	-0.7477916244363997	0.3781193775057354	0.05298660210245459		0.13246650525613646	match	
dorothea_A	ulm	STAT1	280	median	GSE123902	6	6	12	-1.3810757225743466	0.7042222013489817	0.07828843672307868		0.3914421836153934	match	
dorothea_A	ulm	STAT1	280	median	GSE131907	10	10	20	-0.44479842704022376	0.6458911915602971	0.49981888355426757		0.833031472590446	match	
dorothea_A	ulm	STAT1	280	median	GSE205335	10	10	20	-0.8615525080332411	0.8324132658617046	0.3143721118124552		0.392965139765569	match	
dorothea_A	ulm	STAT1	280	median	GSE189357	4	4	8	-0.2709462617278152	0.2867060088823786	0.3811266341192483		0.7912549000577775	match	
dorothea_A	ulm	STAT1	280	median	meta_ivw	30	30	4	-0.4655728625854187	0.235557851270455	0.04810164889813616	cohorts=4	0.13327614841255767	match	
dorothea_A	ulm	STAT1	280	tail30	stacked	17	17	34	-1.3553283850527948	0.4898557766063816	0.009751972689260698		0.046630627525367514	match	
dorothea_A	ulm	STAT1	280	tail30	GSE123902	3	3	6	-1.9708727782663054	1.3263260003147657	0.21147865854411832		0.35246443090686386	match	
dorothea_A	ulm	STAT1	280	tail30	GSE131907	6	6	12	-0.056411393080073646	0.8311890251793056	0.9472283052286051		0.9472283052286052	match	
dorothea_A	ulm	STAT1	280	tail30	GSE205335	6	6	12	-2.7109384559819425	0.7138714195780707	0.0035000147655236116		0.013904925429101411	match	
dorothea_A	ulm	STAT1	280	tail30	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	STAT1	280	tail30	meta_ivw	15	15	3	-1.6393503484880525	0.501369705589576	0.0010764503575831515	cohorts=3	0.005382251787915758	match	
dorothea_A	ulm	STAT1	280	tail20	stacked	10	10	20	-1.2901793043085932	0.6167045370902655	0.05385391233398388		0.11340506411150535	match	
dorothea_A	ulm	STAT1	280	tail20	GSE123902	2	2	4				tail n<3			
dorothea_A	ulm	STAT1	280	tail20	GSE131907	4	4	8	0.15845819754183532	0.8160005287965352	0.8524358789356751		0.9927905826599442	wrong_sign	
dorothea_A	ulm	STAT1	280	tail20	GSE205335	4	4	8	-2.7459933975427226	0.9193024799415	0.02441340968568695		0.0764415133444892	match	
dorothea_A	ulm	STAT1	280	tail20	GSE189357	0	0	0				tail n<3			
dorothea_A	ulm	STAT1	280	tail20	meta_ivw	8	8	2	-1.1214772213763835	0.6102677061526266	0.06610946075711462	cohorts=2	0.12099644194293628	match	
dorothea_A	ulm	STAT2	9	quartile_locked	stacked	18	16	34	-1.2857645687576644	0.44984456498272635	0.00780718565538153		0.013011976092302549	match	
dorothea_A	ulm	STAT2	9	quartile_locked	GSE123902	4	3	7	-1.4604555418964236	0.6752722266222698	0.08289686882574415		0.24825717961830363	match	
dorothea_A	ulm	STAT2	9	quartile_locked	GSE131907	6	5	11	0.03177139520437655	0.7887241824550653	0.9687477387714907		0.9687477387714907	wrong_sign	
dorothea_A	ulm	STAT2	9	quartile_locked	GSE205335	5	6	11	-2.8848946199259244	0.8140824263335767	0.0062772065079190085		0.01046201084653168	match	
dorothea_A	ulm	STAT2	9	quartile_locked	GSE189357	3	2	5				tail n<3			
dorothea_A	ulm	STAT2	9	quartile_locked	meta_ivw	15	14	3	-1.4134828754221886	0.43398661579174	0.0011260697405966746	cohorts=3	0.0018767829009944577	match	
dorothea_A	ulm	STAT2	9	quartile_equal	stacked	15	15	30	-1.1232037806526844	0.46684296541575	0.02385053080113122		0.03975088466855203	match	
dorothea_A	ulm	STAT2	9	quartile_equal	GSE123902	3	3	6	-1.6783708140489162	0.7459516337013369	0.08764782624547522		0.30426805830277576	match	
dorothea_A	ulm	STAT2	9	quartile_equal	GSE131907	5	5	10	0.16572478928807688	0.8582270753434922	0.8516919805775081		0.9004555116235974	wrong_sign	
dorothea_A	ulm	STAT2	9	quartile_equal	GSE205335	5	5	10	-2.507521250598918	0.7744254039847054	0.01191484876802462		0.020915593855726333	match	
dorothea_A	ulm	STAT2	9	quartile_equal	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	STAT2	9	quartile_equal	meta_ivw	13	13	3	-1.445872927565379	0.45538338243123566	0.0014980170681340647	cohorts=3	0.003745042670335162	match	
dorothea_A	ulm	STAT2	9	tertile	stacked	21	21	42	-0.916935920228358	0.4249708488417328	0.03751795010978233		0.06252991684963721	match	
dorothea_A	ulm	STAT2	9	tertile	GSE123902	4	4	8	-0.9222823611436732	0.7844356941328428	0.28423891980292415		0.47373153300487364	match	
dorothea_A	ulm	STAT2	9	tertile	GSE131907	7	7	14	-0.029588961764782984	0.7151790120514055	0.9676791025074121		0.986275972765822	match	
dorothea_A	ulm	STAT2	9	tertile	GSE205335	7	7	14	-2.2169528265678085	0.8316136570446306	0.020568094173366087		0.03987143418366087	match	
dorothea_A	ulm	STAT2	9	tertile	GSE189357	3	3	6	0.05308921270243716	0.6011124972621561	0.9338687209556178		0.977739975819737	wrong_sign	
dorothea_A	ulm	STAT2	9	tertile	meta_ivw	21	21	4	-0.5921932638067668	0.358202276837789	0.09828263545770986	cohorts=4	0.16380439242951644	match	
dorothea_A	ulm	STAT2	9	median	stacked	30	30	60	-0.5197602286247814	0.3730221070375821	0.16911167856098774		0.2818527976016462	match	
dorothea_A	ulm	STAT2	9	median	GSE123902	6	6	12	-0.6014816816792995	0.5221847045924513	0.2761740802260973		0.46029013371016214	match	
dorothea_A	ulm	STAT2	9	median	GSE131907	10	10	20	0.07483930105245035	0.6238328726778423	0.9058382498579		0.9792162943823512	wrong_sign	
dorothea_A	ulm	STAT2	9	median	GSE205335	10	10	20	-1.1668474238423578	0.8469288424943093	0.18517304047623978		0.3688400985787661	match	
dorothea_A	ulm	STAT2	9	median	GSE189357	4	4	8	-0.2659588851921438	0.5019524402026689	0.6152413823889014		0.7912549000577775	match	
dorothea_A	ulm	STAT2	9	median	meta_ivw	30	30	4	-0.40481481578964207	0.2936099240311903	0.16797170784305315	cohorts=4	0.2799528464050886	match	
dorothea_A	ulm	STAT2	9	tail30	stacked	17	17	34	-1.095154956651527	0.47335754066855346	0.02797837651522051		0.046630627525367514	match	
dorothea_A	ulm	STAT2	9	tail30	GSE123902	3	3	6	-1.6783708140489162	0.7459516337013369	0.08764782624547522		0.30426805830277576	match	
dorothea_A	ulm	STAT2	9	tail30	GSE131907	6	6	12	0.3475136405993951	0.780174650884057	0.665496397164898		0.9472283052286052	wrong_sign	
dorothea_A	ulm	STAT2	9	tail30	GSE205335	6	6	12	-2.5939402839060453	0.7917627315578212	0.008342955257460847		0.013904925429101411	match	
dorothea_A	ulm	STAT2	9	tail30	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	STAT2	9	tail30	meta_ivw	15	15	3	-1.3074110360653728	0.4456464750594751	0.003349042672539598	cohorts=3	0.005581737787565996	match	
dorothea_A	ulm	STAT2	9	tail20	stacked	10	10	20	-1.3002410508797193	0.661242389833575	0.06804303846690321		0.11340506411150535	match	
dorothea_A	ulm	STAT2	9	tail20	GSE123902	2	2	4				tail n<3			
dorothea_A	ulm	STAT2	9	tail20	GSE131907	4	4	8	0.009924027206542507	1.0536732032640985	0.9927905826599441		0.9927905826599442	wrong_sign	
dorothea_A	ulm	STAT2	9	tail20	GSE205335	4	4	8	-2.463475280159991	0.9943542257886715	0.04797000058312548		0.0799500009718758	match	
dorothea_A	ulm	STAT2	9	tail20	GSE189357	0	0	0				tail n<3			
dorothea_A	ulm	STAT2	9	tail20	meta_ivw	8	8	2	-1.2983550078401083	0.723176320532238	0.07259786516576176	cohorts=2	0.12099644194293628	match	
dorothea_A	ulm	IRF1	26	quartile_locked	stacked	18	16	34	-1.1201874496933293	0.3657752802545379	0.0047022160300719896		0.011755540075179973	match	
dorothea_A	ulm	IRF1	26	quartile_locked	GSE123902	4	3	7	-1.450956346606934	0.8511060463128048	0.14895430777098218		0.24825717961830363	match	
dorothea_A	ulm	IRF1	26	quartile_locked	GSE131907	6	5	11	-0.18797588217959593	0.6211308007002081	0.7690459026931099		0.9613073783663874	match	
dorothea_A	ulm	IRF1	26	quartile_locked	GSE205335	5	6	11	-2.196766701969506	0.6040554758237073	0.005428722149788048		0.01046201084653168	match	
dorothea_A	ulm	IRF1	26	quartile_locked	GSE189357	3	2	5				tail n<3			
dorothea_A	ulm	IRF1	26	quartile_locked	meta_ivw	15	14	3	-1.267781904747388	0.385956984407377	0.0010206379363748319	cohorts=3	0.0018767829009944577	match	
dorothea_A	ulm	IRF1	26	quartile_equal	stacked	15	15	30	-1.0308318199186652	0.3978557984258871	0.015746147456779085		0.039365368641947715	match	
dorothea_A	ulm	IRF1	26	quartile_equal	GSE123902	3	3	6	-1.776695318351709	0.9069834407620007	0.12170722332111031		0.30426805830277576	match	
dorothea_A	ulm	IRF1	26	quartile_equal	GSE131907	5	5	10	0.07823660804661187	0.6059558101270678	0.9004555116235973		0.9004555116235974	wrong_sign	
dorothea_A	ulm	IRF1	26	quartile_equal	GSE205335	5	5	10	-2.1251168537544975	0.6634081890933855	0.012549356313435801		0.020915593855726333	match	
dorothea_A	ulm	IRF1	26	quartile_equal	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	IRF1	26	quartile_equal	meta_ivw	13	13	3	-1.0908196239715828	0.401246492235721	0.006556332506408548	cohorts=3	0.010927220844014247	match	
dorothea_A	ulm	IRF1	26	tertile	stacked	21	21	42	-0.8168306973959305	0.35296151778461277	0.026311870805689072		0.06252991684963721	match	
dorothea_A	ulm	IRF1	26	tertile	GSE123902	4	4	8	-1.3386014863936055	0.728037755363785	0.11559534498399188		0.33081887367429186	match	
dorothea_A	ulm	IRF1	26	tertile	GSE131907	7	7	14	0.010574119228148549	0.6020618249500181	0.986275972765822		0.986275972765822	wrong_sign	
dorothea_A	ulm	IRF1	26	tertile	GSE205335	7	7	14	-1.703548703688258	0.6555761967101016	0.0232879881064916		0.03987143418366087	match	
dorothea_A	ulm	IRF1	26	tertile	GSE189357	3	3	6	0.017261130493548604	0.5814670998639359	0.977739975819737		0.977739975819737	wrong_sign	
dorothea_A	ulm	IRF1	26	tertile	meta_ivw	21	21	4	-0.6454278554895132	0.3173423344133942	0.04196635645039007	cohorts=4	0.16380439242951644	match	
dorothea_A	ulm	IRF1	26	median	stacked	30	30	60	-0.5941219779589251	0.2788157435226613	0.03758505594090386		0.13246650525613646	match	
dorothea_A	ulm	IRF1	26	median	GSE123902	6	6	12	-0.8602597694744147	0.5926455765978322	0.17726334862413115		0.4431583715603279	match	
dorothea_A	ulm	IRF1	26	median	GSE131907	10	10	20	-0.012807574226872898	0.4848438298581325	0.9792162943823514		0.9792162943823512	match	
dorothea_A	ulm	IRF1	26	median	GSE205335	10	10	20	-1.163607759636002	0.5400804147461304	0.044994106757137525		0.22497053378568763	match	
dorothea_A	ulm	IRF1	26	median	GSE189357	4	4	8	-0.22448684582312967	0.44644718121444854	0.6330039200462221		0.7912549000577775	match	
dorothea_A	ulm	IRF1	26	median	meta_ivw	30	30	4	-0.4900924922805598	0.2536188781436863	0.053310459365023065	cohorts=4	0.13327614841255767	match	
dorothea_A	ulm	IRF1	26	tail30	stacked	17	17	34	-0.9338769018302285	0.39932452757953696	0.02645562988691548		0.046630627525367514	match	
dorothea_A	ulm	IRF1	26	tail30	GSE123902	3	3	6	-1.776695318351709	0.9069834407620007	0.12170722332111031		0.30426805830277576	match	
dorothea_A	ulm	IRF1	26	tail30	GSE131907	6	6	12	0.21190228275362494	0.6896085357848318	0.7649347451855322		0.9472283052286052	wrong_sign	
dorothea_A	ulm	IRF1	26	tail30	GSE205335	6	6	12	-1.9865408262325144	0.5854362218175965	0.0068481352204938966		0.013904925429101411	match	
dorothea_A	ulm	IRF1	26	tail30	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	IRF1	26	tail30	meta_ivw	15	15	3	-1.2043317041420618	0.4004450526488794	0.0026342082332223966	cohorts=3	0.005581737787565996	match	
dorothea_A	ulm	IRF1	26	tail20	stacked	10	10	20	-1.0880635259724452	0.5458085078970234	0.06472019146348074		0.11340506411150535	match	
dorothea_A	ulm	IRF1	26	tail20	GSE123902	2	2	4				tail n<3			
dorothea_A	ulm	IRF1	26	tail20	GSE131907	4	4	8	0.02158441183923343	0.779896387876661	0.9788181308547925		0.9927905826599442	wrong_sign	
dorothea_A	ulm	IRF1	26	tail20	GSE205335	4	4	8	-2.343900464291176	0.8328096149955744	0.030576605337795684		0.0764415133444892	match	
dorothea_A	ulm	IRF1	26	tail20	GSE189357	0	0	0				tail n<3			
dorothea_A	ulm	IRF1	26	tail20	meta_ivw	8	8	2	-1.0836294244130948	0.5692575500175685	0.05696441622022731	cohorts=2	0.12099644194293628	match	
dorothea_A	ulm	KLF4	12	quartile_locked	stacked	18	16	34	-0.18432580100337542	0.26230961376916223	0.48784364017061344		0.6098045502132667		wrong_sign
dorothea_A	ulm	KLF4	12	quartile_locked	GSE123902	4	3	7	0.17209488277139257	0.4053438953386212	0.6888030113999355		0.8016809911762277		match
dorothea_A	ulm	KLF4	12	quartile_locked	GSE131907	6	5	11	-0.6946715041767562	0.6684159739145044	0.3257883047112923		0.7946631496708463		wrong_sign
dorothea_A	ulm	KLF4	12	quartile_locked	GSE205335	5	6	11	0.07110395649225083	0.35283012249444823	0.8447695697231012		0.8447695697231012		match
dorothea_A	ulm	KLF4	12	quartile_locked	GSE189357	3	2	5				tail n<3			
dorothea_A	ulm	KLF4	12	quartile_locked	meta_ivw	15	14	3	0.0038970351699796372	0.24725402525894136	0.9874248540177221	cohorts=3	0.987424854017722		match
dorothea_A	ulm	KLF4	12	quartile_equal	stacked	15	15	30	-0.19960548362578562	0.29476138136261526	0.5045126231779917		0.6306407789724897		wrong_sign
dorothea_A	ulm	KLF4	12	quartile_equal	GSE123902	3	3	6	0.17488905353883755	0.48446250502401167	0.7363606621760886		0.9204508277201108		match
dorothea_A	ulm	KLF4	12	quartile_equal	GSE131907	5	5	10	-0.6848629432460076	0.7403894191370287	0.3820190674078498		0.9004555116235974		wrong_sign
dorothea_A	ulm	KLF4	12	quartile_equal	GSE205335	5	5	10	-0.0053671877372604565	0.3794869137444689	0.9890620291341634		0.9890620291341634		wrong_sign
dorothea_A	ulm	KLF4	12	quartile_equal	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	KLF4	12	quartile_equal	meta_ivw	13	13	3	-0.041559219514477226	0.2770427067363767	0.8807566030050051	cohorts=3	0.9017715366959458		wrong_sign
dorothea_A	ulm	KLF4	12	tertile	stacked	21	21	42	-0.19178605107650556	0.21294058480905093	0.37359683397715454		0.46699604247144316		wrong_sign
dorothea_A	ulm	KLF4	12	tertile	GSE123902	4	4	8	0.1728464413847231	0.34257894216909657	0.6318681000569628		0.7898351250712035		match
dorothea_A	ulm	KLF4	12	tertile	GSE131907	7	7	14	-0.6292315833664973	0.5272383574337641	0.255755137095994		0.9526439379187127		wrong_sign
dorothea_A	ulm	KLF4	12	tertile	GSE205335	7	7	14	0.04738381721711073	0.275062709028445	0.8660999636121754		0.8660999636121754		match
dorothea_A	ulm	KLF4	12	tertile	GSE189357	3	3	6	-0.2153194916999343	0.19066662429269318	0.3219091274073423		0.977739975819737		wrong_sign
dorothea_A	ulm	KLF4	12	tertile	meta_ivw	21	21	4	-0.11519876005222256	0.1375648231091941	0.40235968960685686	cohorts=4	0.502949612008571		wrong_sign
dorothea_A	ulm	KLF4	12	median	stacked	30	30	60	-0.08774925933212936	0.1661810301702392	0.5995997110359435		0.6173253518780897		wrong_sign
dorothea_A	ulm	KLF4	12	median	GSE123902	6	6	12	0.07092164059874151	0.26146126696424277	0.7917150196818245		0.8432645328338		match
dorothea_A	ulm	KLF4	12	median	GSE131907	10	10	20	-0.5671963862054896	0.37180836228212494	0.14451140710498803		0.7197910686349263		wrong_sign
dorothea_A	ulm	KLF4	12	median	GSE205335	10	10	20	0.323808114878849	0.2555708118481681	0.22130405914725965		0.3688400985787661		match
dorothea_A	ulm	KLF4	12	median	GSE189357	4	4	8	-0.15603122757248142	0.16611773646999284	0.38384261416583415		0.7912549000577775		wrong_sign
dorothea_A	ulm	KLF4	12	median	meta_ivw	30	30	4	-0.05125011536052956	0.11671374729131934	0.6605821949366708	cohorts=4	0.6605821949366708		wrong_sign
dorothea_A	ulm	KLF4	12	tail30	stacked	17	17	34	-0.15878006217501744	0.26068477380006594	0.5472082182645802		0.6840102728307252		wrong_sign
dorothea_A	ulm	KLF4	12	tail30	GSE123902	3	3	6	0.17488905353883755	0.48446250502401167	0.7363606621760886		0.9204508277201108		match
dorothea_A	ulm	KLF4	12	tail30	GSE131907	6	6	12	-0.6251014518590934	0.6085944418853377	0.32856600900379296		0.8214150225094824		wrong_sign
dorothea_A	ulm	KLF4	12	tail30	GSE205335	6	6	12	0.09904654227495169	0.320367761282034	0.7635413706789748		0.7635413706789748		match
dorothea_A	ulm	KLF4	12	tail30	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	KLF4	12	tail30	meta_ivw	15	15	3	0.0013459401486629818	0.2446766888176784	0.995610944983892	cohorts=3	0.9956109449838919		match
dorothea_A	ulm	KLF4	12	tail20	stacked	10	10	20	-0.32052998903625773	0.43147397918804725	0.46903452762436165		0.5038631359123077		wrong_sign
dorothea_A	ulm	KLF4	12	tail20	GSE123902	2	2	4				tail n<3			
dorothea_A	ulm	KLF4	12	tail20	GSE131907	4	4	8	-0.8738448391159702	0.9209054288457408	0.3793092775273366		0.9482731938183415		wrong_sign
dorothea_A	ulm	KLF4	12	tail20	GSE205335	4	4	8	-0.05901190284275698	0.4502641832050693	0.9000113930454474		0.9000113930454475		wrong_sign
dorothea_A	ulm	KLF4	12	tail20	GSE189357	0	0	0				tail n<3			
dorothea_A	ulm	KLF4	12	tail20	meta_ivw	8	8	2	-0.21622234736928234	0.4045027173315819	0.592968897750097	cohorts=2	0.7062273856130707		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_locked	stacked	18	16	34	-0.08182972152511825	0.28160029543111553	0.7734343043255866		0.7734343043255866		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_locked	GSE123902	4	3	7	-0.18217237000596853	0.6877766977491576	0.8016809911762276		0.8016809911762277		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_locked	GSE131907	6	5	11	0.45676644923192566	0.5428590105949873	0.42191176500280164		0.7946631496708463		match
dorothea_A	ulm	TFAP2A	59	quartile_locked	GSE205335	5	6	11	-0.575727150014506	0.4995496284132719	0.27881041823448377		0.3485130227931047		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_locked	GSE189357	3	2	5				tail n<3			
dorothea_A	ulm	TFAP2A	59	quartile_locked	meta_ivw	15	14	3	-0.12004954591742449	0.32419476370864037	0.711158456948938	cohorts=3	0.8889480711861725		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_equal	stacked	15	15	30	-0.039638469485898276	0.3114266044176408	0.899736808388208		0.899736808388208		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_equal	GSE123902	3	3	6	0.07450591371149784	0.7375631189471505	0.924398390645699		0.924398390645699		match
dorothea_A	ulm	TFAP2A	59	quartile_equal	GSE131907	5	5	10	0.5617570277839339	0.5874842254392081	0.36696613380471094		0.9004555116235974		match
dorothea_A	ulm	TFAP2A	59	quartile_equal	GSE205335	5	5	10	-0.636163645134612	0.5484403769530277	0.27951379909371654		0.3493922488671457		wrong_sign
dorothea_A	ulm	TFAP2A	59	quartile_equal	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	TFAP2A	59	quartile_equal	meta_ivw	13	13	3	-0.04347350713859244	0.35222962146688847	0.9017715366959457	cohorts=3	0.9017715366959458		wrong_sign
dorothea_A	ulm	TFAP2A	59	tertile	stacked	21	21	42	-0.052165014317377245	0.2389551494373288	0.8283913882022564		0.8283913882022563		wrong_sign
dorothea_A	ulm	TFAP2A	59	tertile	GSE123902	4	4	8	-0.13819840581859316	0.5829383570104316	0.8204879015448444		0.8204879015448444		wrong_sign
dorothea_A	ulm	TFAP2A	59	tertile	GSE131907	7	7	14	0.35004262411826387	0.4450830731144031	0.44684813822299935		0.9526439379187127		match
dorothea_A	ulm	TFAP2A	59	tertile	GSE205335	7	7	14	-0.4726803883474912	0.438206077865699	0.3019393728632012		0.3774242160790015		wrong_sign
dorothea_A	ulm	TFAP2A	59	tertile	GSE189357	3	3	6	0.10526422407134617	0.28375267573264357	0.7294703206050316		0.977739975819737		match
dorothea_A	ulm	TFAP2A	59	tertile	meta_ivw	21	21	4	0.008046548605400192	0.19757149874303012	0.967513317954458	cohorts=4	0.967513317954458		match
dorothea_A	ulm	TFAP2A	59	median	stacked	30	30	60	0.10481580148621361	0.20859066386330694	0.6173253518780897		0.6173253518780897		match
dorothea_A	ulm	TFAP2A	59	median	GSE123902	6	6	12	-0.08199024806858618	0.40404598409850945	0.8432645328337999		0.8432645328338		wrong_sign
dorothea_A	ulm	TFAP2A	59	median	GSE131907	10	10	20	0.38946286334190555	0.3556461185041864	0.2879164274539705		0.7197910686349263		match
dorothea_A	ulm	TFAP2A	59	median	GSE205335	10	10	20	-0.03434025963917585	0.4504889121741207	0.9400779023035449		0.9400779023035449		wrong_sign
dorothea_A	ulm	TFAP2A	59	median	GSE189357	4	4	8	0.021297373992657742	0.24654767175388578	0.933973045056953		0.933973045056953		match
dorothea_A	ulm	TFAP2A	59	median	meta_ivw	30	30	4	0.07788877261359756	0.16804855998169044	0.6430134132858689	cohorts=4	0.6605821949366708		match
dorothea_A	ulm	TFAP2A	59	tail30	stacked	17	17	34	-0.07734926488505722	0.2822856948757205	0.78601883914076		0.78601883914076		wrong_sign
dorothea_A	ulm	TFAP2A	59	tail30	GSE123902	3	3	6	0.07450591371149784	0.7375631189471505	0.924398390645699		0.924398390645699		match
dorothea_A	ulm	TFAP2A	59	tail30	GSE131907	6	6	12	0.5182917443796695	0.49487391689295274	0.31960548472190026		0.8214150225094824		match
dorothea_A	ulm	TFAP2A	59	tail30	GSE205335	6	6	12	-0.7003573356314847	0.46873213867223207	0.16600365225310262		0.2075045653163783		wrong_sign
dorothea_A	ulm	TFAP2A	59	tail30	GSE189357	2	2	4				tail n<3			
dorothea_A	ulm	TFAP2A	59	tail30	meta_ivw	15	15	3	-0.08921507875829174	0.30900437197947206	0.7727972997472045	cohorts=3	0.9659966246840056		wrong_sign
dorothea_A	ulm	TFAP2A	59	tail20	stacked	10	10	20	0.2794280492412789	0.4079928768234897	0.5038631359123077		0.5038631359123077		match
dorothea_A	ulm	TFAP2A	59	tail20	GSE123902	2	2	4				tail n<3			
dorothea_A	ulm	TFAP2A	59	tail20	GSE131907	4	4	8	0.7993850984531959	0.7261100930482172	0.31312833177193805		0.9482731938183415		match
dorothea_A	ulm	TFAP2A	59	tail20	GSE205335	4	4	8	-0.29036035749582445	0.6324794278297972	0.6623362347285252		0.8279202934106565		wrong_sign
dorothea_A	ulm	TFAP2A	59	tail20	GSE189357	0	0	0				tail n<3			
dorothea_A	ulm	TFAP2A	59	tail20	meta_ivw	8	8	2	0.1797648035547318	0.47692126562224807	0.7062273856130707	cohorts=2	0.7062273856130707		match
dorothea_A	mlm	STAT1	280	quartile_locked	stacked	18	16	34	-0.7700990285477475	0.24517964832593947	0.003856759549860565		0.019283797749302826	match	
dorothea_A	mlm	STAT1	280	quartile_locked	GSE123902	4	3	7	-0.7934236496560383	0.6996994475785547	0.3082387963044777		0.38529849538059713	match	
dorothea_A	mlm	STAT1	280	quartile_locked	GSE131907	6	5	11	-0.5382648366793963	0.445929855402131	0.2581745071996891		0.5887732576758458	match	
dorothea_A	mlm	STAT1	280	quartile_locked	GSE205335	5	6	11	-1.3083844994025975	0.3970673732415915	0.009302044134697068		0.043855645116692765	match	
dorothea_A	mlm	STAT1	280	quartile_locked	GSE189357	3	2	5				tail n<3			
dorothea_A	mlm	STAT1	280	quartile_locked	meta_ivw	15	14	3	-0.9412590121002699	0.2730359605949417	0.0005660494846531172	cohorts=3	0.002830247423265586	match	
dorothea_A	mlm	STAT1	280	quartile_equal	stacked	15	15	30	-0.7211567287211067	0.2675631445599087	0.012392949656740938		0.06196474828370469	match	
dorothea_A	mlm	STAT1	280	quartile_equal	GSE123902	3	3	6	-0.8381249052577895	0.8339080403124388	0.3717354619630264		0.46466932745378303	match	
dorothea_A	mlm	STAT1	280	quartile_equal	GSE131907	5	5	10	-0.3335845752761673	0.42568343230648	0.45582074029006275		0.7000397362147758	match	
dorothea_A	mlm	STAT1	280	quartile_equal	GSE205335	5	5	10	-1.3051864806953968	0.4398630969057762	0.017946184781659335		0.05674852282336997	match	
dorothea_A	mlm	STAT1	280	quartile_equal	GSE189357	2	2	4				tail n<3			
dorothea_A	mlm	STAT1	280	quartile_equal	meta_ivw	13	13	3	-0.8075823952242257	0.2871821944788045	0.004922061287821445	cohorts=3	0.024610306439107225	match	
