contrast	term	nes	fdr	nom_p	n_set_in_rank	mean_stat
S1_published_log2_ratio	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	1.4454494777695956	0.02097902097902098	0.02097902097902098	21	0.06285714285714285
S1_published_log2_ratio	HALLMARK_INTERFERON_ALPHA_RESPONSE	2.0885957871910463	0.001332001332001332	0.000999000999000999	97	0.06618556701030928
S1_published_log2_ratio	HALLMARK_INTERFERON_GAMMA_RESPONSE	1.5747525914479836	0.001332001332001332	0.000999000999000999	200	0.029050000000000003
S1_published_log2_ratio	KEGG_TIGHT_JUNCTION	1.5346087232187882	0.001332001332001332	0.000999000999000999	167	0.022994011976047914
Xena_TCGA_OV_Welch_t	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	2.02617988117234	0.001998001998001998	0.001998001998001998	21	0.9396908665256889
Xena_TCGA_OV_Welch_t	HALLMARK_INTERFERON_ALPHA_RESPONSE	2.6941355420340547	0.001332001332001332	0.000999000999000999	92	0.7909175701215936
Xena_TCGA_OV_Welch_t	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.1534779233643726	0.001332001332001332	0.000999000999000999	196	0.4547338966231612
Xena_TCGA_OV_Welch_t	KEGG_TIGHT_JUNCTION	1.6846503328002544	0.001332001332001332	0.000999000999000999	163	0.16150240358301574
