contrast	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr
S1_published_log2_ratio_TJdrop	KEGG_TIGHT_JUNCTION_drop_CLDN4	0.32371392705115537	1.439367535038514	0.000999000999000999	166	0.01590361445783133	CLDN22,CLDN3,CLDN9,CLDN16,CRB3,CLDN10,TJP3,CLDN7,TUBA4A,JUN,CLDN8,MICALL2,MARVELD3,MYH14,CGN,CLDN6,CLDN1,CLDN23,ARPC1B,MYL12A,LLGL2,CD1A,MYL12B,CCND1,TJP2	38	0.000999000999000999
Xena_TCGA_OV_Welch_t_TJdrop	KEGG_TIGHT_JUNCTION_drop_CLDN4	0.2898624577446308	1.4867456295418575	0.001998001998001998	162	0.061061183973735375	CLDN3,CRB3,JUN,CLDN7,MYL12A,CGN,CLDN22,TJP3,MARVELD3,MICALL2,CLDN9,MYL12B,TUBA4A,ARPC1B,MYH14,ARPC4,RAC1,F11R,ARPC1A,ACTB,TJP2,LLGL2,CLDN23,MYL6,EZR	31	0.001998001998001998
