interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	direction	n_mal_high	n_mal_low	n_tnk	n_patients_mal_high	n_patients_mal_low	n_patients_tnk	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	sig_diff	ligand_mean_high	ligand_mean_low	receptor_mean_partner	ligand_prop_high	ligand_prop_low	receptor_prop_partner
COL1A1_CD44	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	outgoing	2118	2118	19591	11	11	11	0.5503392366080905	0.3148490787545655	0.23549015785352495	0.009900990099009901	1.0	True	False	True	0.4632091522216797	0.17391932010650635	1.321108102798462	0.4721435308456421	0.2837582528591156	0.6722984910011292
CD99_CD99	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	outgoing	2118	2118	19591	11	11	11	0.5818029643793269	0.34793512179113345	0.23386784258819343	0.009900990099009901	1.0	True	False	True	0.5917763113975525	0.226970836520195	1.1754587888717651	0.5845136642456055	0.3446647822856903	0.6247766613960266
LAMC2_CD44	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	outgoing	2118	2118	19591	11	11	11	0.24255861382399113	0.043890999611280325	0.1986676142127108	0.009900990099009901	1.0	True	False	True	0.12119907885789871	0.01737399585545063	1.321108102798462	0.2936732769012451	0.1388102024793625	0.6722984910011292
SPP1_CD44	SPP1	Secreted Signaling	SPP1	CD44	SPP1	CD44	other	outgoing	2118	2118	19591	11	11	11	0.19520276584695198	0.012906266080789802	0.1822964997661622	0.009900990099009901	1.0	True	False	True	0.09179756045341492	0.004948503337800503	1.321108102798462	0.24126534163951874	0.11284230649471283	0.6722984910011292
FN1_CD44	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	outgoing	2118	2118	19591	11	11	11	0.43174033084447044	0.26465430102020726	0.16708602982426318	0.009900990099009901	1.0	True	False	True	0.2875460684299469	0.13621315360069275	1.321108102798462	0.4036827087402344	0.2592068016529083	0.6722984910011292
IGFBP3_TMEM219	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	outgoing	2118	2118	19591	11	11	11	0.1564600123898601	0.007936099222049867	0.14852391316781022	0.009900990099009901	1.0	True	False	True	0.42766061425209045	0.018444590270519257	0.2168544977903366	0.3814919590950012	0.12747874855995178	0.23041191697120667
LGALS9_CD45	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	outgoing	2118	2118	19591	11	11	11	0.48825930255445527	0.3409774971957592	0.14728180535869606	0.009900990099009901	1.0	True	False	True	0.33536669611930847	0.1818632036447525	1.422494649887085	0.5037771463394165	0.32766762375831604	0.7013424634933472
LGALS9_CD44	GALECTIN	Secreted Signaling	LGALS9	CD44	LGALS9	CD44	inhibitory	outgoing	2118	2118	19591	11	11	11	0.4698086004971079	0.3245625090822719	0.14524609141483596	0.009900990099009901	1.0	True	False	True	0.33536669611930847	0.1818632036447525	1.321108102798462	0.5037771463394165	0.32766762375831604	0.6722984910011292
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	outgoing	2118	2118	19591	11	11	11	0.5046960841816917	0.3789894379481464	0.12570664623354527	0.009900990099009901	1.0	True	False	True	0.38564687967300415	0.23097223043441772	1.321108102798462	0.5066100358963013	0.3602455258369446	0.6722984910011292
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	outgoing	2118	2118	19591	11	11	11	0.2459144755102294	0.13077002575151092	0.11514444975871849	0.009900990099009901	1.0	True	False	True	0.12342272698879242	0.05693838745355606	1.321108102798462	0.3068932890892029	0.1983002871274948	0.6722984910011292
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	outgoing	2118	2118	19591	11	11	11	0.19846145498273965	0.10249633695219981	0.09596511803053984	0.009900990099009901	1.0	True	False	True	0.09370945394039154	0.043221890926361084	1.321108102798462	0.27525967359542847	0.18366383016109467	0.6722984910011292
MDK_NCL	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	outgoing	2118	2118	19591	11	11	11	0.6922402807561976	0.6077182132197789	0.08452206753641867	0.009900990099009901	1.0	True	False	True	1.6728980541229248	1.1522016525268555	0.6722729206085205	0.8677998185157776	0.7124645709991455	0.4339747726917267
APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	outgoing	2118	2118	19591	11	11	11	0.714762336534101	0.6310126192892144	0.08374971724488667	0.009900990099009901	1.0	True	False	True	0.6102243065834045	0.4164484441280365	2.0532190799713135	0.663361668586731	0.4976392686367035	0.8163442611694336
COL9A2_CD44	COLLAGEN	ECM-Receptor	COL9A2	CD44	COL9A2	CD44	other	outgoing	2118	2118	19591	11	11	11	0.09588374714673616	0.016852847210588804	0.07903089993614736	0.009900990099009901	1.0	True	False	True	0.04013768956065178	0.006487634964287281	1.321108102798462	0.18791311979293823	0.11756373941898346	0.6722984910011292
LGALS9_P4HB	GALECTIN	Secreted Signaling	LGALS9	P4HB	LGALS9	P4HB	inhibitory	outgoing	2118	2118	19591	11	11	11	0.19483395002163878	0.11599961312793906	0.07883433689369972	0.009900990099009901	1.0	True	False	True	0.33536669611930847	0.1818632036447525	0.36076903343200684	0.5037771463394165	0.32766762375831604	0.3002399206161499
ITGAV_ITGB1_ADGRE5	ADGRE	Cell-Cell Contact	ITGAV_ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	outgoing	2118	2118	19591	11	11	11	0.18756996604685572	0.11029443662440797	0.07727552942244775	0.009900990099009901	1.0	True	False	True	0.3599861581097066	0.19329284247824327	0.3206723630428314	0.3635505139827728	0.23937676846981049	0.27339082956314087
MDK_ITGA4_ITGB1	MK	Secreted Signaling	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	outgoing	2118	2118	19591	11	11	11	0.3256464857939667	0.2495853511817118	0.07606113461225492	0.009900990099009901	1.0	True	False	True	1.6728980541229248	1.1522016525268555	0.1443308931515635	0.8677998185157776	0.7124645709991455	0.1378694325685501
CLEC2B_KLRB1	CLEC	Cell-Cell Contact	CLEC2B	KLRB1	CLEC2B	KLRB1	other	outgoing	2118	2118	19591	11	11	11	0.08347302459783996	0.014192821005608883	0.06928020359223108	0.009900990099009901	1.0	True	False	True	0.05376027524471283	0.008498403243720531	0.8470507264137268	0.2034938633441925	0.1208687424659729	0.39354807138442993
COL6A1_CD44	COLLAGEN	ECM-Receptor	COL6A1	CD44	COL6A1	CD44	other	outgoing	2118	2118	19591	11	11	11	0.06517459439982484	0.0003201334867937556	0.06485446091303108	0.009900990099009901	1.0	True	False	True	0.026386359706521034	0.00012119977327529341	1.321108102798462	0.15344664454460144	0.10009443014860153	0.6722984910011292
HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	outgoing	2118	2118	19591	11	11	11	0.42507439904177985	0.3670093075452627	0.058065091496517174	0.009900990099009901	1.0	True	False	True	0.9712330102920532	0.7616402506828308	0.38062724471092224	0.7950897216796875	0.6628895401954651	0.26670411229133606
ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	outgoing	2118	2118	19591	11	11	11	0.2202111869914023	0.16557292797028766	0.05463825902111463	0.009900990099009901	1.0	True	False	True	0.9609764814376831	0.6752293705940247	0.14693309366703033	0.7710103988647461	0.6118980050086975	0.19024041295051575
HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	outgoing	2118	2118	19591	11	11	11	0.1498739743821406	0.09836372578824851	0.05151024859389208	0.009900990099009901	1.0	True	False	True	0.23158639669418335	0.143309086561203	0.38062724471092224	0.39376771450042725	0.28942397236824036	0.26670411229133606
HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	outgoing	2118	2118	19591	11	11	11	0.2950522424484641	0.24711413266023047	0.04793810978823365	0.009900990099009901	1.0	True	False	True	0.9712330102920532	0.7616402506828308	0.21547086536884308	0.7950897216796875	0.6628895401954651	0.20682966709136963
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	outgoing	2118	2118	19591	11	11	11	0.18352320250759166	0.1363956496189142	0.047127552888677454	0.009900990099009901	1.0	True	False	True	0.9609764814376831	0.6752293705940247	0.11695111774604756	0.7710103988647461	0.6118980050086975	0.11551222205162048
COL6A2_CD44	COLLAGEN	ECM-Receptor	COL6A2	CD44	COL6A2	CD44	other	outgoing	2118	2118	19591	11	11	11	0.042512071871948234	0.0	0.042512071871948234	0.009900990099009901	1.0	True	False	True	0.01680392026901245	0.0	1.321108102798462	0.1336166262626648	0.09301227331161499	0.6722984910011292
FN1_ITGA4_ITGB1	FN1	ECM-Receptor	FN1	ITGA4_ITGB1	FN1	ITGA4|ITGB1	other	outgoing	2118	2118	19591	11	11	11	0.07664200256436529	0.037831995855742546	0.038810006708622745	0.009900990099009901	1.0	True	False	True	0.2875460684299469	0.13621315360069275	0.1443308931515635	0.4036827087402344	0.2592068016529083	0.1378694325685501
MIF_CD74_CD44	MIF	Secreted Signaling	MIF	CD74_CD44	MIF	CD44|CD74	other	outgoing	2118	2118	19591	11	11	11	0.7760477922194912	0.7404876756275112	0.035560116591979996	0.009900990099009901	1.0	True	False	True	1.0520013570785522	0.8662495613098145	1.6469743056194002	0.8144475817680359	0.6850802898406982	0.6722984910011292
