interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_mean_high	ligand_mean_low	receptor_mean_partner	ligand_prop_high	ligand_prop_low	receptor_prop_partner	n_high	n_low	n_partner	ligand_class	sig_either	sig_diff
TGFB2_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB2	ACVR1_TGFbR	TGFB2	TGFBR2|ACVR1|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.006320267915725708	0.0	0.0	0.12134088575839996	0.07601510733366013	0.012301567010581493	2118	2118	19591	inhibitory	False	False
TGFB3_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB3	ACVR1_TGFbR	TGFB3	TGFBR2|ACVR1|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01605287939310074	0.007554296404123306	0.012301567010581493	2118	2118	19591	inhibitory	False	False
BMP2_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2A	BMP2	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.006431524641811848	2118	2118	19591	other	False	False
BMP2_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2B	BMP2	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.006431524641811848	2118	2118	19591	other	False	False
BMP2_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1A_BMPR2	BMP2	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.006431524641811848	2118	2118	19591	other	False	False
BMP2_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2A	BMP2	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.00010208769526798278	2118	2118	19591	other	False	False
BMP2_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2B	BMP2	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.00010208769526798278	2118	2118	19591	other	False	False
BMP2_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1B_BMPR2	BMP2	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.021274996921420097	0.09536349028348923	0.0	0.14589235186576843	0.20821529626846313	0.00010208769526798278	2118	2118	19591	other	False	False
BMP4_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2A	BMP4	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.006431524641811848	2118	2118	19591	other	False	False
BMP4_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2B	BMP4	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.006431524641811848	2118	2118	19591	other	False	False
BMP4_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1A_BMPR2	BMP4	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.006431524641811848	2118	2118	19591	other	False	False
BMP4_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2A	BMP4	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.00010208769526798278	2118	2118	19591	other	False	False
BMP4_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2B	BMP4	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.00010208769526798278	2118	2118	19591	other	False	False
BMP4_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1B_BMPR2	BMP4	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0840415507555008	0.05099150165915489	0.00010208769526798278	2118	2118	19591	other	False	False
GDF5_BMPR1A_ACVR2A	BMP	Secreted Signaling	GDF5	BMPR1A_ACVR2A	GDF5	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.006431524641811848	2118	2118	19591	other	False	False
GDF5_BMPR1A_ACVR2B	BMP	Secreted Signaling	GDF5	BMPR1A_ACVR2B	GDF5	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.006431524641811848	2118	2118	19591	other	False	False
GDF5_BMPR1A_BMPR2	BMP	Secreted Signaling	GDF5	BMPR1A_BMPR2	GDF5	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.006431524641811848	2118	2118	19591	other	False	False
GDF5_BMPR1B_ACVR2A	BMP	Secreted Signaling	GDF5	BMPR1B_ACVR2A	GDF5	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.00010208769526798278	2118	2118	19591	other	False	False
GDF5_BMPR1B_ACVR2B	BMP	Secreted Signaling	GDF5	BMPR1B_ACVR2B	GDF5	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.00010208769526798278	2118	2118	19591	other	False	False
GDF5_BMPR1B_BMPR2	BMP	Secreted Signaling	GDF5	BMPR1B_BMPR2	GDF5	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.01133144460618496	0.009915013797581196	0.00010208769526798278	2118	2118	19591	other	False	False
GDF6_BMPR1A_ACVR2A	BMP	Secreted Signaling	GDF6	BMPR1A_ACVR2A	GDF6	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
GDF6_BMPR1A_ACVR2B	BMP	Secreted Signaling	GDF6	BMPR1A_ACVR2B	GDF6	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
GDF6_BMPR1A_BMPR2	BMP	Secreted Signaling	GDF6	BMPR1A_BMPR2	GDF6	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
GDF6_BMPR1B_ACVR2A	BMP	Secreted Signaling	GDF6	BMPR1B_ACVR2A	GDF6	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
GDF6_BMPR1B_ACVR2B	BMP	Secreted Signaling	GDF6	BMPR1B_ACVR2B	GDF6	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
GDF6_BMPR1B_BMPR2	BMP	Secreted Signaling	GDF6	BMPR1B_BMPR2	GDF6	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
GDF7_BMPR1A_ACVR2A	BMP	Secreted Signaling	GDF7	BMPR1A_ACVR2A	GDF7	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.006431524641811848	2118	2118	19591	other	False	False
GDF7_BMPR1A_ACVR2B	BMP	Secreted Signaling	GDF7	BMPR1A_ACVR2B	GDF7	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.006431524641811848	2118	2118	19591	other	False	False
GDF7_BMPR1A_BMPR2	BMP	Secreted Signaling	GDF7	BMPR1A_BMPR2	GDF7	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.006431524641811848	2118	2118	19591	other	False	False
GDF7_BMPR1B_ACVR2A	BMP	Secreted Signaling	GDF7	BMPR1B_ACVR2A	GDF7	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.00010208769526798278	2118	2118	19591	other	False	False
GDF7_BMPR1B_ACVR2B	BMP	Secreted Signaling	GDF7	BMPR1B_ACVR2B	GDF7	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.00010208769526798278	2118	2118	19591	other	False	False
GDF7_BMPR1B_BMPR2	BMP	Secreted Signaling	GDF7	BMPR1B_BMPR2	GDF7	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.021718602627515793	0.010387158021330833	0.00010208769526798278	2118	2118	19591	other	False	False
BMP15_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP15	BMPR1B_BMPR2	BMP15	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
BMP5_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2A	BMP5	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.007350313942879438	2118	2118	19591	other	False	False
BMP5_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2B	BMP5	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.012301567010581493	2118	2118	19591	other	False	False
BMP5_ACVR1_BMPR2	BMP	Secreted Signaling	BMP5	ACVR1_BMPR2	BMP5	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.012301567010581493	2118	2118	19591	other	False	False
BMP5_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1A_ACVR2A	BMP5	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.006431524641811848	2118	2118	19591	other	False	False
BMP5_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP5	BMPR1A_ACVR2B	BMP5	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.006431524641811848	2118	2118	19591	other	False	False
BMP5_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP5	BMPR1A_BMPR2	BMP5	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.006431524641811848	2118	2118	19591	other	False	False
BMP5_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2A	BMP5	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.00010208769526798278	2118	2118	19591	other	False	False
BMP5_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2B	BMP5	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.00010208769526798278	2118	2118	19591	other	False	False
BMP5_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP5	BMPR1B_BMPR2	BMP5	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.048158641904592514	0.01983002759516239	0.00010208769526798278	2118	2118	19591	other	False	False
BMP6_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2A	BMP6	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.007350313942879438	2118	2118	19591	other	False	False
BMP6_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2B	BMP6	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.012301567010581493	2118	2118	19591	other	False	False
BMP6_ACVR1_BMPR2	BMP	Secreted Signaling	BMP6	ACVR1_BMPR2	BMP6	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.012301567010581493	2118	2118	19591	other	False	False
BMP6_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2A	BMP6	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.006431524641811848	2118	2118	19591	other	False	False
BMP6_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2B	BMP6	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.006431524641811848	2118	2118	19591	other	False	False
BMP6_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1A_BMPR2	BMP6	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.006431524641811848	2118	2118	19591	other	False	False
BMP6_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2A	BMP6	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.00010208769526798278	2118	2118	19591	other	False	False
BMP6_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2B	BMP6	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.00010208769526798278	2118	2118	19591	other	False	False
BMP6_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1B_BMPR2	BMP6	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0018885741010308266	0.00047214352525770664	0.00010208769526798278	2118	2118	19591	other	False	False
BMP7_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2A	BMP7	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.007350313942879438	2118	2118	19591	other	False	False
BMP7_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2B	BMP7	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.012301567010581493	2118	2118	19591	other	False	False
BMP7_ACVR1_BMPR2	BMP	Secreted Signaling	BMP7	ACVR1_BMPR2	BMP7	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.012301567010581493	2118	2118	19591	other	False	False
BMP7_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2A	BMP7	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.006431524641811848	2118	2118	19591	other	False	False
BMP7_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2B	BMP7	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.006431524641811848	2118	2118	19591	other	False	False
BMP7_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1A_BMPR2	BMP7	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.006431524641811848	2118	2118	19591	other	False	False
BMP7_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2A	BMP7	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.00010208769526798278	2118	2118	19591	other	False	False
BMP7_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2B	BMP7	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.00010208769526798278	2118	2118	19591	other	False	False
BMP7_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1B_BMPR2	BMP7	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.004249291960150003	0.0018885741010308266	0.00010208769526798278	2118	2118	19591	other	False	False
BMP8A_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP8A	ACVR1_ACVR2A	BMP8A	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.007350313942879438	2118	2118	19591	other	False	False
BMP8A_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP8A	ACVR1_ACVR2B	BMP8A	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.012301567010581493	2118	2118	19591	other	False	False
BMP8A_ACVR1_BMPR2	BMP	Secreted Signaling	BMP8A	ACVR1_BMPR2	BMP8A	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.012301567010581493	2118	2118	19591	other	False	False
BMP8A_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP8A	BMPR1A_ACVR2A	BMP8A	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
BMP8A_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP8A	BMPR1A_ACVR2B	BMP8A	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
BMP8A_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP8A	BMPR1A_BMPR2	BMP8A	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.006431524641811848	2118	2118	19591	other	False	False
BMP8A_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP8A	BMPR1B_ACVR2A	BMP8A	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
BMP8A_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP8A	BMPR1B_ACVR2B	BMP8A	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
BMP8A_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP8A	BMPR1B_BMPR2	BMP8A	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.00010208769526798278	2118	2118	19591	other	False	False
BMP8B_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2A	BMP8B	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.007350313942879438	2118	2118	19591	other	False	False
BMP8B_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2B	BMP8B	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.012301567010581493	2118	2118	19591	other	False	False
BMP8B_ACVR1_BMPR2	BMP	Secreted Signaling	BMP8B	ACVR1_BMPR2	BMP8B	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.012301567010581493	2118	2118	19591	other	False	False
BMP8B_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2A	BMP8B	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.006431524641811848	2118	2118	19591	other	False	False
BMP8B_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2B	BMP8B	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.006431524641811848	2118	2118	19591	other	False	False
BMP8B_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP8B	BMPR1A_BMPR2	BMP8B	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.006431524641811848	2118	2118	19591	other	False	False
BMP8B_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1B_ACVR2A	BMP8B	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.025023607537150383	0.01227573212236166	0.00010208769526798278	2118	2118	19591	other	False	False
