interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_mean_high	ligand_mean_low	receptor_mean_partner	ligand_prop_high	ligand_prop_low	receptor_prop_partner	n_high	n_low	n_partner	ligand_class	sig_either	sig_diff
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.04617966711521149	0.022321177646517754	0.0	0.206971675157547	0.16364076733589172	0.03207920864224434	8262	8262	15150	inhibitory	False	False
TGFB2_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB2	TGFbR1_R2	TGFB2	TGFBR2|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.05846042186021805	0.04284676909446716	0.03207920864224434	8262	8262	15150	inhibitory	False	False
TGFB3_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB3	TGFbR1_R2	TGFB3	TGFBR2|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.00810941681265831	0.016945049166679382	0.03207920864224434	8262	8262	15150	inhibitory	False	False
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.04617966711521149	0.022321177646517754	0.0	0.206971675157547	0.16364076733589172	0.00838283821940422	8262	8262	15150	inhibitory	False	False
TGFB1_ACVR1C_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1C_TGFbR2	TGFB1	TGFBR2|ACVR1C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.04617966711521149	0.022321177646517754	0.0	0.206971675157547	0.16364076733589172	0.006402640137821436	8262	8262	15150	inhibitory	False	False
TGFB2_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB2	ACVR1B_TGFbR2	TGFB2	TGFBR2|ACVR1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.05846042186021805	0.04284676909446716	0.00838283821940422	8262	8262	15150	inhibitory	False	False
TGFB2_ACVR1C_TGFBR2	TGFb	Secreted Signaling	TGFB2	ACVR1C_TGFbR2	TGFB2	TGFBR2|ACVR1C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.05846042186021805	0.04284676909446716	0.006402640137821436	8262	8262	15150	inhibitory	False	False
TGFB3_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB3	ACVR1B_TGFbR2	TGFB3	TGFBR2|ACVR1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.00810941681265831	0.016945049166679382	0.00838283821940422	8262	8262	15150	inhibitory	False	False
TGFB3_ACVR1C_TGFBR2	TGFb	Secreted Signaling	TGFB3	ACVR1C_TGFbR2	TGFB3	TGFBR2|ACVR1C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.00810941681265831	0.016945049166679382	0.006402640137821436	8262	8262	15150	inhibitory	False	False
TGFB1_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB1	ACVR1_TGFbR	TGFB1	TGFBR2|ACVR1|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.04617966711521149	0.022321177646517754	0.0	0.206971675157547	0.16364076733589172	0.013333333656191826	8262	8262	15150	inhibitory	False	False
TGFB2_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB2	ACVR1_TGFbR	TGFB2	TGFBR2|ACVR1|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.05846042186021805	0.04284676909446716	0.013333333656191826	8262	8262	15150	inhibitory	False	False
TGFB3_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB3	ACVR1_TGFbR	TGFB3	TGFBR2|ACVR1|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.00810941681265831	0.016945049166679382	0.013333333656191826	8262	8262	15150	inhibitory	False	False
BMP2_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2A	BMP2	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.006798679940402508	8262	8262	15150	other	False	False
BMP2_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2B	BMP2	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.007920792326331139	8262	8262	15150	other	False	False
BMP2_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1A_BMPR2	BMP2	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.007920792326331139	8262	8262	15150	other	False	False
BMP2_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2A	BMP2	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.00019801979942712933	8262	8262	15150	other	False	False
BMP2_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2B	BMP2	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.00019801979942712933	8262	8262	15150	other	False	False
BMP2_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1B_BMPR2	BMP2	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.0	0.0	0.06572258472442627	0.047688212245702744	0.00019801979942712933	8262	8262	15150	other	False	False
BMP4_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2A	BMP4	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.012757017277181149	0.0	0.08835633099079132	0.13810215890407562	0.006798679940402508	8262	8262	15150	other	False	False
BMP4_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2B	BMP4	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.012757017277181149	0.0	0.08835633099079132	0.13810215890407562	0.007920792326331139	8262	8262	15150	other	False	False
BMP4_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1A_BMPR2	BMP4	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.012757017277181149	0.0	0.08835633099079132	0.13810215890407562	0.007920792326331139	8262	8262	15150	other	False	False
BMP4_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2A	BMP4	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.012757017277181149	0.0	0.08835633099079132	0.13810215890407562	0.00019801979942712933	8262	8262	15150	other	False	False
BMP4_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2B	BMP4	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	0.0	0.012757017277181149	0.0	0.08835633099079132	0.13810215890407562	0.00019801979942712933	8262	8262	15150	other	False	False
