interaction_name	pathway_name	annotation	direction	ligand	receptor	ligand_genes	receptor_genes	ligand_class	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	contrast
CD8A_CEACAM5	CEACAM	Cell-Cell Contact	incoming	CD8A	CEACAM5	CD8A	CEACAM5	other	0.2859893876066307	0.0341098182536334	0.25187956935299727	0.009900990099009901	1.0	True	False	incoming
SEMA4D_PLXNB2	SEMA4	Cell-Cell Contact	incoming	SEMA4D	PLXNB2	SEMA4D	PLXNB2	other	0.34415640364513067	0.297452591751015	0.046703811894115654	0.009900990099009901	1.0	True	False	incoming
CD99_CD99	CD99	Cell-Cell Contact	incoming	CD99	CD99	CD99	CD99	other	0.691807742812046	0.6544762015078545	0.037331541304191584	0.009900990099009901	1.0	True	False	incoming
GZMA_F2RL1	PARs	Secreted Signaling	incoming	GZMA	F2RL1	GZMA	F2RL1	other	0.07344544515660377	0.042480398985106714	0.030965046171497056	0.009900990099009901	0.9900990099009901	True	False	incoming
GZMA_PARD3	PARs	Secreted Signaling	incoming	GZMA	PARD3	GZMA	PARD3	other	0.5925801054679362	0.568530115869525	0.024049989598411203	0.009900990099009901	1.0	True	False	incoming
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DPB1	CD4	HLA-DPB1	CD4	other	0.022943739244008724	0.0	0.022943739244008724	0.009900990099009901	1.0	True	False	incoming
CD6_ALCAM	CD6	Cell-Cell Contact	incoming	CD6	ALCAM	CD6	ALCAM	other	0.38734129937982203	0.3648580128579685	0.02248328652185355	0.009900990099009901	1.0	True	False	incoming
CD96_NECTIN1	CD96	Cell-Cell Contact	incoming	CD96	NECTIN1	CD96	NECTIN1	other	0.5497079714590081	0.5279398992052279	0.02176807225378019	0.009900990099009901	1.0	True	False	incoming
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DPA1	CD4	HLA-DPA1	CD4	other	0.021559668221844557	0.0	0.021559668221844557	0.009900990099009901	1.0	True	False	incoming
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRA	CD4	HLA-DRA	CD4	other	0.021157877998432884	0.0	0.021157877998432884	0.009900990099009901	1.0	True	False	incoming
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRB1	CD4	HLA-DRB1	CD4	other	0.019804001133793048	0.0	0.019804001133793048	0.009900990099009901	1.0	True	False	incoming
IFNG_IFNGR1_IFNGR2	IFN-II	Secreted Signaling	incoming	IFNG	IFNGR1_IFNGR2	IFNG	IFNGR1|IFNGR2	attack	0.15990449751757072	0.14524301838423004	0.014661479133340677	0.009900990099009901	1.0	True	False	incoming
HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DQA1	CD4	HLA-DQA1	CD4	other	0.010809401889756801	0.0	0.010809401889756801	0.009900990099009901	1.0	True	False	incoming
TNFSF12_TNFRSF12A	TWEAK	Secreted Signaling	incoming	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	other	0.01702347046375193	0.008642434282051676	0.008381036181700255	0.009900990099009901	1.0	True	False	incoming
SEMA4D_PLXNB1	SEMA4	Cell-Cell Contact	incoming	SEMA4D	PLXNB1	SEMA4D	PLXNB1	other	0.0611945788247613	0.05383721944477188	0.007357359379989423	0.04950495049504951	0.9603960396039604	True	False	incoming
IL16_CD4	IL16	Secreted Signaling	incoming	IL16	CD4	IL16	CD4	other	0.005734746042453632	0.0	0.005734746042453632	0.009900990099009901	1.0	True	False	incoming
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DQB1	CD4	HLA-DQB1	CD4	other	0.005175247861286555	0.0	0.005175247861286555	0.009900990099009901	1.0	True	False	incoming
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRB5	CD4	HLA-DRB5	CD4	other	0.0035666984000132123	0.0	0.0035666984000132123	0.009900990099009901	1.0	True	False	incoming
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	incoming	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	inhibitory	0.008020940265889964	0.005042701918224919	0.0029782383476650446	0.009900990099009901	1.0	True	False	incoming
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DMA	CD4	HLA-DMA	CD4	other	0.0018134602000667364	0.0	0.0018134602000667364	0.009900990099009901	1.0	True	False	incoming
HLA-DRB3_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRB3	CD4	HLA-DRB3	CD4	other	0.0015264405301427433	0.0	0.0015264405301427433	0.009900990099009901	1.0	True	False	incoming
GRN_SORT1	GRN	Secreted Signaling	incoming	GRN	SORT1	GRN	SORT1	other	0.00170832425708759	0.0011622679388427265	0.0005460563182448635	0.009900990099009901	1.0	True	False	incoming
CD40LG_CD40	CD40	Cell-Cell Contact	incoming	CD40LG	CD40	CD40LG	CD40	other	0.0004999065083104756	0.0006843545072144104	-0.00018444799890393485	1.0	0.009900990099009901	False	True	incoming
CD40LG_ITGA5_ITGB1	CD40	Secreted Signaling	incoming	CD40LG	ITGA5_ITGB1	CD40LG	ITGA5|ITGB1	other	0.0	0.0005253010491036674	-0.0005253010491036674	1.0	0.009900990099009901	False	True	incoming
TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	incoming	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	attack	0.01219971222881846	0.013705152382184877	-0.001505440153366417	0.9603960396039604	0.04950495049504951	False	True	incoming
LGALS9_P4HB	GALECTIN	Secreted Signaling	incoming	LGALS9	P4HB	LGALS9	P4HB	inhibitory	0.054846860328682016	0.05644362997629552	-0.0015967696476135024	1.0	0.009900990099009901	False	True	incoming
TNF_TNFRSF1A	TNF	Secreted Signaling	incoming	TNF	TNFRSF1A	TNF	TNFRSF1A	attack	0.013232177918034263	0.01484268547593912	-0.0016105075579048566	1.0	0.009900990099009901	False	True	incoming
TNFSF14_LTBR	LIGHT	Secreted Signaling	incoming	TNFSF14	LTBR	TNFSF14	LTBR	other	0.03143368291683061	0.03326739393679144	-0.0018337110199608334	1.0	0.009900990099009901	False	True	incoming
FASL_FAS	FASLG	Secreted Signaling	incoming	FASLG	FAS	FASLG	FAS	attack	0.01412736824101524	0.01660526898866148	-0.002477900747646238	0.9603960396039604	0.04950495049504951	False	True	incoming
NAMPT_ITGA5_ITGB1	VISFATIN	Secreted Signaling	incoming	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5|ITGB1	other	0.0	0.003462449805786178	-0.003462449805786178	1.0	0.009900990099009901	False	True	incoming
LGALS9_CD44	GALECTIN	Secreted Signaling	incoming	LGALS9	CD44	LGALS9	CD44	inhibitory	0.03695390661850333	0.04073190146502562	-0.0037779948465222965	1.0	0.009900990099009901	False	True	incoming
CD96_PVR	CD96	Cell-Cell Contact	incoming	CD96	PVR	CD96	PVR	other	0.022285608590171247	0.04023238776402841	-0.017946779173857164	0.9900990099009901	0.019801980198019802	False	True	incoming
NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	0.3822893481702409	0.2864918688952674	0.09579747927497351	0.009900990099009901	1.0	True	False	outgoing
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB1	CD4	HLA-DRB1	CD4	other	0.294675252323127	0.22399127062609772	0.0706839816970293	0.009900990099009901	1.0	True	False	outgoing
