interaction_name	pathway_name	annotation	direction	ligand	receptor	ligand_genes	receptor_genes	ligand_class	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	contrast
GDF15_TGFBR2	GDF	Secreted Signaling	outgoing	GDF15	TGFBR2	GDF15	TGFBR2	other	0.1497098116787462	0.0849614551828366	0.0647483564959096	0.009900990099009901	1.0	True	False	outgoing
LAMC2_CD44	LAMININ	ECM-Receptor	outgoing	LAMC2	CD44	LAMC2	CD44	other	0.425030142538158	0.3695098225364511	0.055520320001706924	0.009900990099009901	1.0	True	False	outgoing
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	0.1524446026896865	0.09822394761715345	0.05422065507253304	0.009900990099009901	1.0	True	False	outgoing
ICAM1_ITGAL	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL	ICAM1	ITGAL	other	0.14586687148726107	0.09372703017933179	0.052139841307929286	0.009900990099009901	1.0	True	False	outgoing
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DQB1	CD4	HLA-DQB1	CD4	other	0.0994720998940414	0.05198952670145502	0.047482573192586384	0.009900990099009901	1.0	True	False	outgoing
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPA1	CD4	HLA-DPA1	CD4	other	0.25746996780426173	0.2134966771884845	0.04397329061577723	0.009900990099009901	1.0	True	False	outgoing
ICAM1_SPN	ICAM	Cell-Cell Contact	outgoing	ICAM1	SPN	ICAM1	SPN	other	0.11932650689916792	0.0758312168037636	0.043495290095404315	0.009900990099009901	1.0	True	False	outgoing
CD55_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	CD55	ADGRE5	CD55	ADGRE5	other	0.3357899621498365	0.2933936828770472	0.04239627927278927	0.009900990099009901	1.0	True	False	outgoing
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRA	CD4	HLA-DRA	CD4	other	0.4032439759328839	0.362025112909081	0.0412188630238029	0.009900990099009901	1.0	True	False	outgoing
CDH1_ITGAE_ITGB7	CDH1	Cell-Cell Contact	outgoing	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	0.2530201792151019	0.21213259168615772	0.04088758752894417	0.009900990099009901	1.0	True	False	outgoing
LAMC2_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC2	ITGA1_ITGB1	LAMC2	ITGB1|ITGA1	other	0.22841824700947647	0.19008976806354766	0.03832847894592881	0.009900990099009901	1.0	True	False	outgoing
CD99_CD99	CD99	Cell-Cell Contact	outgoing	CD99	CD99	CD99	CD99	other	0.691807742812046	0.6544762015078545	0.037331541304191584	0.009900990099009901	1.0	True	False	outgoing
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPB1	CD4	HLA-DPB1	CD4	other	0.19900595787388722	0.16238505377390317	0.03662090409998406	0.009900990099009901	1.0	True	False	outgoing
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB5	CD4	HLA-DRB5	CD4	other	0.03460931102398873	0.0	0.03460931102398873	0.009900990099009901	1.0	True	False	outgoing
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DMA	CD4	HLA-DMA	CD4	other	0.09108108411603867	0.056929484585369984	0.03415159953066869	0.009900990099009901	1.0	True	False	outgoing
MDK_ITGA4_ITGB1	MK	Secreted Signaling	outgoing	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	0.5338672981805612	0.5072735102743391	0.026593787906222133	0.009900990099009901	1.0	True	False	outgoing
KLK6_F2R	KLK	Secreted Signaling	outgoing	KLK6	F2R	KLK6	F2R	other	0.0422176382213443	0.01624093886179025	0.02597669935955405	0.009900990099009901	1.0	True	False	outgoing
MDK_NCL	MK	Secreted Signaling	outgoing	MDK	NCL	MDK	NCL	other	0.6930177627030887	0.669889404747418	0.023128357955670698	0.009900990099009901	1.0	True	False	outgoing
NECTIN2_CD226	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	0.06672476114942469	0.04432939256299496	0.02239536858642973	0.009900990099009901	1.0	True	False	outgoing
HLA-DMB_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DMB	CD4	HLA-DMB	CD4	other	0.034528725505929656	0.013397577948589543	0.021131147557340114	0.009900990099009901	1.0	True	False	outgoing
HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DQA1	CD4	HLA-DQA1	CD4	other	0.21819781401263177	0.19728995802344051	0.02090785598919126	0.009900990099009901	1.0	True	False	outgoing
CXCL16_CXCR6	CXCL	Secreted Signaling	outgoing	CXCL16	CXCR6	CXCL16	CXCR6	recruit	0.14483949966355095	0.12553373792979466	0.019305761733756283	0.009900990099009901	1.0	True	False	outgoing
HLA-DOA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DOA	CD4	HLA-DOA	CD4	other	0.01850649121591655	0.0	0.01850649121591655	0.009900990099009901	1.0	True	False	outgoing
THBS1_CD47	THBS	ECM-Receptor	outgoing	THBS1	CD47	THBS1	CD47	other	0.027740161148906282	0.012212915636620887	0.015527245512285395	0.009900990099009901	1.0	True	False	outgoing
HLA-E_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-E	CD8B	HLA-E	CD8B	inhibitory	0.4477865792472148	0.4342908918150887	0.013495687432126147	0.009900990099009901	1.0	True	False	outgoing
HLA-F_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-F	CD8A	HLA-F	CD8A	inhibitory	0.59397670978288	0.5812464196516299	0.012730290131250044	0.04950495049504951	0.9603960396039604	True	False	outgoing
JAM1_ITGAL_ITGB2	JAM	Cell-Cell Contact	outgoing	F11R	ITGAL_ITGB2	F11R	ITGAL|ITGB2	barrier	0.6991537160592977	0.6882276404521704	0.010926075607127217	0.009900990099009901	1.0	True	False	outgoing
HLA-F_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-F	CD8B	HLA-F	CD8B	inhibitory	0.20399901812300933	0.19560035231025183	0.0083986658127575	0.04950495049504951	0.9603960396039604	True	False	outgoing
HLA-E_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-E	CD8A	HLA-E	CD8A	inhibitory	0.8223421376135707	0.8142021450680809	0.008139992545489805	0.009900990099009901	1.0	True	False	outgoing
FN1_CD44	FN1	ECM-Receptor	outgoing	FN1	CD44	FN1	CD44	other	0.0024833278676789526	0.0	0.0024833278676789526	0.009900990099009901	1.0	True	False	outgoing
CDH1_KLRG1	CDH1	Cell-Cell Contact	outgoing	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	0.01153322585999019	0.009189403829832665	0.0023438220301575247	0.009900990099009901	1.0	True	False	outgoing
TNFSF9_TNFRSF9	CD137	Secreted Signaling	outgoing	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	0.0016313803039411069	0.00019224690947329328	0.0014391333944678137	0.009900990099009901	1.0	True	False	outgoing
FN1_ITGA4_ITGB1	FN1	ECM-Receptor	outgoing	FN1	ITGA4_ITGB1	FN1	ITGA4|ITGB1	other	0.0011028356814378909	0.0	0.0011028356814378909	0.009900990099009901	1.0	True	False	outgoing
FN1_ITGA4_ITGB7	FN1	ECM-Receptor	outgoing	FN1	ITGA4_ITGB7	FN1	ITGA4|ITGB7	other	0.0005132521804363064	0.0	0.0005132521804363064	0.009900990099009901	1.0	True	False	outgoing
HLA-B_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-B	CD8A	HLA-B	CD8A	other	0.8688857279200646	0.869903236401462	-0.0010175084813974777	0.9504950495049505	0.04950495049504951	False	True	outgoing
LAMB2_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB2	ITGA1_ITGB1	LAMB2	ITGB1|ITGA1	other	0.0	0.0010899515346906165	-0.0010899515346906165	1.0	0.039603960396039604	False	True	outgoing
CLEC2D_KLRB1	CLEC	Cell-Cell Contact	outgoing	CLEC2D	KLRB1	CLEC2D	KLRB1	other	0.0	0.001545117434512364	-0.001545117434512364	1.0	0.009900990099009901	False	True	outgoing
PVR_CD226	PVR	Cell-Cell Contact	outgoing	PVR	CD226	PVR	CD226	barrier|inhibitory	0.002079352626681767	0.003817405663084522	-0.0017380530364027552	0.9900990099009901	0.019801980198019802	False	True	outgoing
HLA-B_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-B	CD8B	HLA-B	CD8B	other	0.5372378080656685	0.53946490020798	-0.0022270921423115375	0.9504950495049505	0.04950495049504951	False	True	outgoing
LAMB2_CD44	LAMININ	ECM-Receptor	outgoing	LAMB2	CD44	LAMB2	CD44	other	0.0	0.002717220813418356	-0.002717220813418356	1.0	0.039603960396039604	False	True	outgoing
HLA-DRB3_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB3	CD4	HLA-DRB3	CD4	other	0.00380402691659871	0.008750649534490536	-0.004946622617891826	0.9801980198019802	0.039603960396039604	False	True	outgoing
MIF_CD74_CD44	MIF	Secreted Signaling	outgoing	MIF	CD74_CD44	MIF	CD44|CD74	other	0.0	0.006176132236941694	-0.006176132236941694	1.0	0.009900990099009901	False	True	outgoing
CD274_PDCD1	PD-L1	Cell-Cell Contact	outgoing	CD274	PDCD1	CD274	PDCD1	inhibitory	0.0032836762292214085	0.009691592788999946	-0.006407916559778537	1.0	0.009900990099009901	False	True	outgoing
HLA-A_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-A	CD8A	HLA-A	CD8A	other	0.8652692408796789	0.8720749898314822	-0.006805748951803303	1.0	0.009900990099009901	False	True	outgoing
MIF_CD74_CXCR4	MIF	Secreted Signaling	outgoing	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	0.0	0.00909671533906861	-0.00909671533906861	1.0	0.009900990099009901	False	True	outgoing
ITGAV_ITGB1_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	ITGAV_ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	0.3107417042581072	0.31991503428271295	-0.009173330024605741	0.9702970297029703	0.039603960396039604	False	True	outgoing
IGFBP3_TMEM219	IGFBP	Secreted Signaling	outgoing	IGFBP3	TMEM219	IGFBP3	TMEM219	other	0.0123830206353049	0.022018951588260123	-0.009635930952955223	1.0	0.009900990099009901	False	True	outgoing
LPAR1_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	LPAR1	ADGRE5	LPAR1	ADGRE5	other	0.031639483907436934	0.043195407352059505	-0.01155592344462257	0.9900990099009901	0.019801980198019802	False	True	outgoing
LAMB3_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB3	ITGA1_ITGB1	LAMB3	ITGB1|ITGA1	other	0.11903349126382373	0.13316341001257279	-0.014129918748749054	0.9603960396039604	0.04950495049504951	False	True	outgoing
PVR_TIGIT	PVR	Cell-Cell Contact	outgoing	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	0.017717336699830555	0.032106056028892466	-0.014388719329061911	0.9900990099009901	0.019801980198019802	False	True	outgoing
LPAR2_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	LPAR2	ADGRE5	LPAR2	ADGRE5	other	0.038841671989966665	0.0533387220702711	-0.014497050080304434	1.0	0.009900990099009901	False	True	outgoing
HLA-A_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-A	CD8B	HLA-A	CD8B	other	0.5294278211099177	0.5442629159829985	-0.014835094873080767	1.0	0.009900990099009901	False	True	outgoing
PPIA_BSG	CypA	Secreted Signaling	outgoing	PPIA	BSG	PPIA	BSG	other	0.5306440173045823	0.5466570149614048	-0.016012997656822514	1.0	0.009900990099009901	False	True	outgoing
LAMA5_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMA5	ITGA1_ITGB1	LAMA5	ITGB1|ITGA1	other	0.1210534826273053	0.1428897411407537	-0.021836258513448406	1.0	0.009900990099009901	False	True	outgoing
LAMB3_CD44	LAMININ	ECM-Receptor	outgoing	LAMB3	CD44	LAMB3	CD44	other	0.2522764191264217	0.27724539797011993	-0.024968978843698253	0.9603960396039604	0.04950495049504951	False	True	outgoing
SPP1_ITGA4_ITGB1	SPP1	Secreted Signaling	outgoing	SPP1	ITGA4_ITGB1	SPP1	ITGA4|ITGB1	other	0.19657294043428225	0.22223858518158945	-0.025665644747307204	0.9900990099009901	0.019801980198019802	False	True	outgoing
LAMA3_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMA3	ITGA1_ITGB1	LAMA3	ITGB1|ITGA1	other	0.06932197397431827	0.09984571672401059	-0.030523742749692315	1.0	0.009900990099009901	False	True	outgoing
SPP1_CD44	SPP1	Secreted Signaling	outgoing	SPP1	CD44	SPP1	CD44	other	0.3555445629944828	0.3918433058362913	-0.03629874284180851	0.9900990099009901	0.019801980198019802	False	True	outgoing
LAMA5_CD44	LAMININ	ECM-Receptor	outgoing	LAMA5	CD44	LAMA5	CD44	other	0.2559007298803336	0.29392713674124255	-0.03802640686090897	1.0	0.009900990099009901	False	True	outgoing
LAMB1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB1	ITGA1_ITGB1	LAMB1	ITGB1|ITGA1	other	0.007711709235206227	0.05421781380283712	-0.04650610456763089	1.0	0.009900990099009901	False	True	outgoing
LAMC1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC1	ITGA1_ITGB1	LAMC1	ITGB1|ITGA1	other	0.09315724271111042	0.13980887261659078	-0.04665162990548036	1.0	0.009900990099009901	False	True	outgoing
COL4A5_ITGA1_ITGB1	COLLAGEN	ECM-Receptor	outgoing	COL4A5	ITGA1_ITGB1	COL4A5	ITGB1|ITGA1	other	0.07492838109178071	0.12300146941817072	-0.04807308832639001	1.0	0.009900990099009901	False	True	outgoing
LAMA3_CD44	LAMININ	ECM-Receptor	outgoing	LAMA3	CD44	LAMA3	CD44	other	0.1568249066539005	0.21689842222289074	-0.06007351556899024	1.0	0.009900990099009901	False	True	outgoing
LAMC1_CD44	LAMININ	ECM-Receptor	outgoing	LAMC1	CD44	LAMC1	CD44	other	0.20414711217379894	0.28868657494315286	-0.08453946276935392	1.0	0.009900990099009901	False	True	outgoing
COL4A5_CD44	COLLAGEN	ECM-Receptor	outgoing	COL4A5	CD44	COL4A5	CD44	other	0.168228906803122	0.25937831526408933	-0.09114940846096733	1.0	0.009900990099009901	False	True	outgoing
LAMB1_CD44	LAMININ	ECM-Receptor	outgoing	LAMB1	CD44	LAMB1	CD44	other	0.01903668628741485	0.12522046035011175	-0.1061837740626969	1.0	0.009900990099009901	False	True	outgoing
