interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff	contrast
FGF9_FGFR1	FGF	Secreted Signaling	FGF9	FGFR1	FGF9	FGFR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF9_FGFR2	FGF	Secreted Signaling	FGF9	FGFR2	FGF9	FGFR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF9_FGFR3	FGF	Secreted Signaling	FGF9	FGFR3	FGF9	FGFR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF9_FGFR4	FGF	Secreted Signaling	FGF9	FGFR4	FGF9	FGFR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF23_FGFR1	FGF	Secreted Signaling	FGF23	FGFR1	FGF23	FGFR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF23_FGFR3	FGF	Secreted Signaling	FGF23	FGFR3	FGF23	FGFR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
FGF23_FGFR4	FGF	Secreted Signaling	FGF23	FGFR4	FGF23	FGFR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFA_PDGFRA	PDGF	Secreted Signaling	PDGFA	PDGFRA	PDGFA	PDGFRA	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFA_PDGFRB	PDGF	Secreted Signaling	PDGFA	PDGFRB	PDGFA	PDGFRB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFB_PDGFRA	PDGF	Secreted Signaling	PDGFB	PDGFRA	PDGFB	PDGFRA	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFB_PDGFRB	PDGF	Secreted Signaling	PDGFB	PDGFRB	PDGFB	PDGFRB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFC_PDGFRA	PDGF	Secreted Signaling	PDGFC	PDGFRA	PDGFC	PDGFRA	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PDGFD_PDGFRB	PDGF	Secreted Signaling	PDGFD	PDGFRB	PDGFD	PDGFRB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFA_VEGFR1	VEGF	Secreted Signaling	VEGFA	FLT1	VEGFA	FLT1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFA_VEGFR2	VEGF	Secreted Signaling	VEGFA	KDR	VEGFA	KDR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFB_VEGFR1	VEGF	Secreted Signaling	VEGFB	FLT1	VEGFB	FLT1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFD_VEGFR3	VEGF	Secreted Signaling	VEGFD	FLT4	VEGFD	FLT4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFD_VEGFR2	VEGF	Secreted Signaling	VEGFD	KDR	VEGFD	KDR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PGF_VEGFR1	VEGF	Secreted Signaling	PGF	FLT1	PGF	FLT1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFA_VEGFR1R2	VEGF	Secreted Signaling	VEGFA	FLT1_KDR	VEGFA	FLT1|KDR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
VEGFD_VEGFR2R3	VEGF	Secreted Signaling	VEGFD	FLT4_KDR	VEGFD	FLT4|KDR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IGF1_IGF1R	IGF	Secreted Signaling	IGF1	IGF1R	IGF1	IGF1R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IGF2_IGF1R	IGF	Secreted Signaling	IGF2	IGF1R	IGF2	IGF1R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IGF2_IGF2R	IGF	Secreted Signaling	IGF2	IGF2R	IGF2	IGF2R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IGF1_ITGA6_ITGB4	IGF	Secreted Signaling	IGF1	ITGA6_ITGB4	IGF1	ITGA6|ITGB4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IGF2_ITGA6_ITGB4	IGF	Secreted Signaling	IGF2	ITGA6_ITGB4	IGF2	ITGA6|ITGB4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
APLN_APLNR	APELIN	Secreted Signaling	APLN	APLNR	APLN	APLNR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
SHH_PTCH1	HH	Secreted Signaling	SHH	PTCH1_SMO	SHH	PTCH1|SMO	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
SHH_PTCH2	HH	Secreted Signaling	SHH	PTCH2_SMO	SHH	PTCH2|SMO	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL5_CCR1	CCL	Secreted Signaling	CCL5	CCR1	CCL5	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL3_CCR1	CCL	Secreted Signaling	CCL3	CCR1	CCL3	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL3L3_CCR1	CCL	Secreted Signaling	CCL3L3	CCR1	CCL3L3	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL8_CCR1	CCL	Secreted Signaling	CCL8	CCR1	CCL8	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL7_CCR1	CCL	Secreted Signaling	CCL7	CCR1	CCL7	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL13_CCR1	CCL	Secreted Signaling	CCL13	CCR1	CCL13	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL23_CCR1	CCL	Secreted Signaling	CCL23	CCR1	CCL23	CCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL8_CCR2	CCL	Secreted Signaling	CCL8	CCR2	CCL8	CCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL7_CCR2	CCL	Secreted Signaling	CCL7	CCR2	CCL7	CCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL2_CCR2	CCL	Secreted Signaling	CCL2	CCR2	CCL2	CCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL5_CCR3	CCL	Secreted Signaling	CCL5	CCR3	CCL5	CCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL7_CCR3	CCL	Secreted Signaling	CCL7	CCR3	CCL7	CCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL11_CCR3	CCL	Secreted Signaling	CCL11	CCR3	CCL11	CCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL28_CCR3	CCL	Secreted Signaling	CCL28	CCR3	CCL28	CCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL17_CCR4	CCL	Secreted Signaling	CCL17	CCR4	CCL17	CCR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL22_CCR4	CCL	Secreted Signaling	CCL22	CCR4	CCL22	CCR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL5_CCR4	CCL	Secreted Signaling	CCL5	CCR4	CCL5	CCR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL4_CCR5	CCL	Secreted Signaling	CCL4	CCR5	CCL4	CCR5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL5_CCR5	CCL	Secreted Signaling	CCL5	CCR5	CCL5	CCR5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL3_CCR5	CCL	Secreted Signaling	CCL3	CCR5	CCL3	CCR5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL19_CCR7	CCL	Secreted Signaling	CCL19	CCR7	CCL19	CCR7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL21_CCR7	CCL	Secreted Signaling	CCL21	CCR7	CCL21	CCR7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL19_ACKR4	CCL	Secreted Signaling	CCL19	ACKR4	CCL19	ACKR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL21_ACKR4	CCL	Secreted Signaling	CCL21	ACKR4	CCL21	ACKR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL25_CCR9	CCL	Secreted Signaling	CCL25	CCR9	CCL25	CCR9	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL25_ACKR4	CCL	Secreted Signaling	CCL25	ACKR4	CCL25	ACKR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL28_CCR10	CCL	Secreted Signaling	CCL28	CCR10	CCL28	CCR10	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL13_ACKR4	CCL	Secreted Signaling	CCL13	ACKR4	CCL13	ACKR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL8_ACKR4	CCL	Secreted Signaling	CCL8	ACKR4	CCL8	ACKR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL2_ACKR1	CCL	Secreted Signaling	CCL2	ACKR1	CCL2	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL5_ACKR1	CCL	Secreted Signaling	CCL5	ACKR1	CCL5	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL8_ACKR1	CCL	Secreted Signaling	CCL8	ACKR1	CCL8	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL13_ACKR1	CCL	Secreted Signaling	CCL13	ACKR1	CCL13	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL18_ACKR1	CCL	Secreted Signaling	CCL18	ACKR1	CCL18	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL1_ACKR1	CXCL	Secreted Signaling	CXCL1	ACKR1	CXCL1	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL2_ACKR1	CXCL	Secreted Signaling	CXCL2	ACKR1	CXCL2	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL3_ACKR1	CXCL	Secreted Signaling	CXCL3	ACKR1	CXCL3	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL5_ACKR1	CXCL	Secreted Signaling	CXCL5	ACKR1	CXCL5	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL6_ACKR1	CXCL	Secreted Signaling	CXCL6	ACKR1	CXCL6	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL8_ACKR1	CXCL	Secreted Signaling	CXCL8	ACKR1	CXCL8	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL9_ACKR1	CXCL	Secreted Signaling	CXCL9	ACKR1	CXCL9	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL10_ACKR1	CXCL	Secreted Signaling	CXCL10	ACKR1	CXCL10	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL11_ACKR1	CXCL	Secreted Signaling	CXCL11	ACKR1	CXCL11	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL13_ACKR1	CXCL	Secreted Signaling	CXCL13	ACKR1	CXCL13	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL2_ACKR2	CCL	Secreted Signaling	CCL2	ACKR2	CCL2	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL3_ACKR2	CCL	Secreted Signaling	CCL3	ACKR2	CCL3	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL4_ACKR2	CCL	Secreted Signaling	CCL4	ACKR2	CCL4	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL5_ACKR2	CCL	Secreted Signaling	CCL5	ACKR2	CCL5	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CCL7_ACKR2	CCL	Secreted Signaling	CCL7	ACKR2	CCL7	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL8_ACKR2	CCL	Secreted Signaling	CCL8	ACKR2	CCL8	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL7_ACKR1	CCL	Secreted Signaling	CCL7	ACKR1	CCL7	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL11_ACKR1	CCL	Secreted Signaling	CCL11	ACKR1	CCL11	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL11_ACKR2	CCL	Secreted Signaling	CCL11	ACKR2	CCL11	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL13_ACKR2	CCL	Secreted Signaling	CCL13	ACKR2	CCL13	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL22_ACKR2	CCL	Secreted Signaling	CCL22	ACKR2	CCL22	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL17_ACKR1	CCL	Secreted Signaling	CCL17	ACKR1	CCL17	ACKR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CCL17_ACKR2	CCL	Secreted Signaling	CCL17	ACKR2	CCL17	ACKR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL1_CXCR1	CXCL	Secreted Signaling	CXCL1	CXCR1	CXCL1	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL2_CXCR1	CXCL	Secreted Signaling	CXCL2	CXCR1	CXCL2	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL3_CXCR1	CXCL	Secreted Signaling	CXCL3	CXCR1	CXCL3	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL5_CXCR1	CXCL	Secreted Signaling	CXCL5	CXCR1	CXCL5	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL6_CXCR1	CXCL	Secreted Signaling	CXCL6	CXCR1	CXCL6	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL8_CXCR1	CXCL	Secreted Signaling	CXCL8	CXCR1	CXCL1	CXCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL1_CXCR2	CXCL	Secreted Signaling	CXCL1	CXCR2	CXCL1	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL2_CXCR2	CXCL	Secreted Signaling	CXCL2	CXCR2	CXCL2	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL3_CXCR2	CXCL	Secreted Signaling	CXCL3	CXCR2	CXCL3	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL5_CXCR2	CXCL	Secreted Signaling	CXCL5	CXCR2	CXCL5	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL6_CXCR2	CXCL	Secreted Signaling	CXCL6	CXCR2	CXCL6	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL8_CXCR2	CXCL	Secreted Signaling	CXCL8	CXCR2	CXCL8	CXCR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PF4V1_CXCR3	CXCL	Secreted Signaling	PF4V1	CXCR3	PF4V1	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL9_CXCR3	CXCL	Secreted Signaling	CXCL9	CXCR3	CXCL9	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL10_CXCR3	CXCL	Secreted Signaling	CXCL10	CXCR3	CXCL10	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL11_CXCR3	CXCL	Secreted Signaling	CXCL11	CXCR3	CXCL11	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL13_CXCR3	CXCL	Secreted Signaling	CXCL13	CXCR3	CXCL13	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
PF4_CXCR3	CXCL	Secreted Signaling	PF4	CXCR3	PF4	CXCR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL12_CXCR4	CXCL	Secreted Signaling	CXCL12	CXCR4	CXCL12	CXCR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL11_ACKR3	CXCL	Secreted Signaling	CXCL11	ACKR3	CXCL11	ACKR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
CXCL12_ACKR3	CXCL	Secreted Signaling	CXCL12	ACKR3	CXCL12	ACKR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL13_CXCR5	CXCL	Secreted Signaling	CXCL13	CXCR5	CXCL13	CXCR5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CXCL16_CXCR6	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
MIF_CD74_CXCR4	MIF	Secreted Signaling	MIF	CD74_CXCR4	MIF	CD74|CXCR4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
MIF_CD74_CD44	MIF	Secreted Signaling	MIF	CD74_CD44	MIF	CD44|CD74	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
MIF_CD74_CXCR2	MIF	Secreted Signaling	MIF	CD74_CXCR2	MIF	CXCR2|CD74	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
MIF_ACKR3	MIF	Secreted Signaling	MIF	ACKR3	MIF	ACKR3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CX3CL1_CX3CR1	CX3C	Secreted Signaling	CX3CL1	CX3CR1	CX3CL1	CX3CR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
XCL1_XCR1	XCR	Secreted Signaling	XCL1	XCR1	XCL1	XCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
XCL2_XCR1	XCR	Secreted Signaling	XCL2	XCR1	XCL2	XCR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL7_IL7R_IL2RG	IL2	Secreted Signaling	IL7	IL7R_IL2RG	IL7	IL2RG|IL7R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL15_IL15RA_IL2RB	IL2	Secreted Signaling	IL15	IL15RA_IL2RB	IL15	IL15RA|IL2RB|IL2RG	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
IL21_IL21R_IL2RG	IL2	Secreted Signaling	IL21	IL21R_IL2RG	IL21	IL2RG|IL21R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
TSLP_IL7R_CRLF2	IL2	Secreted Signaling	TSLP	IL7R_CRLF2	TSLP	CRLF2|IL7R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CSF2_CSF2RA_CSF2RB	IL4	Secreted Signaling	CSF2	CSF2RA_CSF2RB	CSF2	CSF2RB|CSF2RA	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL13_IL4R_IL13RA1	IL4	Secreted Signaling	IL13	IL4R_IL13RA1	IL13	IL13RA1|IL4R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL13_IL13RA1	IL4	Secreted Signaling	IL13	IL13RA1	IL13	IL13RA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL6_IL6R_IL6ST	IL6	Secreted Signaling	IL6	IL6R_IL6ST	IL6	IL6ST|IL6R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL11_IL11RA_IL6ST	IL6	Secreted Signaling	IL11	IL11R complex	IL11	IL11RA|IL6ST	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL12B_IL12RB1_IL12RB2	IL12	Secreted Signaling	IL12AB	IL12RB1_IL12RB2	IL12B|IL12A	IL12RB1|IL12RB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL23A_IL23R_IL12RB1	IL12	Secreted Signaling	IL23 complex	IL23R_IL12RB1	IL12B|IL23A	IL12RB1|IL23R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
EBI3_IL27RA_IL6ST	IL12	Secreted Signaling	IL27 complex	IL27RA_IL6ST	IL27|EBI3	IL27RA|IL6ST	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CTF1_LIFR_IL6ST	LIFR	Secreted Signaling	CTF1	LIFR_IL6ST	CTF1	IL6ST|LIFR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
LIF_LIFR_IL6ST	LIFR	Secreted Signaling	LIF	LIFR_IL6ST	LIF	IL6ST|LIFR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
OSM_LIFR_IL6ST	OSM	Secreted Signaling	OSM	LIFR_IL6ST	OSM	IL6ST|LIFR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
OSM_OSMR_IL6ST	OSM	Secreted Signaling	OSM	OSMR_IL6ST	OSM	IL6ST|OSMR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL10_IL10RA_IL10RB	IL10	Secreted Signaling	IL10	IL10RA_IL10RB	IL10	IL10RA|IL10RB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL19_IL20RA_IL20RB	IL10	Secreted Signaling	IL19	IL20RA_IL20RB	IL19	IL20RA|IL20RB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL24_IL20RA_IL20RB	IL10	Secreted Signaling	IL24	IL20RA_IL20RB	IL24	IL20RA|IL20RB	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL26_IL20RA_IL10RB	IL10	Secreted Signaling	IL26	IL20RA_IL10RB	IL26	IL10RB|IL20RA	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL1A_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1A	IL1R1_IL1RAP	IL1A	IL1RAP|IL1R1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL1B_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1B	IL1R1_IL1RAP	IL1B	IL1RAP|IL1R1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL1A_IL1R2	IL1	Secreted Signaling	IL1A	IL1R2	IL1A	IL1R2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL1B_IL1R2	IL1	Secreted Signaling	IL1B	IL1R2	IL1B	IL1R2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL1F9_IL1RL2_IL1RAP	IL1	Secreted Signaling	IL36G	IL1RL2_IL1RAP	IL36G	IL1RAP|IL1RL2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL18_IL18R1_IL18RAP	IL1	Secreted Signaling	IL18	IL18R1_IL18RAP	IL18	IL18RAP|IL18R1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	incoming
IL33_IL1RL1_IL1RAP	IL1	Secreted Signaling	IL33	IL1RL1_IL1RAP	IL33	IL1RAP|IL1RL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL17C_IL17RA_IL17RE	IL17	Secreted Signaling	IL17C	IL17RA_IL17RE	IL17C	IL17RA|IL17RE	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL34_CSF1R	CSF	Secreted Signaling	IL34	CSF1R	IL34	CSF1R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CSF1_CSF1R	CSF	Secreted Signaling	CSF1	CSF1R	CSF1	CSF1R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IL16_CD4	IL16	Secreted Signaling	IL16	CD4	IL16	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
CSF3_CSF3R	CSF3	Secreted Signaling	CSF3	CSF3R	CSF3	CSF3R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
IFNG_IFNGR1_IFNGR2	IFN-II	Secreted Signaling	IFNG	IFNGR1_IFNGR2	IFNG	IFNGR1|IFNGR2	incoming	TNK	0.1403552223710442	0.13066397717293518	0.04950495049504951	0.9801980198019802	True	False	0.009691245198109016	attack	True	True	incoming
