interaction_name	pathway_name	annotation	direction	ligand	receptor	ligand_genes	receptor_genes	ligand_class	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	contrast	absd
CD8A_CEACAM5	CEACAM	Cell-Cell Contact	incoming	CD8A	CEACAM5	CD8A	CEACAM5	other	0.2859893876066307	0.0341098182536334	0.25187956935299727	0.009900990099009901	1.0	True	False	incoming	0.25187956935299727
LAMB1_CD44	LAMININ	ECM-Receptor	outgoing	LAMB1	CD44	LAMB1	CD44	other	0.01903668628741485	0.12522046035011175	-0.1061837740626969	1.0	0.009900990099009901	False	True	outgoing	0.1061837740626969
NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	0.3822893481702409	0.2864918688952674	0.09579747927497351	0.009900990099009901	1.0	True	False	outgoing	0.09579747927497351
COL4A5_CD44	COLLAGEN	ECM-Receptor	outgoing	COL4A5	CD44	COL4A5	CD44	other	0.168228906803122	0.25937831526408933	-0.09114940846096733	1.0	0.009900990099009901	False	True	outgoing	0.09114940846096733
LAMC1_CD44	LAMININ	ECM-Receptor	outgoing	LAMC1	CD44	LAMC1	CD44	other	0.20414711217379894	0.28868657494315286	-0.08453946276935392	1.0	0.009900990099009901	False	True	outgoing	0.08453946276935392
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB1	CD4	HLA-DRB1	CD4	other	0.294675252323127	0.22399127062609772	0.0706839816970293	0.009900990099009901	1.0	True	False	outgoing	0.0706839816970293
GDF15_TGFBR2	GDF	Secreted Signaling	outgoing	GDF15	TGFBR2	GDF15	TGFBR2	other	0.1497098116787462	0.0849614551828366	0.0647483564959096	0.009900990099009901	1.0	True	False	outgoing	0.0647483564959096
LAMA3_CD44	LAMININ	ECM-Receptor	outgoing	LAMA3	CD44	LAMA3	CD44	other	0.1568249066539005	0.21689842222289074	-0.06007351556899024	1.0	0.009900990099009901	False	True	outgoing	0.06007351556899024
LAMC2_CD44	LAMININ	ECM-Receptor	outgoing	LAMC2	CD44	LAMC2	CD44	other	0.425030142538158	0.3695098225364511	0.055520320001706924	0.009900990099009901	1.0	True	False	outgoing	0.055520320001706924
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	0.1524446026896865	0.09822394761715345	0.05422065507253304	0.009900990099009901	1.0	True	False	outgoing	0.05422065507253304
ICAM1_ITGAL	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL	ICAM1	ITGAL	other	0.14586687148726107	0.09372703017933179	0.052139841307929286	0.009900990099009901	1.0	True	False	outgoing	0.052139841307929286
COL4A5_ITGA1_ITGB1	COLLAGEN	ECM-Receptor	outgoing	COL4A5	ITGA1_ITGB1	COL4A5	ITGB1|ITGA1	other	0.07492838109178071	0.12300146941817072	-0.04807308832639001	1.0	0.009900990099009901	False	True	outgoing	0.04807308832639001
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DQB1	CD4	HLA-DQB1	CD4	other	0.0994720998940414	0.05198952670145502	0.047482573192586384	0.009900990099009901	1.0	True	False	outgoing	0.047482573192586384
SEMA4D_PLXNB2	SEMA4	Cell-Cell Contact	incoming	SEMA4D	PLXNB2	SEMA4D	PLXNB2	other	0.34415640364513067	0.297452591751015	0.046703811894115654	0.009900990099009901	1.0	True	False	incoming	0.046703811894115654
LAMC1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC1	ITGA1_ITGB1	LAMC1	ITGB1|ITGA1	other	0.09315724271111042	0.13980887261659078	-0.04665162990548036	1.0	0.009900990099009901	False	True	outgoing	0.04665162990548036
LAMB1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB1	ITGA1_ITGB1	LAMB1	ITGB1|ITGA1	other	0.007711709235206227	0.05421781380283712	-0.04650610456763089	1.0	0.009900990099009901	False	True	outgoing	0.04650610456763089
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPA1	CD4	HLA-DPA1	CD4	other	0.25746996780426173	0.2134966771884845	0.04397329061577723	0.009900990099009901	1.0	True	False	outgoing	0.04397329061577723
ICAM1_SPN	ICAM	Cell-Cell Contact	outgoing	ICAM1	SPN	ICAM1	SPN	other	0.11932650689916792	0.0758312168037636	0.043495290095404315	0.009900990099009901	1.0	True	False	outgoing	0.043495290095404315
CD55_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	CD55	ADGRE5	CD55	ADGRE5	other	0.3357899621498365	0.2933936828770472	0.04239627927278927	0.009900990099009901	1.0	True	False	outgoing	0.04239627927278927
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRA	CD4	HLA-DRA	CD4	other	0.4032439759328839	0.362025112909081	0.0412188630238029	0.009900990099009901	1.0	True	False	outgoing	0.0412188630238029
CDH1_ITGAE_ITGB7	CDH1	Cell-Cell Contact	outgoing	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	0.2530201792151019	0.21213259168615772	0.04088758752894417	0.009900990099009901	1.0	True	False	outgoing	0.04088758752894417
LAMC2_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC2	ITGA1_ITGB1	LAMC2	ITGB1|ITGA1	other	0.22841824700947647	0.19008976806354766	0.03832847894592881	0.009900990099009901	1.0	True	False	outgoing	0.03832847894592881
LAMA5_CD44	LAMININ	ECM-Receptor	outgoing	LAMA5	CD44	LAMA5	CD44	other	0.2559007298803336	0.29392713674124255	-0.03802640686090897	1.0	0.009900990099009901	False	True	outgoing	0.03802640686090897
CD99_CD99	CD99	Cell-Cell Contact	incoming	CD99	CD99	CD99	CD99	other	0.691807742812046	0.6544762015078545	0.037331541304191584	0.009900990099009901	1.0	True	False	incoming	0.037331541304191584
CD99_CD99	CD99	Cell-Cell Contact	outgoing	CD99	CD99	CD99	CD99	other	0.691807742812046	0.6544762015078545	0.037331541304191584	0.009900990099009901	1.0	True	False	outgoing	0.037331541304191584
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPB1	CD4	HLA-DPB1	CD4	other	0.19900595787388722	0.16238505377390317	0.03662090409998406	0.009900990099009901	1.0	True	False	outgoing	0.03662090409998406
SPP1_CD44	SPP1	Secreted Signaling	outgoing	SPP1	CD44	SPP1	CD44	other	0.3555445629944828	0.3918433058362913	-0.03629874284180851	0.9900990099009901	0.019801980198019802	False	True	outgoing	0.03629874284180851
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB5	CD4	HLA-DRB5	CD4	other	0.03460931102398873	0.0	0.03460931102398873	0.009900990099009901	1.0	True	False	outgoing	0.03460931102398873
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DMA	CD4	HLA-DMA	CD4	other	0.09108108411603867	0.056929484585369984	0.03415159953066869	0.009900990099009901	1.0	True	False	outgoing	0.03415159953066869
