dataset	unit_id	n_tnk	n_fail_all	n_fail_comp	pct_pos	mean_log1p	scvi_mean_seed	seed_k01	seed_k02	seed_k03	seed_k04	seed_k05	seed_k06	seed_k07	seed_k08	seed_k09	seed_k10	seed_k11	seed_k12	seed_k13	seed_k14	seed_k15	seed_k16	seed_k17	seed_k18	seed_k19	seed_k20	seed_antimode	scanvi_k01	scanvi_k02	scanvi_k03	scanvi_k04	scanvi_k05	scanvi_k06	scanvi_k07	scanvi_k08	scanvi_k09	scanvi_k10	scanvi_k11	scanvi_k12	scanvi_k13	scanvi_k14	scanvi_k15	scanvi_k16	scanvi_k17	scanvi_k18	scanvi_k19	scanvi_k20	scanvi_antimode
GSE123902	LX255B	1583	2303	228	35.08771929824561	0.4488016514639581	3.0470714569091797	0.8787878787878788	0.8434343434343434	0.8282828282828283	0.8282828282828283	0.8232323232323232	0.8131313131313131	0.8080808080808081	0.8080808080808081	0.8080808080808081	0.803030303030303	0.803030303030303	0.797979797979798	0.7929292929292929	0.7878787878787878	0.7777777777777778	0.7626262626262627	0.7424242424242424	0.7070707070707071	0.6717171717171717	0.6464646464646465	0.8383838383838383	0.9938650306748467	0.9938650306748467	0.9938650306748467	0.9938650306748467	0.9938650306748467	0.9877300613496932	0.9815950920245399	0.9815950920245399	0.9815950920245399	0.9815950920245399	0.9815950920245399	0.9754601226993865	0.9693251533742331	0.9631901840490797	0.9447852760736196	0.9263803680981595	0.901840490797546	0.8588957055214724	0.8159509202453987	0.7852760736196319	0.9938650306748467
GSE123902	LX653	49	343	145	71.72413793103448	1.2524068271342224	3.50811505317688	0.9496402877697842	0.9496402877697842	0.9496402877697842	0.9424460431654677	0.9424460431654677	0.935251798561151	0.935251798561151	0.935251798561151	0.935251798561151	0.9280575539568345	0.920863309352518	0.9136690647482014	0.9064748201438849	0.8920863309352518	0.8920863309352518	0.8848920863309353	0.8776978417266187	0.8633093525179856	0.8489208633093526	0.8345323741007195	0.9496402877697842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9928057553956835	0.9856115107913669	0.9784172661870504	0.9712230215827338	0.9568345323741008	0.9496402877697842	0.9424460431654677	0.935251798561151	0.920863309352518	0.9064748201438849	0.8848920863309353	1.0
GSE123902	LX661	3726	840	117	58.97435897435898	0.8576085684228482	2.913776159286499	0.8482142857142857	0.7857142857142857	0.7767857142857143	0.7767857142857143	0.7767857142857143	0.7678571428571429	0.7678571428571429	0.7678571428571429	0.7589285714285714	0.7410714285714286	0.7142857142857143	0.7142857142857143	0.6964285714285714	0.6875	0.6785714285714286	0.6785714285714286	0.6696428571428571	0.6517857142857143	0.6428571428571429	0.6339285714285714	0.7857142857142857	0.9882352941176471	0.9882352941176471	0.9882352941176471	0.9882352941176471	0.9882352941176471	0.9764705882352941	0.9764705882352941	0.9764705882352941	0.9764705882352941	0.9529411764705882	0.9176470588235294	0.9176470588235294	0.9058823529411765	0.8941176470588236	0.8823529411764706	0.8823529411764706	0.8705882352941177	0.8470588235294118	0.8352941176470589	0.8235294117647058	0.9882352941176471
GSE123902	LX666	177	1139	786	67.17557251908397	0.9923952117887151	2.380547523498535	0.9727272727272728	0.9681818181818181	0.9590909090909091	0.9409090909090909	0.9272727272727272	0.8772727272727273	0.8363636363636363	0.7772727272727272	0.6909090909090909	0.5954545454545455	0.4909090909090909	0.4090909090909091	0.2818181818181818	0.22727272727272727	0.15454545454545454	0.09545454545454546	0.06363636363636363	0.045454545454545456	0.02727272727272727	0.013636363636363636	0.9636363636363636	0.9908675799086758	0.9908675799086758	0.9817351598173516	0.9634703196347032	0.9497716894977168	0.8995433789954338	0.8584474885844748	0.7990867579908676	0.7123287671232876	0.6118721461187214	0.502283105022831	0.4200913242009132	0.2876712328767123	0.2328767123287671	0.1598173515981735	0.1004566210045662	0.0684931506849315	0.0502283105022831	0.0319634703196347	0.0182648401826484	0.9863013698630136
GSE123902	LX675	1336	2099	618	31.3915857605178	0.582960587751478	1.5074360370635986	0.5272727272727272	0.37727272727272726	0.36818181818181817	0.36818181818181817	0.36818181818181817	0.35909090909090907	0.35454545454545455	0.34545454545454546	0.3409090909090909	0.33636363636363636	0.32727272727272727	0.30454545454545456	0.2863636363636364	0.2863636363636364	0.2772727272727273	0.2727272727272727	0.2590909090909091	0.2545454545454545	0.2545454545454545	0.23636363636363636	0.37727272727272726	1.0	1.0	1.0	1.0	1.0	1.0	0.9873417721518988	0.9620253164556962	0.9493670886075949	0.9367088607594937	0.9113924050632911	0.8481012658227848	0.7974683544303798	0.7974683544303798	0.7721518987341772	0.759493670886076	0.7215189873417721	0.7088607594936709	0.7088607594936709	0.6582278481012658	1.0
GSE123902	LX676	2606	1408	147	42.17687074829932	0.831390019521496	2.3305234909057617	0.7172413793103448	0.6	0.5862068965517241	0.5517241379310345	0.5172413793103449	0.5172413793103449	0.5103448275862069	0.496551724137931	0.496551724137931	0.496551724137931	0.4827586206896552	0.45517241379310347	0.4413793103448276	0.4413793103448276	0.4413793103448276	0.4206896551724138	0.4068965517241379	0.4068965517241379	0.4068965517241379	0.3931034482758621	0.6	1.0	1.0	1.0	1.0	0.9830508474576272	0.9830508474576272	0.9830508474576272	0.9830508474576272	0.9830508474576272	0.9830508474576272	0.9661016949152542	0.9322033898305084	0.8983050847457628	0.8983050847457628	0.8983050847457628	0.864406779661017	0.847457627118644	0.847457627118644	0.847457627118644	0.8135593220338984	1.0
GSE123902	LX679	625	1392	497	43.25955734406438	0.5643712240448416	2.6991825103759766	0.8727272727272727	0.8409090909090909	0.8318181818181818	0.8272727272727273	0.8136363636363636	0.7954545454545454	0.7727272727272727	0.740909090909091	0.6954545454545454	0.6681818181818182	0.65	0.6272727272727273	0.6227272727272727	0.6090909090909091	0.6	0.5727272727272728	0.5590909090909091	0.5363636363636364	0.5181818181818182	0.5136363636363637	0.8409090909090909	1.0	0.9946236559139785	0.9946236559139785	0.9946236559139785	0.978494623655914	0.956989247311828	0.9247311827956989	0.8924731182795699	0.8440860215053764	0.8118279569892473	0.7903225806451613	0.7634408602150538	0.7526881720430108	0.7365591397849462	0.7258064516129032	0.6881720430107527	0.6666666666666666	0.6397849462365591	0.6182795698924731	0.6129032258064516	0.9946236559139785
GSE123902	LX680	344	597	258	73.25581395348837	1.85907788462344	3.6883227825164795	0.9590909090909091	0.9454545454545454	0.9272727272727272	0.9272727272727272	0.9227272727272727	0.9227272727272727	0.9181818181818182	0.9181818181818182	0.9181818181818182	0.9181818181818182	0.9181818181818182	0.9136363636363637	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.8954545454545455	0.8863636363636364	0.8863636363636364	0.8727272727272727	0.8681818181818182	0.9454545454545454	1.0	0.9952830188679245	0.9952830188679245	0.9905660377358491	0.9905660377358491	0.9905660377358491	0.9905660377358491	0.9905660377358491	0.9905660377358491	0.9905660377358491	0.9858490566037735	0.9811320754716981	0.9716981132075472	0.9716981132075472	0.9716981132075472	0.9622641509433962	0.9481132075471698	0.9481132075471698	0.9339622641509434	0.9292452830188679	0.9952830188679245
GSE123902	LX681	86	1544	1207	63.29743164871583	1.1775350457817828	2.911616086959839	0.9954545454545455	0.9818181818181818	0.9681818181818181	0.9636363636363636	0.95	0.9409090909090909	0.9409090909090909	0.9409090909090909	0.9181818181818182	0.8818181818181818	0.85	0.8318181818181818	0.8	0.740909090909091	0.6772727272727272	0.6409090909090909	0.5727272727272728	0.5136363636363637	0.4636363636363636	0.4	0.9772727272727273	1.0	0.9953703703703703	0.9907407407407407	0.9861111111111112	0.9814814814814815	0.9722222222222222	0.9722222222222222	0.9722222222222222	0.9490740740740741	0.9074074074074074	0.875	0.8518518518518519	0.8194444444444444	0.7592592592592593	0.6944444444444444	0.6574074074074074	0.5879629629629629	0.5277777777777778	0.47685185185185186	0.41203703703703703	0.9953703703703703
GSE123902	LX682	2558	1534	421	18.76484560570071	0.4613182340255857	1.4438687562942505	0.5409090909090909	0.32727272727272727	0.2772727272727273	0.2545454545454545	0.25	0.2409090909090909	0.22727272727272727	0.22272727272727272	0.22272727272727272	0.22272727272727272	0.21363636363636362	0.21363636363636362	0.20909090909090908	0.20909090909090908	0.20454545454545456	0.20454545454545456	0.2	0.19545454545454546	0.18181818181818182	0.18181818181818182	0.3090909090909091	0.9814814814814815	0.9444444444444444	0.9444444444444444	0.9444444444444444	0.9444444444444444	0.9444444444444444	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8703703703703703	0.8703703703703703	0.8518518518518519	0.8518518518518519	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.7962962962962963	0.7407407407407407	0.7407407407407407	0.9444444444444444
GSE123902	LX684	92	286	173	72.83236994219652	0.9118972941270772	3.0854270458221436	0.9759036144578314	0.9759036144578314	0.9759036144578314	0.9759036144578314	0.9698795180722891	0.9698795180722891	0.9698795180722891	0.963855421686747	0.9578313253012049	0.9578313253012049	0.9457831325301205	0.9397590361445783	0.9156626506024096	0.8734939759036144	0.8192771084337349	0.7771084337349398	0.7349397590361446	0.6927710843373494	0.6506024096385542	0.6325301204819277	0.9759036144578314	0.994535519125683	0.994535519125683	0.994535519125683	0.994535519125683	0.9890710382513661	0.9890710382513661	0.9890710382513661	0.9836065573770492	0.9781420765027322	0.9781420765027322	0.9672131147540983	0.9562841530054644	0.9344262295081968	0.8961748633879781	0.8415300546448088	0.7978142076502732	0.7540983606557377	0.7158469945355191	0.6775956284153005	0.6502732240437158	0.994535519125683
GSE123902	LX699	2263	408	46	15.217391304347828	0.3141177643147814	1.2543480396270752	0.6410256410256411	0.41025641025641024	0.358974358974359	0.28205128205128205	0.2564102564102564	0.20512820512820512	0.1794871794871795	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.1282051282051282	0.1282051282051282	0.1282051282051282	0.1282051282051282	0.1282051282051282	0.1282051282051282	0.1282051282051282	0.38461538461538464	0.875	0.6666666666666666	0.5833333333333334	0.4583333333333333	0.4166666666666667	0.3333333333333333	0.2916666666666667	0.25	0.25	0.25	0.25	0.25	0.25	0.20833333333333334	0.20833333333333334	0.20833333333333334	0.20833333333333334	0.20833333333333334	0.20833333333333334	0.20833333333333334	0.625
GSE123902	LX701	322	466	90	11.11111111111111	0.1116109679423314	1.4972230195999146	0.5060240963855421	0.5060240963855421	0.4819277108433735	0.46987951807228917	0.46987951807228917	0.4578313253012048	0.4457831325301205	0.43373493975903615	0.40963855421686746	0.39759036144578314	0.39759036144578314	0.39759036144578314	0.37349397590361444	0.3614457831325301	0.3373493975903614	0.3253012048192771	0.3132530120481928	0.30120481927710846	0.27710843373493976	0.24096385542168675	0.5060240963855421	0.9574468085106383	0.9574468085106383	0.9148936170212766	0.8936170212765957	0.8936170212765957	0.8723404255319149	0.851063829787234	0.8297872340425532	0.7872340425531915	0.7659574468085106	0.7659574468085106	0.7659574468085106	0.723404255319149	0.6808510638297872	0.6382978723404256	0.6170212765957447	0.5957446808510638	0.574468085106383	0.5319148936170213	0.46808510638297873	0.9574468085106383
GSE131907	BRONCHO_11	809	2369	203	80.78817733990148	1.8059599708830327	3.905700445175171	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9802955665024631	0.9802955665024631	0.9753694581280788	0.9704433497536946	0.9507389162561576	0.9458128078817734	0.9458128078817734	0.9458128078817734	0.9458128078817734	0.9408866995073891	0.9359605911330049	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9802955665024631	0.9802955665024631	0.9753694581280788	0.9704433497536946	0.9507389162561576	0.9458128078817734	0.9458128078817734	0.9458128078817734	0.9458128078817734	0.9408866995073891	0.9359605911330049	1.0
