spec	score	outcome	coding	estimate	se	wald_z	wald_p	lr_chi2	lr_p	n_units	re_sd	singular	note
seed_k03|all_cells|global_z	seed_k03	all_cells	global_z	-0.490919298161964	0.147802565948938	-3.32145314940989	0.000895500152644955	10.1924387930685	0.00141017687230994	65	1.08692690009946	FALSE	ok
seed_k03|all_cells|within_z	seed_k03	all_cells	within_z	-0.476914464545995	0.138566389672261	-3.4417759290258	0.000577908737381721	10.8827496347233	0.000970640407137605	65	1.08102248080999	FALSE	ok
seed_k03|all_cells|within_rank	seed_k03	all_cells	within_rank	-0.69872317934083	0.123187592739035	-5.67202559774857	1.41118883877127e-08	26.1362911466239	3.18147828264956e-07	65	0.960270045573487	FALSE	ok
seed_k03|compartment|global_z	seed_k03	compartment	global_z	-0.911475268983417	0.213972382922494	-4.2597799610129	2.04628249207421e-05	16.0129152206382	6.29118509397441e-05	65	1.57283874298592	FALSE	ok
seed_k03|compartment|within_z	seed_k03	compartment	within_z	-0.902764447646141	0.198766150060302	-4.54184199559261	5.57648308224114e-06	17.9267579264857	2.29570710808202e-05	65	1.54974768760345	FALSE	ok
seed_k03|compartment|within_rank	seed_k03	compartment	within_rank	-1.24386026916591	0.167843141251237	-7.41084955806459	1.25492879625788e-13	39.8286729551818	2.77245013983776e-10	65	1.30794317405039	FALSE	ok
seed_k04|all_cells|global_z	seed_k04	all_cells	global_z	-0.49047862167183	0.147416594145568	-3.32716017836839	0.000877359258507943	10.2250882609106	0.00138543111932599	65	1.08666352880482	FALSE	ok
seed_k04|all_cells|within_z	seed_k04	all_cells	within_z	-0.482860860063008	0.138253038334923	-3.49258769194829	0.00047836449909933	11.1801360341758	0.000826777104688163	65	1.07853324546277	FALSE	ok
seed_k04|all_cells|within_rank	seed_k04	all_cells	within_rank	-0.75075324631543	0.118414839533856	-6.3400267168439	2.29725321810686e-10	31.3104957662334	2.1988766451058e-08	65	0.922728697589759	FALSE	ok
seed_k04|compartment|global_z	seed_k04	compartment	global_z	-0.907282971329495	0.213613645549476	-4.24730812020786	2.16354320872385e-05	15.9295588902181	6.57439279132935e-05	65	1.57383539382939	FALSE	ok
seed_k04|compartment|within_z	seed_k04	compartment	within_z	-0.904956849001871	0.19862963773177	-4.55600110505125	5.21366619738044e-06	18.0246347810213	2.18064749682341e-05	65	1.54858012922935	FALSE	ok
seed_k04|compartment|within_rank	seed_k04	compartment	within_rank	-1.25719606536958	0.166336869582539	-7.55813229216592	4.08898063117288e-14	41.032139068175	1.49746401533778e-10	65	1.29620218369009	FALSE	ok
seed_k05|all_cells|global_z	seed_k05	all_cells	global_z	-0.491851449335002	0.147702815891065	-3.33000726064529	0.000868437195050705	10.2414815874224	0.00137317250102129	65	1.08653767589872	FALSE	ok
seed_k05|all_cells|within_z	seed_k05	all_cells	within_z	-0.486603948277607	0.138054449154984	-3.52472485498336	0.000423922861835308	11.369897240924	0.000746440073902069	65	1.07695451008354	FALSE	ok
seed_k05|all_cells|within_rank	seed_k05	all_cells	within_rank	-0.712656463481088	0.122026694211041	-5.84016856384371	5.21480319804717e-09	27.4372648638047	1.62273957684301e-07	65	0.951016123671187	FALSE	ok
seed_k05|compartment|global_z	seed_k05	compartment	global_z	-0.907927029552502	0.214137725858094	-4.23992094767166	2.23598516827737e-05	15.8802574375871	6.74789690742544e-05	65	1.57442532391366	FALSE	ok
seed_k05|compartment|within_z	seed_k05	compartment	within_z	-0.90610506313891	0.198557468385783	-4.56343984693849	5.03222326916152e-06	18.0761504435039	2.12243362017052e-05	65	1.54796763324615	FALSE	ok
seed_k05|compartment|within_rank	seed_k05	compartment	within_rank	-1.20208550661482	0.172520429122101	-6.96778643973836	3.21966461787783e-12	36.296537989418	1.69464628680105e-09	65	1.34467478382903	FALSE	ok
seed_k06|all_cells|global_z	seed_k06	all_cells	global_z	-0.50365338586155	0.148391494188499	-3.39408527837699	0.000688582466002548	10.6088456799032	0.00112547929459339	65	1.08345948828526	FALSE	ok
seed_k06|all_cells|within_z	seed_k06	all_cells	within_z	-0.492802737056272	0.137717694150255	-3.5783545469372	0.000345764205057387	11.689140801193	0.000628659222362313	65	1.07430076770383	FALSE	ok
seed_k06|all_cells|within_rank	seed_k06	all_cells	within_rank	-0.706018730856717	0.122633170965434	-5.75715954581097	8.55410563005794e-09	26.8034871116993	2.2523054839369e-07	65	0.955734680819718	FALSE	ok
seed_k06|compartment|global_z	seed_k06	compartment	global_z	-0.920740907879063	0.215354477307227	-4.27546675319653	1.90737264725595e-05	16.1172878908682	5.95380563867704e-05	65	1.57155440227408	FALSE	ok
seed_k06|compartment|within_z	seed_k06	compartment	within_z	-0.908672631519995	0.198380261391931	-4.58045888811876	4.63956815032448e-06	18.1942330465652	1.99481951914261e-05	65	1.54656743384165	FALSE	ok
seed_k06|compartment|within_rank	seed_k06	compartment	within_rank	-1.16774679078437	0.17616848552519	-6.62857938128437	3.38932842044448e-11	33.6016858558804	6.76340831957757e-09	65	1.37311352431892	FALSE	ok
seed_k07|all_cells|global_z	seed_k07	all_cells	global_z	-0.515813076909073	0.147943257449033	-3.48656022452915	0.000489275205726132	11.1474344587723	0.000841479688390646	65	1.07895382748281	FALSE	ok
seed_k07|all_cells|within_z	seed_k07	all_cells	within_z	-0.501134705982792	0.137257517098055	-3.65105472237844	0.000261165581412853	12.1270416958866	0.000496958923737824	65	1.07067026773947	FALSE	ok
seed_k07|all_cells|within_rank	seed_k07	all_cells	within_rank	-0.701580213709202	0.123029098713683	-5.70255509505063	1.18024745158192e-08	26.3875792758631	2.7933095741613e-07	65	0.958831290002046	FALSE	ok
seed_k07|compartment|global_z	seed_k07	compartment	global_z	-0.93873314171779	0.214494927713172	-4.37648177383984	1.20610271616223e-05	16.7976718019862	4.15842910510808e-05	65	1.56338346076222	FALSE	ok
seed_k07|compartment|within_z	seed_k07	compartment	within_z	-0.918557120519204	0.1977189102742	-4.64577272475017	3.38805847581096e-06	18.6501724640844	1.57033067553772e-05	65	1.54120466307681	FALSE	ok
seed_k07|compartment|within_rank	seed_k07	compartment	within_rank	-1.15189360575945	0.177769613198747	-6.47969911748436	9.19057068020996e-11	32.424565314686	1.23910160938423e-08	65	1.38566198683991	FALSE	ok
seed_k08|all_cells|global_z	seed_k08	all_cells	global_z	-0.530981944811918	0.147625036461051	-3.59682854305008	0.000322120656115284	11.8028668181701	0.000591395841963046	65	1.07350920336282	FALSE	ok
seed_k08|all_cells|within_z	seed_k08	all_cells	within_z	-0.510986688363005	0.136702540056355	-3.73794582128726	0.000185529912910432	12.658221049135	0.0003739178312813	65	1.06629235268773	FALSE	ok
seed_k08|all_cells|within_rank	seed_k08	all_cells	within_rank	-0.73242577103752	0.120247659957077	-6.09097733210747	1.12223442443887e-09	29.3804274873847	5.94753015290377e-08	65	0.936930777326538	FALSE	ok
seed_k08|compartment|global_z	seed_k08	compartment	global_z	-0.962723719182967	0.213670592171513	-4.50564445672613	6.61718042117572e-06	17.6793842637582	2.61444874977562e-05	65	1.55281026376647	FALSE	ok
seed_k08|compartment|within_z	seed_k08	compartment	within_z	-0.935506409992496	0.196511130678083	-4.76057720885545	1.93040066045982e-06	19.4575666981322	1.02859539573662e-05	65	1.53166237580505	FALSE	ok
seed_k08|compartment|within_rank	seed_k08	compartment	within_rank	-1.19278384836132	0.173613731558322	-6.87033126732048	6.40529859890175e-12	35.5287632132903	2.51312053062381e-09	65	1.35293537083709	FALSE	ok
seed_k09|all_cells|global_z	seed_k09	all_cells	global_z	-0.541302226842811	0.147989539555736	-3.6577060004903	0.00025448270951603	12.1707300487334	0.000485453021104928	65	1.07047276083774	FALSE	ok
seed_k09|all_cells|within_z	seed_k09	all_cells	within_z	-0.516374847069237	0.136399345147651	-3.78575752332437	0.000153241044342205	12.9542052732618	0.000319203664590344	65	1.0638715231457	FALSE	ok
seed_k09|all_cells|within_rank	seed_k09	all_cells	within_rank	-0.722424712709926	0.121216966087055	-5.95976566672277	2.52599892852608e-09	28.3677722471498	1.00321562000431e-07	65	0.944390988215775	FALSE	ok
seed_k09|compartment|global_z	seed_k09	compartment	global_z	-0.975651967195314	0.214261236306138	-4.5535626696436	5.27449489536708e-06	18.0103694683706	2.19704939930328e-05	65	1.54888117581202	FALSE	ok
seed_k09|compartment|within_z	seed_k09	compartment	within_z	-0.940334709878218	0.196173841332691	-4.79337460840921	1.63998978993507e-06	19.6904914978112	9.10532977320886e-06	65	1.52894329277548	FALSE	ok
seed_k09|compartment|within_rank	seed_k09	compartment	within_rank	-1.15967953512089	0.177100721586001	-6.54813557356256	5.82598200849e-11	32.9740581920424	9.33968119844906e-09	65	1.38003611606477	FALSE	ok
seed_k10|all_cells|global_z	seed_k10	all_cells	global_z	-0.546216112095438	0.148669676681091	-3.67402502170712	0.000238759336335765	12.2701650642751	0.000460257558719414	65	1.06965969307822	FALSE	ok
seed_k10|all_cells|within_z	seed_k10	all_cells	within_z	-0.515188293910769	0.136478043663522	-3.77488041359189	0.00016008444136416	12.8872089050471	0.00033083544256413	65	1.06444459531022	FALSE	ok
seed_k10|all_cells|within_rank	seed_k10	all_cells	within_rank	-0.727770315787062	0.120763841112105	-6.02639257815153	1.67659656305535e-09	28.8919923581467	7.65286389565154e-08	65	0.940742359412006	FALSE	ok
seed_k10|compartment|global_z	seed_k10	compartment	global_z	-0.979923432475983	0.215478261734009	-4.54766724304479	5.42438110486873e-06	17.9703289294119	2.24375227448017e-05	65	1.54939499821224	FALSE	ok
seed_k10|compartment|within_z	seed_k10	compartment	within_z	-0.934376955611202	0.196623375808993	-4.75211531572365	2.0129950500238e-06	19.3991390713709	1.06054858791758e-05	65	1.53241655703918	FALSE	ok
seed_k10|compartment|within_rank	seed_k10	compartment	within_rank	-1.18356300316553	0.174659683894485	-6.77639496863248	1.23211557716224e-11	34.7895628972191	3.67337466749374e-09	65	1.36092356272482	FALSE	ok
seed_k11|all_cells|global_z	seed_k11	all_cells	global_z	-0.553405625897391	0.150246965616999	-3.68330650555766	0.000230228056054753	12.3268954955993	0.000446478332134024	65	1.06919824905635	FALSE	ok
seed_k11|all_cells|within_z	seed_k11	all_cells	within_z	-0.516371115781107	0.136415665813844	-3.7852772458389	0.000153537310179893	12.9518636670288	0.000319603169851128	65	1.06392024899689	FALSE	ok
seed_k11|all_cells|within_rank	seed_k11	all_cells	within_rank	-0.722952806407313	0.121209648334	-5.96448233572276	2.45410814767311e-09	28.4128495615446	9.80126083400633e-08	65	0.944240493017355	FALSE	ok
seed_k11|compartment|global_z	seed_k11	compartment	global_z	-0.982856273641743	0.218389869853189	-4.50046641038095	6.78045192036767e-06	17.6452340473024	2.66181445496626e-05	65	1.5532934814652	FALSE	ok
seed_k11|compartment|within_z	seed_k11	compartment	within_z	-0.926490553584166	0.197187936470147	-4.69851538673834	2.62059449450146e-06	19.0216291579962	1.29245104308897e-05	65	1.53688996515455	FALSE	ok
seed_k11|compartment|within_rank	seed_k11	compartment	within_rank	-1.17385045030364	0.175667801905821	-6.68221744433831	2.35353453075373e-11	34.0408564177718	5.39669120262129e-09	65	1.36882086647087	FALSE	ok
seed_k12|all_cells|global_z	seed_k12	all_cells	global_z	-0.559923446061084	0.150421000222056	-3.72237550099062	0.000197357227480409	12.5663413297759	0.000392756742816487	65	1.06723422892549	FALSE	ok
seed_k12|all_cells|within_z	seed_k12	all_cells	within_z	-0.517585589351386	0.136353270242671	-3.79591621403891	0.000147099176514228	13.0184322398479	0.000308439928855183	65	1.06339433444656	FALSE	ok
seed_k12|all_cells|within_rank	seed_k12	all_cells	within_rank	-0.71052981160484	0.122351178297167	-5.80729847880256	6.34888962598073e-09	27.2042020164504	1.83060378946153e-07	65	0.953146240611325	FALSE	ok
seed_k12|compartment|global_z	seed_k12	compartment	global_z	-0.987784121062469	0.218904260712558	-4.51240244409642	6.40974192902142e-06	17.7280278921288	2.54843946622291e-05	65	1.55233839626111	FALSE	ok
seed_k12|compartment|within_z	seed_k12	compartment	within_z	-0.924165921630387	0.19736446634026	-4.6825344945179	2.83349486914897e-06	18.9100811539828	1.37026638494797e-05	65	1.53824292177769	FALSE	ok
seed_k12|compartment|within_rank	seed_k12	compartment	within_rank	-1.15051964571805	0.178038217523683	-6.46220604609799	1.03187461499851e-10	32.2997461251545	1.32130598091352e-08	65	1.38736158449158	FALSE	ok
seed_k13|all_cells|global_z	seed_k13	all_cells	global_z	-0.56131127211129	0.151418490782478	-3.70701932908345	0.000209712942457414	12.4726643540756	0.000412950665318281	65	1.06803272391434	FALSE	ok
seed_k13|all_cells|within_z	seed_k13	all_cells	within_z	-0.515541565081418	0.136482304795916	-3.77735096027515	0.000158505298966817	12.9037032341625	0.000327932655987429	65	1.06436359175019	FALSE	ok
seed_k13|all_cells|within_rank	seed_k13	all_cells	within_rank	-0.697815391139213	0.123458637993366	-5.65222006723182	1.58388619989066e-08	26.0186592043708	3.38133486270226e-07	65	0.96188892851455	FALSE	ok
seed_k13|compartment|global_z	seed_k13	compartment	global_z	-0.984626439574135	0.220784011881046	-4.45968180025931	8.20814234141153e-06	17.3665189954741	3.08207703124477e-05	65	1.55668298101368	FALSE	ok
seed_k13|compartment|within_z	seed_k13	compartment	within_z	-0.916400535196056	0.197905369302145	-4.63049859853461	3.64786252312837e-06	18.546102217569	1.65844010777231e-05	65	1.5425658419096	FALSE	ok
seed_k13|compartment|within_rank	seed_k13	compartment	within_rank	-1.14038538414654	0.179020961900802	-6.37012209094509	1.88877784709548e-10	31.5732789643988	1.92054189512862e-08	65	1.39512914778077	FALSE	ok
seed_k14|all_cells|global_z	seed_k14	all_cells	global_z	-0.564132330426224	0.152612598115675	-3.69649909241852	0.000218593040355493	12.4083490387288	0.000427418575808761	65	1.06856778841934	FALSE	ok
seed_k14|all_cells|within_z	seed_k14	all_cells	within_z	-0.513165462205299	0.136623222800591	-3.75606322033767	0.000172607108015914	12.7721625393689	0.000351815873484227	65	1.06545674249668	FALSE	ok
seed_k14|all_cells|within_rank	seed_k14	all_cells	within_rank	-0.688484015974137	0.124264255500052	-5.540483167936	3.01638232755151e-08	25.1740222187595	5.23830670102912e-07	65	0.968227152604342	FALSE	ok
seed_k14|compartment|global_z	seed_k14	compartment	global_z	-0.983449393957817	0.223003590257544	-4.41001596800322	1.0336299705356e-05	17.0285418517495	3.68221350135909e-05	65	1.56078312245791	FALSE	ok
seed_k14|compartment|within_z	seed_k14	compartment	within_z	-0.905228847897703	0.198706367856563	-4.55561066141145	5.22336074919924e-06	18.0266749853497	2.17831179714274e-05	65	1.54879329313482	FALSE	ok
seed_k14|compartment|within_rank	seed_k14	compartment	within_rank	-1.12058936290456	0.180938304375954	-6.19321246968357	5.89501775319838e-10	30.1879621831732	3.92135846288866e-08	65	1.41015570566016	FALSE	ok
seed_k15|all_cells|global_z	seed_k15	all_cells	global_z	-0.556985471901005	0.154088020647784	-3.61472273807819	0.000300669223830342	11.9120229269131	0.000557728001705745	65	1.07268090997328	FALSE	ok
seed_k15|all_cells|within_z	seed_k15	all_cells	within_z	-0.503766195257789	0.137167323776168	-3.67263996547635	0.000240057589783446	12.2607414705469	0.000462587666223132	65	1.06968971135802	FALSE	ok
seed_k15|all_cells|within_rank	seed_k15	all_cells	within_rank	-0.633374103710482	0.128628385175063	-4.92406169018184	8.47660944716664e-07	20.6150650431003	5.6152505885973e-06	65	1.00260975470629	FALSE	ok
seed_k15|compartment|global_z	seed_k15	compartment	global_z	-0.967306508971553	0.225762014807073	-4.28462914719367	1.83044256700387e-05	16.1831036207303	5.75047507193973e-05	65	1.57101313436111	FALSE	ok
seed_k15|compartment|within_z	seed_k15	compartment	within_z	-0.885863863192221	0.200051244875167	-4.42818470709845	9.5029506218559e-06	17.1520892563296	3.45029701532405e-05	65	1.55929016300491	FALSE	ok
seed_k15|compartment|within_rank	seed_k15	compartment	within_rank	-1.03985820367474	0.188158924074713	-5.52648889117708	3.2670293577541e-08	25.0599310519618	5.55757814990379e-07	65	1.46682994781883	FALSE	ok
seed_k16|all_cells|global_z	seed_k16	all_cells	global_z	-0.555173033164765	0.155076775720663	-3.57998823863083	0.000343609672892949	11.7038051463276	0.000623724194558115	65	1.07442930868195	FALSE	ok
seed_k16|all_cells|within_z	seed_k16	all_cells	within_z	-0.499172371550382	0.137435183101309	-3.63205665599048	0.000281171368569815	12.0150178694976	0.000527735821392466	65	1.07174638870833	FALSE	ok
seed_k16|all_cells|within_rank	seed_k16	all_cells	within_rank	-0.602089050611049	0.1309678486351	-4.59722792185871	4.28149179159276e-06	18.3118442730915	1.87537553851635e-05	65	1.02084823263422	FALSE	ok
seed_k16|compartment|global_z	seed_k16	compartment	global_z	-0.956546988845375	0.227825774775159	-4.19858986451111	2.68582266434719e-05	15.6107536950279	7.78108098118406e-05	65	1.57796823031569	FALSE	ok
seed_k16|compartment|within_z	seed_k16	compartment	within_z	-0.869718255796667	0.201125992327973	-4.32424594021857	1.5305447426852e-05	16.4484783977488	4.99902900447115e-05	65	1.5677783784249	FALSE	ok
seed_k16|compartment|within_rank	seed_k16	compartment	within_rank	-0.980264016272492	0.193039222974823	-5.07805616478441	3.81315984991464e-07	21.7393103807332	3.12325287322717e-06	65	1.50504188755252	FALSE	ok
seed_k17|all_cells|global_z	seed_k17	all_cells	global_z	-0.556945080203551	0.155879499996956	-3.572920622753	0.000353021795766131	11.6617888102267	0.000637969679175739	65	1.07479225042897	FALSE	ok
seed_k17|all_cells|within_z	seed_k17	all_cells	within_z	-0.497248145844191	0.137550369777779	-3.61502587486696	0.000300317625295574	11.9124806671307	0.000557590970463429	65	1.07260843321568	FALSE	ok
seed_k17|all_cells|within_rank	seed_k17	all_cells	within_rank	-0.592294966991449	0.131660974317911	-4.49863727699053	6.83904290206797e-06	17.6331352952118	2.67880126577677e-05	65	1.02630735468491	FALSE	ok
seed_k17|compartment|global_z	seed_k17	compartment	global_z	-0.953360642217365	0.229413195003796	-4.15564868534083	3.24365918709624e-05	15.3275265399983	9.03897792798449e-05	65	1.58141804041343	FALSE	ok
seed_k17|compartment|within_z	seed_k17	compartment	within_z	-0.860221572633784	0.201745524479937	-4.26389420459898	2.00894591160352e-05	16.0441147713088	6.18836713987297e-05	65	1.57267357887254	FALSE	ok
seed_k17|compartment|within_rank	seed_k17	compartment	within_rank	-0.9630273145347	0.194375023249771	-4.95448076833007	7.25236887982261e-07	20.8451035244119	4.979636452186e-06	65	1.51550548892398	FALSE	ok
seed_k18|all_cells|global_z	seed_k18	all_cells	global_z	-0.558516371285666	0.157437093925626	-3.54755259614682	0.000388828107601159	11.5105741702137	0.000692013992476936	65	1.07605524409998	FALSE	ok
seed_k18|all_cells|within_z	seed_k18	all_cells	within_z	-0.493903614734193	0.137741495051193	-3.58572857475249	0.000336138434532705	11.736514148268	0.000612857035208025	65	1.07407277461882	FALSE	ok
seed_k18|all_cells|within_rank	seed_k18	all_cells	within_rank	-0.613360301550681	0.13019445082762	-4.71110940329385	2.4637192504257e-06	19.1129167127663	1.23208209586376e-05	65	1.01469124435321	FALSE	ok
seed_k18|compartment|global_z	seed_k18	compartment	global_z	-0.95002157715317	0.232166612104455	-4.09198191136003	4.27702021184134e-05	14.9107175528288	0.000112720774639346	65	1.58650667686199	FALSE	ok
seed_k18|compartment|within_z	seed_k18	compartment	within_z	-0.84701111268796	0.202595896318397	-4.18079106280026	2.90496701508133e-05	15.4925584977672	8.28307029120237e-05	65	1.57937246258175	FALSE	ok
seed_k18|compartment|within_rank	seed_k18	compartment	within_rank	-0.991190716343207	0.192201285877151	-5.15704518739144	2.50877275666313e-07	22.3187954494	2.30935193214998e-06	65	1.4984181340675	FALSE	ok
seed_k19|all_cells|global_z	seed_k19	all_cells	global_z	-0.566965847546455	0.157887580492402	-3.59094645556203	0.000329479325598898	11.7701646608365	0.000601876538330068	65	1.07391363843408	FALSE	ok
seed_k19|all_cells|within_z	seed_k19	all_cells	within_z	-0.496969540790777	0.137578197368113	-3.61226960592494	0.000303528748166781	11.8962278635427	0.000562477372186706	65	1.07276124948549	FALSE	ok
seed_k19|all_cells|within_rank	seed_k19	all_cells	within_rank	-0.592319165020986	0.131712200201699	-4.49707137314488	6.8895865662403e-06	17.6279101831888	2.6861710342853e-05	65	1.02653577750351	FALSE	ok
seed_k19|compartment|global_z	seed_k19	compartment	global_z	-0.964909551480867	0.232648085365718	-4.14750695224526	3.36115266560347e-05	15.2743896381988	9.29684788951931e-05	65	1.58208829706386	FALSE	ok
seed_k19|compartment|within_z	seed_k19	compartment	within_z	-0.85172164350429	0.202303750464695	-4.21011296897795	2.55243027764481e-05	15.6867888207522	7.47444259050573e-05	65	1.57702930077472	FALSE	ok
seed_k19|compartment|within_rank	seed_k19	compartment	within_rank	-0.971768726421516	0.193734887867563	-5.01597175974735	5.27660794562858e-07	21.2919388578754	3.94386495481551e-06	65	1.51039873692214	FALSE	ok
seed_k20|all_cells|global_z	seed_k20	all_cells	global_z	-0.570202415227194	0.158035465152727	-3.60806616841444	0.000308487823724746	11.8727841272031	0.000569601990417731	65	1.07304955188405	FALSE	ok
seed_k20|all_cells|within_z	seed_k20	all_cells	within_z	-0.49655220424415	0.137604403870789	-3.60854878387768	0.000307914619070322	11.873682649589	0.000569327255033165	65	1.07294113393485	FALSE	ok
seed_k20|all_cells|within_rank	seed_k20	all_cells	within_rank	-0.566881941654246	0.13338957939286	-4.24982179443464	2.13940654451095e-05	15.951504595585	6.49861041866621e-05	65	1.03983003218627	FALSE	ok
