role	score	label	outcome	coding	beta_per_sd	se	wald_z	wald_p	lr_chi2	lr_p_naive	rho	rho_p_naive	I2	ci_lo	ci_hi	n_units	re_sd	singular	joint_gain	ols_chi2
reference_locked	pct_pos	malignant CLDN4 % positive	all_cells	global_z	-0.618788734216803	0.143115982903423	-4.32368713586919	1.53442862466343e-05	16.4416927383347	5.01695483690407e-05	-0.5311678045689988	1.64622329445741e-05	0.0	-0.6967711225150761	-0.3118052568209759	65	1.03573976541724	FALSE	1.0	16.409795096277584
primary_joint	seed_antimode	seed fraction with scVI CLDN4 ≥ antimode (2.18 CP10K)	compartment	within_rank	-1.20144312231486	0.172489570164851	-6.96530880775355	3.27684165010712e-12	36.2482271326063	1.73717968999241e-09	-0.7355008314458311	3.3824573550768834e-09	0.2207376825922245	-0.8489697668924463	-0.5571986740486801	65	1.34447979863619	FALSE	1.384686393111933	36.17483337391376
max_lr	seed_k04	seed fraction with scVI CLDN4 ≥ 4 CP10K	compartment	within_rank	-1.25719606536958	0.166336869582539	-7.55813229216592	4.08898063117288e-14	41.032139068175	1.49746401533778e-10	-0.7020740661643221	2.242610943644542e-10	0.0	-0.8146179376613364	-0.5385792908605155	65	1.29620218369009	FALSE	1.3217556864802835	40.99724957840406
max_abs_rho	seed_antimode	seed fraction with scVI CLDN4 ≥ antimode (2.18 CP10K)	compartment	within_rank	-1.20144312231486	0.172489570164851	-6.96530880775355	3.27684165010712e-12	36.2482271326063	1.73717968999241e-09	-0.7355008314458311	3.3824573550768834e-09	0.2207376825922245	-0.8489697668924463	-0.5571986740486801	65	1.34447979863619	FALSE	1.384686393111933	36.17483337391376
best_pct_pos_recoding	pct_pos	malignant CLDN4 % positive	compartment	within_rank	-1.01100404113996	0.190456267371017	-5.30832644730182	1.10636360436104e-07	23.4165154328388	1.30453729763402e-06	-0.5357184503843819	1.3339471899314794e-05	0.0	-0.7000292716754105	-0.3175360914552899	65	1.485080484194	FALSE	1.0085672470662554	23.384260218456465
best_scanvi	scanvi_antimode	scANVI fraction with scVI CLDN4 ≥ antimode (2.18 CP10K)	compartment	within_rank	-1.02820949284446	0.18906515971479	-5.43838692647307	5.37651142303528e-08	24.3900976726165	7.86720412813065e-07	-0.5806319753558477	0.00018196793253913112	0.3596664408618569	-0.7661034985514767	-0.30589018641557864	65	1.47413368110565	FALSE	1.093123435496971	24.3709565501699
