held_out	chosen_score	chosen_outcome	chosen_coding	train_joint	train_abs_rho	train_chi2	test_rho	test_n	pooled_rho	pooled_p	pooled_I2	pooled_ci_lo	pooled_ci_hi
GSE123902	seed_antimode	compartment	within_rank	1.479690005923794	0.7353766242121775	25.602552705757766	-0.7637362637362637	13	-0.722059604190926	1.7402957771850655e-10	0.06245510738197146	-0.8311898455624531	-0.5593566299167653
GSE131907	seed_antimode	compartment	global_z	1.5027515476305107	0.8051677389126449	22.68075554048652	-0.517086261574013	21	-0.722059604190926	1.7402957771850655e-10	0.06245510738197146	-0.8311898455624531	-0.5593566299167653
GSE205335	seed_antimode	compartment	within_rank	1.2145617778920947	0.7039020654440351	16.97167657530516	-0.8022192882977367	22	-0.722059604190926	1.7402957771850655e-10	0.06245510738197146	-0.8311898455624531	-0.5593566299167653
GSE189357	seed_k03	compartment	within_rank	1.374087861602604	0.7170178532003604	34.77358018432543	-0.8166666666666667	9	-0.722059604190926	1.7402957771850655e-10	0.06245510738197146	-0.8311898455624531	-0.5593566299167653
