dataset	compartment	sample	patient	timepoint	response_raw	gene	value	metric	probe
GSE202417	PBMC_CD8	GSM6122176	Combo12-R-2	post-treatment	R	CLDN4	10.69450646	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122177	Combo13-R-1	pre-treatment	R	CLDN4	7.411163227	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122178	Combo13-R-2	post-treatment	R	CLDN4	12.75463757	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122179	Combo14-NR-1	pre-treatment	NR	CLDN4	9.142153231	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122180	Combo14-NR-2	post-treatment	NR	CLDN4	7.47747924	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122181	Combo15-NR-1	pre-treatment	NR	CLDN4	9.605928033	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122182	Combo15-NR-2	post-treatment	NR	CLDN4	7.701305353	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122183	Combo16-R-1	pre-treatment	R	CLDN4	9.264062587	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122184	Combo16-R-2	post-treatment	R	CLDN4	9.030219149	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122185	Combo17-NR-1	pre-treatment	NR	CLDN4	8.426578716	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122186	Combo17-NR-2	post-treatment	NR	CLDN4	9.181195361	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122187	Combo18-NR-1	pre-treatment	NR	CLDN4	8.410234341	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122188	Combo18-NR-2	post-treatment	NR	CLDN4	8.777420353	array_intensity	TC0700007993.hg.1
GSE202417	PBMC_CD8	GSM6122161	Combo1-NR-1	pre-treatment	NR	EPCAM	9.410660604	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122162	Combo1-NR-2	post-treatment	NR	EPCAM	7.17566232	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122163	Combo2-NR-1	pre-treatment	NR	EPCAM	7.026240699	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122164	Combo2-NR-2	post-treatment	NR	EPCAM	12.24193748	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122165	Combo6-R-1	pre-treatment	R	EPCAM	7.040407819	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122166	Combo6-R-2	post-treatment	R	EPCAM	11.15549016	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122167	Combo8-NR-1	pre-treatment	NR	EPCAM	12.0307777	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122168	Combo8-NR-2	post-treatment	NR	EPCAM	15.159886	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122169	Combo9-NR-1	pre-treatment	NR	EPCAM	13.40729231	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122170	Combo9-NR-2	post-treatment	NR	EPCAM	14.3008798	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122171	Combo10-R-1	pre-treatment	R	EPCAM	10.15777135	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122172	Combo10-R-2	post-treatment	R	EPCAM	11.93633478	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122173	Combo11-R-1	pre-treatment	R	EPCAM	12.33589085	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122174	Combo11-R-2	post-treatment	R	EPCAM	10.26101826	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122175	Combo12-R-1	pre-treatment	R	EPCAM	11.55661515	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122176	Combo12-R-2	post-treatment	R	EPCAM	12.90093747	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122177	Combo13-R-1	pre-treatment	R	EPCAM	7.345598283	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122178	Combo13-R-2	post-treatment	R	EPCAM	7.712657255	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122179	Combo14-NR-1	pre-treatment	NR	EPCAM	9.939801217	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122180	Combo14-NR-2	post-treatment	NR	EPCAM	11.42441193	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122181	Combo15-NR-1	pre-treatment	NR	EPCAM	9.967488253	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122182	Combo15-NR-2	post-treatment	NR	EPCAM	9.915812559	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122183	Combo16-R-1	pre-treatment	R	EPCAM	9.72594208	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122184	Combo16-R-2	post-treatment	R	EPCAM	9.248773119	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122185	Combo17-NR-1	pre-treatment	NR	EPCAM	8.264938017	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122186	Combo17-NR-2	post-treatment	NR	EPCAM	9.987308946	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122187	Combo18-NR-1	pre-treatment	NR	EPCAM	9.356558631	array_intensity	TC0200007506.hg.1
GSE202417	PBMC_CD8	GSM6122188	Combo18-NR-2	post-treatment	NR	EPCAM	10.68040167	array_intensity	TC0200007506.hg.1
GSE249262	CTC	GSM7932467	CTCs from patient 1, baseline	base	Tumor, progression	TACSTD2	3.209541057	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932468	CTCs from patient 1, week 10	week10	Tumor, progression	TACSTD2	3.060479951	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932469	CTCs from patient 2, baseline	base	Tumor, stable	TACSTD2	3.497922746	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932470	CTCs from patient 2, week 10	week10	Tumor, stable	TACSTD2	3.789419771	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932471	CTCs from patient 3, baseline	base	Tumor, progression	TACSTD2	4.499971366	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932472	CTCs from patient 3, week 10	week10	Tumor, progression	TACSTD2	3.17712085	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932473	CTCs from patient 4, week 10	week10	Tumor, stable	TACSTD2	4.052674073	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932474	CTCs from patient 5, baseline	base	Tumor, stable	TACSTD2	3.20481814	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932475	CTCs from patient 5, week 10	week10	Tumor, stable	TACSTD2	3.297091951	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932476	CTCs from patient 6, baseline	base	Tumor, progression	TACSTD2	3.954456741	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932477	CTCs from patient 6, week 10	week10	Tumor, progression	TACSTD2	3.50445877	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932478	CTCs from patient 7, baseline	base	Tumor, stable	TACSTD2	3.339635507	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932479	CTCs from patient 7, week 10	week10	Tumor, stable	TACSTD2	3.790210499	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932480	CTCs from patient 8, baseline	base	Tumor, progression	TACSTD2	3.908618551	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932481	CTCs from patient 8, week 10	week10	Tumor, progression	TACSTD2	3.988165018	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932482	CTCs from patient 9, baseline	base	Tumor, stable	TACSTD2	3.654232917	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932483	CTCs from patient 9, week 10	week10	Tumor, stable	TACSTD2	3.619377088	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932484	CTCs from patient 9, week 4	week4	Tumor, stable	TACSTD2	4.088552905	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932485	CTCs from patient 10, baseline	base	Tumor, stable	TACSTD2	3.142232385	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932486	CTCs from patient 10, week 10	week10	Tumor, stable	TACSTD2	3.90272294	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932487	CTCs from patient 11, baseline	base	Tumor, stable	TACSTD2	3.051734546	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932488	CTCs from patient 11, week 10	week10	Tumor, stable	TACSTD2	4.045562159	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932489	CTCs from patient 11, week 4	week4	Tumor, stable	TACSTD2	3.566249942	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932490	CTCs from patient 12, baseline	base	Tumor, progression	TACSTD2	3.990535696	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932491	CTCs from patient 12, week 4	week4	Tumor, progression	TACSTD2	3.578108904	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932492	CTCs from patient 13, baseline	base	Tumor, stable	TACSTD2	3.647886555	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932493	CTCs from patient 13, week 10	week10	Tumor, stable	TACSTD2	3.914999863	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932494	CTCs from patient 14, week 10	week10	Tumor, stable	TACSTD2	3.964685571	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932495	CTCs from patient 15, baseline	base	Tumor, stable	TACSTD2	3.305725883	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932496	CTCs from patient 15, week 4	week4	Tumor, stable	TACSTD2	7.183598226	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932497	CTCs from patient 16, baseline	base	Tumor, progression	TACSTD2	3.712161004	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932498	CTCs from patient 16, week 10	week10	Tumor, progression	TACSTD2	3.006539806	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932499	CTCs from patient 16, week 4	week4	Tumor, progression	TACSTD2	4.299659521	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932500	CTCs from patient 17, baseline	base	Tumor, stable	TACSTD2	3.491453803	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932501	CTCs from patient 17, week 10	week10	Tumor, stable	TACSTD2	2.802102291	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932502	CTCs from patient 17, week 4	week4	Tumor, stable	TACSTD2	3.495825136	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932503	CTCs from patient 18, baseline	base	Tumor, progression	TACSTD2	3.868594796	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932504	CTCs from patient 18, week 10	week10	Tumor, progression	TACSTD2	4.015634414	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932505	CTCs from patient 18, week 4	week4	Tumor, progression	TACSTD2	3.274318678	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932506	CTCs from patient 19, week 10	week10	Tumor, stable	TACSTD2	2.887661248	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932507	CTCs from patient 20, baseline	base	Tumor, stable	TACSTD2	3.22591718	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932508	CTCs from patient 20, week 10	week10	Tumor, stable	TACSTD2	3.341982859	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932509	CTCs from patient 20, week 4	week4	Tumor, stable	TACSTD2	3.557397157	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932510	CTCs from patient 21, baseline	base	Tumor, stable	TACSTD2	3.916045234	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932511	CTCs from patient 21, week 10	week10	Tumor, stable	TACSTD2	3.552852055	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932512	CTCs from patient 21, week 4	week4	Tumor, stable	TACSTD2	3.612852102	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932513	CTCs from patient 22, baseline	base	Tumor, progression	TACSTD2	3.98941781	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932514	CTCs from patient 22, week 4	week4	Tumor, progression	TACSTD2	3.493931859	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932515	CTCs from patient 23, baseline	base	Tumor, stable	TACSTD2	3.835093651	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932516	CTCs from patient 23, week 10	week10	Tumor, stable	TACSTD2	3.403985476	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932517	CTCs from patient 23, week 4	week4	Tumor, stable	TACSTD2	3.467194222	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932518	CTCs from patient 24, baseline	base	Tumor, stable	TACSTD2	4.212742225	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932519	CTCs from patient 24, week 10	week10	Tumor, stable	TACSTD2	3.540543422	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932520	CTCs from patient 24, week 4	week4	Tumor, stable	TACSTD2	2.391102639	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932521	CTCs from patient 25, baseline	base	Tumor, progression	TACSTD2	2.818734672	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932522	CTCs from patient 25, week 4	week4	Tumor, progression	TACSTD2	3.921167248	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932523	CTCs from patient 26, baseline	base	Tumor, stable	TACSTD2	3.027764914	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932524	CTCs from patient 26, week 10	week10	Tumor, stable	TACSTD2	3.731394257	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932525	CTCs from patient 26, week 4	week4	Tumor, stable	TACSTD2	3.568402888	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932526	CTCs from patient 27, baseline	base	Tumor, stable	TACSTD2	3.532170104	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932527	CTCs from patient 27, week10	week10	Tumor, stable	TACSTD2	3.595764242	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932528	H1650 cell line, replicate 1	cell line control	Cell line	TACSTD2	3.764658701	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932529	H1650 cell line, replicate 2	cell line control	Cell line	TACSTD2	6.748288707	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932530	H3255 cell line, replicate 1	cell line control	Cell line	TACSTD2	6.989989412	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932531	H3255 cell line, replicate 2	cell line control	Cell line	TACSTD2	7.063964763	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932532	H441 cell line, replicate 1	cell line control	Cell line	TACSTD2	3.567631016	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932533	H441 cell line, replicate 2	cell line control	Cell line	TACSTD2	6.315172772	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932534	Healthy control 1	healthy control	Healthy	TACSTD2	3.764469345	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932535	Healthy control 2	healthy control	Healthy	TACSTD2	4.081254572	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932536	Heatlhy control 3	healthy control	Healthy	TACSTD2	3.684555713	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932537	Healthy control 4	healthy control	Healthy	TACSTD2	3.418571579	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932538	Healthy control 5	healthy control	Healthy	TACSTD2	4.172767671	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932539	Healthy control 6	healthy control	Healthy	TACSTD2	3.175046271	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932540	Healthy control 7	healthy control	Healthy	TACSTD2	2.429897293	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932541	Healthy control 8	healthy control	Healthy	TACSTD2	3.82122346	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932542	Healthy control 9	healthy control	Healthy	TACSTD2	2.943133166	array_intensity	TC0100014340.hg.1
GSE249262	CTC	GSM7932467	CTCs from patient 1, baseline	base	Tumor, progression	CLDN4	5.510889955	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932468	CTCs from patient 1, week 10	week10	Tumor, progression	CLDN4	5.088562857	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932469	CTCs from patient 2, baseline	base	Tumor, stable	CLDN4	4.78982878	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932470	CTCs from patient 2, week 10	week10	Tumor, stable	CLDN4	5.248544733	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932471	CTCs from patient 3, baseline	base	Tumor, progression	CLDN4	5.124222864	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932472	CTCs from patient 3, week 10	week10	Tumor, progression	CLDN4	5.261066969	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932473	CTCs from patient 4, week 10	week10	Tumor, stable	CLDN4	5.499188509	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932474	CTCs from patient 5, baseline	base	Tumor, stable	CLDN4	4.66300855	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932475	CTCs from patient 5, week 10	week10	Tumor, stable	CLDN4	5.023935742	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932476	CTCs from patient 6, baseline	base	Tumor, progression	CLDN4	5.54810893	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932477	CTCs from patient 6, week 10	week10	Tumor, progression	CLDN4	5.766060329	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932478	CTCs from patient 7, baseline	base	Tumor, stable	CLDN4	5.658592603	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932479	CTCs from patient 7, week 10	week10	Tumor, stable	CLDN4	5.649964809	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932480	CTCs from patient 8, baseline	base	Tumor, progression	CLDN4	5.148040841	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932481	CTCs from patient 8, week 10	week10	Tumor, progression	CLDN4	5.080808292	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932482	CTCs from patient 9, baseline	base	Tumor, stable	CLDN4	5.213100458	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932483	CTCs from patient 9, week 10	week10	Tumor, stable	CLDN4	4.821499223	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932484	CTCs from patient 9, week 4	week4	Tumor, stable	CLDN4	5.055929944	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932485	CTCs from patient 10, baseline	base	Tumor, stable	CLDN4	5.119244984	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932486	CTCs from patient 10, week 10	week10	Tumor, stable	CLDN4	5.034219307	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932487	CTCs from patient 11, baseline	base	Tumor, stable	CLDN4	4.803691095	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932488	CTCs from patient 11, week 10	week10	Tumor, stable	CLDN4	4.757462022	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932489	CTCs from patient 11, week 4	week4	Tumor, stable	CLDN4	5.260580294	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932490	CTCs from patient 12, baseline	base	Tumor, progression	CLDN4	6.075095604	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932491	CTCs from patient 12, week 4	week4	Tumor, progression	CLDN4	5.172291015	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932492	CTCs from patient 13, baseline	base	Tumor, stable	CLDN4	4.824890359	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932493	CTCs from patient 13, week 10	week10	Tumor, stable	CLDN4	5.639879137	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932494	CTCs from patient 14, week 10	week10	Tumor, stable	CLDN4	5.262339665	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932495	CTCs from patient 15, baseline	base	Tumor, stable	CLDN4	5.559827811	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932496	CTCs from patient 15, week 4	week4	Tumor, stable	CLDN4	7.199299751	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932497	CTCs from patient 16, baseline	base	Tumor, progression	CLDN4	5.799900566	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932498	CTCs from patient 16, week 10	week10	Tumor, progression	CLDN4	5.586121335	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932499	CTCs from patient 16, week 4	week4	Tumor, progression	CLDN4	5.124494876	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932500	CTCs from patient 17, baseline	base	Tumor, stable	CLDN4	5.392323173	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932501	CTCs from patient 17, week 10	week10	Tumor, stable	CLDN4	5.234408172	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932502	CTCs from patient 17, week 4	week4	Tumor, stable	CLDN4	4.954366129	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932503	CTCs from patient 18, baseline	base	Tumor, progression	CLDN4	5.670150805	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932504	CTCs from patient 18, week 10	week10	Tumor, progression	CLDN4	4.572419316	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932505	CTCs from patient 18, week 4	week4	Tumor, progression	CLDN4	5.62814238	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932506	CTCs from patient 19, week 10	week10	Tumor, stable	CLDN4	5.360326504	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932507	CTCs from patient 20, baseline	base	Tumor, stable	CLDN4	5.790153813	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932508	CTCs from patient 20, week 10	week10	Tumor, stable	CLDN4	5.363262429	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932509	CTCs from patient 20, week 4	week4	Tumor, stable	CLDN4	4.937599071	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932510	CTCs from patient 21, baseline	base	Tumor, stable	CLDN4	5.420698212	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932511	CTCs from patient 21, week 10	week10	Tumor, stable	CLDN4	5.135016862	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932512	CTCs from patient 21, week 4	week4	Tumor, stable	CLDN4	4.78202853	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932513	CTCs from patient 22, baseline	base	Tumor, progression	CLDN4	5.064459659	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932514	CTCs from patient 22, week 4	week4	Tumor, progression	CLDN4	4.804888323	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932515	CTCs from patient 23, baseline	base	Tumor, stable	CLDN4	5.074090303	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932516	CTCs from patient 23, week 10	week10	Tumor, stable	CLDN4	4.751395375	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932517	CTCs from patient 23, week 4	week4	Tumor, stable	CLDN4	5.458096121	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932518	CTCs from patient 24, baseline	base	Tumor, stable	CLDN4	5.010946069	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932519	CTCs from patient 24, week 10	week10	Tumor, stable	CLDN4	5.35582769	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932520	CTCs from patient 24, week 4	week4	Tumor, stable	CLDN4	4.829134398	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932521	CTCs from patient 25, baseline	base	Tumor, progression	CLDN4	5.035347967	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932522	CTCs from patient 25, week 4	week4	Tumor, progression	CLDN4	5.310903801	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932523	CTCs from patient 26, baseline	base	Tumor, stable	CLDN4	5.937578205	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932524	CTCs from patient 26, week 10	week10	Tumor, stable	CLDN4	4.825744093	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932525	CTCs from patient 26, week 4	week4	Tumor, stable	CLDN4	5.490885655	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932526	CTCs from patient 27, baseline	base	Tumor, stable	CLDN4	4.498757181	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932527	CTCs from patient 27, week10	week10	Tumor, stable	CLDN4	4.605487631	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932528	H1650 cell line, replicate 1	cell line control	Cell line	CLDN4	5.198814397	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932529	H1650 cell line, replicate 2	cell line control	Cell line	CLDN4	7.056687202	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932530	H3255 cell line, replicate 1	cell line control	Cell line	CLDN4	6.105376086	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932531	H3255 cell line, replicate 2	cell line control	Cell line	CLDN4	5.210981942	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932532	H441 cell line, replicate 1	cell line control	Cell line	CLDN4	4.696201118	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932533	H441 cell line, replicate 2	cell line control	Cell line	CLDN4	5.965976286	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932534	Healthy control 1	healthy control	Healthy	CLDN4	4.918237296	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932535	Healthy control 2	healthy control	Healthy	CLDN4	4.900952131	array_intensity	TC0700007993.hg.1
GSE249262	CTC	GSM7932536	Heatlhy control 3	healthy control	Healthy	CLDN4	4.591591586	array_intensity	TC0700007993.hg.1
