contrast	n	spearman_rho	spearman_p	note
tumor_sites: epi TACSTD2 mean_log1p vs T/NK fraction	36	0.16847931047179202	0.325979079499522	
tumor_sites: epi TACSTD2 %pos vs T/NK fraction	36	-0.008623463561199439	0.9601896359312355	
tLung: epi TACSTD2 mean_log1p vs T/NK fraction	11	0.09090909090909091	0.7903727377532903	
metastasis/PE/tL-B: malignant TACSTD2 mean_log1p vs T/NK fraction	21	0.08181818181818182	0.7244098408074375	
