sample	TACSTD2	CLDN4	signature	CD8A	ImmuneScore	ImmuneScore_deposited	PURITY
A183	0.6293	0.3817	-0.4641126399065209	0.3926	0.8519727705400671	0.851975	0.38
A185	0.3604	1.0371	0.1669000092437356	-1.1794	-0.9197600295152794	-0.9197625	0.34
A186	-1.1809	0.9541	0.09135462885363735	0.7324	0.6778853907658746	0.6778875	0.34
A187	0.4016	-0.4853	-0.17432006113594242	-0.5392	-0.20719952619389698	-0.20719999999999997	0.22
A188	0.4965	-0.6377	-0.02519680085869254	1.229	0.7643868052502891	0.7643875	0.28
A190	0.9813	0.2043	-0.478490343250139	-1.1214	-0.8133232188147683	-0.813325	0.51
A191	0.1255	0.7646	0.5543828271840069	-0.3903	-1.0861224727195253	-1.086125	0.62
A192	0.3794	-0.0666	-0.09367442218060515	0.4164	0.2533998976025504	0.2534	0.2
A193	-0.2251	-0.8271	-0.7745900139578142	0.6598	0.9890979060075497	0.9891000000000001	0.17
A194	-0.7036	-1.2677	-0.318560398604685	1.2684	0.47170011456475985	0.4717	0.15
A195	-1.5974	-1.3473	-0.682813008546213	-0.1114	0.04651302649835981	0.046512499999999984	0.29
A196	-0.9579	-1.1323	-0.1350461261467712	-0.1992	0.49224953149696776	0.49225	0.29
A197	-0.4247	0.3577	0.11035282923173473	0.0634	0.42466072500112995	0.42466250000000005	0.6
A198	-1.1726	0.5987	0.3475589754947805	-0.3958	-0.19042419358184853	-0.190425	0.47
A199	0.027	-0.2039	-0.08486788349967098	0.8167	0.5037742318442356	0.503775	0.15
A200	0.8481	0.8491	0.2857932992920346	-1.0156	-0.49482477321807217	-0.494825	0.63
A201	-0.846	-0.81	0.11461730212726086	0.8559	0.236200927612761	0.2362	0.37
A202	0.2027	1.2134	0.9019442679610454	-1.0244	-1.183921792838617	-1.1839250000000001	0.74
A203	-0.187	-0.4687	0.26935503327698457	0.2317	0.18324971948619753	0.18324999999999997	0.23
A204	-0.6554	0.1508	0.6409200870000875	-1.7872	-0.9920598636694785	-0.9920625000000001	0.78
A205	-0.5366	-1.2626	-0.2557982331273997	0.9737	0.3127122488002304	0.31271250000000006	0.17
A206	0.0995	0.2143	-0.05655087271374926	0.9407	0.9631978349472128	0.9632	0.22
A207	0.4722	0.2831	0.036020317198484635	-1.7873	-1.5066971146803694	-1.5067	0.27
A208	0.4702	0.1182	0.07957614712215375	-0.4054	-0.16138696396628754	-0.16138750000000002	0.25
A209	-3.3394	-4.6615	-0.8262227504896481	1.6123	1.1172239758137432	1.117225	0.24
A210	-0.3412	0.8001	-0.13485125650143487	0.1206	0.524873570278762	0.524875	0.32
A211	-0.6733	-1.1632	-0.18355033139703064	0.2388	0.22331273691436404	0.2233125	0.23
A212	-0.2971	-0.2376	-0.09750409161787356	0.5385	0.14297498957593482	0.14297500000000002	0.15
A213	-1.3635	-0.1865	0.48706496935020693	-0.1715	-0.22848649942335927	-0.2284875	0.22
A215	-0.3894	-1.6855	-0.03926139391614755	0.6504	0.7090121598599	0.7090125	0.28
A216	0.2338	-0.1227	-0.7712505185341637	0.0868	0.5893860841234886	0.5893875	0.37
A217	0.2615	1.0426	0.2471477339921368	-0.4837	-0.16532375457863602	-0.16532499999999997	0.36
A218	-1.5925	-1.1285	-0.4618483826518882	1.9377	1.6489343740975075	1.6489375000000002	0.2
A219	1.1376	0.9766	0.18939185907470704	-2.1999	-1.8820589949601698	-1.8820625	0.41
A220	-0.7142	0.9248	0.14940550462725266	-0.2346	-0.15031155808916208	-0.15031250000000002	0.33
A221	-0.9305	-1.9446	-0.10074929484530386	0.0821	-0.09444878319506707	-0.09445	0.3
A222	-0.0004	0.7467	0.5623418967130867	-0.2394	-0.3552485136199637	-0.35525	0.34
A274	-0.3584	0.9597	0.09870475372239944	-0.3129	-0.014099526322564775	-0.014100000000000001	0.26
A275	0.8406	1.3096	-0.04144491896084406	-0.1811	-0.3258492161761517	-0.32585000000000003	0.17
A276	-1.3065	0.0792	-0.286723811417022	0.1212	0.18935011944253993	0.18935	0.19
A277	0.3195	2.8746	0.5188727445558324	-0.9503	-0.7318853948007313	-0.7318875	0.83
A278	-0.8766	-0.0487	0.020614761459097932	0.3467	0.037713240524847556	0.037712499999999996	0.34
A279	0.4834	0.7768	0.4058375775486797	-0.0558	-0.3626612576225536	-0.3626625	0.17
A280	0.4268	0.838	0.47136114381519456	-0.0521	-0.34367373044592	-0.343675	0.5
A281	-0.9784	-0.867	-0.06330423549042136	0.2722	0.2913376375564876	0.2913375	0.21
A282	-1.5391	-0.4293	0.2295059464814665	-0.6171	0.1442247689945861	0.14422500000000002	0.6
A283	-0.541	-0.5506	-0.05720184331848267	0.5916	0.7059236839426384	0.705925	0.17
A284	-1.1705	-1.0822	0.23866586023865022	-1.7978	-1.1265474527252408	-1.12655	0.33
A285	-1.3054	0.476	0.08983842586674963	0.7841	0.9595854841735519	0.9595875	0.31
A214	0.6427	-1.3035	-0.2899051091574364	1.327	0.9809869849140371	0.9809875	0.33
A234	-0.8895	-0.2581	-0.23935910195797166	0.2912	-0.0928365383667062	-0.09283749999999999	0.29
A138	-0.9407	-1.6691	0.03964583877488658	-0.4222	-0.3102608745222192	-0.3102625	0.24
A006	-0.5094	-1.0501	-0.051937674177813455	-0.0639	0.4242247336842096	0.424225	0.1
A258	0.0807	0.238	0.1102745344336831	-0.0732	0.47983691878140633	0.47983750000000003	0.2
A259	-0.2426	0.7087	0.43123988172014033	-0.553	-1.341320961706572	-1.3413249999999999	0.33
A260	-4.6656	1.7471	-0.27642408047029005	-0.0031	-0.12668737672349037	-0.1266875	0.5
A261	1.0849	0.6054	0.16535294201805947	-0.7333	-0.6897611040411763	-0.6897625000000001	0.35
A262	0.2005	-0.0208	0.40905101634592667	-1.6284	-1.096822587948902	-1.096825	0.86
A263	-0.5474	0.03	0.3178815841914902	-0.3169	0.009612890752302655	0.009612499999999996	0.72
A264	-1.7025	-2.424	-0.40249024432113695	0.8841	0.4306503093951235	0.43065	0.26
A265	0.0955	0.2514	-0.01053501197703574	1.242	0.7292494045119045	0.72925	0.18
A266	-1.2715	-0.4338	0.10723480055274152	0.8216	0.9122107560535618	0.9122125000000001	0.19
A267	-0.7566	-0.0617	-0.07810477839564245	0.6771	0.5251621646874278	0.5251625	0.12
A268	-0.7872	-1.2428	-0.09471202685380438	-0.3458	0.256075724641992	0.256075	0.26
A269	0.1957	1.5184	0.5837104880490477	-0.934	-0.8322596417696134	-0.8322625000000001	0.46
A270	-0.2208	-0.6553	-0.14865539891057777	0.7708	0.8963987032458582	0.8964	0.13
A271	-0.2662	0.1224	-0.33894246198931843	0.4422	0.4933115369783976	0.49331250000000004	0.17
A273	-0.2499	-0.4185	0.3336622744388426	-0.6016	-0.3197987077878869	-0.3198	0.28
A232	0.5507	0.4453	0.2832017056158777	-0.9089	-0.5828106737393005	-0.5828125	0.81
A247	-0.0259	-0.7613	-0.6485195417428298	1.821	1.450485175663834	1.4504875000000002	0.14
A241	-0.2086	-0.3486	-0.4180082988991602	1.4141	1.3424970575788429	1.3425	0.31
A233	0.0365	-0.2346	-0.5729266644230727	1.9744	1.8106589772928228	1.8106624999999998	0.16
A177	1.2441	0.1571	-0.43757387657209335	0.0365	0.36088638475634205	0.36088749999999997	0.3
A159	-0.1476	-0.567	-0.27841935876780793	-1.3344	-1.1608333652998535	-1.1608375	0.3
