sample	TACSTD2	CLDN4	signature	CD8A	ImmuneScore	ImmuneScore_deposited	PURITY
A158	-0.0826	0.5709	0.11896606259002127	-0.7704	-0.840472699925225	-0.8404750000000001	0.49
A153	0.2926	0.342	0.6182666012414745	-1.1531	-0.7313098322549225	-0.7313125	0.43
A144	1.0388	1.4213	0.17036491008719237	-2.0026	-1.7293715045062792	-1.729375	0.72
A143	0.2522	0.3844	-0.33816852891453547	1.2888	1.2247473681544758	1.22475	0.24
A131	1.4071	-2.0827	-0.9571360007652356	-2.7707	-1.963721680618352	-1.9637250000000002	0.8
A120	1.2981	1.2714	0.5386644533447957	-1.2186	-1.4544977121010292	-1.4545	0.28
A272	1.8516	1.7774	0.2814115303162956	-1.3239	-1.677646189997731	-1.67765	0.46
A028	1.166	0.5621	0.3437162254092527	-0.0789	-0.45497343823106073	-0.454975	0.36
A021	1.0766	1.5506	0.5445332472085086	-1.79	-1.859808450127024	-1.8598124999999999	0.42
A033	0.6605	-1.4159	-0.3978741595203898	0.3418	0.5765496562574286	0.57655	0.26
A027	0.215	-0.6538	0.05595847291947179	0.0671	0.11125104709616113	0.11125000000000002	0.27
A068	1.3913	0.9543	-0.7098270307254945	1.8997	2.0538462654566207	2.0538499999999997	0.14
A101	0.1866	-0.4495	0.37037880896368924	-0.2375	0.029676081030900234	0.029675000000000014	0.43
A072	0.7849	0.527	0.2196055001240947	-0.0296	-0.36193575215473606	-0.36193749999999997	0.19
A074	1.9827	0.9463	0.15594071751008445	-1.4035	-1.1520221017043313	-1.152025	0.18
A100	0.7979	0.6064	0.41481070939492654	-0.9834	-0.27538651218875543	-0.2753875	0.2
A102	0.1511	1.0988	0.4915041614102666	0.0316	-0.6448349993143264	-0.6448375	0.31
A103	0.7617	0.2631	0.2256339231188157	0.1005	0.28589910324466006	0.2859	0.16
A104	1.3228	0.201	0.1594196697548314	-1.5081	-0.6781234658962036	-0.678125	0.32
A117	1.1293	1.234	0.23271705596736114	-1.6714	-1.6917205629328762	-1.691725	0.49
A134	2.2563	1.9298	0.34146015403356067	-1.5246	-1.292221997899991	-1.292225	0.71
A148	0.5785	0.9389	0.10139630691893402	0.4659	0.23019993870224773	0.2302	0.24
A150	-0.1845	-0.4416	0.3437366794600185	-0.3799	-0.17281216440874209	-0.1728125	0.45
A156	0.3395	0.7836	0.05558276412826823	-0.4846	-0.1625497462676212	-0.16255	0.31
A165	-0.1389	-0.0197	-0.13957720051269948	0.9869	0.4647377833681604	0.4647375	0.16
A157	-0.1671	0.0212	-0.10889408843856614	0.293	0.6735113997372466	0.6735125	0.25
A162	0.2089	0.2296	0.16802318356144963	-0.9355	-0.8366601989943011	-0.8366625	0.32
A163	0.881	-0.5442	0.0723598940476512	0.5381	-0.2744858522071334	-0.2744875	0.37
A243	0.7601	0.6288	-0.11657535319356775	-1.6643	-0.919159432930885	-0.9191624999999999	0.37
A182	-1.0629	-0.4446	-0.017292726502533246	1.12	1.2360222058876915	1.236025	0.35
A255	-1.0917	-0.0075	0.22410451542265392	0.4687	0.31707523299903256	0.317075	0.31
A169	1.0962	0.0177	0.19723443616310818	0.7913	0.5776874083318515	0.5776875	0.54
A252	-0.5454	-1.9194	-0.15703721509290328	0.4187	0.6195747177556636	0.619575	0.27
A239	0.2423	-0.3572	-0.03253353898199538	0.535	-0.03373670261934126	-0.033737500000000004	0.14
A250	0.0749	0.5431	-0.07002797767609169	0.1753	0.0009751357369429114	0.0009750000000000106	0.17
A240	-0.1451	-0.846	-0.514090723675957	1.5049	1.1787731420939676	1.178775	0.29
A249	0.4579	-0.2796	-0.43309544729017024	-1.5774	-1.2893349938530023	-1.2893375	0.19
A322	-0.1168	-0.2813	0.012753174321473814	-1.8442	-1.7032465778119203	-1.7032500000000002	0.6
A306	-0.2166	1.2363	-0.2664725727994425	0.7071	0.43324940332502815	0.43325	0.18
A323	0.9144	0.9229	0.4575487492720151	-0.0522	0.5522371719147471	0.5522375	0.27
A307	0.883	1.195	0.30001718858247994	0.5699	0.2976998018250556	0.2977	0.4
A380	0.0421	-0.1887	-0.03568457255562912	-0.0532	0.02186324233937552	0.021862500000000014	0.12
A315	-0.723	-0.2668	0.018630198262752525	0.0195	-0.1918112368435969	-0.1918125	0.2
A377	-0.5134	0.0886	0.23488137025730293	-0.3419	-0.3546364754885868	-0.3546375	0.16
A375	-0.59	-0.4761	0.37138903120991723	-0.6611	-0.9996349638585112	-0.9996375	0.38
A425	0.0809	0.7718	-0.042748246212390956	0.2306	0.31411231146612095	0.3141125	0.18
A316	-0.2282	-0.1309	0.16515981704949875	-0.2762	-0.15843648087539097	-0.1584375	0.28
A379	1.7788	0.128	0.17537853493139197	-0.1041	-0.2088732067518757	-0.20887500000000003	0.21
A483	0.7944	-0.0137	-0.13521109717139826	1.1253	0.557386908258129	0.5573875	0.21
A486	0.598	-0.4049	-0.1560922308908536	0.8455	0.7576491814647823	0.7576499999999999	0.13
A488	0.1906	0.5727	-0.44397531028267	0.8408	0.7945487384631675	0.79455	0.2
A490	-0.2071	0.5774	-0.04425177425201813	-1.1138	-0.803834807623179	-0.8038375	0.4
A492	-0.5312	0.9407	-0.25567164661552355	-0.3687	-0.11364959309542355	-0.11365	0.21
A493	0.2993	-0.1951	-0.620451452585346	0.9778	1.2600852758553485	1.2600875	0.24
A496	-2.0022	-1.7998	-0.7029197891219836	1.6239	1.128398916790985	1.1284	0.13
A499	-1.4784	-1.5436	-0.6605778027569297	2.2886	1.834672163278971	1.8346749999999998	0.12
A500	-2.2112	-3.6276	-1.0062199069358608	2.1237	1.940397161078118	1.9404000000000001	0.3
A503	0.5179	0.5172	0.07511205416822574	-0.5494	-0.579410340241745	-0.5794125	0.44
A504	0.0863	0.8542	0.20079196683036246	-0.2414	0.41607451140783996	0.416075	0.36
A015	3.1112	0.9683	0.3110978504658118	1.1685	0.2986382190387633	0.2986375	0.51
A062	1.1666	-0.1731	0.058504682343151274	0.2847	0.2884124303202578	0.28841249999999996	0.48
A037	0.4002	-0.1862	-0.0348907570186951	-1.2179	-0.3803991233385944	-0.38039999999999996	0.31
A066	1.044	0.819	0.18435855826875763	-0.7831	-0.33968605537915786	-0.3396875	0.5
A310	1.573	0.6689	0.2668599972587736	-0.9798	-0.8169350912538363	-0.8169375	0.56
A320	-0.6355	-0.1787	0.05996891762925586	-0.1552	-0.11598664574996773	-0.11598750000000001	0.3
A426	1.2207	-0.0022	0.07673347886523149	-0.3268	-0.4306357844281723	-0.4306375	0.57
A381	0.6702	1.0378	0.5931769306683555	-1.0335	-1.0872713718473395	-1.087275	0.67
A428	1.179	0.3838	0.28087667971429353	-2.1618	-1.5600707998064631	-1.5600749999999999	0.67
A430	0.4475	0.1798	0.09132674098355749	-0.892	-0.6578601857062932	-0.6578625	0.24
A432	0.8715	0.2075	-0.10955491288433866	0.299	0.862311268200533	0.8623125	0.28
A434	1.177	0.7399	-0.18266924404197185	0.8386	0.9194982833003733	0.9194999999999999	0.26
A508	-1.2102	-1.3338	-0.745083877386405	2.3362	1.7140476927987522	1.7140499999999999	0.3
A509	-0.3729	0.5876	-0.09262621984881973	0.8828	1.1113474200769569	1.11135	0.34
A063	1.9759	1.8218	0.062400822199342613	-1.4395	-1.1110233970545456	-1.111025	0.78
A168	-0.4426	1.2527	-0.2923901582447626	1.3862	0.12576343338437093	0.1257625	0.46
A433	0.0874	0.6065	-0.032421994142015825	1.2113	1.4495222912895236	1.449525	0.24
A112	1.1181	0.0546	0.46903058529943276	-1.5273	-0.4968369420224036	-0.49683750000000004	0.64
A111	-1.0098	0.3341	0.47362685763437995	-0.2143	-0.7541597272735099	-0.7541625000000001	0.76
A110	-2.2174	-0.7764	0.38241422768582	0.2588	0.4186737642659437	0.418675	0.48
A124	0.2433	0.0156	-0.14768435534388857	-0.0678	0.012925033874310196	0.01292500000000002	0.29
A126	0.9445	0.3862	0.18961216637177997	-0.7919	-1.1889344336356995	-1.1889375	0.16
A511	-0.4224	-1.132	-0.25160503885441904	0.6569	0.32562508274246743	0.325625	0.17
A512	1.4787	-0.0866	0.3455843718094584	-0.7317	-1.549532874009341	-1.5495375	0.73
A514	0.0146	-0.0985	-0.24553480045170167	0.9557	0.7141116032980016	0.7141124999999999	0.12
A517	-0.0685	-1.0959	-0.1834288866871425	1.0581	0.523725039050142	0.523725	0.16
A510	0.2992	1.101	-0.015512519284914435	-0.4022	-0.7321722746359104	-0.7321749999999999	0.28
A524	-0.9425	-1.1489	-0.41087297331502337	1.557	1.1314733941659714	1.131475	0.14
A522	-0.8058	-1.221	-0.25877159955612233	0.23	0.15476308106506853	0.15476250000000003	0.26
A521	-0.7924	-0.5658	-0.19731920031940386	0.7516	0.4100373317397923	0.41003750000000005	0.18
A519	-0.5253	0.4444	-0.07862267065873123	-0.2119	-0.48664866702546317	-0.48665	0.37
A534	-0.4249	0.1685	0.5872501447746865	0.0037	-0.24984843285038139	-0.24985	0.84
A530	-0.5868	-0.5856	0.051450193006877934	0.0874	-0.17562370439949532	-0.17562499999999998	0.24
A532	-1.297	-1.8945	-0.4141710887496003	1.3831	0.945311218078952	0.9453125	0.18
A538	-0.0054	-0.0441	-0.4321386622191354	1.0853	0.6083869845956823	0.6083875000000001	0.12
A537	0.4336	-0.1626	0.35164337362851456	0.7417	0.1730751239428752	0.17307499999999998	0.42
