cohort	endpoint	mediator	covariate_set	call	n	k	a	a_se	a_p	b	b_se	b_p	c	c_se	c_p	c_prime	c_prime_se	c_prime_p	ab	prop	a_ci_low	a_ci_high	b_ci_low	b_ci_high	c_ci_low	c_ci_high	c_prime_ci_low	c_prime_ci_high	ab_ci_low	ab_ci_high	ab_p_boot	ab_p_censored	ab_boot_sd	prop_ci_low	prop_ci_high	prop_boot_frac_ok	n_boot_ab	sobel_p
OncoSG	CD8A	signature	none	partial	169	0	0.2725796827606783	0.07445210318010262	0.0003365978332899449	-0.5123737195014169	0.063123772299853	1.0221100155763361e-13	-0.3803664661130724	0.07156594678519522	3.3764911097432893e-07	-0.24070380019646737	0.06312377229985301	0.00019310927975564165	-0.13966266591660498	0.36717922939896375	0.11670987745627533	0.4139070807933669	-0.633663646553303	-0.3785588853781566	-0.5142205940239412	-0.23229016830477672	-0.38163709602714874	-0.101308821199152	-0.22843578035306358	-0.05640898219344713	0.0004	False	0.04377474964007917	0.1598526031010838	0.6374790772446761	1.0	5000	0.0008457718860067448
OncoSG	CD8A	signature	composition	partial	169	1	0.15737398433248476	0.06706934368782666	0.02013461659178631	-0.37040512987429103	0.06896858381229533	2.630914873689237e-07	-0.2692605396352699	0.06440227959375576	4.688545063105847e-05	-0.21096840852976087	0.06057797169588378	0.0006357742760988605	-0.058292131105508654	0.21648969130221962	0.014328789489804483	0.30008319868087796	-0.5235296541142007	-0.21954714344635476	-0.40216689505376896	-0.1230476267972559	-0.3358247783224755	-0.07391937757107409	-0.1307099636592698	-0.0045270690419429655	0.0288	False	0.03253734927196057	0.02123443939360481	0.5350326047908811	1.0	5000	0.03154114146557624
OncoSG	CD8A	signature	CLDN4	indirect_not_supported	169	1	0.03395905094043736	0.07832269632309552	0.6651573425601608	-0.4852680811134207	0.06974476373409802	7.732721600994855e-11	-0.22864942928350185	0.07980079261747473	0.0047059375688674075	-0.21217018579720265	0.07042049209970762	0.00299573421272642	-0.01647924348629894	0.07207209542546623	-0.13923876948726	0.20975875960608734	-0.6184366315193108	-0.33948866223211827	-0.3852236184206151	-0.054032151272905095	-0.37267153750003634	-0.04144084832373511	-0.10188096585395562	0.06911532971223681	0.724	False	0.04372290658247682	-0.6016601271279108	0.5454738324318634	1.0	5000	0.6652041959062858
OncoSG	CD8A	CLDN4	none	partial	169	0	0.5046094177315898	0.06680785458575073	2.6471173177241547e-12	-0.3006623172266504	0.07980079261747473	0.0002285883951669774	-0.3803664661130724	0.07156594678519522	3.3764911097432893e-07	-0.22864942928350185	0.07980079261747473	0.0047059375688674075	-0.1517170368295706	0.39887069535848446	0.36951339567852065	0.6229166734520021	-0.457334047279011	-0.14613671594131658	-0.5143403024646805	-0.2314071867299604	-0.38644443513353666	-0.056152487154070126	-0.2544520100778573	-0.06695777837635851	0.0008	False	0.04839996601099247	0.17346522383497887	0.791068067253187	1.0	5000	0.0007476331649496287
OncoSG	CD8A	CLDN4	composition	partial	169	1	0.44434997069315807	0.06612886626624395	2.7853673496324344e-10	-0.1642710444253767	0.07473094673905684	0.029329624859828585	-0.2692605396352699	0.06440227959375576	4.688545063105847e-05	-0.19626670585911876	0.07181054394649689	0.0069580848862289225	-0.07299383377615061	0.27108997803772245	0.2968064823539135	0.5686944871744305	-0.3271948819159644	-0.008490915518755433	-0.40175794140373344	-0.12729605073439493	-0.34831771781001086	-0.03794489607565829	-0.15965004428284896	-0.0035337258388780193	0.0396	False	0.039414153493610264	0.013848504436838301	0.7614297824686425	1.0	5000	0.03668826682595892
OncoSG	ImmuneScore	signature	none	partial	169	0	0.2725796827606783	0.07445210318010262	0.0003365978332899449	-0.5499020961287174	0.06091104445007757	4.255705995539008e-16	-0.3872333548804138	0.07134508903736024	1.9818179340487514e-07	-0.2373412159682159	0.060911044450077584	0.00014129493738276395	-0.14989213891219783	0.3870847824007511	0.12319467072452236	0.42461713739203033	-0.6675709208328581	-0.4148615812665998	-0.5161801327506659	-0.251408455764378	-0.3702848382629142	-0.10018076128899417	-0.24290794399277624	-0.06385132861922407	0.0004	False	0.045625401759071184	0.1820807713448353	0.6533381229188827	1.0	5000	0.000691892675284356
OncoSG	ImmuneScore	signature	composition	partial	169	1	0.15737398433248476	0.06706934368782666	0.02013461659178631	-0.42993348236236445	0.06737920473214816	1.7075316405608037e-09	-0.2798740752985334	0.06481604908812619	2.7009241614612864e-05	-0.2122137301812279	0.05918195403669531	0.0004423506582609157	-0.06766034511730536	0.24175281345774546	0.010613453893916222	0.3011120930761591	-0.5882483351680456	-0.273325766579655	-0.40937725037505085	-0.1359228771838731	-0.3360346216471594	-0.07739539285031265	-0.14514506916685213	-0.003932190001712608	0.0332	False	0.035815480891496	0.017020055187157688	0.559690779991516	1.0	5000	0.02764740476209409
OncoSG	ImmuneScore	signature	CLDN4	indirect_not_supported	169	1	0.03395905094043736	0.07832269632309552	0.6651573425601608	-0.5233899672741551	0.06729524756156442	7.601400105671998e-13	-0.2272062048612718	0.07914718178950723	0.0046297109932473155	-0.20943237830089467	0.0679472435712066	0.0024080420747617844	-0.017773826560376873	0.0782277340146994	-0.13603399119552115	0.2068169011910667	-0.6514845775771813	-0.38217613233334935	-0.3867507915508777	-0.05902731044261634	-0.36751767648252637	-0.048888798956499654	-0.10611759994319264	0.07833444943103911	0.6932	False	0.04623819406312852	-0.611230417417904	0.5554177090718208	1.0	5000	0.6650826956044457
OncoSG	ImmuneScore	CLDN4	none	partial	169	0	0.5046094177315898	0.06680785458575073	2.6471173177241547e-12	-0.3171307240727384	0.07914718178950723	9.272196858445469e-05	-0.3872333548804138	0.07134508903736024	1.9818179340487514e-07	-0.2272062048612718	0.07914718178950723	0.0046297109932473155	-0.160027150019142	0.413257659760642	0.36783374922140144	0.6234047311605064	-0.47505092320050346	-0.1663742036429137	-0.5187044811808547	-0.24975858065789744	-0.3868565775869933	-0.05653172568216752	-0.2659790219219251	-0.07581460975855393	0.0004	True	0.04902634098461894	0.18655048058831178	0.7992988589189229	1.0	5000	0.0004006910462096611
OncoSG	ImmuneScore	CLDN4	composition	partial	169	1	0.44434997069315807	0.06612886626624395	2.7853673496324344e-10	-0.1876904584090855	0.07489231038623671	0.013174348275704323	-0.2798740752985334	0.06481604908812619	2.7009241614612864e-05	-0.19647382560507082	0.07196560168071293	0.007019127645061245	-0.08340024969346255	0.2979920509054008	0.3056283861982342	0.5694526725587495	-0.34458252311837595	-0.039921920185312536	-0.41697579242675226	-0.1390124692084826	-0.3452026293778183	-0.03785176469389743	-0.16945927082739523	-0.017779848231725712	0.0132	False	0.03894017908467308	0.06071976900059466	0.7564860391517588	1.0	5000	0.018867658290888583
