nhood	n_samples_present	n_samples_A	n_samples_B	n_cells	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR
104	1	1	0	31	0.0003068608138740683	0.0				False		
105	1	1	0	31	0.0003068608138740683	0.0				False		
106	1	1	0	31	0.0003068608138740683	0.0				False		
107	8	6	2	31	0.0003344937404957448	5.3315408051996394e-05	-2.649127338111203	-1.8658057966190094	0.07575813880215172	True	0.8204703695087084	0.8509927880069886
108	10	7	3	31	0.0005767693890837926	7.539403334734822e-05	-2.9353060113782394	-1.7817214759428732	0.09069653953960315	True	0.8204703695087084	0.8509927880069886
109	1	1	0	31	0.0003068608138740683	0.0				False		
110	1	1	0	31	0.0003068608138740683	0.0				False		
111	3	3	0	31	0.00027390447841060047	0.0				False		
112	2	2	0	31	0.00042892743620898376	0.0				False		
113	1	1	0	31	0.0003068608138740683	0.0				False		
114	1	1	0	31	0.0003068608138740683	0.0				False		
115	1	1	0	31	0.0003068608138740683	0.0				False		
116	1	1	0	31	0.0003068608138740683	0.0				False		
117	1	1	0	31	0.0003068608138740683	0.0				False		
118	1	1	0	31	0.0003068608138740683	0.0				False		
119	1	1	0	31	0.0003068608138740683	0.0				False		
120	1	1	0	31	0.0003068608138740683	0.0				False		
121	1	1	0	31	0.0003068608138740683	0.0				False		
122	1	1	0	31	0.0003068608138740683	0.0				False		
123	1	1	0	31	0.0003068608138740683	0.0				False		
124	3	3	0	31	0.0004094057569458418	0.0				False		
125	1	1	0	31	0.0003068608138740683	0.0				False		
126	1	1	0	31	0.0003068608138740683	0.0				False		
127	3	3	0	31	0.0003046722122068063	0.0				False		
128	1	1	0	31	0.0003068608138740683	0.0				False		
129	1	1	0	31	0.0003068608138740683	0.0				False		
130	1	1	0	31	0.0003068608138740683	0.0				False		
131	1	1	0	31	0.0003068608138740683	0.0				False		
132	1	1	0	31	0.0003068608138740683	0.0				False		
133	1	1	0	31	0.0003068608138740683	0.0				False		
134	1	1	0	31	0.0003068608138740683	0.0				False		
135	1	1	0	31	0.0003068608138740683	0.0				False		
136	1	1	0	31	0.0003068608138740683	0.0				False		
137	1	1	0	31	0.0003068608138740683	0.0				False		
138	1	1	0	31	0.0003068608138740683	0.0				False		
139	1	1	0	31	0.0003068608138740683	0.0				False		
140	3	2	1	31	0.00028931512819084894	2.5376846165558546e-05				False		
141	1	1	0	31	0.0003068608138740683	0.0				False		
142	1	1	0	31	0.0003068608138740683	0.0				False		
143	1	1	0	31	0.0003068608138740683	0.0				False		
144	2	2	0	31	0.00032607246452858054	0.0				False		
145	1	1	0	31	0.0003068608138740683	0.0				False		
146	1	1	0	31	0.0003068608138740683	0.0				False		
147	1	1	0	31	0.0003068608138740683	0.0				False		
148	1	1	0	31	0.0003068608138740683	0.0				False		
149	1	1	0	31	0.0003068608138740683	0.0				False		
150	1	1	0	31	0.0003068608138740683	0.0				False		
151	1	1	0	31	0.0003068608138740683	0.0				False		
152	4	3	1	31	0.00033869082883705823	1.4595557112414983e-05				False		
153	4	3	1	31	0.0003254370009251255	8.458948721852847e-06				False		
154	1	1	0	31	0.0003068608138740683	0.0				False		
155	1	1	0	31	0.0003068608138740683	0.0				False		
156	7	5	2	31	0.0003203194658172418	0.0001613757581742625	-0.9890432413480763	-0.630658181768323	0.5329112969245325	True	0.8313435274321844	0.8539813418902285
157	2	1	1	31	0.0002969620779426467	8.458948721852847e-06				False		
158	1	1	0	31	0.0003068608138740683	0.0				False		
159	8	5	3	31	0.0004028304161321298	6.890082895915321e-05	-2.547405815689462	-1.4461918359786703	0.16393636173408507	True	0.8204703695087084	0.8509927880069886
160	1	1	0	31	0.0003068608138740683	0.0				False		
161	1	1	0	31	0.0003068608138740683	0.0				False		
162	1	1	0	31	0.0003068608138740683	0.0				False		
163	1	1	0	31	0.0003068608138740683	0.0				False		
164	1	1	0	31	0.0003068608138740683	0.0				False		
165	1	1	0	31	0.0003068608138740683	0.0				False		
166	1	1	0	31	0.0003068608138740683	0.0				False		
167	1	1	0	31	0.0003068608138740683	0.0				False		
168	1	1	0	31	0.0003068608138740683	0.0				False		
169	1	1	0	31	0.0003068608138740683	0.0				False		
170	1	1	0	31	0.0003068608138740683	0.0				False		
171	1	1	0	31	0.0003068608138740683	0.0				False		
172	1	1	0	31	0.0003068608138740683	0.0				False		
173	1	1	0	31	0.0003068608138740683	0.0				False		
174	1	1	0	31	0.0003068608138740683	0.0				False		
175	1	1	0	31	0.0003068608138740683	0.0				False		
176	1	1	0	31	0.0003068608138740683	0.0				False		
177	1	1	0	31	0.0003068608138740683	0.0				False		
178	1	1	0	31	0.0003068608138740683	0.0				False		
179	2	1	1	31	0.0002573671342169605	7.29777855620749e-05				False		
180	1	1	0	31	0.0003068608138740683	0.0				False		
181	1	1	0	31	0.0003068608138740683	0.0				False		
182	9	7	2	31	0.0002996740804729804	0.00012684441393104643	-1.240268729230607	-1.0566929487427645	0.29787824000002	True	0.8204703695087084	0.8509927880069886
183	1	1	0	31	0.0003068608138740683	0.0				False		
184	1	1	0	31	0.0003068608138740683	0.0				False		
185	1	1	0	31	0.0003068608138740683	0.0				False		
186	1	1	0	31	0.0003068608138740683	0.0				False		
187	2	2	0	31	0.0003193824501552328	0.0				False		
188	2	2	0	31	0.000367894125041526	0.0				False		
189	1	1	0	31	0.0003068608138740683	0.0				False		
190	1	1	0	31	0.0003068608138740683	0.0				False		
191	1	1	0	31	0.0003068608138740683	0.0				False		
192	1	1	0	31	0.0003068608138740683	0.0				False		
193	1	1	0	31	0.0003068608138740683	0.0				False		
194	1	1	0	31	0.0003068608138740683	0.0				False		
195	2	2	0	31	0.00032607246452858054	0.0				False		
196	1	1	0	31	0.0003068608138740683	0.0				False		
197	1	1	0	31	0.0003068608138740683	0.0				False		
198	1	1	0	31	0.0003068608138740683	0.0				False		
199	1	1	0	31	0.0003068608138740683	0.0				False		
200	1	1	0	31	0.0003068608138740683	0.0				False		
201	1	1	0	31	0.0003068608138740683	0.0				False		
202	1	1	0	31	0.0003068608138740683	0.0				False		
203	1	1	0	31	0.0003068608138740683	0.0				False		
204	1	1	0	31	0.0003068608138740683	0.0				False		
205	1	1	0	31	0.0003068608138740683	0.0				False		
206	1	1	0	31	0.0003068608138740683	0.0				False		
207	1	1	0	31	0.0003068608138740683	0.0				False		
208	1	1	0	31	0.0003068608138740683	0.0				False		
209	3	3	0	31	0.0003228912243147555	0.0				False		
210	1	1	0	31	0.0003068608138740683	0.0				False		
211	1	1	0	31	0.0003068608138740683	0.0				False		
212	1	1	0	31	0.0003068608138740683	0.0				False		
213	1	1	0	31	0.0003068608138740683	0.0				False		
214	1	1	0	31	0.0003068608138740683	0.0				False		
215	1	1	0	31	0.0003068608138740683	0.0				False		
216	4	3	1	31	0.0002660445853365962	5.921264105296993e-05				False		
217	1	1	0	31	0.0003068608138740683	0.0				False		
218	1	1	0	31	0.0003068608138740683	0.0				False		
219	1	1	0	31	0.0003068608138740683	0.0				False		
220	1	1	0	31	0.0003068608138740683	0.0				False		
221	1	1	0	31	0.0003068608138740683	0.0				False		
222	1	1	0	31	0.0003068608138740683	0.0				False		
223	1	1	0	31	0.0003068608138740683	0.0				False		
224	1	1	0	31	0.0003068608138740683	0.0				False		
225	1	1	0	31	0.0003068608138740683	0.0				False		
226	1	1	0	31	0.0003068608138740683	0.0				False		
227	6	5	1	31	0.00041193448619945665	1.6917897443705695e-05				False		
228	1	1	0	31	0.0003068608138740683	0.0				False		
229	3	3	0	31	0.0002683063018372575	0.0				False		
230	1	1	0	31	0.0003068608138740683	0.0				False		
231	1	1	0	31	0.0003068608138740683	0.0				False		
232	1	1	0	31	0.0003068608138740683	0.0				False		
233	1	1	0	31	0.0003068608138740683	0.0				False		
234	1	1	0	31	0.0003068608138740683	0.0				False		
235	1	1	0	31	0.0003068608138740683	0.0				False		
236	1	1	0	31	0.0003068608138740683	0.0				False		
237	1	1	0	31	0.0003068608138740683	0.0				False		
238	2	2	0	31	0.0003110346926344564	0.0				False		
239	1	1	0	31	0.0003068608138740683	0.0				False		
240	1	1	0	31	0.0003068608138740683	0.0				False		
241	1	1	0	31	0.0003068608138740683	0.0				False		
242	1	1	0	31	0.0003068608138740683	0.0				False		
243	1	1	0	31	0.0003068608138740683	0.0				False		
244	1	1	0	31	0.0003068608138740683	0.0				False		
245	1	1	0	31	0.0003068608138740683	0.0				False		
246	7	5	2	31	0.0003446231216882566	5.430527184673823e-05	-2.665631558132967	-1.1470529355306511	0.26542664603365135	True	0.8204703695087084	0.8509927880069886
247	1	1	0	31	0.0003068608138740683	0.0				False		
248	1	1	0	31	0.0003068608138740683	0.0				False		
249	1	1	0	31	0.0003068608138740683	0.0				False		
250	1	1	0	31	0.0003068608138740683	0.0				False		
251	2	1	1	31	0.00028706334201122517	1.6917897443705695e-05				False		
252	3	2	1	31	0.0002644396452245033	2.5376846165558546e-05				False		
253	1	1	0	31	0.0003068608138740683	0.0				False		
254	1	1	0	31	0.0003068608138740683	0.0				False		
255	1	1	0	31	0.0003068608138740683	0.0				False		
256	3	2	1	31	0.00026609422773172045	6.767158977482278e-05				False		
257	1	1	0	31	0.0003068608138740683	0.0				False		
258	1	1	0	31	0.0003068608138740683	0.0				False		
259	1	1	0	31	0.0003068608138740683	0.0				False		
260	2	1	1	31	0.00022767092642269582	0.00011676445689931986				False		
261	1	1	0	31	0.0003068608138740683	0.0				False		
262	1	1	0	31	0.0003068608138740683	0.0				False		
263	1	1	0	31	0.0003068608138740683	0.0				False		
264	1	1	0	31	0.0003068608138740683	0.0				False		
265	1	1	0	31	0.0003068608138740683	0.0				False		
266	1	1	0	31	0.0003068608138740683	0.0				False		
267	3	3	0	31	0.0003302463432889688	0.0				False		
268	1	1	0	31	0.0003068608138740683	0.0				False		
269	1	1	0	31	0.0003068608138740683	0.0				False		
270	1	1	0	31	0.0003068608138740683	0.0				False		
271	1	1	0	31	0.0003068608138740683	0.0				False		
272	1	1	0	31	0.0003068608138740683	0.0				False		
273	1	1	0	31	0.0003068608138740683	0.0				False		
274	6	5	1	31	0.00031301381399183195	4.2294743609264244e-05				False		
275	1	1	0	31	0.0003068608138740683	0.0				False		
276	1	1	0	31	0.0003068608138740683	0.0				False		
277	1	1	0	31	0.0003068608138740683	0.0				False		
278	1	1	0	31	0.0003068608138740683	0.0				False		
279	2	2	0	31	0.0003311618580961589	0.0				False		
280	1	1	0	31	0.0003068608138740683	0.0				False		
281	1	1	0	31	0.0003068608138740683	0.0				False		
282	2	1	1	31	0.0002969620779426467	1.4595557112414983e-05				False		
283	5	4	1	31	0.00040059256917951723	8.458948721852847e-06				False		
284	1	1	0	31	0.0003068608138740683	0.0				False		
285	1	1	0	31	0.0003068608138740683	0.0				False		
286	1	1	0	31	0.0003068608138740683	0.0				False		
287	3	3	0	31	0.00033533573685654705	0.0				False		
288	5	4	1	31	0.00029553530890356335	2.9191114224829965e-05				False		
289	1	1	0	31	0.0003068608138740683	0.0				False		
290	1	1	0	31	0.0003068608138740683	0.0				False		
291	1	1	0	31	0.0003068608138740683	0.0				False		
292	1	1	0	31	0.0003068608138740683	0.0				False		
293	1	1	0	31	0.0003068608138740683	0.0				False		
294	1	1	0	31	0.0003068608138740683	0.0				False		
295	1	1	0	31	0.0003068608138740683	0.0				False		
296	4	4	0	31	0.00034627675372965596	0.0				False		
297	3	3	0	31	0.0003302463432889688	0.0				False		
298	7	5	2	31	0.0003871748356924991	0.0003353631657862529	-0.20725519061340414	-0.13336683620262776	0.8947721648755861	True	0.9692313436169959	0.9760853932343417
299	1	1	0	31	0.0003068608138740683	0.0				False		
300	3	2	1	31	0.00029378083772882164	8.458948721852847e-06				False		
301	1	1	0	31	0.0003068608138740683	0.0				False		
302	2	1	1	31	0.00012868356710848025	0.00015226107699335128				False		
303	1	1	0	31	0.0003068608138740683	0.0				False		
304	2	2	0	31	0.0003452841151830929	0.0				False		
305	1	1	0	31	0.0003068608138740683	0.0				False		
306	7	5	2	31	0.00030887880168505683	8.226714688723776e-05	-1.908523897385047	-1.3112765950595964	0.2019359729250169	True	0.8204703695087084	0.8509927880069886
307	1	1	0	31	0.0003068608138740683	0.0				False		
308	1	1	0	31	0.0003068608138740683	0.0				False		
309	1	1	0	31	0.0003068608138740683	0.0				False		
310	1	1	0	31	0.0003068608138740683	0.0				False		
311	1	1	0	31	0.0003068608138740683	0.0				False		
312	1	1	0	31	0.0003068608138740683	0.0				False		
313	1	1	0	31	0.0003068608138740683	0.0				False		
314	5	5	0	31	0.0004754177944265535	0.0				False		
315	7	6	1	31	0.000380364090689243	0.0002451781627983001				False		
316	2	2	0	31	0.00029731709323259305	0.0				False		
317	4	3	1	31	7.251453337163174e-05	0.00018609687188076267				False		
318	1	1	0	31	0.0003068608138740683	0.0				False		
319	3	3	0	31	0.00033153297226627817	0.0				False		
320	1	1	0	31	0.0003068608138740683	0.0				False		
321	1	1	0	31	0.0003068608138740683	0.0				False		
322	3	2	1	31	0.0002567813130086297	5.921264105296993e-05				False		
323	7	6	1	31	0.000285528523351292	5.075369233111709e-05				False		
324	1	1	0	31	0.0003068608138740683	0.0				False		
325	1	1	0	31	0.0003068608138740683	0.0				False		
326	1	1	0	31	0.0003068608138740683	0.0				False		
327	7	5	2	31	0.00018773378338492744	0.00015581265650897242	-0.2688601221472364	-0.20371612816642223	0.8397365289317172	True	0.9506746852716557	0.9604214713982498
328	1	1	0	31	0.0003068608138740683	0.0				False		
329	7	5	2	31	0.0003419535120965797	7.968211801229678e-05	-2.1013334501593857	-1.4425905167126232	0.1634459695669451	True	0.8204703695087084	0.8509927880069886
330	1	1	0	31	0.0003068608138740683	0.0				False		
331	1	1	0	31	0.0003068608138740683	0.0				False		
332	2	1	1	31	0.0002969620779426467	8.458948721852847e-06				False		
333	1	1	0	31	0.0003068608138740683	0.0				False		
334	1	1	0	31	0.0003068608138740683	0.0				False		
335	4	3	1	31	0.0002979547164892098	8.458948721852847e-06				False		
336	1	1	0	31	0.0003068608138740683	0.0				False		
337	2	2	0	31	0.00032607246452858054	0.0				False		
338	4	3	1	31	0.00029440167147393924	1.6917897443705695e-05				False		
339	1	1	0	31	0.0003068608138740683	0.0				False		
340	1	1	0	31	0.0003068608138740683	0.0				False		
341	2	1	1	31	0.00028706334201122517	1.6917897443705695e-05				False		
342	1	1	0	31	0.0003068608138740683	0.0				False		
343	1	1	0	31	0.0003068608138740683	0.0				False		
344	1	1	0	31	0.0003068608138740683	0.0				False		
345	5	0	5	31	0.0	0.003791558647331509				False		
346	2	0	2	31	0.0	0.005205805043455123				False		
347	7	2	5	31	0.0001689956716280934	0.0037587492560457654	4.475112947927379	1.294635655467905	0.21169747804308242	True	0.8204703695087084	0.8509927880069886
348	3	0	3	31	0.0	0.005239397685218118				False		
349	8	2	6	31	7.851378205308295e-05	0.0027543742063260053	5.132456342327622	1.6835056801546537	0.10949393883094954	True	0.8204703695087084	0.8509927880069886
350	7	4	3	31	0.0002808562334969049	0.0014952053576232386	2.4123981971721697	0.9903513949827466	0.3345929372154739	True	0.8204703695087084	0.8509927880069886
351	4	0	4	31	0.0	0.0038793377915933226				False		
352	4	0	4	31	0.0	0.004116863947717983				False		
353	10	5	5	31	0.0002414109212123315	0.0014871157815314047	2.6229040674825637	1.180761523459272	0.25265511693538584	True	0.8204703695087084	0.8509927880069886
354	3	0	3	31	0.0	0.005261020369379502				False		
355	4	0	4	31	0.0	0.004083530890145706				False		
356	7	3	4	31	0.0002067601961947164	0.0017888870690692324	3.1129702228426197	0.9187728963248916	0.37021950895865485	True	0.8204703695087084	0.8509927880069886
357	5	3	2	31	0.00016302533036689212	0.0010404506927879002	2.6739659221463885	0.8465649189945006	0.408147229061125	True	0.8204703695087084	0.8509927880069886
358	6	2	4	31	0.00013887874377948713	0.0024033238340457814	4.1130354731829435	1.099019203935221	0.28615988740152276	True	0.8204703695087084	0.8509927880069886
359	3	1	2	31	0.00017543859649122808	0.00018045757273286078				False		
360	2	0	2	31	0.0	0.005110644429529879				False		
361	7	3	4	31	0.0003814336697969239	0.000583751073647994	0.6139079913926473	0.44017733767149797	0.6625964805156177	True	0.8834619740208236	0.9002846686030668
362	8	2	6	31	4.973263208855049e-05	0.0007255820998497303	3.8666039944270203	2.4776291866245352	0.02294878497110144	True	0.8204703695087084	0.8509927880069886
363	10	3	7	31	8.846382654443065e-05	0.0029498051925675307	5.059230039627886	1.2915578674236388	0.21282766927960747	True	0.8204703695087084	0.8509927880069886
364	10	4	6	31	5.976858186437512e-05	0.0011950363494917136	4.321294091366589	1.8202856768540565	0.08531643650203374	True	0.8204703695087084	0.8509927880069886
365	7	3	4	31	0.0002003387846177113	0.0012549576955300733	2.6470645648021875	1.0145930884816	0.32333548846259597	True	0.8204703695087084	0.8509927880069886
366	9	4	5	31	0.00014291269048214174	0.0018380313146992352	3.6848623125081303	1.099875786559535	0.28581601289740527	True	0.8204703695087084	0.8509927880069886
367	2	2	0	31	0.00020356714465123263	0.0				False		
368	3	2	1	31	0.00014578123896101189	7.613053849667564e-05				False		
369	2	2	0	31	0.00019622036628882684	0.0				False		
370	2	1	1	31	0.0002015248715278944	0.00013599891200870393				False		
371	4	4	0	31	0.0003898866498136069	0.0				False		
372	3	2	1	31	0.00019146793110011345	1.6917897443705695e-05				False		
373	3	2	1	31	0.00019080004215807657	1.6917897443705695e-05				False		
374	3	2	1	31	0.00016055200828027862	5.921264105296993e-05				False		
375	2	2	0	31	0.00020757447830345397	0.0				False		
376	3	2	1	31	0.00018341465749844319	2.5376846165558546e-05				False		
377	3	2	1	31	0.00019080004215807657	1.6917897443705695e-05				False		
378	2	2	0	31	0.00020289925570919574	0.0				False		
379	1	1	0	31	0.00020824236724549088	0.0				False		
380	3	2	1	31	0.00019017075951326722	8.458948721852847e-06				False		
381	2	2	0	31	0.00019822403311493751	0.0				False		
382	2	2	0	31	0.00020690658936141712	0.0				False		
383	3	2	1	31	0.00019952120470178374	8.458948721852847e-06				False		
384	3	2	1	31	0.00018742199115066456	2.5376846165558546e-05				False		
385	3	2	1	31	0.00019146793110011345	1.6917897443705695e-05				False		
386	3	2	1	31	0.00018003660649103118	3.383579488741139e-05				False		
387	2	2	0	31	0.00019822403311493751	0.0				False		
388	3	2	1	31	0.00019347159792622412	1.6917897443705695e-05				False		
389	2	2	0	31	0.00019889192205697442	0.0				False		
390	2	2	0	31	0.00020423503359326954	0.0				False		
391	3	2	1	31	0.0001955138710495624	8.458948721852847e-06				False		
392	4	3	1	31	0.00019781362201626442	1.6917897443705695e-05				False		
393	2	2	0	31	0.00020690658936141712	0.0				False		
394	2	2	0	31	0.00020757447830345397	0.0				False		
395	3	2	1	31	0.00018475043538251698	2.5376846165558546e-05				False		
396	2	2	0	31	0.00020356714465123263	0.0				False		
397	2	2	0	31	0.00020289925570919574	0.0				False		
398	3	2	1	31	0.00019952120470178374	8.458948721852847e-06				False		
399	2	2	0	31	0.00020423503359326954	0.0				False		
400	2	2	0	31	0.00020223136676715886	0.0				False		
401	3	2	1	31	0.00019013215321603968	1.6917897443705695e-05				False		
402	3	2	1	31	0.0002008569825858575	8.458948721852847e-06				False		
403	3	2	1	31	0.0001693503834184409	3.383579488741139e-05				False		
404	2	2	0	31	0.00020757447830345397	0.0				False		
405	3	2	1	31	0.00011152587143099258	0.00011842528210593986				False		
406	2	2	0	31	0.00020356714465123263	0.0				False		
407	2	2	0	31	0.0002062387004193802	0.0				False		
408	1	1	0	31	0.00020824236724549088	0.0				False		
409	1	1	0	31	0.00020824236724549088	0.0				False		
410	3	2	1	31	0.00019413948686826106	1.6917897443705695e-05				False		
411	2	2	0	31	0.00020690658936141712	0.0				False		
412	2	1	1	31	0.00018808988009270144	2.5376846165558546e-05				False		
413	3	2	1	31	0.00011690758926451529	0.00010996633338408703				False		
414	1	1	0	31	0.00020824236724549088	0.0				False		
415	3	2	1	31	0.00019952120470178374	8.458948721852847e-06				False		
416	2	2	0	31	0.00020490292253530642	0.0				False		
417	4	3	1	31	0.00023683393542991535	8.458948721852847e-06				False		
418	3	2	1	31	0.00017331911077343468	4.2294743609264244e-05				False		
419	1	1	0	31	0.00020824236724549088	0.0				False		
420	2	2	0	31	0.00020690658936141712	0.0				False		
421	3	3	0	31	0.00022661155105190687	0.0				False		
422	5	3	2	31	0.00041542593447318885	0.00015291680945240963	-1.4417846657923405	-0.7671208719340024	0.4503290358799603	True	0.8204703695087084	0.8509927880069886
423	3	2	1	31	0.0001726898281286254	3.383579488741139e-05				False		
424	2	2	0	31	0.00020490292253530642	0.0				False		
425	2	2	0	31	0.0002002276999410482	0.0				False		
426	2	1	1	31	0.0002015248715278944	8.458948721852847e-06				False		
427	1	1	0	31	0.00020824236724549088	0.0				False		
428	2	2	0	31	0.00020423503359326954	0.0				False		
429	2	2	0	31	0.00020757447830345397	0.0				False		
430	4	2	2	31	0.00018003660649103118	0.00041645568474796464	1.2098272197391626	0.5363845781623163	0.5966456924816289	True	0.8472987359216606	0.8646111871017097
431	2	2	0	31	0.00020757447830345397	0.0				False		
432	3	2	1	31	0.00019284231528141483	8.458948721852847e-06				False		
433	3	2	1	31	0.00018879637533196592	1.6917897443705695e-05				False		
434	2	2	0	31	0.00020356714465123263	0.0				False		
435	3	2	1	31	0.00019618175999159927	8.458948721852847e-06				False		
436	3	2	1	31	0.0001955138710495624	8.458948721852847e-06				False		
437	2	2	0	31	0.00021142360745931595	0.0				False		
438	2	2	0	31	0.00020223136676715886	0.0				False		
439	3	2	1	31	0.00019818542681770995	8.458948721852847e-06				False		
