tf	target	resource	confidence	effect	reference	note
NKX2-1	CCL11	CollecTRI		Activation	CollecTRI2:11820807;CollecTRI:11820807	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CCNB1	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CCNB2	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CEBPA	CollecTRI		Activation	CollecTRI:16467360;CollecTRI2:16467360	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CHRNA2	CollecTRI		Activation	CollecTRI:16033766	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CHRNA7	CollecTRI		Activation	CollecTRI:16033766	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	CIP2A	CollecTRI		Activation	CollecTRI:17412341	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	DAXX	CollecTRI		Activation	CollecTRI:22209758	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	E2F3	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	EBP	CollecTRI		Activation	CollecTRI:9528987;CollecTRI:11682631	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	FLT1	CollecTRI		Activation	CollecTRI:7997232;CollecTRI2:7997232	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	GH1	CollecTRI		Activation	CollecTRI2:17706597;CollecTRI:17706597;CollecTRI2:8628271	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	GLB1	CollecTRI		Activation	CollecTRI:18033672	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	HGF	CollecTRI		Activation	CollecTRI2:10873600;CollecTRI:15037320;CollecTRI2:12817761	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	HHEX	CollecTRI		Activation	CollecTRI:12655000;CollecTRI2:12655000	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	HLA-A	CollecTRI		Activation	CollecTRI2:9653173;CollecTRI:9653173;CollecTRI2:10401666;CollecTRI:10401666	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	HMGA2	CollecTRI		Activation	CollecTRI2:29079814;CollecTRI2:23625920;CollecTRI:23625920;CollecTRI2:23523371;CollecTRI2:21471965	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	IKBKB	CollecTRI		Activation	CollecTRI2:25881545;CollecTRI2:23784082;CollecTRI:23784082	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	IL6	CollecTRI		Activation	CollecTRI2:25873746;CollecTRI2:11820807;CollecTRI:11820807	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	INS-IGF2	CollecTRI		Activation	CollecTRI:22155656	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	IRF2BPL	CollecTRI		Activation	CollecTRI:22209758;CollecTRI2:22209758	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	LHX6	CollecTRI		Activation	CollecTRI2:18339674;CollecTRI:18339674;CollecTRI2:30217225;CollecTRI2:33479483;CollecTRI2:21425409;CollecTRI2:24157949	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	LMO3	CollecTRI		Activation	DoRothEA:23322301;CollecTRI2:23322301;CollecTRI2:33980985;TRRUST:23322301;CollecTRI:23322301	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	MDK	CollecTRI		Activation	CollecTRI2:12761850;CollecTRI:12761850	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	MET	CollecTRI		Activation	CollecTRI:22242187;CollecTRI2:22242187	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	MUC5B	CollecTRI		Repression	CollecTRI:21126317;CollecTRI2:21126317	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	NES	CollecTRI		Activation	CollecTRI2:18033672;CollecTRI:18033672	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	NRP2	CollecTRI		Activation	CollecTRI:18786357;CollecTRI:18786351;CollecTRI2:18786351;CollecTRI2:18786357	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	OCLN	CollecTRI		Activation	CollecTRI:22761434;CollecTRI2:22761434	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	PAX8	CollecTRI		Activation	CollecTRI2:20470391;CollecTRI:20470391	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	PRDM13	CollecTRI		Activation	CollecTRI2:25546159;CollecTRI:25546159	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	PRL	CollecTRI		Activation	CollecTRI2:17706597;CollecTRI:17706597	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	PSAP	CollecTRI		Activation	CollecTRI:9468516	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	PTTG1	CollecTRI		Activation	CollecTRI:22209758;CollecTRI2:22209758	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	RET	CollecTRI		Activation	CollecTRI2:15548547;CollecTRI2:18081917;CollecTRI:15548547;CollecTRI:21677782;CollecTRI2:19853745;CollecTRI2:25267720;CollecTRI:18081917;TRRUST:19853745;CollecTRI2:17640327;DoRothEA:19853745;CollecTRI:19853745;CollecTRI:17640327;CollecTRI2:21677782	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SCGB1A1	CollecTRI		Activation	CollecTRI2:17347682;CollecTRI:15576401;CollecTRI2:8628271;CollecTRI:20553735;CollecTRI2:12161423;CollecTRI2:17220277;CollecTRI2:27496897;CollecTRI:12161423;CollecTRI2:11682631;CollecTRI2:33015064;CollecTRI2:8065304;CollecTRI2:18406755	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SCGB3A1	CollecTRI		Activation	CollecTRI:22797898;CollecTRI:18632661	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SCGB3A2	CollecTRI		Activation	CollecTRI2:15485815;CollecTRI2:19418968;CollecTRI2:24514953;CollecTRI:15485815;CollecTRI:11682631;CollecTRI2:11682631;CollecTRI2:18535256;CollecTRI:18632661;CollecTRI2:20466451;CollecTRI:24514953;CollecTRI2:22797898;CollecTRI2:18632661;CollecTRI2:36094595;CollecTRI:22797898	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPA1	CollecTRI		Activation	DoRothEA:12040027;CollecTRI2:26203191;CollecTRI2:11713256;CollecTRI2:17237283;CollecTRI:12040027;CollecTRI2:7896788;CollecTRI2:33980985;CollecTRI2:14633512;TRRUST:12040027;CollecTRI2:18079322;CollecTRI2:29950925;CollecTRI2:10625644;CollecTRI2:8065304;HTRIdb:12040027;CollecTRI2:12040027;CollecTRI2:22	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPA2	CollecTRI		Activation	CollecTRI2:33980985;CollecTRI:9468516;CollecTRI2:9468516	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPB	CollecTRI		Activation	CollecTRI2:20418387;CollecTRI2:25079229;CollecTRI2:16960125;CollecTRI2:11152647;CollecTRI2:37962678;TRRUST:8065304;CollecTRI2:11820807;CollecTRI2:7900819;TRRUST:11274148;CollecTRI2:22739240;CollecTRI2:9396717;CollecTRI:16507635;CollecTRI:10710519;CollecTRI:9252399;CollecTRI2:11814682;CollecTRI2:1663	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPC	CollecTRI		Activation	CollecTRI:15576401;CollecTRI:16613858;CollecTRI2:20553735;CollecTRI2:10781423;CollecTRI2:18239190;CollecTRI:18239190;CollecTRI2:36094595;CollecTRI2:15576401;CollecTRI2:18602626;CollecTRI2:14645514;CollecTRI:20553735;CollecTRI:14645514;CollecTRI2:20020530;CollecTRI2:11733512;CollecTRI2:19498055;Colle	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPD	CollecTRI		Activation	CollecTRI2:10915785;CollecTRI:15173172;CollecTRI2:15173172;CollecTRI:10915785	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SLC5A5	CollecTRI		Activation	CollecTRI2:37260320;CollecTRI2:25954249;CollecTRI2:10365677;CollecTRI2:23360087;CollecTRI:9328356;CollecTRI2:11508827;CollecTRI2:32941925	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SOD2	CollecTRI		Activation	CollecTRI:23784082	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SP1	CollecTRI		Activation	TRRUST:23995788;CollecTRI2:23995788;DoRothEA:23995788;CollecTRI:23995788	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SPARC	CollecTRI		Activation	CollecTRI2:20211691;CollecTRI:20211691	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	STK11	CollecTRI		Repression	DoRothEA:23995788;CollecTRI2:23995788;CollecTRI:23995788;TRRUST:23995788;CollecTRI2:24879590	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TERT	CollecTRI		Activation	CollecTRI:17671725	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TG	CollecTRI		Activation	CollecTRI2:9570141;CollecTRI2:10981870;CollecTRI:9845675;CollecTRI2:18406755;CollecTRI2:34708313;CollecTRI2:27829313;CollecTRI:16507635;CollecTRI2:9226206;CollecTRI2:9845675;CollecTRI:10807057;CollecTRI:1732732;CollecTRI2:1448106;CollecTRI2:9242683;CollecTRI:21637535;CollecTRI2:21637535;CollecTRI2:1	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TGFB2	CollecTRI		Repression	CollecTRI:19293183;CollecTRI2:19293183	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TNF	CollecTRI		Activation	CollecTRI:10499522	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TPO	CollecTRI		Activation	CollecTRI2:9570141;CollecTRI:15356023;CollecTRI:24380675;CollecTRI2:18406755;CollecTRI2:27347897;CollecTRI:16507635;CollecTRI2:9226206;CollecTRI:27347897;SIGNOR:27347897;CollecTRI2:10698164;CollecTRI2:24380675;CollecTRI:21637535;CollecTRI2:21637535;CollecTRI2:25954249;CollecTRI2:23360087;CollecTRI2:	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TSHR	CollecTRI		Activation	CollecTRI2:7654187;CollecTRI2:9226206;CollecTRI2:21637535;CollecTRI:8813723;CollecTRI2:9588495;CollecTRI2:25954249;CollecTRI:7565801;CollecTRI2:23360087;CollecTRI:15929662;CollecTRI:7828540;CollecTRI:8145764;CollecTRI2:8145764;CollecTRI2:11508827;CollecTRI2:15929662;CollecTRI2:18406755;CollecTRI2:12	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	TTF1	CollecTRI		Activation	CollecTRI:9588495;CollecTRI:11046146;CollecTRI2:26198867	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	WNT7B	CollecTRI		Activation	CollecTRI:11914369;CollecTRI2:11914369	CollecTRI via OmniPath; not a lung ChIP peak
NKX2-1	SFTPA1	DoRothEA	A	Activation	DoRothEA:12040027;CollecTRI2:26203191;CollecTRI2:11713256;CollecTRI2:17237283;CollecTRI:12040027;CollecTRI2:7896788;CollecTRI2:33980985;CollecTRI2:14633512;TRRUST:12040027;CollecTRI2:18079322;CollecTRI2:29950925;CollecTRI2:10625644;CollecTRI2:8065304;HTRIdb:12040027;CollecTRI2:12040027;CollecTRI2:22	DoRothEA via OmniPath; not a lung ChIP peak
NKX2-1	SFTPB	DoRothEA	A	Activation	CollecTRI2:20418387;CollecTRI2:25079229;CollecTRI2:16960125;CollecTRI2:11152647;CollecTRI2:37962678;TRRUST:8065304;CollecTRI2:11820807;CollecTRI2:7900819;TRRUST:11274148;CollecTRI2:22739240;CollecTRI2:9396717;CollecTRI:16507635;CollecTRI:10710519;CollecTRI:9252399;CollecTRI2:11814682;CollecTRI2:1663	DoRothEA via OmniPath; not a lung ChIP peak
NKX2-1	LMO3	TRRUST_v2		Unknown	23322301	curated literature TF-target; not a ChIP peak
NKX2-1	RET	TRRUST_v2		Repression	19853745	curated literature TF-target; not a ChIP peak
NKX2-1	SFTPA1	TRRUST_v2		Unknown	12040027	curated literature TF-target; not a ChIP peak
NKX2-1	SFTPB	TRRUST_v2		Activation	12161428;18003659;8065304	curated literature TF-target; not a ChIP peak
NKX2-1	SP1	TRRUST_v2		Unknown	23995788	curated literature TF-target; not a ChIP peak
NKX2-1	STK11	TRRUST_v2		Repression	23995788	curated literature TF-target; not a ChIP peak
OVOL1	CDH2	CollecTRI		Activation	CollecTRI:20463035	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	CHUK	CollecTRI		Activation	CollecTRI:18268325	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	GADD45A	CollecTRI		Activation	CollecTRI:16908841	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	GADD45B	CollecTRI		Activation	CollecTRI:16908841	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	ID2	CollecTRI		Activation	CollecTRI2:15716349;CollecTRI:15716349	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	LEMD3	CollecTRI		Activation	CollecTRI:16908841	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	MYC	CollecTRI		Repression	CollecTRI2:22430804;CollecTRI:16636146;CollecTRI2:26504231;CollecTRI2:28339425;CollecTRI2:16636146	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	OVOL2	CollecTRI		Repression	CollecTRI2:17049212;CollecTRI2:28339425;CollecTRI2:26873447;CollecTRI:17049212	CollecTRI via OmniPath; not a lung ChIP peak
OVOL1	SGK1	CollecTRI		Activation	CollecTRI:16908841	CollecTRI via OmniPath; not a lung ChIP peak
OVOL2	H1-6	CollecTRI		Activation	CollecTRI:21636736	CollecTRI via OmniPath; not a lung ChIP peak
OVOL2	SMAD4	CollecTRI		Repression	CollecTRI:28455959;CollecTRI2:28455959	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ABCC3	CollecTRI		Activation	CollecTRI2:31863486;DoRothEA:21531766;TRRUST:21531766;CollecTRI:21531766;CollecTRI2:21531766	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ABCC6	CollecTRI		Activation	DoRothEA:21531766;CollecTRI:21531766;CollecTRI2:21531766;TRRUST:21531766	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ADAM10	CollecTRI		Activation	CollecTRI:29253717;CollecTRI2:26592717;CollecTRI2:29253717	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	AGR2	CollecTRI		Activation	CollecTRI:20011520;CollecTRI2:20011520	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	AHR	CollecTRI		Activation	CollecTRI2:24316986;CollecTRI:24316986	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ASXL1	CollecTRI		Activation	CollecTRI2:22542624;TRRUST:22542624;DoRothEA:22542624;CollecTRI2:30545639;CollecTRI:22542624	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ATOH1	CollecTRI		Activation	CollecTRI2:15846349;CollecTRI:22292066;CollecTRI2:23673358;CollecTRI2:22292066;CollecTRI2:23154195;CollecTRI2:31527246;CollecTRI2:26988140;CollecTRI2:25468937;CollecTRI:22340499;CollecTRI2:22340499;CollecTRI2:27203669	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	BDNF	CollecTRI		Activation	CollecTRI2:25825708;CollecTRI:25825708	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	BIRC5	CollecTRI		Activation	CollecTRI2:22469032;CollecTRI2:23301561;CollecTRI:23301561;CollecTRI2:23445224;CollecTRI:22469032;CollecTRI:23445224	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	BMP4	CollecTRI		Activation	CollecTRI:24477565;CollecTRI2:24477565;TRRUST:24477565;CollecTRI:29352015;CollecTRI2:33172123;CollecTRI2:25753650;CollecTRI2:29352015;DoRothEA:24477565	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CCN2	CollecTRI		Activation	CollecTRI2:25326099;CollecTRI2:24574231;CollecTRI:23687336	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CCND1	CollecTRI		Activation	CollecTRI2:22800865;CollecTRI2:31222373;CollecTRI2:18268498;TRRUST:18456656;CollecTRI2:26569340;CollecTRI:18456656;CollecTRI2:29511458;CollecTRI:25482558;CollecTRI2:29619662;CollecTRI2:26681767;DoRothEA:18456656;CollecTRI2:22070920;CollecTRI2:25341340;CollecTRI2:27334688;CollecTRI2:28151013;CollecTR	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CCNE1	CollecTRI		Activation	CollecTRI:22469032;CollecTRI2:22469032	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CDKN1A	CollecTRI		Repression	CollecTRI2:27694900;CollecTRI2:37923100;CollecTRI2:28188685;CollecTRI:26846300;CollecTRI2:29262545;CollecTRI:22194602;CollecTRI2:26969300;CollecTRI2:26846300;CollecTRI2:23451179;CollecTRI2:23917223;CollecTRI2:30260250;CollecTRI2:26960758;CollecTRI2:22194602	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CDKN1B	CollecTRI		Activation	CollecTRI2:32998722;CollecTRI2:22469032;CollecTRI2:25185890;CollecTRI2:22855803;CollecTRI2:23917223;CollecTRI:22469032;CollecTRI:22855803	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CDX2	CollecTRI		Activation	CollecTRI2:19520737;CollecTRI:20384793;CollecTRI2:21103067;CollecTRI2:27096226;CollecTRI2:25437870;CollecTRI2:22902753;CollecTRI2:22791809;CollecTRI2:27411517;CollecTRI2:30733645;CollecTRI:22902753;CollecTRI2:27913994;CollecTRI2:20384793	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CRIPTO	CollecTRI		Activation	CollecTRI2:16846370;CollecTRI:16846370	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CTBP2	CollecTRI		Activation	CollecTRI:18831784;CollecTRI2:18831784	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	CTNNB1	CollecTRI		Activation	CollecTRI2:22168803;CollecTRI2:23545177;CollecTRI2:29956740;CollecTRI2:24489842;CollecTRI2:29619662;CollecTRI2:35035654;CollecTRI:23545177;CollecTRI2:25127284;CollecTRI2:27909726;CollecTRI2:33953166;CollecTRI2:32703490;CollecTRI2:18285410	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	DKK1	CollecTRI		Activation	CollecTRI2:20211162;CollecTRI2:33172123;TRRUST:22015605;CollecTRI2:22015605;CollecTRI2:25127284;DoRothEA:22015605;CollecTRI:22015605	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	DPPA4	CollecTRI		Activation	CollecTRI:18366076;CollecTRI2:21761559;CollecTRI2:18366076;CollecTRI2:16846370;CollecTRI:16846370	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	EGFR	CollecTRI		Activation	CollecTRI2:37124491;CollecTRI2:30190462;CollecTRI2:33895495;CollecTRI:19882665;CollecTRI2:33952719;CollecTRI2:19882665;CollecTRI2:34182610;CollecTRI2:30510261;CollecTRI2:23940081;CollecTRI2:30772301	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	FABP7	CollecTRI		Activation	CollecTRI2:21766338;CollecTRI2:22194602;CollecTRI:22194602	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	FGF3	CollecTRI		Repression	CollecTRI:15082719;CollecTRI2:15082719	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	FGF4	CollecTRI		Activation	CollecTRI:7590241;CollecTRI2:22718759;CollecTRI2:18199879;CollecTRI2:9973291;CollecTRI:11584012;CollecTRI:10801796;CollecTRI:16523502;CollecTRI:9669521;CollecTRI:12514105;CollecTRI2:12488456;CollecTRI2:15349837;CollecTRI2:18238855;CollecTRI:16077994;CollecTRI2:25340657;CollecTRI:19531481;CollecTRI2:	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	FOXJ1	CollecTRI		Activation	CollecTRI:20011520;CollecTRI2:20011520;CollecTRI2:20855650	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	GADD45B	CollecTRI		Activation	CollecTRI2:25825708;CollecTRI:25825708	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	GATA6	CollecTRI		Activation	CollecTRI:24669837;CollecTRI2:24669837	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	GFAP	CollecTRI		Activation	CollecTRI2:29178409;CollecTRI2:22194602;CollecTRI2:20824710;CollecTRI:22194602	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	GLI2	CollecTRI		Activation	CollecTRI2:21532573;CollecTRI:21532573	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	GLI3	CollecTRI		Activation	CollecTRI2:33622105;CollecTRI2:21532573;CollecTRI:21532573	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HES3	CollecTRI		Activation	CollecTRI:17611704;CollecTRI2:17611704	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HES5	CollecTRI		Activation	CollecTRI2:21532573;CollecTRI:29352015;CollecTRI2:18927476;CollecTRI2:29352015;CollecTRI2:16631155;CollecTRI:21532573	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HES6	CollecTRI		Activation	CollecTRI:17611704;CollecTRI2:17611704	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HHAT	CollecTRI		Activation	CollecTRI:24525231;CollecTRI2:24525231	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HOXB1	CollecTRI		Activation	CollecTRI:22718759;CollecTRI2:22718759;CollecTRI2:20371328;CollecTRI2:14559893;CollecTRI2:22396547	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	HRC	CollecTRI		Activation	CollecTRI2:15863505;CollecTRI:15863505	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ISL1	CollecTRI		Repression	CollecTRI:20739473;DoRothEA:20739473;TRRUST:20739473;CollecTRI2:20739473;CollecTRI2:31227770	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	ITGA6	CollecTRI		Activation	CollecTRI2:22311737;TRRUST:22311737;CollecTRI2:24885403;CollecTRI:22311737;DoRothEA:22311737	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	JAG1	CollecTRI		Activation	CollecTRI2:35562782;CollecTRI2:21532573;CollecTRI:21532573	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	KIT	CollecTRI		Activation	CollecTRI:23553930;CollecTRI2:23553930;CollecTRI2:30566254	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	L1TD1	CollecTRI		Activation	TRRUST:22162396;DoRothEA:22162396;CollecTRI:22162396;CollecTRI2:22162396	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	LEF1	CollecTRI		Repression	CollecTRI2:24487391;CollecTRI2:27660324;CollecTRI:24487391	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	LEFTY1	CollecTRI		Activation	CollecTRI2:16954384;CollecTRI:16954384;CollecTRI2:18238855	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	LHX3	CollecTRI		Activation	DoRothEA:18407919;CollecTRI2:18407919;TRRUST:18407919;CollecTRI:18407919	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	LIN28A	CollecTRI		Activation	CollecTRI2:20300647;CollecTRI:23884650;CollecTRI2:23884650;CollecTRI2:22308265;CollecTRI2:26460550	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	MKI67	CollecTRI		Repression	TRRUST:20739473;CollecTRI:20739473;CollecTRI2:20739473;DoRothEA:20739473	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	MMP3	CollecTRI		Activation	CollecTRI:22184093;CollecTRI2:22184093;DoRothEA:22184093;TRRUST:22184093	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	MTOR	CollecTRI		Repression	CollecTRI2:24209762;CollecTRI:24209762;CollecTRI2:24700142	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	MUC5AC	CollecTRI		Activation	CollecTRI:21036460;CollecTRI2:21036460;CollecTRI2:25108707;CollecTRI2:14719100;CollecTRI2:18027866	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	MYCN	CollecTRI		Activation	CollecTRI2:21532573;CollecTRI2:27449038;CollecTRI2:26398570;CollecTRI:21532573	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NANOG	CollecTRI		Activation	CollecTRI2:22800865;CollecTRI2:23539445;CollecTRI2:31420918;CollecTRI2:25407680;CollecTRI:22745796;CollecTRI2:21103067;CollecTRI2:20505756;CollecTRI2:30606720;CollecTRI:18537119;CollecTRI2:22308265;CollecTRI2:23132827;CollecTRI2:25542179;CollecTRI2:17507372;CollecTRI2:18238855;CollecTRI2:23041284;Co	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NCAM1	CollecTRI		Repression	CollecTRI:10648237;CollecTRI2:10648237	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NES	CollecTRI		Activation	CollecTRI:19147497;CollecTRI2:18447642;CollecTRI2:19147497;CollecTRI2:17287405	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NEUROD1	CollecTRI		Activation	CollecTRI2:25825708;CollecTRI2:19701198;CollecTRI:25825708;CollecTRI2:34593608	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NEUROG2	CollecTRI		Activation	CollecTRI2:25825708;CollecTRI:25825708	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NKX2-1	CollecTRI		Activation	CollecTRI:23444355;CollecTRI2:21303850;CollecTRI2:23444355;CollecTRI2:29980786	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NOTCH1	CollecTRI		Activation	CollecTRI:19736324;CollecTRI2:19736324;CollecTRI2:22615765;CollecTRI2:25184679;CollecTRI2:16631155;CollecTRI2:30559479	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NR0B1	CollecTRI		Activation	CollecTRI2:23169531;CollecTRI2:30417748;CollecTRI:23169531	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NR2E1	CollecTRI		Activation	CollecTRI2:29161339;CollecTRI2:22194602;CollecTRI:22194602	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NR5A2	CollecTRI		Activation	CollecTRI:24705138;CollecTRI2:24705138	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	NTRK3	CollecTRI		Activation	CollecTRI:22265740;TRRUST:22265740;DoRothEA:22265740;CollecTRI2:22265740	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	PAX6	CollecTRI		Activation	CollecTRI:18719084;CollecTRI:20739473;DoRothEA:20739473;CollecTRI2:18719084;TRRUST:20739473;CollecTRI2:20739473;CollecTRI2:31242772;CollecTRI2:17140559;CollecTRI2:21205789;CollecTRI:17140559	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	PGA5	CollecTRI		Activation	CollecTRI2:17136346;TRRUST:17136346;CollecTRI:17136346;DoRothEA:17136346	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	PLAC1	CollecTRI		Repression	DoRothEA:21304604;CollecTRI2:21304604;TRRUST:21304604;CollecTRI:21304604	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	POU4F2	CollecTRI		Repression	TRRUST:20739473;CollecTRI:20739473;CollecTRI2:20739473;DoRothEA:20739473	CollecTRI via OmniPath; not a lung ChIP peak
SOX2	POU5F1	CollecTRI		Activation	CollecTRI2:21103067;CollecTRI2:24489842;CollecTRI2:26762895;CollecTRI:15557334;CollecTRI2:18213644;CollecTRI2:33163285;CollecTRI2:20734354;CollecTRI2:24892478;CollecTRI2:27249336;CollecTRI2:17507372;CollecTRI2:18238855;CollecTRI2:23041284;CollecTRI2:31555818;CollecTRI2:34117345;CollecTRI2:22362888;C	CollecTRI via OmniPath; not a lung ChIP peak
