family	malignant_def	metric	min_mal_cells	n	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	U	p	p_onesided_NMPR_gt_MPR	rho	tnk_def	match_NMPR_gt_MPR	match_rho_window	note
NMPR_vs_MPR	p95	mean_log1p_cp10k	0	12	8	4	1.8643959328704367	1.453278867785319	0.4111170650851177	25.0	0.15353535353535352	0.07272727272727272			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	mean_log1p_cp10k	5	12	8	4	1.8643959328704367	1.453278867785319	0.4111170650851177	25.0	0.15353535353535352	0.07272727272727272			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge1	0	12	8	4	0.9748776888628026	0.9515472271832877	0.023330461679514913	22.0	0.36363636363636365	0.12323232323232323			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge1	5	12	8	4	0.9748776888628026	0.9515472271832877	0.023330461679514913	22.0	0.36363636363636365	0.12323232323232323			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge2	0	12	8	4	0.9228180375861184	0.869547442495067	0.053270595091051365	18.5	0.7171717171717171	0.17373737373737375			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge2	5	12	8	4	0.9228180375861184	0.869547442495067	0.053270595091051365	18.5	0.7171717171717171	0.17373737373737375			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge3	0	12	8	4	0.8879924058747851	0.7743436880398321	0.113648717834953	22.5	0.301010101010101	0.09898989898989899			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95	pct_pos_ge3	5	12	8	4	0.8879924058747851	0.7743436880398321	0.113648717834953	22.5	0.301010101010101	0.09898989898989899			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p90	mean_log1p_cp10k	0	12	8	4	1.850962861045177	1.3953918178229054	0.4555710432222715	25.0	0.15353535353535352	0.044444444444444446			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p90	mean_log1p_cp10k	5	12	8	4	1.850962861045177	1.3953918178229054	0.4555710432222715	25.0	0.15353535353535352	0.044444444444444446			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p90	pct_pos_ge1	0	12	8	4	0.9712855801128923	0.9440045565242396	0.027281023588652697	21.0	0.4585858585858586	0.1292929292929293			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p90	pct_pos_ge1	5	12	8	4	0.9712855801128923	0.9440045565242396	0.027281023588652697	21.0	0.4585858585858586	0.1292929292929293			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	mu2	mean_log1p_cp10k	0	12	8	4	1.8307647602550783	1.4449673515716728	0.3857974086834055	23.0	0.2828282828282828	0.08080808080808081			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	mu2	mean_log1p_cp10k	5	12	8	4	1.8307647602550783	1.4449673515716728	0.3857974086834055	23.0	0.2828282828282828	0.08080808080808081			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	gmm	mean_log1p_cp10k	0	12	8	4	1.818373969289704	1.3718914530100421	0.44648251627966196	27.0	0.07272727272727272	0.044444444444444446			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	gmm	mean_log1p_cp10k	5	12	8	4	1.818373969289704	1.3718914530100421	0.44648251627966196	27.0	0.07272727272727272	0.044444444444444446			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	p95_nnl	mean_log1p_cp10k	0	12	8	4	2.0736391077169594	0.9066854331443829	1.1669536745725764	7.0	0.25	0.125			PARTIAL_direction_NS		exact enumeration C(8,7)=8; pCR counted as MPR
NMPR_vs_MPR	p95_nnl	mean_log1p_cp10k	5	6	5	1	1.9402677011997487	0.9066854331443829	1.033582268055366	5.0	0.3333333333333333	0.16666666666666666			PARTIAL_direction_NS		exact enumeration C(6,5)=6; pCR counted as MPR
NMPR_vs_MPR	drmref	mean_log1p_cp10k	0	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	25.0	0.15353535353535352	0.05454545454545454			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	drmref	mean_log1p_cp10k	5	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	25.0	0.15353535353535352	0.05454545454545454			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
NMPR_vs_MPR	drmref	pct_pos_ge1	0	12	8	4	0.7508862789838386	0.6603107221641704	0.09057555681966822	19.0	0.6828282828282828	0.20404040404040405			PARTIAL_direction_NS		exact enumeration C(12,8)=495; pCR counted as MPR
