question	cohort	accession	model	kras	response_family	confounded	subset	module	score	association	transform	sample_filter	effect_name	effect	p	n	n_resistant	n_reference	n_genes	thesis_aligned	eligible_headline	pre_specified	q_bh
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	spearman	log2_cpm	all	rho	-0.0686308	0.704316	33			10	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	pearson	log2_cpm	all	rho	-0.0801009	0.657682	33			10	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	zmean	mwu_median	log2_cpm	all	median_high_minus_low	0.0385663	0.871228	33	17	16	10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	zmean	mwu_tertile	log2_cpm	all	median_high_minus_low	-0.0100137	0.742666	33	11	11	10	1	1	0	0.987343
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	zmean	mwu_quartile	log2_cpm	all	median_high_minus_low	-0.360645	0.328205	33	8	8	10	1	1	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	spearman	log2_cpm	all	rho	-0.0535655	0.767186	33			10	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	pearson	log2_cpm	all	rho	-0.0776259	0.667646	33			10	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	mean	mwu_median	log2_cpm	all	median_high_minus_low	0.0391171	0.814874	33	17	16	10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	mean	mwu_tertile	log2_cpm	all	median_high_minus_low	0.0217917	0.693588	33	11	11	10	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	mean	mwu_quartile	log2_cpm	all	median_high_minus_low	-0.258643	0.382284	33	8	8	10	1	1	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	zmean	spearman	log2_cpm	all	rho	0.0284567	0.875088	33			2	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	zmean	pearson	log2_cpm	all	rho	-0.0123299	0.945705	33			2	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	sting_pair	zmean	mwu_median	log2_cpm	all	median_high_minus_low	0.374717	0.787034	33	17	16	2	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	sting_pair	zmean	mwu_tertile	log2_cpm	all	median_high_minus_low	0.237067	0.599361	33	11	11	2	0	0	0	0.96972
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	sting_pair	zmean	mwu_quartile	log2_cpm	all	median_high_minus_low	-0.151005	0.798446	33	8	8	2	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	mean	spearman	log2_cpm	all	rho	0.0284567	0.875088	33			2	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	mean	pearson	log2_cpm	all	rho	0.0928345	0.607362	33			2	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	sting_pair	mean	mwu_median	log2_cpm	all	median_high_minus_low	0.215214	0.732194	33	17	16	2	0	0	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	sting_pair	mean	mwu_tertile	log2_cpm	all	median_high_minus_low	0.120929	0.599361	33	11	11	2	0	0	0	0.96972
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	sting_pair	mean	mwu_quartile	log2_cpm	all	median_high_minus_low	-0.0108737	0.798446	33	8	8	2	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	-0.10509	0.594581	28			10	0	0	0	0.924204
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.326252	0.090194	28			10	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.176244	0.323214	28	14	14	10	0	0	0	0.760776
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0424883	0.791082	28	9	9	10	1	0	0	0.991822
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.248088	1	28	7	7	10	1	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	spearman	log2_cpm	drop_cldn4_floor	rho	-0.0684182	0.729392	28			10	0	0	0	0.955478
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.251585	0.196545	28			10	0	0	0	0.637152
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.0439058	0.448369	28	14	14	10	0	0	0	0.825352
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0170029	0.791082	28	9	9	10	1	0	0	0.991822
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.172272	0.804779	28	7	7	10	1	0	0	0.998705
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	0.13191	0.503423	28			14	1	0	0	0.863815
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.151073	0.442856	28			14	0	0	0	0.825352
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.00339501	0.800491	28	14	14	14	1	0	0	0.996015
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.100135	0.377225	28	9	9	14	1	0	0	0.788806
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_extended	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.250163	0.0973193	28	7	7	14	1	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	mean	spearman	log2_cpm	drop_cldn4_floor	rho	0.0875753	0.657672	28			14	1	0	0	0.945276
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	mean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.166437	0.397287	28			14	0	0	0	0.788806
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0508261	0.836194	28	14	14	14	1	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0295707	0.426777	28	9	9	14	1	0	0	0.818899
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_extended	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0873925	0.208625	28	7	7	14	1	0	0	0.648564
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	0.0164204	0.933905	28			24	1	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.218637	0.263668	28			24	0	0	0	0.712102
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_union	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0570393	0.662472	28	14	14	24	1	0	0	0.945276
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_union	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0929788	0.791082	28	9	9	24	1	0	0	0.991822
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_union	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.276749	0.382867	28	7	7	24	1	0	0	0.788806
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	mean	spearman	log2_cpm	drop_cldn4_floor	rho	0.0350301	0.859536	28			24	1	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	mean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.195489	0.318797	28			24	0	0	0	0.754121
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_union	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0407378	0.908549	28	14	14	24	1	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_union	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0314197	0.723932	28	9	9	24	1	0	0	0.955478
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_union	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0747565	0.317599	28	7	7	24	1	0	0	0.753017
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	0.044335	0.822747	28			16	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.106046	0.591213	28			16	1	0	0	0.963261
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0266875	0.908549	28	14	14	16	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.319657	0.658843	28	9	9	16	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.379929	0.534965	28	7	7	16	0	0	0	0.931081
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	mean	spearman	log2_cpm	drop_cldn4_floor	rho	0.00328407	0.986767	28			16	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	mean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.110429	0.575881	28			16	1	0	0	0.953087
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.0508951	0.981671	28	14	14	16	1	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.0815855	0.859819	28	9	9	16	1	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.0571873	0.710373	28	7	7	16	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	-0.214012	0.274154	28			4	1	0	0	0.814155
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.244865	0.209169	28			4	1	0	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine_only	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.395491	0.223371	28	14	14	4	1	0	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine_only	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.610098	0.536499	28	9	9	4	1	0	0	0.931081
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine_only	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.610098	0.534965	28	7	7	4	1	0	0	0.931081
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	mean	spearman	log2_cpm	drop_cldn4_floor	rho	-0.160372	0.414948	28			4	1	0	0	0.864706
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	mean	pearson	log2_cpm	drop_cldn4_floor	rho	-0.206223	0.292411	28			4	1	0	0	0.831061
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine_only	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.478113	0.323214	28	14	14	4	1	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine_only	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.714167	0.723932	28	9	9	4	1	0	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine_only	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	-0.714167	0.710373	28	7	7	4	1	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	0.178982	0.362141	28			10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	0.00923269	0.96281	28			10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.401041	0.370264	28	14	14	10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.630816	0.289315	28	9	9	10	0	0	0	0.831061
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.756439	0.128205	28	7	7	10	0	0	0	0.720891
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	spearman	log2_cpm	drop_cldn4_floor	rho	0.177887	0.365133	28			10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	pearson	log2_cpm	drop_cldn4_floor	rho	0.00375063	0.984888	28			10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.252871	0.34623	28	14	14	10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.467367	0.331387	28	9	9	10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.479324	0.164918	28	7	7	10	0	0	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	zmean	spearman	log2_cpm	drop_cldn4_floor	rho	0.119321	0.545332	28			2	0	0	0	0.93488
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	zmean	pearson	log2_cpm	drop_cldn4_floor	rho	0.0244754	0.901612	28			2	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	sting_pair	zmean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.432883	0.597223	28	14	14	2	0	0	0	0.968546
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	sting_pair	zmean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.366153	0.723932	28	9	9	2	0	0	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	sting_pair	zmean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.639976	0.534965	28	7	7	2	0	0	0	0.931081
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	mean	spearman	log2_cpm	drop_cldn4_floor	rho	0.133552	0.498078	28			2	0	0	0	0.908727
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	sting_pair	mean	pearson	log2_cpm	drop_cldn4_floor	rho	0.14386	0.465183	28			2	0	0	0	0.895699
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	sting_pair	mean	mwu_median	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.306029	0.535064	28	14	14	2	0	0	0	0.931081
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	sting_pair	mean	mwu_tertile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.280116	0.723932	28	9	9	2	0	0	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	sting_pair	mean	mwu_quartile	log2_cpm	drop_cldn4_floor	median_high_minus_low	0.330705	0.382867	28	7	7	2	0	0	0	0.851687
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	spearman	log2_cpm	drop_max_cldn4	rho	-0.204921	0.260555	32			10	0	0	0	0.707416
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	pearson	log2_cpm	drop_max_cldn4	rho	-0.115827	0.527857	32			10	0	0	0	0.889258
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	zmean	mwu_median	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.108756	0.0935118	32	16	16	10	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	zmean	mwu_tertile	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.0855894	0.623176	32	10	10	10	0	0	0	0.9308
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	zmean	mwu_quartile	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.0855894	0.720901	32	8	8	10	0	0	0	0.955478
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	spearman	log2_cpm	drop_max_cldn4	rho	-0.168197	0.357473	32			10	0	0	0	0.786803
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	pearson	log2_cpm	drop_max_cldn4	rho	-0.0584937	0.750486	32			10	0	0	0	0.971831
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	mean	mwu_median	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.0708166	0.136563	32	16	16	10	0	0	0	0.581493
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	mean	mwu_tertile	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.00880807	0.791337	32	10	10	10	0	0	0	0.991822
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	mean	mwu_quartile	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.00880807	0.798446	32	8	8	10	0	0	0	0.994674
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	spearman	log2_cpm	drop_max_cldn4	rho	0.086302	0.638603	32			14	1	0	0	0.936661
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	pearson	log2_cpm	drop_max_cldn4	rho	0.11554	0.528888	32			14	1	0	0	0.889258
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	zmean	mwu_median	log2_cpm	drop_max_cldn4	median_high_minus_low	-0.108616	0.637561	32	16	16	14	0	0	0	0.936661
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	zmean	mwu_tertile	log2_cpm	drop_max_cldn4	median_high_minus_low	0.071085	0.384673	32	10	10	14	1	0	0	0.788806
