threshold	n_genes	rule	mean_kl	mean_kp	delta_mean	median_kl	median_kp	delta_median	n_kl_gt_kp	n_kl_lt_kp	n_tie	cliff	mw_u	mw_p	separation	welch_t	welch_p
0.9	107	within-arm Spearman, both arms > 0, mean FPKM >= 1, Cldn4 excluded	3.394645077877027	3.229240104114892	0.16540497376213503	3.6012773293561935	3.326975727327272	0.2743016020289213	17	8	0	0.36	17.0	0.42063492063492064	overlap	0.5481805036333512	0.6008777186315353
0.8	339	within-arm Spearman, both arms > 0, mean FPKM >= 1, Cldn4 excluded	3.387171271470456	3.38351012812642	0.0036611433440358887	3.5684369538368426	3.4836771932020065	0.08475976063483603	15	10	0	0.2	15.0	0.6904761904761905	overlap	0.013406229948788866	0.9896569330491717
0.7	685	within-arm Spearman, both arms > 0, mean FPKM >= 1, Cldn4 excluded	3.382809137757186	3.4021163507338343	-0.01930721297664828	3.5758601863206994	3.4778965419477275	0.09796364437297189	14	11	0	0.12	14.0	0.8412698412698413	overlap	-0.07839315902277848	0.9396348008780456
0.6	1227	within-arm Spearman, both arms > 0, mean FPKM >= 1, Cldn4 excluded	3.3014273420470786	3.4134240175992843	-0.11199667555220572	3.4703428703465917	3.507745664586965	-0.03740279424037318	8	17	0	-0.36	8.0	0.42063492063492064	overlap	-0.482060009779965	0.6433961966517057
0.5	1842	within-arm Spearman, both arms > 0, mean FPKM >= 1, Cldn4 excluded	3.213365904903152	3.35106595740125	-0.13770005249809802	3.3637054600483154	3.4599222317629947	-0.09621677171467935	8	17	0	-0.36	8.0	0.42063492063492064	overlap	-0.6278165166660263	0.5481004823124046
