mean_kl	mean_kp	delta_mean	median_kl	median_kp	delta_median	n_kl_gt_kp	n_kl_lt_kp	n_tie	cliff	mw_u	mw_p	separation	welch_t	welch_p	set_name	n_genes
5.1034499411921965	3.476823478396574	1.6266264627956226	5.1278382497726795	3.697860588015009	1.4299776617576705	25	0	0	1.0	25.0	0.007936507936507936	KL>KP	5.857097434499876	0.003289059113730441	TJ_EPITHELIAL	18
7.348401041158039	4.079883270273624	3.268517770884415	7.264065121954524	4.311348839915664	2.9527162820388604	25	0	0	1.0	25.0	0.007936507936507936	KL>KP	9.85677889728222	0.0001576094898197512	TJ_TISMO	7
5.583061263744296	3.1341634113165138	2.448897852427782	5.712234245602414	3.3163441928360515	2.395890052766363	25	0	0	1.0	25.0	0.007936507936507936	KL>KP	8.685803724343456	0.00041786937838679826	CLDN4_TJ_EDGE	11
2.58324295813348	2.417914768805354	0.16532818932812576	2.59619154987935	2.381141743499667	0.21504980637968307	23	2	0	0.84	23.0	0.031746031746031744	overlap	2.904074775870365	0.024525496923110377	NHEJ_CORE	11
3.101981489146266	2.6167537630962054	0.4852277260500606	3.1337885745625518	2.5825036695074997	0.5512849050550521	25	0	0	1.0	25.0	0.007936507936507936	KL>KP	4.461940639093363	0.004378088341778368	NHEJ_EXTENDED	14
2.6733105677346347	2.3715380800145196	0.3017724877201151	2.6569342743059234	2.3432440006509636	0.31369027365495983	24	1	0	0.92	24.0	0.015873015873015872	overlap	4.824449196409377	0.0013264386489094976	NHEJ_KEGG	13
3.305542568298823	2.830191361087274	0.4753512072115491	3.396951827165117	2.9445956917739244	0.45235613539119246	25	0	0	1.0	25.0	0.007936507936507936	KL>KP	2.867733365441189	0.02136470171640757	STING_CORE	5
1.2261371823649845	2.0969118934181123	-0.8707747110531279	1.000564793245917	2.367744042290594	-1.3671792490446772	2	23	0	-0.84	2.0	0.031746031746031744	overlap	-2.6826031635251186	0.028977316440432055	IFN_COMPACT	15
0.7847841332306761	1.4895442699149004	-0.7047601366842243	0.5558472360852306	1.736948961800806	-1.1811017257155756	7	18	0	-0.44	7.0	0.30952380952380953	overlap	-1.8845161295262804	0.09732799626816765	IFN_OAS	7
2.522768202431657	3.153358981037379	-0.6305907786057223	2.326727469276786	3.325809519264232	-0.9990820499874462	2	23	0	-0.84	2.0	0.031746031746031744	overlap	-2.5424193581549193	0.03524784458043606	IFN_HALLMARK_ALPHA	90
2.2585893391794185	2.856896779951792	-0.5983074407723734	2.197591993083794	3.0026111157677167	-0.8050191226839227	2	23	0	-0.84	2.0	0.031746031746031744	overlap	-3.411857276332009	0.014418650119400498	IFN_HALLMARK_GAMMA	186
4.5437599190160896	5.043652041330437	-0.4998921223143471	4.444123425282021	5.351416441888036	-0.9072930166060145	7	18	0	-0.44	7.0	0.30952380952380953	overlap	-1.2990200529437086	0.23428368302148955	APM_MHCI	16
2.0981125762639836	2.9214765313014635	-0.8233639550374798	2.0602543492366134	3.128334927469915	-1.0680805782333014	1	24	0	-0.92	1.0	0.015873015873015872	overlap	-3.9456227122035745	0.014455533150468358	APM_KEGG	85
3.394645077877027	3.229240104114892	0.16540497376213503	3.6012773293561935	3.326975727327272	0.2743016020289213	17	8	0	0.36	17.0	0.42063492063492064	overlap	0.5481805036333512	0.6008777186315353	CLDN4_NEIGHBORHOOD	107
