set_name	gene	status	source
IFN_HALLMARK_GAMMA	Ccl5	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rnf31	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Sod2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Trim25	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Lap3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psma3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rnf213	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Peli1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cfb	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd86	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Txnip	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Gch1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pnp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ccl7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ptpn6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Sppl2a	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pnpt1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Dhx58	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Btg1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Casp8	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifi30	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ccl2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Fgl2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Casp7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il15ra	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd40	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Trafd1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Gbp6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Lcp2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ripk1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Klrk1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Upp1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psmb2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tdrd7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Hif1a	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Eif4e3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Vamp8	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pfkp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd38	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Zbp1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Bank1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tor1b	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rbck1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pde4b	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Mvp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Bpgm	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cmtr1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Auts2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	B2m	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ripk2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd69	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Myd88	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psma2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pim1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nod1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cfh	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tapbp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Slc25a28	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ptpn1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tnfaip3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Sspn	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nup93	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Mthfd2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cdkn1a	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nfkb1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Batf2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Lats2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf5	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Slamf7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Isoc1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	P2ry14	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Stat3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ncoa3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Gzma	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifnar2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd74	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rapgef6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Casp4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Fas	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ogfr	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Arl4a	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Sri	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Lysmd2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Csf2rb	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	St3gal5	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Casp3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cmklr1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nfkbia	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Mettl7b	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	St8sia4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Xcl1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il2rb	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Vamp5	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il18bp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Znfx1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Arid5b	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Apol6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Stat4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	OASL	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	C1S	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	FCGR1A	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	MARCHF1	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-DMA	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-DQA1	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	IL4R	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	SECTM1	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-DRB1	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-G	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	MT2A	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-B	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	HLA-A	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	C1R	absent	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
APM_MHCI	B2m	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	H2-K1	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	H2-D1	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Tap1	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Tap2	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Tapbp	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Psmb8	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Psmb9	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Psmb10	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Erap1	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Nlrc5	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Calr	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Canx	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Pdia3	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Psme1	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	Psme2	used	MHC-I antigen presentation and immunoproteasome
APM_MHCI	H2-L	absent	MHC-I antigen presentation and immunoproteasome
APM_KEGG	Ctsb	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Cd74	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hsp90aa1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Klrc3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.4	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa5	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa1l	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.5	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Gm7030	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa8	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Gm11127	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Tap2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa4	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Tap1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Aa	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T-ps	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Tapbp	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Cd4	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Rfx5	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Ifng	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa1a	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Klrd1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M10.6	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Calr	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T10	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hspa1b	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Bl	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-K1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-DMa	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Tnf	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Ctss	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Gm8909	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Psme2b	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Ctsl	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-DMb2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-DMb1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Oa	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Ob	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	B2m	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Ciita	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Pdia3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-D1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Eb1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Nfyb	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Nfyc	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Gm10499	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Rfxank	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Kir3dl1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Cd8b1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Kir3dl2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Ea-ps	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Creb1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Rfxap	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Cd8a	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Canx	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Lgmn	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Psme2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Psme3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M11	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Psme1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Ab1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q10	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M9	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T24	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T23	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T22	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M5	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Hsp90ab1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q7	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M3	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q6	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-M2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q4	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Ifi30	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Klrc1	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Klrc2	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	Nfya	used	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T18	absent	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-T9	absent	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q9	absent	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-Q8	absent	KEGG 2019 Mouse antigen processing and presentation
APM_KEGG	H2-L	absent	KEGG 2019 Mouse antigen processing and presentation
CLDN4_NEIGHBORHOOD	AA467197	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	AC162893.1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Abhd17c	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Actg-ps1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Aggf1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Anxa7	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	App	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Arc	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Atg10	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Atp5l2-ps	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	B3galt6	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	B4galt6	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	BC016579	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	BC030870	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Cblc	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ccdc25	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Chmp2b	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Chst4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Cldn23	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Clptm1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Cotl1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Creb3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Cyb5r4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Cyp3a13	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Dapp1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Dlc1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Dnajc10	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Dok4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Dsp	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Efnb1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Erap1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ets2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	F11r	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gcnt2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm14336	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm15720	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm17936	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm22058	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm24146	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm26782	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm45734	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm5915	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm6054	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm6059	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm6375	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gm8399	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gpa33	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Gucd1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Hadha	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Hr	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ifngr2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Il17rc	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Il6st	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Irak2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Irf6	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Itgb6	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Itpkc	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
