term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	contrast	accession	species	n_loss	n_wt	n_genes_ranked	headline	fdr	ifn_mhc_up
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.4537188687805774	-1.5671577526841036	0.007992007992007992	115	-0.19236888197607047	HLA-DRB1,DDX58,RAPGEF6,BPGM,FCGR1A,NMI,RNF213,PSMA2,NFKBIA,PML,ARID5B,UBE2L6,VAMP5,USP18,CASP7,PSME2,IFIH1,PARP12,HELZ2,SSPN,IRF5,IRF1,SLC25A28,ITGB7,ARL4A	43	GSE207704_T47D	GSE207704	human	2	2	12635	True	0.01998001998001998	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.5870919845851025	-1.8285697489232262	0.000999000999000999	60	-0.33864533818407394	TRIM5,UBE2L6,USP18,PSME2,IFIH1,NUB1,PARP12,HELZ2,IRF1,SLC25A28,HLA-C,OAS1,ISG20,TMEM140,IL4R,PARP9,TXNIP,TRIM21,LGALS3BP,IL7,IFI35,ISG15,IFI44,BST2	24	GSE207704_T47D	GSE207704	human	2	2	12635	True	0.004995004995004995	DOWN
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.5923068171480215	-1.2321849541494634	0.14385614385614387	8	-0.1868085566137464	ERAP1,IRF1,HLA-C	3	GSE207704_T47D	GSE207704	human	2	2	12635	True	0.20854145854145856	DOWN
KEGG_TIGHT_JUNCTION	-0.2779437434226127	-0.9633341214097223	0.37462537462537465	121	-0.06260850917541183	JUN,MYH14,AMOTL2,CACNA1D,PARD3,MAPK10,JAM3,MYH9,AMOTL1,CLDN3,CGNL1,ARPC1A,MICALL2,IGSF5,CLDN15,RUNX1,CLDN23,CLDN4,ARPC1B,SRC,GATA4	21	GSE207704_T47D	GSE207704	human	2	2	12635	True	0.37462537462537465	
GOBP_KERATINIZATION	0.43522669090284594	1.0459842182377128	0.16683316683316685	12	0.043275363052018956	KAZN,ABCA12,SFN	3	GSE207704_T47D	GSE207704	human	2	2	12635	True	0.20854145854145856	
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.297865653250094	-1.1100508941609344	0.1108891108891109	115	-0.012199688780979986	IL4R,USP18,LATS2,ICAM1,PSME1,BTG1,OAS3,NFKBIA,AUTS2,ARL4A,BST2,MT2A,IFI44L,ITGB7,IFITM2,IFIT1,SOCS3,IFI44,IFITM3,CD274,HLA-DRB1,TNFSF10,ST8SIA4,TNFAIP2	24	GSE207704_MCF7	GSE207704	human	2	2	12635	True	0.1848151848151848	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.3042719321685066	-1.008194039649218	0.2007992007992008	60	0.016768665726462094	PARP9,TMEM140,IL4R,USP18,MOV10,PSME1,IFITM1,ELF1,CD47,BST2,GBP2,IFI44L,IFITM2,OAS1,IFI44,IFITM3	16	GSE207704_MCF7	GSE207704	human	2	2	12635	True	0.250999000999001	DOWN
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4128969206378983	0.8684317469101868	0.33466533466533466	8	0.06154217021881128	HLA-C	1	GSE207704_MCF7	GSE207704	human	2	2	12635	True	0.33466533466533466	UP
KEGG_TIGHT_JUNCTION	-0.3302153544027676	-1.2389923646363057	0.052947052947052944	121	-0.06842304677913834	PPP2R1A,ACTN4,JAM3,PRKCZ,MYH9,NEDD4,F11R,EZR,ACTR3C,CLDN23,TUBA1C,CGN,ARHGEF2,MAGI1,MYH14,CLDN4,TUBAL3,ARPC5,RUNX1,IGSF5,NEDD4L,CACNA1D,AMOTL2,SRC,AMOT	26	GSE207704_MCF7	GSE207704	human	2	2	12635	True	0.13236763236763235	
GOBP_KERATINIZATION	-0.6667343843692318	-1.5558136161247125	0.017982017982017984	12	-0.31105830417042035	ABCA12,KAZN,KRT7,PPL,KRT80	5	GSE207704_MCF7	GSE207704	human	2	2	12635	True	0.08991008991008992	
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.41711905146104983	-1.5422206732827934	0.006993006993006993	115	-0.10228428537852524	HELZ2,TXNIP,SLC25A28,IRF5,PSME2,CD274,SSPN,RIPK1,NOD1,RNF213,VAMP5,IRF1,PSME1,NAMPT,MT2A,IFI44L,ARID5B,USP18,SRI,NFKBIA,IL7,IFITM3,IL4R,SOCS3,IFIT1	36	GSE207704_mean_both_lines	GSE207704	human	4	4	12635	True	0.017482517482517484	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.4936463842319984	-1.6374797558076897	0.001998001998001998	60	-0.1609383362288059	IRF1,PSME1,ELF1,IFI44L,USP18,CD47,IL7,GBP2,TMEM140,IFITM3,PARP9,IL4R,OAS1,IFI35,ISG15,IFI44,BST2	17	GSE207704_mean_both_lines	GSE207704	human	4	4	12635	True	0.00999000999000999	DOWN
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.3851306453262595	-0.8187802792177632	0.3356643356643357	8	-0.06263319319746757	IRF1,ERAP1	2	GSE207704_mean_both_lines	GSE207704	human	4	4	12635	True	0.3356643356643357	DOWN
KEGG_TIGHT_JUNCTION	-0.3286887609434584	-1.2227283597364222	0.08191808191808192	121	-0.06551577797727508	MICALL2,EZR,MAPK10,MARVELD3,ARPC1A,ARPC5,PARD3,TUBA1C,CLDN3,TUBAL3,JUN,JAM3,MAGI1,MYH9,NEDD4L,CLDN15,ARPC1B,MYH14,AMOT,CLDN23,CACNA1D,CLDN9,IGSF5,AMOTL2,RUNX1	27	GSE207704_mean_both_lines	GSE207704	human	4	4	12635	True	0.1023976023976024	
GOBP_KERATINIZATION	-0.5868907155475297	-1.3636356083680246	0.06593406593406594	12	-0.13389147055920067	KRT7,PPL,KRT80	3	GSE207704_mean_both_lines	GSE207704	human	4	4	12635	True	0.1023976023976024	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5059747515109072	1.5081012020314417	0.000999000999000999	181	0.26028842908839783	Cxcl11,Sectm1a,Mettl7b,Cxcl9,Ccl5,Cxcl10,Gzma,Oas3,Oas2,Tnfaip6,Ido1,Rsad2,Oasl1,Isg15,Zbp1,Ccl7,Cdkn1a,Psmb9,Il2rb,Ifi44,Nlrc5,Gbp3,Upp1,Slamf7,Rtp4	66	GSE50927_naive_lung	GSE50927	mouse	1	1	21588	True	0.004995004995004995	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5909965654560809	1.5873141030188271	0.003996003996003996	89	0.2812065107865169	Cxcl11,Cxcl10,Rsad2,Oasl1,Isg15,Psmb9,Oas1a,Ifi44,Gbp3,Rtp4,B2m,Ly6e,Ube2l6,Ifitm1,Batf2,Ifi44l,Cd74,Ifitm3,Stat2,Bst2,Psmb8,Dhx58,Csf1,Irf9,Il15	47	GSE50927_naive_lung	GSE50927	mouse	1	1	21588	True	0.00999000999000999	UP
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.6730814449095177	1.4232382571581819	0.029970029970029972	21	0.3936352102380953	H2-Q10,H2-T23,Psmb9,Nlrc5,B2m,Calr,Psmb8,Irf1,Psmb10,H2-D1,Erap1,Tapbpl,H2-Q6	13	GSE50927_naive_lung	GSE50927	mouse	1	1	21588	True	0.04995004995004995	UP
KEGG_TIGHT_JUNCTION	-0.33370427740969233	-0.9634539244982819	0.2827172827172827	154	-0.061565000701298674	Mapk8,Actg1,Arhgef18,Cacna1d,Runx1,Rapgef6,Prkag2,Tiam1,Tuba8,Magi1,Cldn18,Rock1,Cldn23,Cldn8,Mpp4,Prkaa2,Cldn15,Pard6b,Myl9,Prkag3,Cldn11,Mapk10,Myh11,Myl2,Cldn4	25	GSE50927_naive_lung	GSE50927	mouse	1	1	21588	True	0.2827172827172827	
GOBP_KERATINIZATION	-0.4106163720287005	-1.0604026272925164	0.16183816183816183	69	-0.03446116873913044	Cdh3,Cdsn,Krt4,Hrnr,Krt86,Krt5,Krt82,Krt76,Krt73,Ivl	10	GSE50927_naive_lung	GSE50927	mouse	1	1	21588	True	0.20229770229770228	
